unit_id,ProductTiter,DissolvedOxygen,pH,CoolingWaterTemp,do_AntioxidantDosing
0,-29.946592060927415,69.04676931854192,47.85559628983122,61.033705015089595,0
1,-45.22151834588554,67.92053067696096,61.752640167748936,46.958984122895366,0
2,-48.338754446120525,62.646857348941566,46.13069297669547,56.1249562798111,0
3,-33.75834792474557,72.758794155448,51.32099272333546,48.96024794837429,0
4,-58.31944563077498,78.65457011741438,69.99317292267894,35.9806598754148,0
5,-45.93396432228692,91.58591258344478,56.92355367088345,42.35255493986827,0
6,-54.172487791388804,67.8797321488198,42.514624197386816,66.23327281740049,0
7,-48.62224856847223,69.89415471769746,58.74538693285465,48.24116527700724,0
8,-47.766270237392575,70.88224436707821,83.01952161166666,38.09769782906145,0
9,-38.309293303687596,57.90006018746184,50.41755319023522,56.80431806812486,0
10,-72.6783329563567,84.55230238377723,49.52354012778899,37.29462806865944,0
11,-49.61990394573227,55.58299718011824,49.17489340364251,46.427675603680015,0
12,-42.936057468562396,76.92144890686711,33.74633288427875,52.8359021718994,0
13,-38.49604321134179,78.39188961201019,27.66442573293777,47.74107067678161,0
14,-38.87637684933666,81.28326796250353,71.21391990924091,55.11524263650448,0
15,-19.99701760599423,87.69158571160608,64.18454696454653,62.26707834071704,0
16,-41.768372780260236,64.69018874476322,46.833650046468094,40.417400776680196,0
17,-40.84661769957329,77.87912504325001,56.20405643133234,36.41341590823809,0
18,-27.629123502007527,94.42654775283108,39.05445500941956,62.95086388373726,0
19,-55.87959043300767,69.3982570559301,54.59894841992083,35.92533232002084,0
20,-43.19028474049211,67.46523655369579,49.866433216985726,71.198888618307,0
21,-33.50159408267225,70.02364269543709,31.482649212851708,31.280637249257403,0
22,-26.811850202201015,44.8909598105784,55.184361012704144,63.42117853333292,0
23,-47.804616993852974,108.91352035601905,20.580006293269314,45.33561029232048,0
24,-59.80434074902899,81.01175410232864,50.90384687210116,36.06514976637583,0
25,-38.32013581466473,90.15318285502549,45.513734319497665,41.076042211363834,0
26,-48.1263642583903,75.58857045636671,52.985933820093834,37.78770548405037,0
27,-23.252240890082714,73.76275873479929,39.04025399787101,50.90018278664191,0
28,-27.61981718614258,74.67174764512538,56.267629658487415,58.39692461329397,0
29,-40.38953018496221,80.65889651921307,41.50944473593081,53.221347121406716,0
30,-41.312989085884276,57.460480204268784,65.08165004691939,55.655059950842976,0
31,-31.999649037387904,64.77900958319773,36.73051940987871,37.50821451996164,0
32,-56.172394464302954,81.8532743351793,49.69076040373409,29.400586515270973,0
33,-39.44433120759555,64.42053845987682,67.76494832044887,38.16259818797903,0
34,-67.81009514612475,41.15524372302593,39.03319121546451,31.626847351289527,0
35,-52.25094044103973,51.53621177384932,70.59704595043678,39.55204891523508,0
36,-36.41768825091461,63.7649681347477,51.341924995273665,38.02630799158299,0
37,-60.99814047046868,66.07828737064884,73.42409411333661,73.82659629090847,0
38,-46.60749562796197,68.46185381019869,55.101565969623245,72.12362106790968,0
39,-23.90290930618217,76.74813367365536,50.77472704320312,67.83213949139783,0
40,-34.71640722640776,73.12359704327143,61.98992330129465,57.23884078400872,0
41,-49.949555034343156,74.09381152649233,48.35439424369217,47.13639499455378,0
42,-13.35740859038011,90.42502603685487,63.58855541194883,60.05077837774396,0
43,-44.21537074401431,70.57623979934074,44.481753139520166,27.20041470628398,0
44,-43.17923246625864,87.1641731159023,55.39142377316752,53.371658198561576,0
45,-26.63656717651239,67.35617286421076,45.56234248053006,56.13439906098636,0
46,-42.5480603693063,78.0710539699526,78.02743445599945,58.25372137691532,0
47,-21.1294599190754,90.56480005697992,52.20063191266681,54.32601111347774,0
48,-46.38411618566778,97.37014263027386,47.19660919778827,24.55529790264592,0
49,-50.81072802605494,95.64449080351558,33.71547247876795,42.09163483600345,0
50,-29.805631008032183,75.43126283518626,34.269573189089684,52.292352746070804,0
51,-46.469335447828996,62.75741350631119,59.48943119375332,25.096392341810855,0
52,-28.689841887179504,68.67889477357338,30.193452236057283,54.51133458933818,0
53,-50.791040020345385,66.73872170418107,27.861713535748805,51.719689438498385,0
54,-48.84186298387536,85.87380744955848,43.59380381934936,21.53083874568856,0
55,-47.91912024061759,85.36335620298613,51.69760949425532,53.98002208176595,0
56,-37.804613313384934,85.41908631610661,65.08359895710444,28.338905817710756,0
57,-26.75668964439196,62.78251756661059,43.59890566251645,46.493512805277,0
58,-22.29411883145111,82.92263862284531,36.46527040399528,39.55285818703373,0
59,-41.36866662634516,83.51333219362012,69.75107744124605,50.36434649365982,0
60,-38.62005319962202,66.81837262334714,47.15940445945939,89.17248869690428,0
61,-53.812445364166194,59.318455085356746,63.79451674375727,51.068808132795034,0
62,-45.516985426738486,75.2678558951136,41.6818378944483,60.43773626245986,0
63,-57.8053902851021,52.07130561927349,39.00905871881536,47.35926837323448,0
64,-41.89978292616195,74.11218623618915,53.57828461467795,49.26516063502076,0
65,-44.69582702314828,77.0620650957591,36.516722586598505,57.38202061262186,0
