unit_id,ProductTiter,DissolvedOxygen,do_AntioxidantDosing
0,-5.943983201181894,93.61831346741737,100.0
1,0.1851601342218343,73.27191051309008,100.0
2,0.9593580500719803,76.325964772695,100.0
3,-9.785923818397846,62.330186837686895,100.0
4,-3.7047473280601553,85.34322273755505,100.0
5,0.01805404800004684,79.45848820768981,100.0
6,-1.7689918851301387,66.99979707379165,100.0
7,-15.334641994654293,72.34423889522881,100.0
8,0.9873780343983323,78.02001289642556,100.0
9,-7.425601436269256,64.29944837261748,100.0
10,-4.83896012688761,72.36228374985667,100.0
11,-2.3235798060582535,80.10959029303515,100.0
12,-23.948019400265977,81.50593287534987,100.0
13,-5.574547575436965,71.0183445484036,100.0
14,-15.032063453348416,63.78565639658004,100.0
15,-15.073309881921993,58.85295588897257,100.0
16,-26.74370103623428,73.7156380012654,100.0
17,-12.317249772502084,68.0201379406945,100.0
18,-3.0215527454522393,64.2032156456114,100.0
19,-8.239960127909528,85.6434474062604,100.0
20,-19.16159404401642,84.36906313967737,100.0
21,-19.362970062304747,65.7870039719062,100.0
22,-2.9081451734873367,81.49916339486612,100.0
23,-11.946939471151403,68.11378385857688,100.0
24,-0.5087593894715415,77.42923137367342,100.0
25,-16.25767952714052,73.49544560040832,100.0
26,2.7958144207540534,76.2228918845941,100.0
27,-1.086986140375478,83.36088298007077,100.0
28,-9.245893304746405,73.35199160173268,100.0
29,-5.057942968218278,92.95212858065884,100.0
30,5.678543433308359,81.14295189506505,100.0
31,-10.33170171585361,71.11290222421916,100.0
32,9.321665455993461,80.19055918718526,100.0
33,1.048548042693663,69.21426162518377,100.0
34,-10.348594813243494,84.54867183890445,100.0
35,-14.996656201968024,63.35424701151083,100.0
36,-15.983342962815275,60.61674899203321,100.0
37,-5.119340421185698,79.07449680672605,100.0
38,8.399175653435108,82.72717619652818,100.0
39,-5.28362670112735,75.54497449492702,100.0
40,-6.270078352931227,73.39085122856501,100.0
41,5.562103932499493,93.34664813198184,100.0
42,-5.913993462295546,82.89573009071312,100.0
43,5.300396999974582,80.03855383027239,100.0
44,-3.329029989577939,56.66408328990581,100.0
