unit_id,ReactorPressure,ConversionEfficiency,CatalystSurfaceArea
0,75.77010565116048,16.0795522554309,56.24344834508569
1,75.58485925877996,19.001166297477923,34.22688861559533
2,59.53158469420069,-8.011566462641426,56.131140727116545
3,62.748779170292174,13.52716809625201,57.04525789426914
4,73.92827832042384,12.914610060521667,43.57427171534317
5,84.87127616803181,15.073287597996565,58.55771153938087
6,72.48708800146541,-7.0462709326915345,49.772693322833476
7,71.37131607693449,1.0084582484912588,31.99414810558321
8,77.18048629953167,-2.810848476758818,55.44359309226825
9,62.75452802355944,3.598661911693287,31.041640714808953
10,53.1878914370254,6.806536262153826,45.13781987346835
11,83.96532034055102,11.024473005137754,57.45859915272412
12,80.5126728818895,11.597581375140528,50.851713300943636
13,81.13421305350752,18.78127859406701,37.18673743350471
14,72.90889287263273,9.940485212088362,48.8558331707641
15,85.01444861307453,9.962202460610289,47.94061581756803
16,68.1875570754065,-4.438333485455915,51.37577161074751
17,61.999226285513416,-2.5285327733811567,40.654362624830426
18,80.33363708987262,2.610453424956673,53.956793327707906
19,86.19237829609781,5.20991496264965,47.94638870042716
20,86.96934894854753,2.479493184464008,50.22679848986599
21,72.86328122982738,12.23890701910091,55.87622711678187
22,82.17344039409781,39.614022724585226,9.331186640900919
23,93.25773084982238,7.749059606983192,54.760920882515954
24,84.69780699403695,14.729404787593726,43.556823964071
25,56.40040817982039,8.999700609915434,26.518151118109127
26,90.84572489067321,5.9711278875977385,45.98248254306908
27,73.42705188887903,27.665167333520518,41.437708000766975
28,78.13889214571091,-5.27845358591709,44.180670558484614
29,68.84985803641972,-8.563927227703761,53.387296288312236
30,63.85984287629206,-5.350858498066696,54.4784219848813
31,81.10918897084164,-0.24579829957070753,49.953427696583184
32,69.27757920270763,3.1772064453105253,36.20364962204965
33,83.59671348595307,26.994700509077028,56.956341791561414
34,54.60412104205488,21.946610056782422,56.88000758477646
35,82.82815431896796,-2.047945315681919,54.348462590217274
36,85.15984167854059,11.694282384848862,48.891963333559346
37,93.65283987216807,24.546915538592746,53.46609063948189
38,53.49751011794108,7.077281636217592,54.14526164689405
39,89.71879616430768,17.651963293021062,58.396654016009116
40,83.04572476983776,-1.6609463128823734,52.53900227950051
41,60.329866393670684,-0.09014442805395895,39.13112417327243
42,77.81503747329461,14.658770686070234,56.797864881214345
43,72.89952742296869,3.335063208027906,50.28682938327113
44,55.66821554731245,12.814738412531613,57.123023053564225
45,63.11842599528926,4.951851637545043,44.18480329468286
46,72.8559023141569,16.76185685151011,56.15772222563317
47,71.51631062428199,3.2406928104337895,52.575018319124425
48,88.55337972456434,12.848912964729703,55.84611248189414
49,60.20220440211279,-1.9656957387710363,49.547095300206486
50,75.0422522234823,5.911054192681039,38.416581812061175
51,53.91905408791654,-0.028272358340119652,57.05725565867109
52,71.80972125953086,4.176489618828003,36.742244603265725
53,65.18272369779757,25.289598185616523,36.378425607136215
54,79.15003987717469,-7.542124851305841,48.903904161549036
55,83.24186167136105,14.005151798681297,48.2577810105482
56,62.059234006436284,-5.767823686379394,39.42598351240148
57,70.65428638663904,11.656157972972714,57.03866419667789
58,89.75477666815594,6.824224022014294,39.42268527267273
59,87.32347492663024,23.740101685262783,54.58173913931109
60,83.14641921080597,6.822325408538994,54.671516463333035
61,53.81402346895854,-1.784807806215099,57.47855110240047
62,73.20012143757187,21.277520798041905,39.06705582132535
63,80.76064054542962,-0.5582448016598947,49.893688982975405
64,81.60209475635516,0.058933368315202905,50.11373475640067
65,56.18348599294999,-0.7472774539941236,54.373260925612875
66,66.01258276602036,-4.723325256252655,43.23557472519431
67,87.35215449558268,21.7317733615533,46.11638587088856
68,75.40008875632265,-2.2115696049311104,47.060069719717745
69,83.39875681133788,5.781483051885102,53.02866016800817
70,75.0167300028954,13.603034299794341,55.882108882651714
71,47.40946986489942,-5.122936142515007,41.17602487691012
72,71.50040969840218,4.381232596194825,37.89306662661973
73,58.58378490449319,1.5508420224352082,40.085793988063
74,81.70160861928346,15.494499508096084,50.96744531878527
75,80.14556967875106,5.750010031812318,57.43883674073732
76,71.55679180858003,-3.923723935130335,46.932126660985894
77,69.39883477876835,-5.335031042252608,53.956440318068154
78,83.66095500557931,2.653189110566977,52.48207599996209
79,74.02844004578637,-0.09426114254197326,51.82221885251185
80,77.36445263642618,-4.231056217287402,53.9526982821049
81,73.69224229915103,2.6279785844573103,55.5782880735931
82,84.66934529985369,1.1288276026845754,54.3788246728681
83,73.16703161756143,-9.705161844435125,47.56286391882866
84,74.40736851552015,2.6025446449439977,55.73659242285282
85,71.55082725651532,18.701870084347913,52.17058612170824
86,74.96544166449479,10.873988774881251,48.2688514084378
87,91.82818146103342,11.301944708416862,51.63643973055594
88,60.66297676802692,-1.9175330707267513,46.68726542067582
89,65.89444321090296,3.8525960982098084,53.496861901397516
90,43.085941740637914,-13.517070952203925,54.327816439261944
