unit_id,ConversionEfficiency,ReactorPressure
0,8.758543589621011,78.0144405453798
1,4.214516243634958,63.802526075584765
2,1.5561158921513314,61.06432843921954
3,-3.55732292667786,58.20744569926507
4,10.328612442915162,77.05142364995561
5,11.45294072118953,65.31901532818495
6,3.9050473930783474,77.1733866761124
7,5.677188632527721,75.90304161471985
8,29.51614028434937,84.93371987145561
9,1.7648663747915208,74.68567054245223
10,15.588255840096291,68.54039761163708
11,18.1939472383758,97.52719132987849
12,4.826383677009251,75.88451592064973
13,25.62992239118506,97.41172887951639
14,22.10617743645411,60.00702673940517
15,-13.673803162245957,51.207475194040555
16,24.15027197113504,68.17806455080472
17,-3.945484759002469,80.05659137316898
18,2.8032211393796596,66.82134547279901
19,14.382023373049947,62.49116480537134
20,12.393491394270143,79.83160906738658
21,2.517527384404287,67.30472074472293
22,21.445160715607923,83.92466198204201
23,0.531416797820317,78.1697737517286
24,2.6174439974146706,72.53365331455379
25,5.980261437561768,86.76538388527747
26,-3.908845532225091,65.54000364837313
27,8.030582851951536,64.6635398090602
28,6.118441255011884,94.09670830806728
29,4.330291072870443,82.47650533698447
30,15.626126317077926,96.15849759737159
31,1.3846156702903882,85.15539428206125
32,3.1144023030824135,83.59421111322901
33,-3.1395116988220604,75.8829097097156
34,-3.831536631505541,74.94540879083462
35,13.9405821902218,88.42215641216941
36,4.9564022833171375,65.67991117373404
37,15.917524513849875,86.97398032784947
38,-4.392725508197792,73.64857901248087
39,26.009131510763158,104.12389042512352
40,5.980640247744059,83.77943768756326
41,26.559010118513797,54.226450235088436
42,4.974792311721342,82.8842714750355
43,-2.49047785734576,69.35751180963508
44,9.30943104922235,69.54642964988432
45,13.885812124723774,82.42425179519411
46,-11.701209409930257,62.161637085263884
47,-0.48601720720224206,47.0820070778067
48,6.838506637602057,86.30603535884617
49,-3.5981105169556136,67.09773140216156
50,13.49212886170508,58.52836052289292
51,-4.5101135976432,70.14209252450598
52,2.5163670476995943,80.24486502569039
53,8.137115824131165,85.0816614142519
