unit_id,HarvestBiomass,PlasmaCortisol
0,-18.695904055837993,64.98324408142756
1,-4.3076578129513186,69.58614697325926
2,-10.878572259420212,30.932484980672662
3,-27.795816932680317,53.86502043691843
4,13.906042580036571,62.91840361975011
5,3.6775412346632903,43.23052003812888
6,1.1301276925420427,42.49740777238681
7,4.01413422514295,64.81012042941461
8,-7.739290407879905,48.22430717181986
9,-15.609939316099842,71.26753137823391
10,-10.959089855056817,25.67156187215778
11,-4.669525876866999,54.905301849586905
12,-15.212668664988662,55.043326605649796
13,-0.8060961875257782,28.537665987115325
14,-8.558446912743644,33.071187928275364
15,-2.854416858743801,49.44772108076873
16,-3.0639884889773654,67.01056137588085
17,22.532578182903592,13.014727268133573
18,-17.084252347877158,69.8718002649737
19,-5.0290826219948235,50.17658455780196
20,-10.953681048284572,45.36469099240037
21,-10.230509774424775,65.89591692059598
22,-10.87724541730132,30.798095882549752
23,17.26606164654866,42.20178932170803
24,-13.354718953692881,43.74602390677106
25,-21.089842714492754,44.77802082329085
26,-11.340427925190907,50.77883698584081
27,4.145852828792194,40.11298638987992
28,-7.269123357770885,27.490693034596934
29,17.47261513921923,19.368279868516144
30,-0.13608301306215065,63.9626165571325
31,0.10447130140838379,23.42398044836734
32,-4.858427162772045,40.328718886219356
33,6.355283706037426,36.20124807180705
34,19.598443921326393,49.68593113996543
35,14.480320607774853,26.306674154393765
36,1.843320302688705,32.08308827198149
37,4.37049063362564,49.95688884928612
38,-16.776981134440486,53.826860100903374
39,-12.541529873169743,62.43981108502427
40,-17.439758301821502,43.478212903533816
41,-26.06003855752886,56.919364859268036
42,6.709850994605203,24.478693017372034
43,11.611200552663497,40.33558838726281
44,12.80485424386154,64.83035955642725
45,-9.755059213666895,68.28629524049302
46,24.111472171029494,52.689700403521734
47,-7.481259203755276,34.76503660945712
48,9.979677021147321,29.789659520215082
49,9.824337376702868,33.835114541403556
50,-21.11936565156747,47.429112460965065
51,4.129023563760892,79.8519220563445
52,-15.443133654222493,30.760598446462076
53,9.627351833312403,17.587664900508507
54,-0.3726996064059529,58.86935202767089
55,-17.263758774533336,64.80311604290821
56,-14.927939546911773,38.2344915370649
57,16.173202377161708,41.24211891607377
58,-6.0360774239728805,44.801447339542854
59,29.27794010330282,-3.966116776981581
60,0.470685698793889,46.11975855197749
61,-28.723643607113686,60.11301727786093
62,4.718988572381754,51.419017823219605
63,1.7484043184857998,63.42603352945468
64,-24.93248330813768,48.247184373044334
65,-2.3643101832051743,36.099759294943325
66,-10.651969966975932,29.080482336101518
67,16.67805618305733,55.02347295519131
68,22.210772705251276,28.363332124872127
69,-17.686227452011636,13.958432828928004
70,-5.299862633427598,8.706208922456888
71,-21.114276000594277,63.61120134106862
72,19.51796041900025,38.64841010228222
73,-15.351008715834666,32.81018156399179
