unit_id,TissueNutrientAssay
0,29.12563904147803
1,38.38827960220019
2,45.93477897318551
3,57.39878804045011
4,49.619421173869085
5,41.854877018972715
6,57.56078686233023
7,26.714629274111594
8,45.91896526918657
9,53.26403120138957
10,48.65326847111697
11,50.087514205533935
12,33.23433374903966
13,49.658738156692735
14,58.26541516414092
15,52.357448503798885
16,57.72228946534084
17,52.684007139291666
18,50.25209215700713
19,51.49399051254435
20,55.67323365349734
21,45.43310614622889
22,53.08126605587675
23,51.53597992182
24,38.203071698624505
25,34.723997167266845
26,51.0933541604852
27,46.091681065788535
28,30.604207759087906
29,35.727316089643374
30,53.449457027579015
31,58.391479185688326
32,58.84284224830406
33,52.414478977570745
34,53.99847504380663
35,48.77813198996632
36,58.19361508422371
37,49.6030343616153
38,53.947631477853065
39,54.66966362556915
40,52.33737586210323
41,58.56186412070571
42,52.5172605843093
43,53.70723159550506
44,55.547817004929726
45,46.63576529680027
46,57.03079816414558
47,53.821685129605164
48,54.40776546975423
49,56.5953670031491
50,32.136017628925146
51,52.644978755609344
52,54.88349627614994
53,53.344448370799576
54,31.295307136668068
55,53.59449094211582
56,54.808929781383874
57,56.84281878443448
58,47.05117488725745
59,32.453294322911134
60,38.27339367861289
61,51.685963698997924
62,55.058310696916834
63,52.029918707991584
64,54.03386775284629
65,52.07041613633705
66,40.387778807851944
67,54.9527499532642
68,55.94005584176946
69,51.90056625471319
70,56.856534991691476
71,53.052608794121156
72,52.975472713098036
73,42.99910992294063
74,53.98298922390831
75,55.887877276722755
76,35.60444024410328
77,50.95579736396995
78,14.342786329355802
79,49.309571211816134
80,49.6322577411885
81,52.12031755728251
82,54.46154273693163
83,44.52155040275757
84,56.96708749777929
85,49.34938109621687
86,57.712850250190456
87,46.775139831670295
88,55.544433474800314
89,41.681059831019404
90,49.77984204123536
91,54.99823622707001
92,57.90247811535014
93,53.7524917265357
94,48.6704188324742
95,51.453352907401644
96,46.64249417706675
97,42.363978777674596
98,52.323755013731486
99,34.76977160199097
100,51.04168796777366
101,57.79578177179692
102,53.1204184606045
103,35.392420278156706
104,49.78023869266769
105,39.131558136981866
106,33.56967018121354
107,38.38859240202991
108,55.32269411994752
109,41.963580358843394
110,23.98055330845078
111,45.30601918163582
112,53.876253949226914
113,45.12246874889891
114,47.6379782557088
115,58.24276507435574
116,41.56815864385154
117,57.05665409691592
118,54.07841995113946
119,43.513919864648884
120,48.19783298305853
121,55.34073906849247
122,49.157733779392395
123,45.72739974171305
124,44.223377231942806
125,22.091610145390476
126,54.08196637751688
127,50.48773224762585
128,56.085172141787076
129,37.054555463995904
130,56.38391607526383
131,42.65253309642474
132,54.600672082158724
133,53.665452884825825
134,43.21392444644733
135,44.44836819272994
136,46.63077566651027
137,16.637462378006102
138,56.33474643202933
139,46.77017881556934
140,51.590779761815895
141,38.513295599976765
142,46.37695373069907
143,51.66230392921281
144,55.34269533646203
145,56.93706389876887
146,56.94894233005528
147,44.14214272764829
148,54.073493621935974
149,49.42753633186161
150,46.32372820239239
151,45.51408817907899
152,49.01739602170312
153,55.60156741840344
154,54.383425429062946
155,50.97941224838345
156,38.46741229437902
157,52.21449479172757
158,44.77464370714297
159,51.501199220145566
160,54.003555283297935
161,52.47461515249213
162,42.48578543388376
163,47.641079569470264
164,56.148175006637835
165,52.09184840291261
166,53.92749217948997
167,20.9691893399737
168,47.593066530798446
169,50.20154265028776
170,52.12389199559673
171,47.761506645758935
172,48.929068505515886
173,53.489445935889655
174,17.014702997427158
175,34.71599310124097
176,57.50641631549414
177,13.289735516939176
178,55.91593961275481
179,55.914591558185634
180,44.737612878582006
181,51.971496893240975
182,52.75148556119495
183,54.68879955577868
184,31.290317021300563
185,56.310916329999955
186,27.008588397553435
187,44.12752399639249
188,52.16363999828885
189,49.613748520064156
190,48.67722874894089
191,41.22467734150253
192,54.809230269155115
193,49.23714884746244
194,46.132167212382754
195,42.20955461755337
196,49.64048171258022
197,17.387867937114166
198,53.61246361593806
199,59.16344077986479
200,57.30011999883301
201,57.40957661028527
202,53.673477938878165
203,57.758508918497796
204,42.28176805257569
205,41.55431044576514
206,56.23822803786616
207,37.6469083781462
208,26.301446590302202
209,11.613656593653724
210,21.230608144694646
211,57.635306632773855
212,53.42469848208864
213,54.54587300411591
214,55.152352052613544
215,45.107442049624396
216,46.7053788722367
217,52.56670457812895
218,34.905500588540235
219,55.07272929855507
220,48.66602374416692
221,52.514476939046446
222,54.40247268716183
223,49.62843904212179
224,55.3856880227713
225,55.4614807149158
226,54.83502937332265
227,50.89616270125645
228,52.07504385914005
229,54.44101091284545
230,54.36449113675873
231,55.2961971067018
232,50.27684428518117
233,54.614709612052565
234,56.54995789887258
235,51.7077323299837
236,48.37061400054812
237,56.25426041541651
238,56.346328685268475
239,54.3720174502952
240,43.58339750745725
241,53.80136081791957
242,51.20378425006835
243,55.829363078124075
244,54.78872460383898
245,55.039824837838005
246,48.162108519637485
247,54.33817101754683
248,53.697187279199156
249,56.37907755576633
250,53.511765720087425
251,52.428098120389926
252,47.26714862814343
253,53.734192437881674
254,49.18505954363117
255,53.68628854958262
256,54.356724005511985
257,55.572627724821146
258,52.85293644905093
259,50.212524413354885
260,40.190945943751785
261,57.721795522823705
262,47.72713356985329
263,38.794777516654065
