unit_id,CropYield
0,-9.74972836546999
1,2.581425597050731
2,15.115551525943339
3,-7.849094751969486
4,-3.8937240005494544
5,-7.747592673702448
6,-3.91428697409759
7,2.032917389903917
8,10.291566565013243
9,16.24278504202712
10,20.003613432019147
11,25.68734900812874
12,13.103743301726318
13,22.653438208459733
14,6.639414562208678
15,0.5184317062282631
16,18.477583477518145
17,11.06111872688467
18,-3.411734375967398
19,8.292742420934692
20,16.039672069884087
21,-7.416451889086861
22,5.116017738301024
23,9.99369088055542
24,11.045926828176986
25,0.5574101522876689
26,2.215965037907015
27,5.558784838955265
28,1.6548903686499106
29,-9.83760434500844
30,5.82365931681306
31,4.504700266509602
32,17.305409125698084
33,-2.810647825955119
34,2.79487208108259
35,3.0684805216744935
36,7.331110677617217
37,27.75945079463959
38,7.888396877892317
39,-2.5068407902437237
40,10.8828406816972
41,12.231648435604546
42,-6.001098889315234
43,1.6541661346695482
44,-5.56249249432927
45,34.694539381120656
46,5.483800064815558
47,14.026865667143309
48,18.59140165982962
49,18.71794589827634
50,2.1872426223489048
51,1.182450625521865
52,-3.329676859017492
53,-8.024721419081988
54,27.316157646114906
55,7.82857494072902
56,-9.920693174799142
57,-7.002256389025419
58,-3.1693587565242147
59,1.4520372605814789
60,-1.7722777537117438
61,6.156292505246075
62,9.957359227330386
63,4.417191097461411
64,0.9522015067601419
65,-1.3234554510027436
66,-5.325891705731311
67,-8.984642298253707
68,-7.68740811476958
69,18.619381079765915
70,-7.354211509542104
71,14.028418096302453
72,9.18030772271399
73,-1.2755931465403538
74,8.97437609933194
75,6.2925114969566085
76,7.272553238208313
77,6.118522825326575
78,-1.6313651513607845
79,6.279815976268559
80,2.6469644597458535
81,-3.9257126674482326
82,8.63934764622173
83,10.425212998779163
84,-3.581223239606482
85,14.90488324676927
86,13.00435696139126
87,12.321688389005633
88,0.4993438302268351
89,-4.552676117606453
90,3.259817251600147
91,-3.7825470163087687
92,-3.3580431050484356
93,-1.5176768606815383
94,1.0091828063433574
95,6.379167681711111
96,16.421643214092775
97,56.89747993166041
98,2.327346180965908
99,4.707376870015225
100,6.607120050383454
101,-8.664597827855374
102,7.086312751128678
103,28.20961920727826
104,-5.589668936246538
105,6.8367179934925915
106,11.378532112049538
107,5.06018022645188
108,5.433180041062008
109,-2.8555313536026246
110,-3.9759362900200457
111,9.121910124797527
112,5.7577408737478075
113,3.921423748741759
114,-6.472740679173228
115,1.2187941147579462
116,6.272223396150294
117,5.71941667069931
118,21.333347976658807
119,10.944045356657618
120,-7.8013182197211535
121,4.898039675356152
122,11.495833386622731
123,-3.9585199301427147
124,19.382397068612462
