unit_id,CropYield,do_FertigationRate
0,32.77427005775951,0.0
1,58.0066858591742,0.0
2,41.81499364729223,0.0
3,34.769912768670345,0.0
4,60.358255994318284,0.0
5,59.7834074756749,0.0
6,58.33674177998578,0.0
7,60.569728881276504,0.0
8,48.01521259839076,0.0
9,47.95870207607503,0.0
10,38.09214514704693,0.0
11,47.412373201184906,0.0
12,55.462046857080196,0.0
13,46.69185466200562,0.0
14,53.72564065938532,0.0
15,59.46187641171413,0.0
16,46.16406946827508,0.0
17,64.37405341645793,0.0
18,58.77776493671358,0.0
19,50.394557443847305,0.0
20,55.651328670217005,0.0
21,47.25352693346302,0.0
22,50.79748181739717,0.0
23,67.91856529073743,0.0
24,66.2201728217614,0.0
25,40.6142116391228,0.0
26,50.829740140945226,0.0
27,50.28913298185697,0.0
28,54.13049030007619,0.0
29,47.08815796933287,0.0
30,41.16695182141353,0.0
31,65.67748048735996,0.0
32,45.93130897769347,0.0
33,31.615899369164936,0.0
34,52.52331199884427,0.0
35,54.34449066896321,0.0
36,56.800303285512534,0.0
37,35.967076997241264,0.0
38,34.28702075598956,0.0
39,46.764199329252136,0.0
40,61.26881380673512,0.0
41,35.01225344112175,0.0
42,60.1466132984806,0.0
43,52.8352271559858,0.0
44,53.73382141367616,0.0
45,54.35280922377633,0.0
46,57.43335429722086,0.0
47,57.83011660981889,0.0
48,48.149158317748615,0.0
49,51.07208907960804,0.0
50,30.31226847223016,0.0
51,27.873956549927286,0.0
52,41.3237093272791,0.0
53,48.061157306948196,0.0
54,50.497316521566084,0.0
55,73.66570339231214,0.0
56,34.48844266966889,0.0
57,58.893908839433834,0.0
58,54.78709431251687,0.0
59,36.35879364846069,0.0
60,60.97272782940186,0.0
61,43.91799350771884,0.0
62,59.50732740566077,0.0
63,30.03077440452037,0.0
64,37.28978059867756,0.0
65,66.15726325691762,0.0
66,60.73354407877896,0.0
67,42.52280027916138,0.0
68,48.63763171404774,0.0
69,53.2699158029737,0.0
70,52.836561548639395,0.0
71,54.50636942652236,0.0
72,5.851987822391793,0.0
73,41.38203558951387,0.0
74,42.88768621217488,0.0
75,54.01036117897388,0.0
76,53.97764325397978,0.0
77,43.78700360954546,0.0
78,38.37444049135455,0.0
79,49.87195243232446,0.0
80,40.93481965877187,0.0
81,56.99435103904185,0.0
82,52.793056289097564,0.0
83,53.86478738077,0.0
84,37.95575273225416,0.0
85,56.30494495357455,0.0
86,52.662414588618304,0.0
87,40.81898233925768,0.0
88,39.07048501782853,0.0
89,46.196369613178234,0.0
90,39.77423466789295,0.0
91,64.77946942268382,0.0
92,48.465444584824525,0.0
93,54.506579168940945,0.0
94,59.1669267233407,0.0
95,61.15739221198464,0.0
96,31.111452502559917,0.0
97,47.83127318536302,0.0
98,38.449693504108374,0.0
99,55.57594149953739,0.0
100,48.29066267392358,0.0
101,30.12211017375251,0.0
102,59.02916120927007,0.0
103,52.645646912085766,0.0
104,54.581798335691474,0.0
105,58.458358022884326,0.0
106,46.94982725484392,0.0
107,59.10434613782181,0.0
108,44.02159797813216,0.0
109,45.74820005675556,0.0
110,45.12278034298117,0.0
111,73.85415530160132,0.0
112,53.31848550629735,0.0
113,29.86326340548814,0.0
114,54.109483163302045,0.0
115,58.62156827079627,0.0
116,49.22432016288174,0.0
117,59.49984786359341,0.0
118,45.47353930473654,0.0
119,45.04403940555961,0.0
120,38.59815181068951,0.0
121,32.8803670651168,0.0
122,52.04833012165593,0.0
123,57.81241024677602,0.0
124,41.66181314420023,0.0
125,54.379373732599376,0.0
126,49.09370308488301,0.0
127,54.414642410305326,0.0
128,39.556919422875346,0.0
129,55.119063471354,0.0
130,31.465869033957222,0.0
131,46.405353442222555,0.0
132,49.787760416645526,0.0
133,53.870242095270264,0.0
134,20.104254691624256,0.0
135,32.252365231205374,0.0
136,59.95096579241932,0.0
137,56.666409816521316,0.0
138,65.6479233133056,0.0
139,35.51363192721083,0.0
140,36.69802011180376,0.0
141,63.3895672698673,0.0
142,43.691933401109594,0.0
143,56.39926184409161,0.0
144,50.51466688735381,0.0
145,41.44139972101671,0.0
146,50.05171100762086,0.0
147,31.49950262441586,0.0
148,44.96781354890658,0.0
149,58.54217092190714,0.0
150,31.069544193540988,0.0
151,44.53465673668765,0.0
152,50.63674084892374,0.0
153,71.29463909827199,0.0
154,52.47663481610153,0.0
155,55.15852931270237,0.0
156,67.06349781033465,0.0
157,48.875441812064444,0.0
158,47.42693668746918,0.0
159,55.69176251310939,0.0
160,48.88950333216435,0.0
161,52.8619504654194,0.0
162,54.618660637718186,0.0
163,63.56580088498353,0.0
164,42.362499610356195,0.0
165,69.08086775181471,0.0
166,50.49126255594948,0.0
167,37.7505435965697,0.0
168,38.19372759659923,0.0
169,45.23480876881663,0.0
170,41.22330033531097,0.0
171,65.73374467903102,0.0
172,26.211018689937482,0.0
173,46.886497983644354,0.0
174,62.894132727912876,0.0
175,38.77932175163567,0.0
176,50.51989311262419,0.0
177,47.218590177274216,0.0
178,38.35855258920109,0.0
179,54.415654944742485,0.0
180,53.35571192642545,0.0
181,50.967167695301306,0.0
182,35.737566547458364,0.0
183,43.1187991953293,0.0
184,28.133140053672108,0.0
185,42.260284449755595,0.0
186,60.34245687365735,0.0
187,60.42384791338179,0.0
188,51.37117688601651,0.0
189,46.67240350192849,0.0
190,26.691971083360844,0.0
191,37.34187063672241,0.0
192,48.9688271890481,0.0
193,36.204562353788916,0.0
194,53.483267521330625,0.0
195,52.08126605089177,0.0
196,44.64053236267864,0.0
197,68.29335799318258,0.0
198,74.90608863667178,0.0
199,45.29453694325121,0.0
200,46.755395710367154,0.0
201,45.361770372217215,0.0
202,60.06603658858462,0.0
203,45.79609797489329,0.0
204,40.62011343330259,0.0
205,37.78390391182065,0.0
206,44.63834240544114,0.0
207,48.41599784155571,0.0
208,63.83322849006661,0.0
209,25.340814769723938,0.0
210,43.305835890531384,0.0
211,54.45544072428606,0.0
212,43.99521745128333,0.0
213,51.93237092396091,0.0
214,68.53923638437155,0.0
215,56.9151160406597,0.0
216,63.90246681014768,0.0
217,43.92816475953472,0.0
218,49.19489852674312,0.0
219,50.04054462647369,0.0
220,69.97619887846417,0.0
221,53.961107718065264,0.0
222,60.47249130114067,0.0
223,67.00291802773046,0.0
224,54.630920512809595,0.0
225,66.66366086241553,0.0
226,54.382146844074796,0.0
227,39.77215563309259,0.0
228,49.642371643203724,0.0
229,32.861166196065824,0.0
230,68.07133664833084,0.0
