unit_id,CropYield,do_FertigationRate
0,35.523811660625434,20.0
1,11.68444527993585,20.0
2,49.51172545675131,20.0
3,39.49712071490361,20.0
4,18.068380400795615,20.0
5,44.69677035796456,20.0
6,24.84841096985262,20.0
7,-1.553459226411044,20.0
8,27.096913701738007,20.0
9,26.84691460551904,20.0
10,11.86446478098238,20.0
11,69.77692487054884,20.0
12,36.03675692665545,20.0
13,32.04319130471541,20.0
14,20.0382304841079,20.0
15,2.293091114885045,20.0
16,15.106234640915336,20.0
17,-14.343736004530317,20.0
18,12.419837672758437,20.0
19,21.894832404395366,20.0
20,28.78283090121594,20.0
21,11.780445271695918,20.0
22,53.237685047318024,20.0
23,21.384717865888,20.0
24,28.226763296053917,20.0
25,45.201295691543656,20.0
26,19.936605306263708,20.0
27,36.898007131519805,20.0
28,32.20675154233362,20.0
29,36.95833123611096,20.0
30,14.764061213313571,20.0
31,50.93694786277167,20.0
32,28.32425114069409,20.0
33,3.0810704108380866,20.0
34,31.9582836973884,20.0
35,23.00122837701901,20.0
36,18.09606490711157,20.0
37,17.474233928926015,20.0
38,38.04534163789551,20.0
39,19.328729522599918,20.0
40,31.20213070983991,20.0
41,27.773973629842605,20.0
42,49.87284624662046,20.0
43,2.3129047813537174,20.0
44,18.348826382221798,20.0
45,17.603716440763975,20.0
46,29.276553309959553,20.0
47,51.15947819522097,20.0
48,19.700530052189904,20.0
49,23.986223157098493,20.0
50,41.93867385541406,20.0
51,31.073928937724492,20.0
52,33.63202002394768,20.0
53,13.196004279654666,20.0
54,32.401263260749246,20.0
55,25.161739597862763,20.0
56,31.707882235055912,20.0
57,46.10157851078824,20.0
58,43.63582832356595,20.0
59,23.070582377435787,20.0
60,48.81550078897352,20.0
61,24.38492801717963,20.0
62,26.53359686621233,20.0
63,35.87459746747411,20.0
64,35.51123591477204,20.0
65,19.48957682077907,20.0
66,31.75292042139983,20.0
67,23.16341095282051,20.0
68,-2.4753602373654826,20.0
69,17.444876499815155,20.0
70,37.6874459366803,20.0
71,6.957864793929836,20.0
72,23.109575032818086,20.0
73,22.781839454368527,20.0
74,41.65260616490468,20.0
75,6.843188679288056,20.0
76,11.357786698431442,20.0
77,20.369261547378894,20.0
78,26.28426315469531,20.0
79,33.08610499063229,20.0
80,21.33620759565134,20.0
81,5.863370627848863,20.0
82,19.850970869662774,20.0
83,15.931603088764241,20.0
84,26.18635410905635,20.0
85,-3.430482131978571,20.0
86,33.17250987206088,20.0
87,45.30924496140899,20.0
88,28.555099012812004,20.0
89,14.893614590362182,20.0
90,42.07726127881811,20.0
91,53.0478253866751,20.0
92,18.434848712388373,20.0
93,29.797194323375265,20.0
94,28.219387441020938,20.0
95,29.826973156714086,20.0
96,24.010101259240532,20.0
97,25.318208678792924,20.0
98,31.7369856751484,20.0
99,30.227711443760416,20.0
100,30.135846176961195,20.0
101,17.59931444232462,20.0
102,3.474263458119488,20.0
103,24.74184157349453,20.0
104,34.016275820770154,20.0
105,22.20609787451522,20.0
106,28.181484277423102,20.0
107,22.67993001436552,20.0
108,16.492141223022557,20.0
109,12.154193356620238,20.0
110,23.666439218187637,20.0
111,7.700619509293452,20.0
112,32.62601088189868,20.0
113,13.246180397206047,20.0
114,28.7638285381739,20.0
115,67.5586006925167,20.0
116,6.700337471775791,20.0
117,18.697246542175378,20.0
118,8.580058517609649,20.0
119,28.013337045292648,20.0
120,23.688852987930794,20.0
121,23.08560569546823,20.0
122,40.72335768368895,20.0
123,22.055607713869158,20.0
124,19.308427921905988,20.0
125,4.762729529790805,20.0
126,29.96288543172344,20.0
127,27.240842463587377,20.0
128,27.274246402667405,20.0
129,35.5558587680704,20.0
130,25.17416105560904,20.0
131,43.93568911821095,20.0
132,9.727449267072226,20.0
133,42.90270113245332,20.0
134,36.76835633849391,20.0
135,42.42688916600746,20.0
136,3.854187807951313,20.0
137,8.108919443603847,20.0
138,18.11477760047926,20.0
139,10.130170634055446,20.0
140,30.870721786118743,20.0
141,22.159247318671866,20.0
142,4.243004820392941,20.0
143,16.04319160594567,20.0
144,17.500024177463043,20.0
145,4.4200522190546545,20.0
146,39.59843677620675,20.0
147,18.96915314590046,20.0
148,-0.1700231287517866,20.0
149,20.20338772245244,20.0
150,35.8609060509972,20.0
151,8.039794798408188,20.0
152,27.158240744852403,20.0
153,62.13761837279067,20.0
154,40.56941559057704,20.0
155,18.717786919384693,20.0
156,20.82670795603413,20.0
157,15.024751864039594,20.0
158,16.10477867268346,20.0
159,18.992033363275354,20.0
160,22.48066089257665,20.0
161,39.22855165872266,20.0
162,49.58825517559608,20.0
163,26.10270991565679,20.0
164,43.617694963753806,20.0
165,31.295157056775928,20.0
166,29.38458856239491,20.0
167,15.382329548323328,20.0
168,13.941147513931334,20.0
169,13.04629665425537,20.0
170,16.02238729127975,20.0
171,11.69983411817538,20.0
172,3.0548126396769666,20.0
173,12.733166195582534,20.0
174,6.0710712754960285,20.0
175,35.72562706212857,20.0
176,32.26002073126452,20.0
177,8.698223184110946,20.0
178,23.560750944696583,20.0
179,35.44726656889689,20.0
180,44.20885337010186,20.0
181,37.82632994770481,20.0
182,28.227997711356675,20.0
183,5.668047321453315,20.0
184,23.054121585887984,20.0
185,7.708106285224879,20.0
186,27.976514326480466,20.0
187,7.050535361593534,20.0
188,10.620744615523952,20.0
189,53.69174923473288,20.0
190,35.840263840792424,20.0
191,30.777922255974374,20.0
192,17.447561163644437,20.0
193,7.019824751557714,20.0
194,7.489041063677067,20.0
195,39.9784417550917,20.0
196,37.37150346222906,20.0
197,22.789746635144454,20.0
198,36.6607006629046,20.0
199,44.912976656896184,20.0
200,49.73985384731523,20.0
201,15.133553577293318,20.0
202,35.21097917224074,20.0
203,6.2659847855318045,20.0
204,20.809766008860983,20.0
205,23.87577269862044,20.0
206,23.018459396355553,20.0
207,26.57133910851325,20.0
208,17.217617374466652,20.0
209,30.017254163627314,20.0
210,10.202425327954543,20.0
211,4.800254161855829,20.0
212,39.17694439131962,20.0
213,25.432755643944105,20.0
214,10.57013847406441,20.0
215,18.413464599073098,20.0
216,52.32233075150976,20.0
217,57.287167519714295,20.0
218,25.153204811020608,20.0
219,11.898477206731819,20.0
220,42.654178991163235,20.0
221,24.060068457845027,20.0
222,8.936294265783781,20.0
223,26.881442265854723,20.0
224,26.778293235665448,20.0
225,27.73680569018852,20.0
226,18.67070472635889,20.0
227,20.09804357789999,20.0
228,50.09296033094764,20.0
229,54.490017096203196,20.0
230,12.485565637169213,20.0
231,35.49529711877296,20.0
232,32.557382470025615,20.0
233,34.0262295199492,20.0
234,43.88161861223303,20.0
235,25.621072252423502,20.0
236,27.387990517186182,20.0
237,14.965111118946819,20.0
238,26.55241120874715,20.0
239,12.560269772893,20.0
240,41.85446088399365,20.0
241,0.9870939929877305,20.0
242,8.616944908129897,20.0
243,18.86883458205203,20.0
244,23.51111549102074,20.0
245,26.561551118170733,20.0
246,51.39532015997388,20.0
247,16.878528163620732,20.0
248,48.02656767698172,20.0
249,7.169118685272413,20.0
250,13.253046268145367,20.0
251,14.119114777655046,20.0
252,22.29762684479797,20.0
253,45.7242238097593,20.0
254,25.545923531388077,20.0
255,21.660728396040724,20.0
256,31.116851432922424,20.0
257,40.72699990155574,20.0
258,12.759361369730046,20.0
259,16.827505961839616,20.0
260,6.18958373124797,20.0
261,19.097531811717342,20.0
262,14.51006005824194,20.0
263,43.243012932307124,20.0
264,18.05098562296024,20.0
265,37.93778993868262,20.0
266,24.538288194897376,20.0
267,20.214652076617718,20.0
268,24.10315509053133,20.0
269,26.218586611555995,20.0
270,9.881268396387556,20.0
271,0.5822340066688998,20.0
272,44.56914085108535,20.0
273,55.46842511379554,20.0
274,26.4762434457093,20.0
275,33.73643844535227,20.0
276,7.609355026814857,20.0
277,43.0443447380367,20.0
278,11.678957494868486,20.0
279,21.12666294725723,20.0
280,26.682019833355803,20.0
281,46.05245481272505,20.0
282,34.79134055655149,20.0
283,8.883180986342431,20.0
284,36.62572242501875,20.0
285,7.206124801144618,20.0
286,15.476114724785262,20.0
287,26.72588765080001,20.0
288,36.33516060098386,20.0
289,23.80458077749003,20.0
290,12.57648522566478,20.0
291,18.84131209118128,20.0
292,14.397263460071656,20.0
293,8.043542300902217,20.0
294,38.01220741367717,20.0
295,5.723274016563243,20.0
296,16.352567908832093,20.0
297,0.9624422953708739,20.0
298,9.461166169145697,20.0
299,40.00273945468897,20.0
300,9.997492839469556,20.0
301,15.195935688561935,20.0
302,31.52502124342091,20.0
303,14.56285147663548,20.0
304,39.61658050991046,20.0
305,38.50331935128752,20.0
306,9.8958921984188,20.0
307,18.511535518055105,20.0
308,28.166296929940344,20.0
309,28.297560475389986,20.0
310,36.802732651488704,20.0
311,13.935206081549591,20.0
312,32.559774024614434,20.0
313,32.647934835727,20.0
314,17.116510602255396,20.0
315,20.889260855315833,20.0
316,16.15954630944165,20.0
317,8.240314927573174,20.0
318,13.428440210986281,20.0
319,36.23203436012034,20.0
320,33.54859047924379,20.0
321,22.07516286531529,20.0
322,16.9631641912881,20.0
323,34.46670310494556,20.0
324,17.24293362613451,20.0
325,26.59547454011887,20.0
326,31.47113923841306,20.0
327,51.34854590374543,20.0
328,30.19334623615821,20.0
329,26.139222862069907,20.0
330,39.19824325924741,20.0
331,37.245248577563856,20.0
332,7.902188180374689,20.0
333,23.280443717589762,20.0
