unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,ViableCellDensity,do_feed_flow_controller
0,29.109350305523876,10.740608866785845,56.472731284354154,63.390083390736294,25.0
1,36.36305665880469,21.79557470263004,60.518946130017284,54.332253751933706,25.0
2,35.13983252120204,17.645370896187053,53.923973079534704,37.60580941962523,25.0
3,26.094243295808916,16.322793807881116,57.3062188571913,43.89549844672959,25.0
4,17.512942409599184,57.967823001124934,50.819407070957304,37.586284042010185,25.0
5,7.411058562432062,66.2579498111152,38.710535007917954,65.18743502646885,25.0
6,35.69021651973098,35.72678991703661,60.32490935739769,50.85875780061807,25.0
7,39.402867855931234,40.55101012090749,58.223077036809755,54.86264861824325,25.0
8,20.424341389941326,32.2928513639324,57.48657584678794,60.94035764559487,25.0
9,53.27017617215938,19.25902486881774,63.220143904744134,55.795201023363425,25.0
10,9.574881324481845,26.69601495947756,48.54864282091976,50.02469880163421,25.0
11,50.86905605525857,8.701630087429496,69.12849079837181,49.51982333739582,25.0
12,20.962054570217934,37.03783899566612,50.29232505755272,44.65911383378397,25.0
13,21.932642271220658,20.59172235818277,57.964896049954206,59.60461648434138,25.0
14,19.802369131392222,41.28874372548414,52.440514891068545,64.68354949218897,25.0
15,24.649285740033633,65.32131752638318,64.9339704935736,50.246204473144566,25.0
16,35.0672330900023,21.29910719335464,49.02129015758327,36.25797433298176,25.0
17,11.024957209292412,22.37769076270081,43.57658095258041,38.539274110938095,25.0
18,16.726309592633605,67.58896659662764,46.68240596777675,31.081179291949944,25.0
19,35.46719446675386,41.069321289769476,62.20148106490948,39.37667026257921,25.0
20,35.83526765764338,32.944806303128225,52.14978560227936,36.02370189844404,25.0
21,44.780244255403545,45.24429578746488,49.50271149682458,44.48838031272696,25.0
22,69.92281693047761,-6.418919592559146,79.36718770625005,36.64258303834686,25.0
23,1.5175598280663394,51.71809722065435,48.83962646582476,55.307922106927016,25.0
24,21.91415911819203,68.40483097250878,53.780952422129026,46.995625259777675,25.0
25,14.58128559122052,50.448675177424995,45.530626440044834,49.17106416224712,25.0
26,14.93677501938122,42.965703956003644,37.10912827320041,65.54580236466876,25.0
27,38.76355061642882,32.36331684353169,70.66190887779834,52.71376300338383,25.0
28,19.346844620718866,48.92086358582799,46.87519241235217,77.56999772036313,25.0
29,19.774816943825478,50.923365809720664,48.82735900186456,48.6668942019179,25.0
30,56.43492382551906,25.452984225771942,59.48624796020774,44.230596793162135,25.0
31,44.253579060126164,27.683173302493614,47.422852129526824,52.04377476935149,25.0
32,13.54223425547621,55.06457102912695,44.24546359466073,40.936046427902774,25.0
33,28.49480976370344,22.808666051460044,50.720513701634374,32.20886962400225,25.0
34,56.30668394467001,-12.852129512175999,51.14739753685374,62.63344486998991,25.0
35,54.431859517958046,8.92359207455458,49.8800485775469,46.018896979044975,25.0
36,31.72987651490929,12.151178098517512,56.74190101803276,50.70205430125767,25.0
37,27.598069855256256,30.93584399267476,45.56862830824415,60.90753372014273,25.0
38,24.258060284966213,24.129855031108754,40.91591505267729,20.547509413981217,25.0
39,31.064624852813978,29.575682293184634,65.64658910548002,42.1898977172491,25.0
40,31.273227916043975,29.36598508394178,65.4676737787976,47.75319478967661,25.0
41,35.37013567278844,57.81933524251861,64.40916162252637,46.18382499022224,25.0
42,31.213477737247196,75.07712657375116,69.24529444992388,50.180248786919094,25.0
43,21.441334867725768,34.73622792554028,36.33444690256541,53.34865683310957,25.0
44,23.4226432992509,55.22730138107041,54.86937857034973,59.12373794537763,25.0
45,42.32646410689605,33.144585351272646,69.620397706363,44.50101069517801,25.0
46,26.954607636641025,44.12493103426264,65.29407957176245,52.99469574399633,25.0
47,19.27243012722636,54.73583072896173,59.51792596718266,36.607152012022425,25.0
48,9.858799519268523,56.361960453763,58.570987938029155,58.96097335485199,25.0
49,18.925391611926912,87.57982213608551,51.70228511339447,42.674819264065725,25.0
50,34.39550579433575,39.72871515839635,61.48338609733309,47.80195380929574,25.0
51,32.28237314926897,24.058062103834988,41.35713587490684,44.45944620523925,25.0
52,50.89442499589618,43.13469081102887,62.513706903934825,59.423626980541364,25.0
53,29.69419647568656,17.521035815374514,40.201931487286046,55.00697940098839,25.0
54,5.025726250006562,51.183401139591744,36.94250499872571,52.32608033700561,25.0
55,16.97259185977213,76.74574831561827,33.35728502909895,59.18714364982997,25.0
56,26.73077538497334,48.003409768526,75.15399035874789,62.80138124309265,25.0
57,41.46337014280155,16.42143877616468,73.67773573232029,50.18242289555341,25.0
58,15.617956504584972,20.72823777040174,53.452107921780566,49.902711929797825,25.0
