unit_id,ProductTiter,DissolvedOxygen,Temperature,BrothTurbidity,ViableCellDensity
0,1.1809367054540445,48.29291694580979,39.73074909242266,46.497763401732655,61.51774463966395
1,11.127728813720413,63.075484471610935,36.079363973269984,54.06078296949405,43.57946030172871
2,17.385344764392954,64.61831572510773,42.48983838023525,22.22700584575913,50.422618722404955
3,22.79179159810749,44.29200210879343,31.058520185705476,23.50507742145841,66.15892977047116
4,20.213066826768646,79.88612727578169,33.90055979111704,73.2226154373585,37.78869343823334
5,11.910320932243787,59.651172617943615,47.70139501626915,51.62770285785788,32.90555740844403
6,4.341267516156293,54.00565484473027,29.71682404803944,70.75734159916819,53.540106129287956
7,12.062372400841584,68.48733105664553,34.991261750347434,54.17941272405575,41.27927032840429
8,7.576181451269179,57.84092422277394,41.66879357929535,83.89745741242912,35.21399514184247
9,7.690938077273024,53.011844473135255,35.851175909745834,32.496064834176806,59.98197412022532
10,10.443516459993798,47.7659113496226,45.21571529810735,55.340720576549295,41.37496326086596
11,-4.66995584739648,32.5451056918461,40.26246316488969,58.8993477021804,41.8744899314846
12,22.312889207611505,59.19318231221989,36.1762480593596,55.85456303193516,42.401203622930154
13,12.341109951884143,49.72980164971725,32.93709429952883,68.16471612955579,53.468875104151756
14,-3.4231670071271205,37.18611325300665,46.59891216920375,68.9417656214555,61.176106109305366
15,5.288815335569793,43.826749320106025,40.185285639309434,64.43989637675061,49.82338209511485
16,10.564663251045388,45.193728906124576,34.85286278088366,34.76579931703309,43.37866888785924
17,10.457117924088115,54.959480045284984,34.73068638046416,48.07639332373448,52.19150131671083
18,50.8477624557017,53.86397143680383,36.251823557012365,8.772320770988404,34.3640440255998
19,15.963461849232072,69.36874390657786,39.424348044421535,47.95742618634909,55.27966778184397
20,15.554973869793617,56.83979180805806,37.888064870983705,34.83191055137547,39.62606927366211
21,8.593922956683638,65.93129743381377,37.44007034437561,49.40804530361713,44.97922641414148
22,50.465835654215105,46.467258539863124,22.982819500002954,24.269872135668187,50.56600700428946
23,3.326080872231242,45.56473813378442,37.85992113339366,46.81628753089791,42.24165400152815
24,12.304647127794063,54.60906355992216,41.01094546033096,68.46966392643562,56.439657439207416
25,5.393301443633136,54.56987549159472,43.614751660100694,69.50963074248746,47.10267752436301
26,28.240011742424205,43.84505769982216,35.06872160936967,27.823672450015316,39.21645314089352
27,18.184242976004285,62.99109227058036,25.68423636977479,63.16377130474523,45.33548711594827
28,2.531752878855714,35.16847296111862,46.805896426443084,73.16400996488875,59.60200809345596
29,20.578367073760916,72.87801803688454,40.823407251150634,41.90059117050175,47.055517440716564
30,12.061640253277911,62.73975837308829,43.1058545656008,47.68052621067098,42.41038712128938
31,29.69171155365297,48.19448605733125,34.99552257702651,30.962186434467075,41.13594382359802
32,4.8037983562421624,54.33164908365719,25.28210781377061,55.14693341753503,78.7504724497528
33,22.548756118581046,56.85835510949718,38.18187397801534,48.53821460469961,47.47623057669206
34,27.721725696018368,68.72035017721818,33.68817373205133,40.55804260304573,39.347110215622095
35,21.35937596860789,75.03612708323038,50.525419577746035,53.9450639259281,55.200901709315396
36,29.134303336512716,61.870328831374756,29.507102782444623,47.81664050409604,70.72302991355394
37,11.844345826624421,50.91111241409042,27.872766262983188,66.44905550610834,56.486650845194355
38,8.976063452870603,51.3777612299357,37.67487547812119,59.55992504083335,40.76590816593669
39,-6.034525962332078,37.656920855261774,32.4171143172789,64.75468319575577,47.29527462457746
40,1.4357227909844923,45.706800184360816,31.83513322912582,43.62793401580973,52.51943192283795
41,20.968506486033128,38.8598409295052,32.066419677282404,26.225850479640986,42.56941229479432
42,48.602491576007885,61.56183662648321,33.34060418879683,52.369182242846406,47.84674869426699
43,19.1615143323146,67.79203775182455,27.496333572499893,43.58366986279406,34.94083349064154
44,14.623018591368298,63.085940612170184,30.629138255899683,42.909796206374736,34.209266832648595
45,17.174215623103365,55.470251917889016,39.48956918928533,71.28897828151042,56.46130314830565
46,15.72478984236123,64.01058039245919,35.005749921158056,59.23146501233345,41.08538671392761
47,31.788758212797536,54.896315746967836,40.62897383772981,46.83678682195102,49.005765708038744
48,1.555993686174542,41.50082998371723,33.6587780079646,56.24471305457621,51.82126092372735
49,33.24329013397723,59.318651499383655,43.286366223296795,60.033136056403,50.07770205217983
50,7.916903992947625,35.73221885406199,26.87309567681663,35.74121862118274,55.84113345988779
51,0.6304265082222567,54.860642300901254,29.86249398452517,62.28742447098342,30.92131214911921
52,15.596806450065607,42.899109452354764,35.132432321130125,51.09137312052425,65.76720387790053
53,46.81580767271958,61.05971498796482,39.41486176215874,27.34059703527763,53.80795988050127
54,-3.3150123191551133,51.814346753486454,33.92742524492264,78.58049525590758,27.537832418876892
55,38.63925640351124,58.38286377006239,38.831944835478794,11.467569634174184,36.02493189024609
56,23.616275451199645,42.050423769049615,36.971485361290625,53.210122936930546,42.948884767006895
57,14.545037106955599,60.703348482588595,42.574144977107046,38.70799539968354,52.90708456406794
58,3.405814741683745,42.32710298439629,26.79234134204424,42.71133055822342,43.02453579137229
59,23.360567069921142,75.7290098422491,42.01511880731912,39.108831323321695,35.50163733175286
60,18.891954469329402,57.542666485535186,38.430235015735306,53.36524710569556,47.49268142480939
61,30.34342620843772,37.73767028032543,34.796156064301364,23.255030652714844,57.30324951721924
62,22.349959260859983,55.09947651334303,50.483916281173734,54.06063303739544,60.496534739464735
63,16.179563502689767,63.40881677082601,38.828650107307446,57.021720401572566,32.96049466630331
64,10.620126641065257,37.0010693579719,35.371218332147905,34.67327100844936,64.32386757059173
65,1.9930287324620712,54.49116200797034,39.678805601423996,30.805003352767976,59.77422538959008
66,16.236924555255715,56.77759455036241,36.76694500584207,57.037883525712566,55.63055122218608
67,-0.8811273857529893,55.7244180653852,40.358087458880554,74.03596079373249,59.057528543320046
68,20.24334500561341,50.53554101416921,33.4393456028389,42.705524499932736,28.066764083216015
69,3.6430127703354946,40.822002681427364,40.21518738965934,41.95735632408141,46.968710886103786
70,15.676150784487076,52.32463037105312,41.31136550515189,44.99615754281012,62.16095462705525
71,22.11708528978906,63.83565273529176,31.529892504166753,49.30231314276418,43.54044603563128
72,10.96346760490285,61.961585481579526,38.52361759317429,106.28023817336356,31.341585857716026
73,7.278842488352748,40.643286095312966,38.82431290998498,46.3956822907288,67.4415922921602
74,9.09307949839133,59.88475291773065,35.73542618323748,73.91380542835088,39.33123142439996
75,4.25990139676156,62.443041467688346,32.04723395566534,37.64584614569721,53.51444457671563
76,9.394234920306113,61.30285853304665,49.471163634120856,35.85218608024432,57.7213240219767
77,2.379499693237756,54.754429347852856,43.059149680503054,49.66558149442462,65.75591172123264
78,13.06932623094972,50.1569990791814,31.557307039050254,49.452765012494346,45.097362637164885
79,24.774540213087313,52.125123451355066,32.23358524949639,35.52631169109089,27.94403187281206
80,45.92877763022432,45.71437116423711,48.53963907956216,28.346193600205467,53.07826596489828
81,26.523418592044223,74.914915963687,37.73268666384596,34.241682393775854,62.55645279267096
82,6.954150353143589,57.11204290401345,36.85590841016123,68.77439670098039,47.35311191758914
83,46.93776875669878,44.39036158844695,39.27163532947857,6.396727629938108,24.14811752879039
84,8.247819272413967,52.169099544957454,34.742979090574096,49.33967057116608,34.53285397493778
85,5.020662041832446,59.36316587858548,35.856228061009524,61.172131817418276,54.8875158113839
86,6.0672546185904945,54.24424884901158,52.83719634698339,55.282498110041224,48.57660960670811
87,15.615525708246839,57.16223873936613,37.932483710583064,38.951158188276324,45.75469827037817
88,1.2465101834412247,52.17168348386473,27.222003092500323,54.981361728005815,51.675343945638645
89,-2.7394682484307644,38.237120769503186,25.206360173187573,57.79931698577159,74.27578343983232
90,40.0881020638206,59.05346954777916,40.85448292662764,20.63002011877271,50.164067481799975
91,14.814194165916266,46.69313773788259,54.05236905243451,54.989446738265094,42.180365847172276
92,15.208206028415432,62.684934650284575,32.848391356095206,42.94597552582206,63.78975710801861
93,9.706425069281524,58.54588514650041,27.595407470229738,55.771946881342615,60.08189012766556
94,44.601115040399534,58.49865506748162,41.33891242041189,14.389679017508957,49.77822232564523
95,39.936146619103525,53.65481349098949,30.290251372326487,52.91208635744091,36.037774925197695
96,13.53983628740258,61.51850143397567,32.626990550901446,69.56087307810212,38.48507315950194
97,26.062481699528767,50.10054496435438,25.024774340409433,42.83188103469585,43.944528409083155
98,20.29420554897939,45.94844484410378,32.19075855777675,45.92614903623126,40.40370725177604
99,43.606275974417585,66.10736488232972,40.043280126585536,28.198706436848564,53.96382091127876
100,19.144001533582834,67.04381650593803,44.55539431199467,70.36804473261532,53.30602488622091
101,9.575816307461091,68.93440243832143,37.16413355219117,69.86349228267754,45.0925274315656
102,9.510926837930016,54.898478819577925,34.346541219606145,57.63453396538694,43.53615049374477
103,-2.7302584439902633,48.82236904940674,34.527156698261805,49.81044547919808,38.366251470081295
104,6.283648641178134,41.89978809110884,29.66043412534036,41.046032310701484,52.23046720309624
105,16.348399912170166,48.82414914017072,32.73764228727466,49.5828952984364,53.126602255828956
106,-1.7910762595537628,44.56080610923591,29.357573946400287,72.55185035711784,37.812986611575695
107,19.825147563373932,69.11126983481815,39.85876152806395,56.48436098375895,36.93386821105039
108,18.453717909218284,50.76531260449048,26.708586267725956,38.20329885998811,37.06503214759154
109,-0.6483673626999233,37.07668754257507,35.406980411440955,46.84797976132366,50.454665337601554
110,5.932990076964527,49.14181521595861,38.65000376460514,98.25341861851686,49.07475027926914
111,11.823797886433894,23.40075201585563,47.45799714387858,46.44176859878908,53.704818574629456
112,19.71755305323167,39.47749033947461,40.386520122831485,42.76805256407673,54.8090593628009
113,35.495875127890194,59.755445091387514,33.0207032848966,39.59308401543774,50.76587420509568
114,20.784303623243368,64.49722973788514,36.91227461292888,56.02761656211821,80.45170391899623
115,29.171877174110307,51.6014748781325,44.82654079357826,12.411448325726262,53.04349727242351
116,36.91407831139655,76.735114278352,38.873378249803444,58.225906506817424,24.08989426377571
117,23.83641355261301,68.22076792175767,37.595868364143065,72.05352146384396,53.77737003852456
118,16.082922035330792,62.7281998056578,24.30526161982602,32.9454524458898,41.46928612826402
