unit_id,JobThroughput,RackInletTemp,PduLoad,DiskIoWait,do_set_DiskIoWait
0,-39.79989771103634,73.76948150528577,66.32610061220271,28.32563373773865,25.0
1,-33.7800867504852,63.81972232823699,63.89672245050852,22.918610145881825,25.0
2,-11.002655840764929,61.053672936314584,71.9111832077725,28.21973941381725,25.0
3,-32.483804165803576,60.04043655804359,65.81667769903811,28.476162336658096,25.0
4,-41.84095262558405,74.0196918826395,65.2895625850577,23.24423801076509,25.0
5,-26.84864995005277,65.00874719153613,75.66015312633019,22.336428539701302,25.0
6,-4.499262538738433,64.46434121446804,68.21315521239045,24.629609468752992,25.0
7,-27.115501263774494,72.15641776456215,66.68971224425523,22.258973056490905,25.0
8,4.731051481420398,54.59573129785848,53.481628884352446,18.493798701727407,25.0
9,-44.909149567877826,78.22707512990189,87.46530124869815,25.363443389999784,25.0
10,-11.05087110793103,71.02709012386931,70.38460086266068,18.156060666298295,25.0
11,-38.76759491162184,72.78049438333987,73.45634012154217,27.617947491758706,25.0
12,-52.603494130178056,69.38695081517324,69.84155504501699,26.35138452631814,25.0
13,-41.12614692045769,74.15795619844356,73.8086449908574,22.56474407888293,25.0
14,-57.58768777782927,60.197901603352406,50.7548928383956,23.26711855126311,25.0
15,-28.234655284490707,76.15844544954913,76.18976502399107,30.638728936438582,25.0
16,-8.980079709250786,84.59134461673541,73.4216864887229,16.462411883887494,25.0
17,-42.88161668806229,74.57928131649035,76.99998798161906,17.730105677593563,25.0
18,-33.937922813672095,63.366067491783085,66.29738151220096,24.526016980732884,25.0
19,-23.575453919416574,66.29213571558734,63.99843736113733,29.613393543742795,25.0
20,-33.55440210517226,85.37032000776331,85.78003712921752,18.41633511323389,25.0
21,-40.90387491166804,67.57985567642167,63.22776398035294,21.627359730350527,25.0
22,-20.739531794523096,69.81272043856305,75.69459203952262,27.526237485616896,25.0
23,-39.7352210037654,45.94912484227302,46.72256876811245,24.77391912686427,25.0
24,-24.18469482709215,79.31426457170505,76.79436729184293,25.64137872484672,25.0
25,-15.877035946671912,85.02823586945317,89.86751103164346,22.338816952549458,25.0
26,-31.367517415577858,67.51130225016276,66.0445469992882,20.974432250056946,25.0
27,-41.51251329800925,58.17845580065698,59.67639064354301,23.109710228449902,25.0
28,-25.229342971567657,71.57718011137159,78.71357955915157,29.279619287243996,25.0
29,-30.467536252793177,79.24413487312312,82.55522842084916,24.879488790778193,25.0
30,-42.38642203507538,60.88837796623133,59.76066715814788,28.390444297087875,25.0
31,-52.212346539462345,75.09989250332022,59.07170623908257,28.240377936005252,25.0
32,-26.979466977827865,85.9627798049674,85.88071321900553,24.089576886401485,25.0
33,-12.8352372348178,99.03662643709912,103.8840496457208,19.95640828993008,25.0
34,-14.553719466009538,56.117243929755745,55.816299701027354,22.88860468409355,25.0
35,-28.63595802885391,76.37882153558144,84.55754421242186,25.95886249149255,25.0
36,-36.62735249649193,77.55455900369063,72.8119385717956,29.703545436864523,25.0
37,-14.396842878417946,86.79546174398014,88.32428976378154,24.09837754151741,25.0
38,-27.51314820188987,97.48024225711004,87.85291247532301,21.155584190518383,25.0
39,-54.95745961583706,78.09094538424465,76.20451527833518,29.734238090903993,25.0
40,-32.36737788070694,78.55077263629539,68.49719864007218,28.40723221487465,25.0
41,-37.841231634394795,81.59937279063016,77.26878335961044,19.415481266655778,25.0
42,-36.68200143861818,66.9387181523051,55.56851714411139,25.735117784227196,25.0
43,-55.04024687034231,81.14084437786043,78.6668144762762,25.605126517133108,25.0
44,-24.65180447326999,67.67102519132935,68.67349891610463,25.141207139813574,25.0
45,-28.81804817815741,88.92606947231333,90.68417734303021,27.96020930397718,25.0
46,-3.5678608133008725,59.13838600039971,60.6166304141222,27.417248158512486,25.0
47,-39.36786456763651,81.36279334619884,73.84645684842933,25.47973856749016,25.0
48,-45.54783163075736,70.08729918055639,74.75770464224435,26.21149316610414,25.0
49,-19.62226158334344,87.70713494271187,88.20283043863047,19.715655768439735,25.0
50,-42.42380271902003,56.08824291867857,61.79774766100862,30.730821833129326,25.0
51,-53.37783983061093,78.39426921282198,72.95163933635055,23.286306470320476,25.0
52,-23.40277258587506,79.90261516361058,74.67250078032495,25.792710571874792,25.0
53,-52.052329130671694,52.58489945065475,62.49730589446421,23.667750534774694,25.0
54,-13.891465141135342,87.2784212089897,88.86830445962515,25.478286206083506,25.0
55,-21.507068157150666,77.06220960390257,65.4643550231241,25.345556449281535,25.0
56,-27.200575900041308,91.43982679003479,93.66203771026248,22.094526854309873,25.0
57,-19.28532270362524,81.4312582797198,83.84358032797488,27.761468165754206,25.0
58,-60.54557266084028,83.86302357789292,80.35884528195146,23.99303533989131,25.0
59,5.076030699849312,91.57901210490668,81.08817181591431,27.37795001508829,25.0
