unit_id,DiskIoWait
0,65.2781885313377
1,35.56306540419489
2,50.597239319146524
3,68.5445965552303
4,62.31627402539851
5,57.02873763906401
6,64.45994789633018
7,70.16487771169214
8,72.40980314131984
9,41.19126291097067
10,47.55069087008937
11,63.26783385442564
12,54.62710431110478
13,68.36091836092235
14,65.21522615939223
15,42.195901927028885
16,37.94578647581437
17,43.04787629357993
18,58.16828099384162
19,59.020270855324426
20,32.55312423131681
21,32.33602018994041
22,68.93170200456011
23,42.52079775979575
24,62.17862813523955
25,76.59185397849808
26,56.5303420884382
27,65.92899352032889
28,37.81225294238516
29,61.93252490793106
30,47.534332249620284
31,54.95891345834968
32,54.76123315366425
33,32.86610926042874
34,37.122055632366724
35,42.16419230837424
36,44.41523377392775
37,47.05095413530659
38,36.84564344542589
39,36.27145059974889
40,38.50930152256126
41,65.76223452461464
42,30.42084840125853
43,43.28989650666302
44,40.21494704135438
45,19.867007384238754
46,46.112111878305676
47,52.899427684835764
48,19.635935595314006
49,37.405969652104
50,45.91466400622528
51,30.93811447396776
52,54.13734418602736
53,34.632762035055535
54,57.3549388661314
55,56.92550595388305
56,40.65748672757675
57,70.3060595128999
58,43.09131178441898
59,56.11413754658558
60,31.886381267988135
61,36.59917232726196
62,27.251134722796134
63,55.1084902541367
64,32.246871100304624
65,47.663933208815656
66,55.79310239269195
67,32.7786836922584
68,50.733219593074345
69,39.12289676192458
70,53.122773571012125
71,31.013566414881904
72,47.00551081017852
73,50.301923878811444
74,41.10819348450802
75,58.91557321930465
76,63.24736762927617
77,65.13988045579883
78,45.32141000654488
79,65.15943391419655
80,59.81969120009757
81,30.586778287561334
82,51.32747889506635
83,69.35883749048145
84,70.4588629616493
85,72.56247767704139
86,53.49463174670997
87,51.74098564203688
88,31.904241633361362
89,42.27616068747909
90,40.172719470570904
91,57.766035999142986
92,30.235028111896646
93,57.031430576790356
94,27.8127210174968
95,41.10320213063914
96,51.52021359986149
97,62.00832851284214
98,65.05827007092613
99,51.83928114895173
100,43.020782145104185
101,41.545113126629886
102,44.20645555808733
103,49.73715517080374
104,40.524089171378535
105,68.19394821633148
106,53.60826537158413
107,48.97038898447878
108,35.93633121421416
109,43.86617757700595
110,45.92536013889162
111,34.6453424761092
112,38.23546743131599
113,76.47806461922788
114,56.1586612156911
115,40.56313505063522
116,50.048079713746965
117,46.893429765640526
118,48.68510699896664
119,46.55195377778186
120,56.60045740429129
121,59.58891151040534
122,50.34863026483374
123,53.67587526693388
124,47.65265244646398
125,26.849058919651867
126,52.57416951511752
127,52.92007464870101
128,37.025626044532935
129,40.29420129844003
130,51.408178623777594
131,41.49771040312806
132,63.2006722484953
133,55.19238897294261
134,72.7950258036887
135,56.18483383114562
136,42.23986626284484
137,58.637645415301286
138,65.72619112796245
139,27.45734244991208
140,71.14329280731877
141,53.123549801446835
142,44.404388773785115
143,54.822706088927134
144,46.32520465352156
145,37.72988049808609
146,58.50733615424004
147,40.317280119623796
148,53.35060325311346
149,55.68440468515094
150,55.55190930042927
151,44.447862937023
152,35.71980079856435
153,46.500565431812014
154,48.11789743575453
155,57.481659101953376
156,20.46356285436846
157,35.74281318623153
158,48.831723562435414
159,31.5279183993727
160,60.42468280972548
161,57.81187536069612
162,47.198550252997535
163,40.40016732339593
164,43.82297276308508
165,49.88355121866815
166,49.088065442575676
167,56.49464094067401
168,56.0935295426725
169,71.91605214454779
170,61.02546466338835
171,46.55413584250569
172,54.45441723222475
173,35.58502914749731
174,58.52253644644419
175,67.77119313522095
176,41.50665590973685
177,59.47191504207272
178,41.49413747560579
179,49.99249500196163
180,53.094063563444934
181,44.92926032137911
182,59.41806560048277
183,56.36497015838718
184,63.65091107688846
185,37.709806897087766
186,37.67802253978958
187,37.41027135149838
188,64.91122576073701
189,53.29302396650938
190,47.51453118561925
191,43.23237159845177
192,55.26284477948332
193,42.97010181405604
194,36.931472425457436
195,64.79860040516513
196,77.52736572552857
197,45.338408917538565
198,69.93594564994004
199,48.326033137152436
200,59.60124793814398
201,39.11240515273437
202,38.15062656864854
203,44.20520301318354
204,14.355057559891796
205,58.01895562816826
206,46.839348162477705
207,48.841566920656945
208,53.01204627347682
209,64.88882382980394
210,65.46707194472987
211,46.72714780972258
212,48.951666050491674
213,41.33371268053497
214,24.56865301298823
215,55.08495678592788
216,58.322140117432824
217,60.67459795810776
218,52.38521442858537
219,50.0214500175352
220,45.78395040519378
221,43.31177896678971
222,55.45057272889884
223,24.78879605954136
224,53.09566982612412
225,53.2204002181212
226,42.264067413005016
227,57.94880046720587
228,31.458058740050337
229,54.05181717207998
230,59.08114668120613
231,40.44309790379615
232,30.364007560506952
233,42.88521845549995
234,16.79351525432044
235,51.995776504989536
236,53.205875830499195
237,33.13196225751577
238,38.224194488989006
239,19.47786889260363
