unit_id,CpuClock
0,41.21555843662627
1,30.2994318872165
2,40.758801689653296
3,55.45130928394737
4,47.71782182992236
5,72.0623021909874
6,68.04991318562281
7,68.99741794190531
8,62.59757780297524
9,17.767855206652413
10,33.07776942653997
11,40.83655467626268
12,62.28308762773446
13,31.668070110699865
14,24.880795348007908
15,68.81031811501795
16,46.910202109357336
17,70.8411840048729
18,54.12250216021688
19,35.300556198398326
20,60.036470581677044
21,45.55129135736274
22,55.82973326010787
23,56.79422208323409
24,48.170998307682645
25,55.435617346170865
26,49.77228112446987
27,66.99009219200511
28,29.32438350353306
29,70.03086208634176
30,64.42778765007677
31,63.9719011775824
32,43.41916329881218
33,33.76479405415504
34,60.45774597041393
35,37.438725359375866
36,62.146833307956896
37,26.242013625605463
38,50.539508946946185
39,59.200866064371034
40,42.104373021109986
41,50.31049710370436
42,57.185531694567324
43,42.34627050881451
44,47.68891879533976
45,48.3021861146611
46,41.73959362811971
47,61.26461838443832
48,41.19616723563888
49,57.63318393312254
50,64.17454990086028
51,66.11218832094038
52,42.63521812292222
53,50.149927446884234
54,61.572976685307886
55,42.096963941995305
56,60.7264046401332
57,54.39826958415648
58,18.146330079883402
59,35.46356718011929
60,37.392776987526176
61,62.26110160732872
62,56.94812736139041
63,69.57922816550115
64,26.587347229387344
65,42.538648527266005
66,64.01813864958324
67,51.176701220707116
68,43.468462291519344
69,35.714644985461085
70,59.037125377111586
71,68.08778019194393
72,32.32801051375034
73,62.27208364180577
74,56.76704586412454
75,66.98026766032592
76,26.352481274824388
77,46.4671411536677
78,18.616381329171503
79,39.99710841251192
80,63.35587085841715
81,38.68262588087139
82,45.13233222555527
83,52.51163853877932
84,31.081068835638597
85,55.65039469267367
86,73.59177997184106
87,62.88399876731804
88,41.57895886874447
89,26.9163324376432
90,32.5851642804533
91,46.8061475123609
92,70.37400437631203
93,19.52628365567761
94,57.35643149739623
95,33.671357445207306
96,52.85024045192316
97,48.934320646425256
98,63.535281938774496
99,42.73612360833765
100,43.89586991325721
101,39.024805018959924
102,52.98115460283776
103,44.28294402795945
104,46.10486568949782
105,58.27588503201369
106,38.12740521935955
107,23.767764678299553
108,52.01998586332033
109,69.27826881613174
110,36.4808757748704
111,72.28022458796184
112,22.546611508300018
113,59.03029505213222
114,44.01539872133355
115,20.017576692142768
116,66.95183462180816
117,52.59523555607691
118,67.3601559989446
119,48.03043360399934
120,44.128091124219054
121,39.797007703534426
122,35.347167724761746
123,38.53705231720865
124,41.806625132249515
125,55.176597906749635
126,51.94323577710179
127,40.687297231102534
128,51.19873792966866
129,45.01913176813223
130,37.01817663056998
131,61.205312934345535
132,47.551027262326784
133,79.87154268436588
134,29.932218324490034
135,23.96897242701111
136,48.716329517977044
137,58.94218124696554
138,45.11953502934354
139,65.86334354735484
140,30.00891305658511
141,42.803253114205155
142,40.25945191431951
143,48.0007407885836
144,53.02462151858627
145,60.9343598858007
146,52.0468391272142
147,16.643869800642207
148,27.727233077397543
149,48.51673827922552
150,48.79981723804687
151,40.0607387319057
152,40.573517060745665
153,67.39603369714409
154,35.70402227259344
155,65.70157082438062
156,38.53871474699389
157,44.27127410992071
158,35.6363565051052
159,54.86906459395597
160,31.035189872302528
161,51.31044839080219
162,57.570638280943705
163,54.93060554116597
164,50.68886756121688
165,39.379647389116386
166,58.09197170943447
167,49.57641693102252
168,22.65650863000102
169,42.326427426234694
170,29.900651226262955
171,75.2328774994885
172,59.04370310133882
173,36.975772880201966
174,46.678414456487126
175,40.75584727964212
176,71.59159051928273
177,42.59382301665057
178,32.94016523438809
179,65.13096564822187
180,44.38755529256796
181,61.721951682019714
182,34.23245177653358
183,67.88142433106422
184,66.8478146112374
185,57.49107172425667
186,19.648445552379115
187,53.39734534823553
188,50.47683011110023
189,52.79833026710631
190,49.06458599047848
191,63.33894614487265
192,27.357326116610658
193,51.387885558611785
194,54.327416621479756
195,54.37549382244167
196,62.15913878354251
197,37.14543331374
198,54.752654714129505
199,90.22042992841213
200,20.45322256463143
201,42.48915854434852
202,51.38307875422112
203,60.911052048892564
204,51.33642169294666
205,52.63192454650487
206,47.900186542325066
207,53.17389358777534
208,59.00751197616889
209,44.6839023200105
210,49.365252072218254
211,38.06597403903672
212,52.732962437237994
213,56.79983772427298
214,51.77571545795284
215,46.55980950791832
216,57.33963517585775
217,54.0302175523952
218,49.06481305225906
219,54.30713876965276
220,37.17349993873
221,56.75875607563269
222,53.136236281477224
223,36.18527417524247
224,69.24782064994108
225,56.156698921017
226,68.69605248165034
227,62.009608267688286
228,52.04183000553564
229,40.25333563024095
230,50.57394914303325
231,64.85607787715514
232,39.97310229531202
233,58.5813819516971
234,22.138731756835785
235,59.409195130649444
236,54.23731772007697
237,50.23855553124485
238,54.77645928387352
239,61.33465103240655
240,51.754357072772954
241,36.389805362374496
242,52.90521885017426
243,45.34153626964728
244,45.56755015462395
245,61.48035667953406
246,58.63419818809166
247,46.62638400909848
248,38.44979152257442
249,54.553871179448784
250,47.284053785711386
251,46.55734407564356
252,60.45426598184601
253,69.71727245689686
254,56.24736758141414
255,61.10784386558772
256,46.80908116578584
257,50.1867436959695
258,43.74264524973004
259,42.642426466481325
260,37.4514684846142
261,57.878616159578925
262,64.81190851534484
263,22.382636455389452
264,37.14255500515695
265,49.11931499226373
266,63.91273567886255
267,63.9297516620068
268,38.82069704428883
269,56.87618177668676
270,68.57432592670978
271,41.24323458000061
272,47.88539099883581
273,42.73991838749644
274,56.94526314368791
275,49.59765841262993
276,39.742261616367365
277,47.5373926313761
278,46.245239651734686
279,30.696926695244976
280,44.480247016464
281,68.90726738674024
282,65.24354364781153
283,57.921183263735976
284,76.53323085064429
285,62.72680604673821
286,53.452091672953756
287,60.79690463944973
288,41.66720022821882
289,51.820667690050016
290,41.6622015976301
291,53.96814737796962
292,50.49195602298373
293,57.37686587589415
294,45.8307171507833
295,47.60886678817386
296,47.289737262631554
297,47.40823601709601
298,69.79046516244088
299,44.21688898966807
300,65.0771165814022
301,28.26260480262486
302,48.77288963017852
303,51.50554556645553
304,50.72939379454102
305,68.01055057121486
306,40.698063042378294
307,61.94674402342615
308,35.99915104200945
309,44.42353228805114
310,59.77983949054245
311,37.39587992876495
312,52.53452523980359
313,56.27480104545406
314,69.01951055704717
315,49.137096453586395
316,54.55353786131081
317,31.567492137644876
318,52.873187178975606
319,61.08708116494616
320,62.83473935556808
321,54.32061855226898
322,49.58921780233791
323,45.15202996366533
324,34.527681172141584
325,50.53933384409516
326,49.475373934464756
327,54.17975493279879
328,68.2504636048335
329,45.235219124512625
330,75.74500517563277
331,46.29547481661737
332,67.63539502582891
333,40.557875386278226
334,59.40420716235022
