unit_id,JobThroughput,RackInletTemp,DiskIoWait,PduLoad
0,-40.101415487337675,75.62536483475142,57.59921321330371,70.61813251377231
1,-41.22463343051045,81.39682372239638,51.06664484704522,74.81259138031267
2,-41.417878133807335,53.21171319854287,40.51618675670813,47.827898931724775
3,-42.19269093421306,49.739432421270884,55.15197887330276,45.549184715910286
4,-17.09112275768636,84.78922520672069,61.445544362813365,81.04071047236435
5,-20.038009291763192,78.27513464031713,43.42417712002194,76.5871951033756
6,-31.691697831949657,85.0469324538129,32.666337722874225,89.11004569445697
7,-24.625727154358458,91.84631002409371,41.52835622640202,85.36438487257284
8,-31.79128773146471,76.32001025716808,66.04560892451887,83.82869702036973
9,-53.24583855772527,75.24943783585167,45.25930264122369,64.8995611264963
10,-25.392298630735073,69.10639418927934,63.011850551058096,76.4899151771949
11,-43.54082409018319,96.6494576452496,63.03534915992604,97.74750786429169
12,-61.35637075995588,70.89424676045127,45.55033867877427,72.61863635187942
13,-27.254454997512994,77.79905267465739,42.15620777564885,86.95580650303917
14,-56.139070229537765,80.0711704799587,74.43600787010877,88.5133292240864
15,-32.64080731932783,86.96887373665945,54.24084024410387,90.11971015908628
16,-24.158115562540118,88.66319419547324,65.11676991397374,80.27439887784669
17,3.6120036772478965,75.087806756516,53.66704170957654,76.0224555936626
18,-50.91088635750786,65.01925428024877,55.03934718834072,56.88375221594552
19,-39.08936342296849,67.14193938230973,54.822355301228626,62.80078395075003
20,-52.213423062412424,70.13377857384698,39.33484441936616,66.88664734586746
21,-15.876097642895143,83.07187854693375,59.68884727460412,76.92091954938871
22,-39.84748202429498,72.58989565474808,32.63738221556731,79.54301724151038
23,-16.377099432779264,91.4608707993037,21.06316635067954,86.90643812419076
24,-36.154064732404926,59.63828752240053,57.096130702073836,65.16762259240711
25,-37.56197672904913,60.855884288629255,44.279335161012405,66.40600362081987
26,-32.398316466608904,86.12631097607024,28.792348354746967,85.85851169832507
27,-12.783819635606797,75.18439188495721,28.552459315639084,77.58760672247075
28,-44.95228397235076,67.54554936416989,57.42359211143024,78.33944907448958
29,2.0619957728697766,74.13422768334081,63.92878636636567,72.52148120435157
30,-17.225283505590927,90.17572039964641,27.870182805761385,83.65610659597996
31,-26.97472379778821,78.1397317580484,27.76695121068974,82.24806404588305
32,-41.98054462767034,79.95831915960264,53.05792605687672,81.57807295605858
33,-43.157042123422315,99.98097151360518,39.86129616302144,103.86634751781907
34,3.624615213659366,89.590338243538,28.280587273389532,82.93694990148647
35,-21.529446078834585,69.47534671287193,57.85014550015974,69.36876786795277
36,-29.424913069568216,75.05975295318208,34.175275616609554,78.57522301071968
37,-28.38117501870244,97.18825268372673,49.58395256656676,100.67398861277552
38,-35.8022164459899,63.391950763776016,53.46563694727976,64.3431417914399
39,-34.26400850294011,86.64238514051078,81.25081842266732,86.92072621536175
40,-39.99305584414897,65.91701332413267,36.77639841351785,64.87945209245521
41,-49.57881101973922,61.328731398904296,40.67761174497482,58.300220992557435
42,-22.46518314601139,65.08149301945757,53.471942226813006,73.75182232848435
43,-6.770457935570385,76.6636389690724,61.51372801019343,71.76173083783326
44,-14.79450028316546,95.17133800215649,77.24179193794234,85.37556490700055
45,-55.088591359212096,73.04523980039531,57.68276344909919,73.83561441643823
46,-14.342604668877154,98.77148344790132,50.952390718271346,94.30634457955672
47,-25.017312464453035,71.22172113595171,60.01178043970462,76.91762581822904
48,-7.62889130322295,85.38838788004328,41.520800243580084,88.05720411819738
49,-25.873509711228987,75.61470873050745,58.738561480037845,81.33629607937564
50,-58.68712916527252,62.44758402103817,54.664926466713474,61.314959498886395
51,-18.180168341805835,101.41380251281686,43.91775678289061,93.96681696535049
52,-39.962824571960645,61.33762731466125,65.81629740865527,68.07214377170177
53,-5.7925569328316175,72.41291542624239,42.885923786569194,76.10273373943556
54,-32.139579702700985,95.48330282795006,61.514292534020804,98.0183230325687
55,-42.21430258201248,59.076373815457295,47.62260077678888,48.98682129624655
56,-47.931877749494554,59.11021085414645,28.60103630897883,65.70829369272823
57,-22.460840235522916,87.23285009683426,59.89368780718292,81.2258200532295
58,-37.33558519186913,66.1692338443181,36.8070202714393,63.00100501043161
59,7.8123528189186136,68.59337631196017,79.50640383817517,69.35329000132691
60,-38.505138395758095,82.82198268238132,57.296777871955925,83.7394808156213
61,-50.171134584537064,50.233721986385056,53.741149574993905,47.12827364465276
62,-26.814758376344685,106.83868453582707,41.618551485940515,109.51493258934512
63,-42.171195463392245,84.04561793315631,75.13676970742883,79.85544762358249
64,-59.24673574255027,52.86539749344753,49.085783644697166,51.40587509130459
65,-20.819501165027805,85.60306280811314,53.25436728866002,81.67842127162487
66,-38.916636404452944,62.2864733672272,49.17315370646851,68.45664150035397
67,-20.79272370752966,100.3380986023024,45.923121012133095,99.15004704684252
68,-7.200268926614858,94.4390161488826,63.99599383646128,94.66784785598516
69,-45.86479705421385,59.79590317461003,34.896273633768054,66.78906277893269
70,-17.971580036008447,57.50060135069704,40.323006539074015,64.73245103080903
71,-45.09094526711413,62.18008868947302,65.75003762283448,59.57876148002233
72,-18.835772973461243,89.20353707602392,22.970087753357653,100.28047802992889
73,-42.26082186654409,59.03625851577017,62.58897467481677,62.28155294753681
74,-30.107271190418547,74.52494790860223,33.349872860431944,80.10082448783372
75,-44.554898168498624,80.08457789732371,34.71504290933342,70.16626431398342
76,-35.01187033786689,83.92425905971122,63.79361979344425,72.2401073556226
77,-47.60130668338685,67.44276968320457,51.29930390594788,64.04498237708862
