unit_id,EthanolYield,OrganicAcidTiter,do_WaterHardnessFerm
0,60.32739344117327,48.8497851285698,100.0
1,28.873053796851302,15.309126858921799,100.0
2,28.789200041767977,16.020703943712867,100.0
3,62.637589868230556,47.171921909425464,100.0
4,28.347542284618918,17.296628668879126,100.0
5,58.23067322638875,47.270033820149806,100.0
6,25.965269493202218,10.261979275575687,100.0
7,25.830432640036978,9.733991286143404,100.0
8,29.935699737145107,20.337830395956626,100.0
9,25.3199548601953,10.187733435547631,100.0
10,23.09110957641294,18.126561927071393,100.0
11,57.497017205621404,46.336101976319796,100.0
12,47.77429483901245,34.21973928014131,100.0
13,28.464670450543466,15.914765020085753,100.0
14,34.30336841958007,19.066563250234626,100.0
15,31.471145080788208,15.097381949952657,100.0
16,26.12813952130839,14.333633985884406,100.0
17,24.27556681370843,10.192349124171823,100.0
18,38.189853572122026,25.865624127102524,100.0
19,20.072345653540857,11.593292401954889,100.0
20,25.884426151731237,13.774206512555017,100.0
21,56.00291557672871,44.948588938305214,100.0
22,26.41758568532476,12.438397717245824,100.0
23,47.231550136030116,32.347413955729515,100.0
24,24.847802221894547,15.610822748237652,100.0
25,19.58426006570326,10.699435705174174,100.0
26,25.64359955691608,11.264008372632949,100.0
27,52.280055654577545,40.23606065307098,100.0
28,23.920195862398938,9.500151673040671,100.0
29,25.04653001443467,10.831342595990122,100.0
30,24.855924329342642,13.574270767402105,100.0
31,26.858140864641634,15.939576605477406,100.0
32,26.95520748287679,10.944596508871374,100.0
33,64.5976292122884,52.06782369434758,100.0
34,64.2079953115752,52.31364378805427,100.0
35,26.149886042080293,15.135024874339376,100.0
36,34.65862784309912,24.185894654301595,100.0
37,57.046398240655606,47.72677908505634,100.0
38,55.2685490356868,44.93673129655532,100.0
39,62.6062144427932,48.907199060712735,100.0
40,21.373621772005077,11.979391792581131,100.0
41,21.680478498905288,10.614020273793688,100.0
42,63.86806841074803,45.67097701792229,100.0
43,39.853919775441625,21.746921914289878,100.0
44,59.35127135554525,48.34559002866629,100.0
45,21.802911369373465,17.507394031294883,100.0
46,52.689863108468785,37.49429964348735,100.0
47,37.57090246903616,26.47456806053915,100.0
48,55.72674447985004,45.35470898852268,100.0
49,23.04018991518508,13.751124284947084,100.0
50,24.01737324782271,10.408284419216564,100.0
51,51.000949346601026,40.6098207415324,100.0
52,25.111297085621285,10.236303378210774,100.0
53,25.72839091444591,22.620446228329254,100.0
54,21.623398293198164,10.552410665703771,100.0
55,36.48417497038297,23.349827009069607,100.0
56,18.858629400348352,9.553482409926474,100.0
57,58.2848992570837,43.564847208522046,100.0
58,25.741516584981774,10.442524489710578,100.0
59,56.73424571085329,46.99129828080497,100.0
60,39.357496169708,29.720789962605885,100.0
61,51.94162685776229,43.610451102034965,100.0
62,37.61499861146024,22.073811888079767,100.0
63,27.99580468539077,11.348066130981623,100.0
64,28.110628181642962,11.947336312885211,100.0
65,29.286104983801142,21.83474606776583,100.0
66,19.357974392579454,10.428958260724341,100.0
67,55.38344466132237,43.343807161441006,100.0
68,22.068042253733122,11.569332798610725,100.0
69,49.957809064346186,33.854310901494394,100.0
70,56.15854525586071,43.57169616184764,100.0
71,18.263528757083876,10.611653705400622,100.0
72,24.571304292812247,11.093318638350333,100.0
73,18.082012966776226,13.17799190831753,100.0
74,52.571544872163685,40.50614145858735,100.0
75,48.31249998797883,32.39018289967633,100.0
76,20.77953490371063,10.651312480049569,100.0
77,22.850717543634268,13.149845500643925,100.0
78,28.84107917579478,14.330833191558153,100.0
79,21.079759167949874,13.11293385555615,100.0
80,28.47789903895417,14.503791548483804,100.0
81,43.41979854974451,24.708024352503223,100.0
82,43.64230476210218,22.694586777909123,100.0
83,24.166461553248503,9.8455470221153,100.0
84,50.13141257231404,39.21163723664782,100.0
85,49.413326383709034,40.16435018195143,100.0
86,47.65818787569577,35.533149818544125,100.0
87,30.514751589056438,25.392793612206994,100.0
88,17.40954910809768,12.330858348434486,100.0
89,27.729677807016028,18.48381272588373,100.0
90,20.869282975630682,12.481018113158283,100.0
91,61.266031957588204,50.17781684329454,100.0
92,26.930396136638578,9.871860993868664,100.0
93,53.93692300660314,38.59022508701371,100.0
94,51.176765263578766,34.84835622815184,100.0
95,59.80750119073733,48.22500348080546,100.0
96,32.1845355209026,23.090961687558433,100.0
97,40.08108913041414,23.839244481689192,100.0
98,43.14428417035086,28.782551499602697,100.0
99,46.23419635068866,40.264700602152566,100.0
100,59.7604025048395,48.0106363690275,100.0
101,51.18839454364419,34.90245194950567,100.0
102,22.382259775899783,9.45389959005569,100.0
103,37.82032218166333,27.04485715942512,100.0
104,40.69696638518114,28.7258180621298,100.0
105,31.965733789725952,21.356960541989977,100.0
106,28.963127862734183,14.405024040430861,100.0
107,46.46124175335975,30.453124130841168,100.0
108,43.229353593944886,27.883339224094033,100.0
109,38.998895185688994,27.937198225787153,100.0
110,65.19963479679188,49.51392196898528,100.0
111,20.023448201151034,15.006568444071315,100.0
112,28.579648102506376,19.92590817363274,100.0
113,25.648608110622963,10.914454011124667,100.0
114,35.32215822329848,18.121960817618582,100.0
115,24.540505517008942,13.339331549817889,100.0
116,33.673846271273575,18.962512413021823,100.0
117,36.007459584869885,22.29213949146411,100.0
118,56.582089848267586,38.570169283528536,100.0
119,52.90979619337289,40.83502943219165,100.0
120,18.653762386530033,9.478550595050141,100.0
121,40.54027035456708,23.20657809101141,100.0
122,24.28968292152378,11.860677809037536,100.0
123,21.665263756448937,9.627409277679343,100.0
124,29.4447577101272,18.201769292197714,100.0
125,35.28656453759003,26.547354865086973,100.0
126,40.13492938960571,21.792264418303297,100.0
127,32.11160626711153,14.407545837534533,100.0
128,15.604813756565612,11.765743828794953,100.0
129,29.835889747534054,12.52824909875906,100.0
130,29.172644289683344,16.014620279049897,100.0
131,29.356134288272752,10.737606009335408,100.0
132,22.963009087436074,9.787377940680106,100.0
133,34.7866943208706,18.01882755908628,100.0
134,33.584632998544066,24.671902603486892,100.0
135,30.496678192598957,12.112751785101263,100.0
136,30.750257980384447,19.90435605363503,100.0
137,51.35373416649447,37.07571403608063,100.0
138,46.27921819379952,29.470823034938746,100.0
139,42.21312706383849,26.501185928410944,100.0
140,27.646796434282273,11.388250378373352,100.0
141,37.26444974839869,22.59475987062762,100.0
142,23.011381928733652,13.007229525097653,100.0
143,34.25408176972445,21.425570240760916,100.0
144,66.03027305317747,49.44188323750585,100.0
145,26.956637066025316,14.50516496639176,100.0
146,56.29923510548484,39.278294950170434,100.0
147,25.48775484387184,12.931952048258065,100.0
148,35.485724945907045,20.17643132460022,100.0
149,30.220106581211546,13.740875743727333,100.0
150,23.053898043020272,9.38190140211957,100.0
151,27.407808674454877,13.03705299029507,100.0
152,46.670280785008565,33.39279042861967,100.0
153,42.297860219283436,33.459241944247175,100.0
154,34.3840511472043,18.54280287417626,100.0
155,24.798912770105435,14.110174690098638,100.0
156,47.66703191644984,40.56028932351961,100.0
157,28.68101347323368,17.068138404900218,100.0
158,50.74855114142656,39.06353611301044,100.0
159,61.13389134191046,44.86315158854447,100.0
160,58.996624098306945,37.69554096645646,100.0
161,22.039819230799043,11.987101654541197,100.0
162,31.676556343378017,19.15422673345041,100.0
163,28.063251672356532,11.636108389710023,100.0
164,49.3923698637263,37.755225699187285,100.0
165,20.870260646606955,9.482016183483552,100.0
166,35.206177721044114,27.068432501734183,100.0
167,24.42890652624056,11.649641446197771,100.0
168,23.197377318533825,10.15982422388229,100.0
169,21.430264771492656,10.774791221072562,100.0
170,31.409445750875456,12.692460621100876,100.0
171,33.12143009386365,17.737342030142635,100.0
172,28.680838273569798,12.862275539902566,100.0
173,47.96826432116132,35.72273487434522,100.0
174,54.96380245883144,38.58124929509243,100.0
175,47.835405186335294,33.62961826075518,100.0
176,53.904101924099265,39.69232378120469,100.0
177,21.24587956732633,10.582743630104932,100.0
178,20.897568642300563,10.722438031357914,100.0
179,43.882527380921275,26.819522275548554,100.0
180,59.23810606904746,50.98037267300853,100.0
181,25.944046581335652,12.372623190552469,100.0
182,56.963233879512856,45.020418838068224,100.0
183,46.81079516720068,36.44643095247546,100.0
184,34.62648266053149,20.210618214014964,100.0
185,20.863379281824816,10.104576639050771,100.0
186,39.67038769799625,22.779196239768815,100.0
187,27.634459014182696,17.550956061928446,100.0
188,29.199930866460523,13.776567766979277,100.0
189,60.99522774576218,47.489306650449755,100.0
190,20.06667037322326,10.972523926266467,100.0
191,68.31429580502333,48.48781551729232,100.0
192,26.42428680537187,15.05968919711336,100.0
193,56.62670262972929,45.04285662543437,100.0
194,35.880605369091136,15.441997938707589,100.0
195,21.044737691849235,15.34340799431067,100.0
196,37.30517380253921,20.76355878203051,100.0
197,26.88950984695944,18.68637402714419,100.0
198,18.85620323023318,10.636944934112925,100.0
199,20.943283474838616,10.689026457089378,100.0
200,66.73665700532995,52.914215268632816,100.0
201,40.96120434868782,29.27392617170924,100.0
202,37.11096407956656,24.37723934073573,100.0
203,43.13887696594906,33.32083921208085,100.0
204,69.56542322612623,49.92129794228025,100.0
205,33.766977150472755,14.643768422271844,100.0
206,32.55974677982882,16.829383087397527,100.0
207,21.17632724426838,14.301757932961092,100.0
208,30.888725220858817,18.967021181766736,100.0
209,54.18052737057782,45.92721953592129,100.0
210,30.57429950750599,20.20944055847568,100.0
211,43.81409187130401,31.497944360908818,100.0
212,23.101544975358035,8.58701240062802,100.0
213,52.75361433918404,38.394814239083395,100.0
214,62.49708671516163,48.33868557775043,100.0
215,43.413453743494166,35.88064266095916,100.0
216,22.731573539034823,9.42543867896557,100.0
217,34.534281210885545,14.906974442684314,100.0
218,24.984124510587115,9.067538928589999,100.0
219,19.861814600363253,9.89485136755312,100.0
220,45.23445288769555,32.756587436615206,100.0
221,55.39535059610707,39.096338089815966,100.0
222,26.829181598885253,10.25673602963375,100.0
223,28.090422491315007,13.722363649397211,100.0
224,24.895637117309285,18.320293170364607,100.0
225,22.279244598894547,11.45087690023819,100.0
226,24.03907969236048,11.717028102035256,100.0
227,32.320481447969556,23.41056129276127,100.0
228,23.54281232373933,10.649738891751017,100.0
229,59.96083709866052,43.980398793028655,100.0
230,27.2516618415007,13.334745979997331,100.0
231,23.771186827431393,13.483131243365374,100.0
232,39.15744902758446,27.772103652358336,100.0
233,55.94329166548126,41.32378045927437,100.0
234,52.307441180422444,44.49145906458094,100.0
235,23.25612532466452,11.121244177336738,100.0
236,24.851373007286192,11.347513961850984,100.0
237,42.08153366268882,30.98987945905162,100.0
238,23.41293219735622,10.621622898872518,100.0
239,19.890763476207646,10.80022789662231,100.0
240,46.89510139578885,35.80878045520952,100.0
241,29.35692733094759,20.53725850045914,100.0
242,43.64570517599249,36.53826224977813,100.0
243,52.97160347126357,37.42433023903451,100.0
244,27.906189201796558,13.877004622076566,100.0
245,56.57181584863549,41.70679190505292,100.0
246,24.608610525067235,11.2706460865115,100.0
247,23.790280549203416,11.994465064972129,100.0
248,57.64744321488994,45.01055822209858,100.0
249,22.883651301199393,11.948934676918558,100.0
250,67.5464277249433,50.940899311823,100.0
251,34.47077422425978,23.33080541977414,100.0
252,25.391888635471243,12.020668288533845,100.0
253,63.589329565597865,49.365087052369766,100.0
254,28.086097475599367,13.905873537565732,100.0
255,45.21471221255479,27.509800352709153,100.0
256,49.03885424073969,30.342945269183474,100.0
