unit_id,DiskIoWait,JobThroughput,FanSpeed
0,59.70545235814707,-39.80328207138956,50.3134931457486
1,45.09368826853249,-29.021834260346644,39.484560150244185
2,42.70302196620041,-12.626559352942204,33.265625421652146
3,58.63168630300266,-7.827293447474835,51.06430100306191
4,41.607837983553964,-7.105285327841916,72.54427625588721
5,32.69184177704236,-46.670124261829784,45.238880310986715
6,47.7843943415773,-31.083181241333154,33.6795671396613
7,36.608553098386494,-29.988298651376063,50.651647403242485
8,31.773275002173243,-36.70621105765829,21.85315569877568
9,61.35961660617262,-35.318021024733625,22.424814040252045
10,36.925197299187865,-58.7449195921155,44.05011106589344
11,40.40718879283564,-56.74830507097777,33.24897558438478
12,39.5275663511366,-36.36286103671239,57.89190476625663
13,57.676202234760126,-40.23435677306935,50.03892435651848
14,54.94135614273352,-58.622199838683215,38.130051312078244
15,52.49149907461046,-51.311195779471596,44.60177549657135
16,43.84250268805341,-44.97962892498346,35.85316551614645
17,52.95015004970677,-31.834060625027895,43.93508857041969
18,37.64272342445123,-38.48924945385784,52.71224139633184
19,50.151178475603636,-13.752754861834878,35.99745523105923
20,41.68324841268446,-35.50596579674392,35.706501960863065
21,39.84263118012397,-30.925371309550805,51.2037927692679
22,46.45791741167413,-40.08241986324554,34.80743550477248
23,42.98225184351477,-48.06966903532637,51.41458988391577
24,64.57837950316782,-25.24902982621589,38.589435305816636
25,40.584451103289574,-32.51481241718588,53.58893487336776
26,45.2449581913596,-56.64977355840445,18.500576957728867
27,45.72189127371831,-18.02329324627965,48.93634946514774
28,61.75345758113132,-55.80765825413699,33.313964684718485
29,51.75172472466743,-18.609635351925363,67.72522026049123
30,43.903026425103924,-46.81253553778899,47.968380559960224
31,46.001352771110206,-54.48163386797903,43.77202298519573
32,74.24301985269538,-19.482285241957488,47.37489128428037
33,48.53048787051513,-58.73724832463341,49.776362372406986
34,48.89001746473671,-33.08122819003597,55.89174647322784
35,55.53050361881269,-22.488072879813874,53.257580953609185
36,65.48249411694174,-28.29936437599105,32.08706236951432
37,57.04770145704328,-39.36099560484648,47.95997833286652
38,42.37703874255908,-26.302603499795318,56.9521062428925
39,54.86315414788968,-37.474137355268525,58.39653929624048
40,50.00182463427748,-28.411943985247223,40.01434944810911
41,39.40947884535918,-37.24442326832563,37.94811111122991
42,51.90183980274808,-29.288954697005323,29.50634351153288
43,32.706743028980085,-12.40737662661299,54.14036401869965
44,42.05548284341868,-30.225492719213623,50.27757701912714
45,57.510545583967534,-39.903774434035824,32.61139622280942
46,44.93022049218734,-39.084492221106274,42.17709801441228
47,44.266073638820465,-51.29914173386002,30.29518857525174
48,55.08474086164068,-43.095784846953094,53.83364735429913
49,55.34940666933634,-49.015778350091765,63.378550987579196
50,58.434522816821264,-30.029693346201466,70.02050210577912
51,39.19384034708296,-23.535756005288942,45.61381611892932
52,68.422545588375,-41.532481632791516,60.93637962349107
53,48.77622429056669,-46.456016919675164,66.85496744239815
54,24.415485608184532,-30.473560686631682,24.708256991635622
55,32.70656391544466,-22.558380008488626,32.02464336939016
56,38.031456261707525,-40.309370282404394,59.30144482341634
57,54.892291490858625,-43.4724962904115,46.57442452458295
58,43.09595342293724,-18.29683119793902,48.01270204527155
59,35.27072542376439,-5.791229560839573,62.577116939932374
60,49.55987403670904,-46.14165919233287,32.69822368569436
61,60.05548757091032,-25.466407454189696,48.15468927041395
62,55.84277922196755,-75.9173626800217,29.60248870384455
63,37.34589201007163,-35.05108462750902,82.39056390758107
64,66.10462599422524,-28.28591061586019,21.52477904194278
65,62.59167718702989,-36.532462595096476,49.560253713456355
66,52.09329562535788,-26.760862607198945,52.92681156419869
67,60.56504559058084,-38.74265285121984,54.50679182895063
68,25.758060410385877,-50.48734639312958,46.013031823883146
69,43.509565765988185,-47.2048611229353,57.13458763037736
70,59.44882406429993,-34.40038871786523,51.123580780701346
71,43.406596297930136,-11.649964753365424,47.40309566335846
72,31.696476317803693,-41.335943147848965,48.07709799110065
73,66.4498569055456,-36.910646341793154,32.94889363224647
74,36.8423503668104,-25.73033339614933,65.85343237159816
75,47.70135403379453,-25.47914225652468,50.11101987998768
76,55.68971615132497,-47.10777336075873,61.10970994523416
77,61.717756535406124,-24.928333314725556,43.38907263921239
78,56.42984427240424,-29.524726874032222,56.13520788979074
79,36.25705500664071,-35.512325273607345,44.47112971751853
80,55.86806562606242,-76.46445815936728,65.62123475327422
81,62.348575200850966,-24.68105235367968,47.96414125747866
82,46.86331531146445,-33.32539654173339,53.184036646011975
83,21.112857162150704,-67.54314021771455,37.201257365703704
84,36.53635389052937,-27.84715514337126,48.15412428696772
85,53.27540390270976,-30.883253244213854,58.70025732385875
86,41.521172830475265,-68.10944822551798,55.57776260788312
87,40.68590659844324,-39.75408556368648,40.61210426448887
88,50.842935483103524,-24.792887312569995,50.71971978550334
89,72.78165004984231,-30.064794198070302,51.73318990137462
90,54.06177550795954,-50.10882473417482,58.5786470397383
91,39.25348584923507,-75.23718814145664,33.91216674974042
92,63.506297185218884,-20.20189039133153,44.95272146630121
93,56.688624154086234,-30.062687823051498,55.2341139772464
94,54.42198709499686,-41.56045182162991,46.02993837116391
95,35.67108594872721,-39.77561336676564,54.38288704243973
96,41.12557373552801,-14.275937269849777,36.438061091497104
97,47.25567623356698,-31.54628082137709,37.20042561585356
98,33.583105657917294,-42.74635110007053,42.929835225834296
99,50.05950500301587,-48.505591000068705,48.85382838947433
100,55.89448335923457,-35.13862294905789,35.85842985709178
101,45.99450542877102,-10.579520897184342,73.55936808478685
102,49.15837243464158,-19.12295192706805,70.12453925497354
103,34.17266573773674,-35.198655042884475,44.06959510214734
104,44.46258116928469,-39.51773757213255,47.60066899333357
105,63.004052955604,-38.3887687186055,30.67992267765296
106,37.7784032308637,-34.505083869983714,53.217391302784456
107,37.93484485692438,-40.81743166199319,57.8259571124722
108,38.342175789282834,-31.541560357656426,44.833580874210746
109,47.751614582965324,-44.650076101232855,59.96988173515581
110,51.91601166476196,-45.5658236307114,54.16167688365892
111,55.314935991218796,-75.42251747495841,45.338149542704514
112,55.69890699577531,-61.32999580428092,48.09787016940327
113,47.17268444108428,-35.64124131661108,33.592168120807116
114,84.57924389909742,-25.74137884953003,43.83620815484027
115,55.60739991170583,-48.92924786473077,36.5661609503494
116,33.307852612521515,-15.099838646758384,42.8026202263349
117,55.793291297771354,-7.385891110206522,52.95288530692308
118,46.69633040845228,-15.44442129903242,38.84061441310014
119,30.18515306182077,-47.52754941840651,26.42273214532946
120,34.68860250905234,-34.674166264478764,49.43993766491777
