unit_id,DiskIoWait,GpuTemp,CacheHitRate
0,41.743724356437,50.28090987183671,74.2253930393392
1,43.91863219931339,56.24081384904292,58.249704719856865
2,51.56222497422153,38.89202496054021,52.70177773593207
3,62.92899844625146,46.560405026675475,35.677167297747104
4,37.16226327601627,56.09633657965748,51.851345112931455
5,43.62755393915564,49.288263207831264,72.41540648471444
6,34.921875267433286,45.248424418857084,26.249671163330362
7,56.41691451067723,36.43357924462769,48.017270258350244
8,52.11418242061651,59.854846880521755,55.04583121352168
9,32.75880040547635,69.92424847656949,65.03177458696042
10,45.09524633623407,29.946979632710498,56.8141491519867
11,83.6960651907711,39.650409436493355,59.28451502885179
12,45.85886365404053,49.872740235338,56.60953309903674
13,58.2469038439816,39.378191648156715,46.539791709478955
14,49.82963051980854,58.913401591717374,35.45856970916687
15,29.657681531150516,46.06832430116634,29.64070044354946
16,43.88489727116708,56.559318460084086,62.65545241869427
17,47.29633936445378,40.72610214013347,48.112358774483724
18,33.38132744667022,62.38469689034309,42.72501747988413
19,34.77283391511942,74.38443492710122,60.90635143896767
20,36.48940229303138,64.8721761102121,68.4567166651669
21,37.55896695045874,50.24057414552412,42.279841061671156
22,25.545537342491276,59.21025046808489,33.48491582082997
23,41.97725029119225,47.51524449914586,59.47970247672468
24,54.17451244770598,65.74152494763422,64.76467440780687
25,54.17128952692313,38.07977079343341,47.61963621059525
26,58.734606737151175,31.419691531552623,48.130215817567404
27,47.99860344583582,77.69958752545618,52.794933217751705
28,64.58851929715273,33.736549069845985,49.21071579566987
29,50.00597587895379,56.84495399389476,58.466687638247585
30,54.09783495488656,64.25436670978762,51.2856125816116
31,61.16165373030642,63.8117679308391,54.48051829101521
32,69.97074607327148,42.475449247679194,64.7924943903149
33,34.54827096585334,49.691984602337776,46.65818366448947
34,57.37426893726029,46.881281150968086,45.36210345931135
35,64.16807004947857,40.453121693225704,48.28787144638174
36,54.009676388896494,41.84374354715881,44.320333322605435
37,37.489347233557496,62.745885843602714,52.41693393431215
38,48.66752757346721,53.79887095373213,53.868205173601446
39,56.344203716803676,40.57021227350373,54.690309987471366
40,47.18617441761213,57.07342388723159,68.35480844187303
41,41.77334154410601,40.194030530620005,29.5539212997414
42,55.36557913038474,61.755004980925136,51.28342401937067
43,59.122646048108095,72.0231788393999,55.430818646090685
44,46.22548872691692,63.55101861586615,58.97875889006554
45,59.46619920342128,49.29897314221029,49.802896928759985
46,49.46351276300897,59.4342437392664,56.74256529053821
47,53.656685659884126,49.74671823354978,72.80253966841809
48,76.69182927117015,59.096609309198215,51.011489808597005
49,31.206591922437227,44.06359812292954,43.92201422635071
50,52.450514237656904,50.18890346362875,43.874419596748325
51,62.80882650797993,44.481817545886706,41.25586555153407
52,48.24690210366043,48.784901931954046,55.110901140266925
53,54.48994768223137,67.49823057632176,58.336945019802734
54,37.04490755012929,47.9614696289201,47.26646702053361
55,57.05045769139137,57.792727202939545,66.7607658399761
56,32.33920304190056,46.25856746376576,52.785959453329944
57,49.15778591561917,68.84067869248165,28.71428238849573
58,44.086151432796605,51.08192654920532,56.867623874002355
59,58.0591317231233,51.441760700259124,50.62366446608718
60,53.55750157503107,28.02813594182154,46.9560494208153
61,45.00654385261219,56.1495776030979,38.12709583235798
62,17.72575528743829,58.693648358250655,26.62610022504299
63,24.690460979760072,45.79948624916315,28.254252094023908
64,51.72020721041189,51.36140180134529,63.3301394063329
65,53.990837750999226,50.885645680563826,62.20314673601923
66,46.10204624474304,46.05525907301769,45.58658900881364
67,44.050157111127966,57.13146721971771,70.57507075326087
68,49.774271013342016,41.67567122936191,42.70205980197287
69,42.20606833929537,32.90981114148566,37.373482617689376
70,50.99022497894731,60.258228144343335,45.03128227126582
71,53.81095992161429,62.72642339159819,49.36095705454358
72,50.3178039878617,41.035039468318416,48.98813849810133
73,48.58836054039264,22.397410913066395,22.55604626240905
74,44.71775154635372,49.41146434518201,31.568670243206455
75,66.31417093072525,43.783090302415815,55.35484174658444
76,53.42477068611409,53.624815354458704,49.364810089317935
77,58.06070495127401,52.78419347314787,31.831316203459977
78,42.05897783186731,38.50066394907233,48.24456519812105
79,18.638581699691564,57.5371516197619,49.163589361378655
80,44.13066636726952,61.27145417020398,39.90554915746853
81,50.8596792704073,45.43071899275541,49.315425301472
82,43.132298521308144,53.766591551148544,51.79310226945894
83,61.55935698646184,53.53694800617869,48.31594759578847
84,88.79531235302811,50.84547431378856,50.16178903477735
85,47.38769786950693,56.72808460056635,44.56251909216918
86,54.71929336665288,49.988355145520835,37.24031881716402
87,42.89765896434218,52.00721448440777,50.86191074943541
88,45.36023921002597,54.138927436855454,43.44695481855424
89,37.277351515098594,37.468709952431894,34.91970678292598
90,39.05995605721626,69.18452047167557,18.717057546998358
91,46.43306566156173,29.161088429265824,40.58607659468379
92,40.744493803023076,53.71856065435007,62.44561620744886
93,40.74508103165927,43.04179265262276,26.68861122847479
94,55.00977238675694,27.926691337954907,49.263866699962
95,46.767443430824294,71.97521709274342,35.46478598043641
96,75.7208512290803,46.78029585069409,48.43332728239342
97,60.641768675953024,37.462410138849336,65.00490123535494
98,42.907198107544275,42.66828254636572,51.73361687395934
99,57.368771744638984,46.89360107399609,46.470623575726066
100,56.410005640443465,51.11226542943396,49.03538621865067
101,53.85527806156414,58.36861894910079,63.884096042450544
102,45.108429133701236,24.76287706010885,55.94842341574543
103,34.048169320410324,53.97381479860406,50.47328186514942
104,40.96515441116979,46.70995707353765,59.64988879290569
