unit_id,JobThroughput,PduLoad,FanSpeed,do_set_FanSpeed
0,-34.84071238296178,75.27152833759408,21.205560835941906,25.0
1,-13.27162347662982,83.09629060846298,25.269933672297167,25.0
2,-65.15519300209165,64.1799789630793,24.42022939683384,25.0
3,-35.13167539508055,89.95525717514661,26.134324927265855,25.0
4,8.91213016215647,92.42666180799888,27.647772555014242,25.0
5,-30.4046248121793,93.67342936777082,28.048502296098956,25.0
6,-35.72660130625445,71.20757808419017,27.04271803259928,25.0
7,-34.694119782929896,65.95939723083724,26.808335555295834,25.0
8,-50.05047940109581,86.02566514779794,28.885012747149972,25.0
9,0.02323367023149281,74.30502800056873,21.516191688405446,25.0
10,-9.135214283590997,74.6225346616269,26.476122023894717,25.0
11,0.2139991345523251,80.21790952575404,28.528151381734453,25.0
12,-26.460066431345865,70.66267365427247,24.52647994913697,25.0
13,9.792081297041353,83.03833183726158,26.19778899696998,25.0
14,-55.98569138762779,72.63373478482293,20.25952264141916,25.0
15,-10.65879785392493,87.09255374326555,29.83278357687216,25.0
16,-37.98996771436731,59.79273383599202,19.32961148018782,25.0
17,-48.60214470318136,80.63952188872997,23.811770643845293,25.0
18,-35.77532379759716,72.81619800870158,20.408511916256675,25.0
19,-25.15510946176527,73.53675861686706,25.757988725515865,25.0
20,-40.35897515178466,84.87380763631876,21.053297238867412,25.0
21,-54.580374430233505,69.09425322973733,23.6271690715796,25.0
22,-5.318353885301269,91.28844302832411,26.131406799378702,25.0
23,-11.654311639654093,81.86688453517645,18.735935078295142,25.0
24,-9.141355434788895,84.51402697968076,21.72032022409052,25.0
25,-14.905113988809498,88.06458318480809,24.88979074580974,25.0
26,-12.156728695775055,83.799045824564,23.067537169116626,25.0
27,-14.563151888025565,67.91176229284335,29.5739614503602,25.0
28,-41.17330297510437,58.07944590979477,25.40785573436181,25.0
29,-18.58685681750499,73.31682967961713,21.089934249540725,25.0
30,-50.123315539677016,93.63395699565298,26.944740931136945,25.0
31,-25.024270663953995,64.23848840050249,25.9990950732979,25.0
32,-49.453319903494574,84.204610643385,19.73324185947173,25.0
33,-25.45303746418706,62.73428228824444,26.068556387250183,25.0
34,-50.20594927772492,66.96056332463856,27.104978690313555,25.0
35,-19.64912709165028,95.02094967971676,30.803832181660866,25.0
36,-40.26777444984253,69.98176587065386,22.99776467184716,25.0
37,-36.12606517977306,68.82150981520115,27.032388682552632,25.0
38,-13.369717565552671,75.17626096575864,24.941059579336088,25.0
39,-18.357940165102946,68.60472839415169,23.42313287001907,25.0
40,-51.96084257719739,68.98799952309952,27.604593745704058,25.0
41,-33.236684042669665,92.65764144488304,29.00554448063874,25.0
42,-31.513635411570377,80.94398608872285,25.290612562269718,25.0
43,-5.4094103781595315,85.26826192852293,24.223739190519648,25.0
44,-39.63163417007374,77.59815136293929,25.956073168586222,25.0
45,-19.118218995617568,75.91487992263663,20.438030255820465,25.0
46,-57.15109132735572,73.73466890504764,24.982232808472485,25.0
47,-23.462936118072086,69.744378882895,30.515578498862965,25.0
48,-24.53904082427864,84.34307198265024,22.661922596841038,25.0
49,-28.404985569619186,78.14323711876894,24.63054065703929,25.0
50,-35.68475978157978,63.493726900744605,23.946237390849525,25.0
51,-10.943993032741298,88.15290466007035,28.537553371709706,25.0
52,-19.00860782669057,105.17221109993861,24.323113930303755,25.0
53,-52.16813824183151,72.40154061264202,28.1386082771378,25.0
54,-72.8445622168006,76.88562358192891,24.59565182836413,25.0
55,-20.46215930581393,69.39734514136575,22.833248959770245,25.0
56,-3.5400151679305187,72.64266556965786,26.844273531455322,25.0
57,-34.549182638587425,77.0420543551857,22.203409536206674,25.0
58,-26.794073631323037,84.00153570114865,21.11992757802658,25.0
59,-55.71270439803872,67.39602317159812,23.212526659048,25.0
60,-32.36637610860845,78.95211321980759,27.042830750589967,25.0
61,-10.012561896623403,69.62442183421916,29.415862681615625,25.0
62,-77.70480147115074,56.39402718980504,23.91851144252784,25.0
63,-19.44180131981526,86.37752066052101,27.25487108877502,25.0
64,-41.58978776460044,83.02009860421695,28.86742139835656,25.0
65,-18.486542028911074,66.64871679418934,28.290779696241213,25.0
66,-32.20601105297047,86.50703806560036,25.32775868699424,25.0
67,-13.576340403288224,51.64898335281646,27.235349171228247,25.0
68,-56.39357046771355,89.44702968219336,27.895580709137533,25.0
69,-43.300922435212804,75.58264135367577,24.498028812929448,25.0
70,-36.29728190971139,71.53929432606341,23.898160303163937,25.0
71,-36.78367904840617,82.61895576651396,25.94153182120025,25.0
72,-58.50997470526229,50.37350547931876,23.687059379074665,25.0
73,-32.96696247239132,78.68480733121906,25.76873108969123,25.0
74,-46.430966894172904,90.28288489301063,19.67296747895607,25.0
75,-35.871371753883516,72.01534550800429,21.970701119242808,25.0
76,-54.59600515080464,68.89964604799654,25.70701848565753,25.0
77,-31.032393394368306,79.4816207296236,27.177362108213615,25.0
78,-57.24353150637862,74.24713868953435,26.117193176312767,25.0
79,-25.295408909824985,87.72281125345103,23.090803720161524,25.0
80,-11.682820636552309,83.34090903309084,22.677840695077073,25.0
81,-34.56976135756329,84.10596201874144,22.99246619131843,25.0
82,-26.419615263634817,76.89378538267634,26.2603247727338,25.0
83,-0.13263416048698673,68.02595749390943,24.75834555196283,25.0
84,-9.985192599904924,82.21284087624967,24.358929454740167,25.0
85,-32.36365192152649,87.0169921829051,25.172477136767494,25.0
86,-42.07612557995152,79.79234756003987,23.528503352344828,25.0
87,-34.70805249326109,86.25727354934432,24.618130424376726,25.0
88,-14.889976352034742,79.35677075261867,22.74831902640777,25.0
89,-44.693947940409764,84.25750571085482,24.4483778560458,25.0
90,-48.308710212876655,82.11122816950142,24.879778578651457,25.0
91,-55.94852539586134,63.820965198879854,20.829332695572152,25.0
92,-34.11939913882766,65.95863534197173,21.332371873766377,25.0
93,-53.677208334761865,65.25960501861081,34.23817582958593,25.0
94,-27.173829814804485,89.39196127525534,24.773828083816493,25.0
95,-53.5486572572753,50.57940536623853,25.193055646075404,25.0
96,-13.288022699420601,73.07707702237319,26.621721371147842,25.0
97,-50.6756738176741,93.82970569098981,30.52201548461327,25.0
98,-43.90677173179241,79.45104497029214,27.090841914825386,25.0
99,-68.36409368621938,62.86484899505723,24.06247847747898,25.0
100,-34.01567683471153,79.07441175807305,25.373538316679426,25.0
101,-42.16540150257837,71.09722958878226,28.431747354653034,25.0
102,-16.888900178138,78.20975319742438,27.52156004529217,25.0
