unit_id,JobThroughput,GpuTemp,PduLoad,DiskIoWait,AmbientRoomHumidity
0,-41.145719279014834,48.54546689227113,71.1442697401811,55.208898534991874,33.04727200798701
1,-49.710948410062656,68.47931605364133,76.69609137696665,42.338112472124735,27.314710587888495
2,-30.784091918502217,51.01922560776962,78.250958576138,54.78330306085467,49.09914441686716
3,11.228889462107492,27.25241884896547,83.06993726569611,42.81307846920744,90.07139442142245
4,16.461531892695955,69.16545482945821,80.27903961120649,48.81442870859057,15.507571700317545
5,-47.55022560816496,74.04146778130466,76.57834373741905,60.82057649898125,24.276189769897037
6,-29.466716833182375,58.43829259371136,65.62271231464182,36.01300253580017,59.828686672872294
7,-49.883427375243656,46.71658481365103,76.11160836958642,49.99345062100153,29.37350848705909
8,-47.97387878026233,54.19020178589832,70.00226781560585,30.557793216240864,52.814211287484554
9,-33.371265131645934,47.3980247130886,76.4949053528557,70.72334472097911,32.55147634297062
10,-39.884204550607045,68.76547044109289,78.03025053922786,64.00464308827105,58.8364678158511
11,-13.180627570584123,53.51309115111446,79.50768352826455,39.84192179481151,61.22866083260173
12,-66.74763600179442,47.40005741062972,48.31135763314116,46.24999203178815,83.12945148289725
13,-50.85790731267554,40.48185268391136,89.0175172005132,39.12445054492155,51.14494633637718
14,-48.645184527353074,45.304076478468474,72.09505248361197,32.755895396999996,43.2349187528291
15,-23.30555725022893,60.48971113104763,72.77546634669207,57.9608121842944,64.80326472346047
16,-51.15915947051135,47.597227179972535,76.96349881241395,46.99566458762599,46.21250592714552
17,-36.79739151052781,45.084313815364155,72.31497638782129,38.462518231851526,69.56234253553333
18,-35.310041243296276,35.09020293965678,79.83714425606074,52.73943894140277,55.953363391834635
19,-21.658618551618343,54.16003047504991,73.6416389393289,43.53664147573615,44.65828394724524
20,-55.11363575854083,42.773141719837234,75.74611759049772,58.4984027200675,36.268855701366974
21,-19.141513723332952,46.91206040784372,81.03343663307479,62.144689988355964,51.584264740412685
22,-47.84447378516361,33.87602289449538,65.1070000645398,53.56521918177713,55.55248038220678
23,-42.05688889142911,51.48375444865367,61.32064428388564,55.969260020641904,49.851332587593745
24,-42.36616269085907,61.10347710102784,85.20277630178829,68.33793028490561,54.70236824477284
25,-64.49984591832887,46.699096904152114,83.91019244918333,40.484896822145735,45.73760632259711
26,-47.79505900558418,55.786758475164554,61.658737586728215,34.7919724552029,46.760215461350086
27,-45.88251796141852,51.84132269806513,71.37047067826863,59.556964931362735,27.4574770724836
28,-42.5230102924831,59.07511529408155,54.26860988196073,45.886401725902076,45.85192802664095
29,-31.383112118993424,52.02099543589982,82.15059477968842,47.4705310529212,48.15995317125694
30,-44.521548561453976,47.20258515660664,78.69401782320077,36.43909428798287,54.06884651841786
31,-43.229962164841105,60.96440921560308,65.02411811678706,45.93811569014617,55.67148122849123
32,-55.414561921050286,54.30645405041018,58.51815350232058,31.771803943406056,67.5540450879936
33,-43.55794158134431,58.7579071397093,54.5034479989211,51.297046796993314,54.183882311591425
34,-35.554905120197645,44.38519500612729,50.939028409940654,24.945098328792167,67.57776458293297
35,-50.312296602153744,54.021851703952706,72.27037777065597,47.63828998081816,53.87468672326743
36,-34.53798556298641,48.10033609720303,78.28705303597555,41.70494200981269,41.83972641207811
37,-0.8378360296475211,50.78603417714831,76.32851425890557,58.06117747574115,41.84755053248398
38,-48.210249918444646,64.56049242788015,79.82946143139542,44.19894056849315,42.35277553626862
39,-31.852313717528617,66.0499275569265,74.69803626638696,56.95380433381046,42.559804125723986
40,-27.970592807719406,46.48206976940431,87.50752994908635,43.39693529136916,55.90092161930471
41,-34.52803945715583,32.61714857332722,67.13046834026673,37.91874604720071,63.56563857558066
42,-51.48318728132814,48.04239043031907,76.69908142357626,48.69153139220252,69.91474115147093
43,-51.09546775848972,26.819784720287707,71.73871194621032,74.7380269121172,57.04500200175195
44,-31.068847921187697,56.524324412544914,88.04936464210431,47.271435878398584,59.23210280984815
45,-33.89582167765812,44.07431957275284,69.31348708362938,44.38587580259825,52.98058418833751
46,-18.094730688474982,59.32111792422513,78.53992707575105,68.19078930407036,63.50320303582082
47,-20.433402555969703,30.07381026020489,74.67924320916585,58.558617894257615,36.12117612696115
48,-34.76822017254403,40.02554240888933,79.65395554830148,50.84846631663216,35.225039510945415
49,-46.09813371606897,43.46970815718512,70.92298512174231,48.2769402241822,64.56545093824816
50,-41.24254042756798,49.71290029858311,75.05609469761423,70.23657784746857,41.138002470296186
51,-40.723446529745814,43.747182989267934,83.25813917010696,64.88308980181607,59.71044310998746
52,-35.82662427787249,43.22344925924976,63.09396724757454,67.34980219752671,51.32122814894671
53,-29.779816830702245,47.69347728768779,87.01137078111152,43.10866407012276,41.513376417734435
54,-27.097358173644814,43.42246804620957,77.79838803489268,38.787660704108205,40.832592077521674
55,-1.3194057076849417,34.19705180151871,100.99417210085456,56.21221471877594,45.20317354682823
56,-30.74036189741824,73.33354232985354,102.10286229992009,62.9581297858062,52.447975278759664
57,-33.622287969542654,34.905002022743304,70.2859528012555,37.77658263057973,48.35126443355802
58,-60.61775439638533,52.28391730162092,36.9033536163019,48.070897171626896,53.54114492887651
59,-29.91523362157222,51.427528664167696,76.64741614386755,42.120668025494886,54.89741227890106
60,-2.8396673953971288,78.18819782230398,79.35467241759518,45.7049469683998,27.490026440631837
61,-22.936586940403828,76.27713423590505,101.82172219491457,53.34575974005532,60.686132374556976
62,-29.06929633454219,38.029461374983754,65.24393600256988,49.03059674960902,66.98729166275604
63,-25.92419973910515,66.93748396993273,84.3957240501992,29.852975267645565,56.597497285519175
64,-24.080012464667263,38.88949853629136,71.68368384787671,50.67636979984064,45.36629844495262
65,-56.225796169922724,56.88582195797765,64.14090949599517,45.118914874842694,48.323527681889026
66,-25.585113644402583,51.84954949708284,95.31768122792546,53.720596875794065,45.76326915466899
67,-25.593357733796832,42.470784093991206,86.21802212284244,64.27393828994265,66.10432501662994
68,-58.03280300422074,37.58133493061871,69.03000557254235,32.98055732432483,55.72806619716451
69,-46.65011107433335,53.96345492647304,65.63123294871203,67.8852488249595,53.084874610059515
70,-31.419132551488673,61.09253867977995,66.85070627219105,48.090756300375816,56.220433887032286
71,-52.697156577764595,29.39835268814008,65.21854918188068,43.920114195547285,35.21298356230893
72,-4.934939084625894,48.01556756699341,66.04095846134419,34.8610970343546,54.749059783197424
73,-32.86830623187592,50.23281647691973,65.92922646478218,59.81879518021721,83.85805884571167
74,-19.117189366061613,76.83840440746853,85.46319913010309,45.530373782726,72.91693067591298
75,-10.863948515323914,48.149404621716364,91.24956197235122,47.655457256954705,40.60908433370624
76,-26.456131706721585,40.84196888312985,69.46201661436581,56.73225459770722,54.26209687167808
77,-38.22233812521365,68.16424617490895,70.92527191780867,41.54829454437081,40.83360041156667
78,-44.069570109008026,56.67937906451918,82.14806390002637,41.601737179632316,52.02870059571764
79,-33.902339501846846,39.31735097950757,85.34732296460194,58.07340496813436,49.185702796398495
