unit_id,JobThroughput,AmbientRoomHumidity,PduLoad,DiskIoWait
0,-43.84575320033565,54.48286568146986,78.0144405453798,51.309161282270836
1,-51.059032246982916,39.338905421402565,63.802526075584765,32.85948574842362
2,-44.7383409873221,35.63022831480146,61.06432843921954,8.766467840742607
3,-56.72375264231452,44.793884989947294,58.20744569926507,52.96207982397692
4,-43.47801131178255,65.14387122755814,77.05142364995561,58.88273679902514
5,-43.47008553553704,44.80941707005414,65.31901532818495,44.56172555248338
6,-34.830592339190254,63.208004949564824,77.1733866761124,62.035769018222894
7,-51.73391717140825,45.03115036371552,75.90304161471985,55.91111546489505
8,9.469276057962574,62.5415535453208,84.93371987145561,65.60927344780103
9,-29.485787375926108,34.15102785703448,74.68567054245223,30.46660798961989
10,-72.28068052623937,55.93946747486404,68.54039761163708,65.27819303721681
11,-14.335265510079449,38.076595719772875,97.52719132987849,54.57361084459045
12,-29.738210217274904,40.47995625968594,75.88451592064973,46.72294891512454
13,-14.105647546719542,53.16301062284001,97.41172887951639,59.68922231973041
14,-18.58527829072018,41.40434859689676,60.00702673940517,52.76886306654911
15,-47.716046605329254,46.31224507565238,51.207475194040555,61.772557376377904
16,-48.88823914456566,43.652594697155145,68.17806455080472,27.365659149983525
17,-46.36511513210905,59.13552054510285,80.05659137316898,56.94648043700177
18,-36.36528316918306,59.80095217534215,66.82134547279901,63.733765861629365
19,-6.39884962940158,48.58226528859598,62.49116480537134,64.10374397114717
20,-45.6268673413593,43.202325135932355,79.83160906738658,63.2361347899441
21,-47.516005598222,39.85531221393244,67.30472074472293,57.65529877370395
22,-2.104337075935595,47.023085875749324,83.92466198204201,25.509908316085735
23,-34.58898563478542,78.03128923971357,78.1697737517286,43.05764367712189
24,-9.980723315359171,46.57073866127302,72.53365331455379,47.316592679091265
25,-49.263918964258195,50.93657245129652,86.76538388527747,45.890890108929696
26,-20.416610556793046,54.900748108554524,65.54000364837313,48.289506773457205
27,-53.615745779778024,74.08203708392062,64.6635398090602,46.343702979585615
28,-32.42972615700369,43.95481887777651,94.09670830806728,75.84521542534091
29,-34.941532132129744,39.40965912236206,82.47650533698447,48.8227238747176
30,-23.85880477356209,59.37188467738024,96.15849759737159,65.79272483502471
31,-37.773806197047925,51.951814226318234,85.15539428206125,39.20505494450164
32,-50.78280113814007,36.87310076758729,83.59421111322901,65.82766700169194
33,-40.287000872650125,69.68489279148153,75.8829097097156,25.689024080659458
34,-42.7076195384816,48.24127605866606,74.94540879083462,55.9350709758358
35,-27.48452002529918,51.87868755040919,88.42215641216941,52.888325459039415
36,-39.25369949827946,49.877323265296944,65.67991117373404,46.23779962808074
37,-50.159353308236376,56.42769845372585,86.97398032784947,64.02230497277431
38,-48.99233540857665,68.03833623577796,73.64857901248087,66.8757020766576
39,-2.438819599221076,38.12616059138867,104.12389042512352,52.88535469788358
