unit_id,GpuTemp,CacheHitRate,JobThroughput
0,43.608621167550915,52.42213533296581,-23.101118941401026
1,37.94193630600939,38.19829688078924,-27.104179069866436
2,49.718869000383464,51.41000482664889,-15.827442788251425
3,56.36460382487947,44.66682631476397,-42.991522883007015
4,39.812999367901455,65.89155397693393,-32.7059661086291
5,50.158086095294074,58.43366612235336,-51.85004094622274
6,22.5537386779922,58.29690320148822,-32.74390279861903
7,76.45619411985118,40.753532657622074,-47.501753554603916
8,37.75615943621985,53.10425896460003,-39.564894976206084
9,37.78532710756684,20.498241275087466,-58.11377003172549
10,39.772170560436685,57.47793801479437,-41.815688731288034
11,64.96798251718295,46.66105922535735,-42.11591398829861
12,52.57927944142136,32.90481595566473,-12.444076399887976
13,55.51804653554466,45.31116188486913,-34.82652851889259
14,63.58190680010176,57.26712311600294,-41.6219720166627
15,38.003219794404714,64.4122161477195,-24.561769500676874
16,21.49153841981561,42.72213618918513,-47.57489361847986
17,77.24470948736393,62.790333775766776,-37.82973107306471
18,46.78234246756065,64.7793358680745,-28.73150037666944
19,46.06159041622866,54.22490826290591,-22.65955621858719
20,54.598547360875756,53.116658708354315,-14.464374319502385
21,46.78491338134127,51.7055692129511,-58.980015648786406
22,30.811956433047158,40.974922729793946,-12.825756848299454
23,57.617202509827685,38.12415592173796,-28.09413609611173
24,42.10188825525845,34.265563730520995,4.284478754895339
25,47.33917194194622,24.46498975357908,-36.99051044665313
26,50.689956322201446,42.49886948042763,-17.86901225910404
27,43.69189080187125,51.282355531118306,-45.81260191654886
28,46.17564378607302,55.98323056271958,-38.11944757833337
29,54.90231850476061,54.74550722368872,-44.24842408093451
30,55.72038585720149,49.46202328237451,-44.98996106538487
31,38.720844655603,59.382687170436604,-31.43760288785373
32,45.67997310231564,40.89184789165966,-55.81105481976516
33,46.34595643465613,56.70537400864322,-18.68817665313108
34,55.086565623431504,45.95824158740669,-46.39290352788897
35,49.6059005477109,47.15220026959647,-13.01318348022193
36,52.21685217107582,48.499234958456206,-38.56093243141672
37,23.27457401774843,24.11107751195898,-3.1805076939831647
38,59.44700606465227,38.40391058323064,-26.412766612880258
39,59.08292045476696,41.79706741037096,-39.68266298178183
40,43.79309701162055,26.60074516602313,-52.07560260579362
41,44.623219755222074,43.35338362671828,-29.546265015675743
42,33.13117329982484,56.3751985574731,-44.405925349333465
43,21.108689913852864,29.690580858845653,-32.06173190193449
44,60.15932157325758,39.27631226788,-49.79023149787232
45,48.37465652127418,48.23769286719158,-36.7568438520589
46,30.69101191133616,33.256394652822976,-29.748680610102497
47,34.2818644052121,87.62461469505767,-34.47084681000909
48,68.85929952306395,56.2882710416683,-56.609003664571325
49,14.815850652366125,64.62973549549828,-43.02979206430287
50,29.782627366824656,47.868221770141986,-31.01979270040941
51,38.60354028541353,39.7659203790885,-47.919833510924725
52,56.29195877306233,30.424639959014232,-35.37745925982595
53,34.01888500349797,68.09245251713781,-34.317393851522716
54,45.16617529066924,22.525937610552788,-38.88366957806575
55,47.29603527090292,53.71305642963398,-35.99032838657452
56,38.39310500550746,49.34961582014734,-36.27312992592775
57,44.223177617316544,53.658532798551434,-56.42616136081948
58,68.85943211428203,53.991392349889935,5.258897245713674
59,62.41698419497715,40.216155770919016,-12.340720161352513
60,26.438499144316378,40.07343214989049,-39.31988709037887
61,48.395740692505825,88.39705985923116,-53.34489900617328
62,51.55601276174968,48.59171499785775,-40.92552232732112
63,62.840339365327445,53.77651805176868,-42.94672167014393
64,32.59929053054116,51.1855401798636,-7.867576362265976
65,46.14045626340273,30.404830361274467,-39.851927444885334
66,46.61847398873935,38.763447698761716,-43.46614615413568
67,25.73367028272227,41.37847919716065,-39.73981937716242
68,55.14023284068067,57.857531487649815,-41.05862226146591
69,69.40297720966468,38.347811706416614,-42.5973898628644
70,43.745475715785176,60.08922779326966,-31.779886273946136
71,37.121846740946765,36.52687659426114,-50.52975934601697
72,60.98486080816827,50.824494751531965,-37.788153692248564
73,46.08779686825731,44.47520724562067,-64.73315524298178
74,46.85066111357402,47.81710474654702,-23.314366991699057
75,50.47149167188305,38.20706327949244,-42.13551440542568
