unit_id,CapacityRetention,do_FormationCurrent
0,26.546654157547934,12.0
1,22.907471930228986,12.0
2,30.604565686970624,12.0
3,19.26119617180487,12.0
4,18.997847469056445,12.0
5,27.189503008426964,12.0
6,31.42023660053828,12.0
7,31.26515640563887,12.0
8,34.16445504934644,12.0
9,29.89047070990557,12.0
10,25.374812291710967,12.0
11,38.5326136957879,12.0
12,26.04520124209864,12.0
13,25.29760690293046,12.0
14,25.46580967145688,12.0
15,23.710416115959674,12.0
16,43.125456587955156,12.0
17,31.550042143802212,12.0
18,37.027726538520064,12.0
19,30.187876417165178,12.0
20,34.22857867464857,12.0
21,27.538423318256108,12.0
22,33.796930945537135,12.0
23,27.511379587754977,12.0
24,26.87843828766192,12.0
25,31.73377518727744,12.0
26,22.134064200334933,12.0
27,36.05402594199451,12.0
28,32.929771785427164,12.0
29,39.4170751969896,12.0
30,23.114869092544165,12.0
31,40.74351131476188,12.0
32,18.119100065994306,12.0
33,30.77273418508152,12.0
34,40.84494601135084,12.0
35,21.576197312312004,12.0
36,38.8149598189868,12.0
37,33.15422163630867,12.0
38,9.361815549362126,12.0
39,20.62686938614161,12.0
40,26.896673783776905,12.0
41,28.27544988748174,12.0
42,32.22655224664806,12.0
43,22.950427918696885,12.0
44,31.066004309293636,12.0
45,19.564138441992682,12.0
46,42.639460928236545,12.0
47,20.891630776182808,12.0
48,33.12985732042404,12.0
49,29.82166492919206,12.0
50,25.301328165696958,12.0
51,31.71587364947863,12.0
52,27.540425521097696,12.0
53,32.58180707499661,12.0
54,28.926786088643812,12.0
55,19.02449392352188,12.0
56,31.422004690931256,12.0
57,23.566652743565932,12.0
58,24.267708239521557,12.0
59,23.981448097015367,12.0
60,24.519829127733555,12.0
61,31.96944969702599,12.0
62,34.24887648200134,12.0
63,26.622662783627124,12.0
64,24.69183727829634,12.0
65,22.849100257134694,12.0
66,29.704980896055254,12.0
67,20.676970580901273,12.0
68,16.4216240153286,12.0
69,33.24246806645956,12.0
70,28.400906593468836,12.0
71,23.62354500093089,12.0
72,16.75408033847163,12.0
73,28.441398391804825,12.0
74,25.97013988645756,12.0
75,22.72011322229087,12.0
76,41.08409444763395,12.0
77,33.12939078987481,12.0
78,31.24376287263215,12.0
79,32.574103992880616,12.0
80,30.578392478240296,12.0
81,27.920277601439118,12.0
82,33.441303783550126,12.0
83,22.710311177191947,12.0
84,26.067890807137207,12.0
85,14.513792098289011,12.0
86,32.91894056882515,12.0
87,16.235473050220342,12.0
88,24.304637062672082,12.0
89,24.56852562406301,12.0
90,29.429985529397893,12.0
91,23.457755833887617,12.0
92,32.914558821498495,12.0
93,30.685466254795642,12.0
94,25.052805302231015,12.0
95,31.86189963475595,12.0
96,34.287899391538396,12.0
97,19.96190072264344,12.0
98,32.93333627837367,12.0
99,33.949859258655735,12.0
100,40.41728330571493,12.0
101,14.545110312783358,12.0
102,12.32405368143754,12.0
103,30.831964432562554,12.0
104,33.16602274107282,12.0
105,21.141887814316583,12.0
106,30.49353972608185,12.0
107,27.975094694446874,12.0
108,15.236820602989576,12.0
109,26.116730775608527,12.0
110,28.966363589932065,12.0
111,34.16937181681641,12.0
112,12.024887214259762,12.0
113,35.16519229656532,12.0
114,33.4126003449193,12.0
115,27.982121901612196,12.0
116,29.12450143309227,12.0
117,28.163739038552816,12.0
118,19.6773193877996,12.0
119,29.75156036109347,12.0
120,26.834537124726236,12.0
121,22.97965435864565,12.0
122,40.04371842755382,12.0
123,32.30692477715708,12.0
124,32.51263197341586,12.0
125,42.258753355732665,12.0
126,26.4428371167488,12.0
127,28.821033582728113,12.0
128,27.15893076679107,12.0
129,17.873132938928634,12.0
130,32.77770950197257,12.0
131,36.121981675938635,12.0
132,31.7291770084195,12.0
133,42.77762203533643,12.0
134,28.49011961416303,12.0
135,39.51746332651521,12.0
136,39.25248996563238,12.0
137,27.307487956127233,12.0
138,20.524520700828223,12.0
139,19.596271925407493,12.0
140,30.7979856124889,12.0
141,35.620807740885496,12.0
142,23.04476200565616,12.0
143,27.715053967181095,12.0
144,20.9118609427423,12.0
145,26.167219331736277,12.0
146,28.45665511735797,12.0
147,48.982306987849086,12.0
148,36.42397000932466,12.0
149,23.04507574446087,12.0
150,28.349992899734957,12.0
151,35.364096585067465,12.0
152,30.94616781289897,12.0
153,28.781499273473134,12.0
154,25.0187990500358,12.0
155,21.00165815268624,12.0
156,44.48669757576476,12.0
157,38.24260650839551,12.0
158,22.092351998050287,12.0
159,24.57488113186288,12.0
160,26.384185814709234,12.0
161,32.19663524548789,12.0
162,30.23691380556834,12.0
163,26.88793480413889,12.0
164,31.01922503539346,12.0
165,20.208533826219988,12.0
166,18.551882287724172,12.0
167,26.12206415714501,12.0
168,16.041274862740153,12.0
169,30.575780371166555,12.0
170,39.203729357421125,12.0
171,34.826491751268414,12.0
172,39.11224376389662,12.0
173,27.47760455859585,12.0
174,27.430085951474403,12.0
175,22.045528616527257,12.0
176,27.51264451916296,12.0
177,40.434766263845304,12.0
178,18.435466098818452,12.0
179,26.67654301812782,12.0
180,15.362609942250938,12.0
181,19.563010761586433,12.0
182,16.59271102344262,12.0
183,30.69866633077644,12.0
184,19.67001157002901,12.0
185,18.65448277851237,12.0
186,22.926955755196563,12.0
187,30.993509237299378,12.0
188,20.595817387787378,12.0
189,29.664048246154643,12.0
190,46.853216316389364,12.0
191,31.470462823344242,12.0
192,35.24456202179911,12.0
193,30.936817722180482,12.0
194,25.61165529571496,12.0
195,19.01830018410284,12.0
196,32.397157980268155,12.0
197,29.601288482595784,12.0
198,16.981294057663707,12.0
199,40.40441819824928,12.0
200,34.51052810835292,12.0
201,23.784091245961363,12.0
