unit_id,CapacityRetention,FormationCurrent,AmbientHumidityBatt,do_set_AmbientHumidityBatt
0,18.556805619602798,52.40557964769296,29.397601070262958,25.0
1,22.95524857534292,39.05580220054175,26.55013275702375,25.0
2,20.606612412937977,38.4733376834226,21.761287536749595,25.0
3,13.087338721604123,47.040490190255596,23.833498355513406,25.0
4,14.333468891768149,47.254951116320065,31.52502008664879,25.0
5,24.64960310201465,49.91051278214729,25.69751173670526,25.0
6,26.074668891260842,40.94450465346294,28.931998842880137,25.0
7,-1.8248782782664632,57.678599455488715,22.298587518107144,25.0
8,35.57600264125062,31.17289365912418,28.675667025495564,25.0
9,26.562590446227013,32.07746839051622,24.678731534290783,25.0
10,-12.826162263633801,65.24160034989254,29.92096216195707,25.0
11,39.84703683788493,45.26583959174724,25.315313008179942,25.0
12,27.52112371628717,37.15043655876004,24.113161713641233,25.0
13,35.22902472589099,44.93713110217849,30.900458474739537,25.0
14,24.215757518705168,41.75626720761844,22.63056173679985,25.0
15,12.289305098962597,26.217480576902986,21.546342005760035,25.0
16,-16.697668690559127,72.64744251699561,25.01233278231376,25.0
17,19.56774433805197,34.78855606368695,32.78435911078257,25.0
18,20.72119312426636,45.64403821694761,25.489374576395434,25.0
19,24.625291247040607,37.58651667372344,21.81421836424357,25.0
20,20.358315260740785,50.23194573823131,24.610574053077112,25.0
21,20.13662336587699,41.86243995683406,27.651575106758102,25.0
22,28.813548319415023,44.09534159342753,22.729838509413526,25.0
23,26.408218220966216,41.85456065978553,26.184881077455945,25.0
24,28.308382002022853,27.373934140085076,25.10183770442231,25.0
25,34.93192023381573,36.22823443279671,22.872086485351286,25.0
26,21.540861431470972,12.928552789220433,25.38052849785465,25.0
27,8.501887591258349,50.58052218963351,25.170677058673924,25.0
28,32.30786675238511,34.453274008470515,33.213055984527855,25.0
29,23.74136007134924,43.542080539766005,30.558632941809066,25.0
30,39.72715192311333,38.46463492644064,26.29766695455232,25.0
31,34.73428627998757,32.62146596793676,24.223735557664273,25.0
32,30.558186910794944,38.22276335759319,28.022843568996826,25.0
33,25.234686595130338,35.91279206926156,27.014618554283068,25.0
34,22.299267152505564,35.460435598598764,25.616519784216333,25.0
35,33.85965946415315,52.394345180738895,24.035271212735303,25.0
36,27.549255887626593,39.70013902800372,25.067452600908375,25.0
37,-2.482098794682636,63.05209309230749,29.303178306301387,25.0
38,18.35343320205606,39.55913018119824,24.520171417532758,25.0
39,45.17697513832832,27.357789653646947,26.696448512298634,25.0
40,31.990770031678867,37.325664133021085,26.28657162057954,25.0
41,28.78711616506012,49.480978240929254,18.515734370536816,25.0
42,28.012133654071246,42.30789487995801,28.304847140642096,25.0
43,22.558441145473807,36.31213037765237,27.592430910682864,25.0
44,25.013617427484526,47.41472240572012,24.855627595955156,25.0
45,31.761423037991168,42.77311188314309,29.954398028419625,25.0
46,15.187179519629359,18.37710627870623,23.334704845256535,25.0
47,-5.848923204500742,51.79258527231294,26.60750512193475,25.0
48,33.33712024241985,39.72180466573388,22.659616377810156,25.0
49,21.65229455569124,32.2317832629891,22.786640895160176,25.0
50,16.310917926508804,53.3710218486213,24.530197400954478,25.0
51,17.637441020113485,24.757896506962993,28.7406120792104,25.0
52,27.213057267404135,44.98221609645868,25.754249109804128,25.0
53,31.10807970577067,43.79569953104844,25.7884570609456,25.0
54,26.74258469453156,54.67212669934797,20.43613548779933,25.0
55,-9.997014267314947,83.97257697604665,20.347257589523764,25.0
56,15.801125661778066,70.94408145065019,27.81168197530918,25.0
57,28.795558925827834,38.83961207616192,24.24238346382161,25.0
58,37.95136957212215,27.37016437523923,20.840478938247728,25.0
59,16.560518780626957,56.43531617517444,24.498125874266133,25.0
60,28.93851404816621,32.38675311331983,24.879111077654045,25.0
61,30.068654429815968,33.75877847491315,23.982528485895823,25.0
62,10.81679176779188,48.99144634179781,26.713330023353482,25.0
63,29.953292642808915,50.84511049264968,25.07077903851726,25.0
64,28.36750643916014,38.409281791875166,24.384989101607204,25.0
65,31.424918155721592,42.03377007669327,20.296583200087944,25.0
66,12.687657816360723,57.7002770584325,25.153669703538217,25.0
67,40.94882471794702,36.75947613987626,24.709426801310826,25.0
68,20.87384020445784,46.46538746378055,22.935134431167842,25.0
69,32.126881952079394,32.47942151352438,27.083875358989392,25.0
70,20.012058828724598,53.75481649977847,21.80193763587706,25.0
71,24.417093381347645,38.158483967931105,27.51046703755583,25.0
72,34.08923334761452,31.93464852921349,28.30608391826312,25.0
73,23.569505193805387,36.722759706831035,26.382855745401482,25.0
74,31.706891343075018,34.79952894724623,22.037678649467647,25.0
75,31.866660977631064,47.42531728562586,25.999542118139523,25.0
76,36.28098276999383,34.88462557440914,23.958603582737382,25.0
77,16.537996399393045,39.44581774226602,25.50412583376418,25.0
78,21.623636415315936,63.14008596401558,20.619243902313393,25.0
79,19.928413646403037,29.447807954026494,22.348302441854035,25.0
80,23.08306598603996,40.923115122455016,25.56713778573332,25.0
81,7.119143085111718,70.47365000996541,24.973857667276636,25.0
82,21.95462952017431,20.43887061279727,31.741054772699563,25.0
83,31.706767613604775,29.419799457361496,27.73457093392156,25.0
84,27.719467025963436,39.03000963280941,23.220771787346823,25.0
85,30.216543320325478,34.20168524141826,20.001503425638735,25.0
86,17.69860053119063,37.08155693220172,23.285791930135833,25.0
87,31.134313739372104,29.136845816218514,26.319799458230662,25.0
88,21.93997372393559,46.32943379072054,21.58752679155872,25.0
89,25.38830900366454,42.503133611988176,23.295175516861626,25.0
90,24.80517771816771,38.024211524978575,26.56434530547045,25.0
91,30.340676870865305,43.89911936375761,24.697897782134774,25.0
92,40.96027418073533,38.30972945058128,27.362768652530814,25.0
93,16.18046147422061,34.64040806941142,26.076782466890236,25.0
94,33.40664930542881,19.477492010363605,25.328300683397355,25.0
95,17.38775549725869,43.44491885139462,24.599617611937596,25.0
96,20.43855351518509,50.359326849626164,23.094851121934113,25.0
97,24.265568272629462,47.690832200810256,27.396326503827684,25.0
98,29.919822986665626,9.491539530467467,21.001244787256955,25.0
99,28.467111572845774,50.366725806451306,24.47509502314675,25.0
100,7.710565879371859,57.49893185506416,21.686897755116846,25.0
101,18.95026302527568,45.70324084830202,23.716111884948955,25.0
102,36.45589236813204,17.6459734219381,25.04212298594124,25.0
103,31.80841467263793,25.38189916666397,27.78395099333157,25.0
104,25.07322655689206,47.34921470146355,25.522732845562473,25.0
105,20.82319713866338,21.459661290550102,22.089289336182947,25.0
106,26.373862793184124,42.137495213699204,21.727781808915093,25.0
107,27.908227807084785,50.94049923952128,28.026999375981486,25.0
108,27.041138794838215,39.48041406375791,25.261509888445413,25.0
109,20.240547419377677,44.43090836320181,23.839371913389314,25.0
110,25.03680400386904,39.26035412151841,20.862955271044424,25.0
111,35.00712624378497,38.419262982905984,21.615186256027833,25.0
112,17.27365789540449,38.172252924738004,24.054639599404126,25.0
113,29.43665947464217,38.39195067703223,25.477208035735604,25.0
114,17.452572978287584,27.455544515228098,20.98595847595629,25.0
115,19.89620679596496,39.09984242973009,19.647464816348528,25.0
116,37.24831869493142,40.43119976384191,21.65294949796378,25.0
117,31.88664550228114,37.89846490683256,25.531070712297048,25.0
118,17.388119801197334,37.227631727620285,24.48149129300832,25.0
119,22.963359092729092,20.658797031641125,22.019480780890667,25.0
120,30.037181288550883,39.21380278337154,23.38127067518904,25.0
121,28.830378847715465,40.00744003497283,24.32750058896263,25.0
122,27.922920969401645,46.610343254795715,23.964085233164987,25.0
123,31.634011002768723,47.43673519743546,18.82722295048108,25.0
124,14.049304467159342,60.021457583394174,25.54027538842299,25.0
125,29.003283045512685,40.78993705293522,26.543423210025377,25.0
126,23.23092971202501,48.458931065797195,29.119820801100214,25.0
127,30.168576344187784,51.15700226005139,26.566541868075923,25.0
128,24.480636582632847,52.199456234283545,30.623654369854904,25.0
129,-9.419002767193039,57.72107014995243,26.460508189305706,25.0
130,33.916107117976765,22.643875887707747,29.350709965931255,25.0
131,25.012610646159626,44.415318650182485,20.967979867418045,25.0
132,28.113066939027927,38.94617992866529,26.23770085190673,25.0
133,28.803581740822423,33.38781959679624,25.586365895840153,25.0
134,15.166614952798632,40.65474823005652,18.269892567568014,25.0
135,25.37152584373564,31.908007781111685,19.79198606447192,25.0
136,33.04512102506861,25.518879451954884,27.55010209810445,25.0
137,18.916350289422155,45.1857275192431,26.056993629742628,25.0
138,7.788431120807658,46.240468175062524,18.192069410871056,25.0
139,30.932505734970448,23.468616344955134,28.010788340135868,25.0
140,28.67978675360832,23.913523989360023,23.02358113307575,25.0
141,16.56035420828817,58.445673174178815,21.26056751647685,25.0
142,18.741642648177656,37.511856249879564,30.003037364289156,25.0
143,30.23881044058045,42.2251545915577,24.291655779984506,25.0
144,36.96192973417272,30.69339515364461,28.06795118642251,25.0
145,11.652371646874883,61.505942351746945,26.59617914670965,25.0
146,35.862766818595034,41.69821117900373,26.567348844660863,25.0
147,25.85496883589151,40.90359240777703,21.605025797900808,25.0
148,22.078136562022166,48.71040471685368,23.591826959591202,25.0
149,40.33790821921802,36.73162822227174,23.21432641445302,25.0
150,38.31398072106441,45.32328519745428,24.29170716015082,25.0
151,35.20675919562406,34.022244673752766,18.71972530357617,25.0
152,23.57623721113921,31.873672075987432,20.89502879302643,25.0
