unit_id,CapacityRetention,ElectrolyteFillVolume,FormationCurrent
0,22.114623139924294,36.66960444271302,45.555804825822
1,20.540601442807176,32.51906306942965,49.2950794239561
2,3.3788869409565034,41.47901884068535,51.71119010497097
3,24.897135371215903,34.99266286084815,28.253550296856
4,11.393206446343854,42.18861992716748,54.68061043662448
5,16.29259940529675,37.59396684176563,47.85861072191109
6,19.961854413543705,56.4877002280073,16.347366209144077
7,8.667638623774845,40.014382780600755,59.3848413371881
8,38.26545757515693,50.38941076761533,23.494467603533845
9,-8.506619187398607,47.44847838250096,54.88665131013955
10,5.741547489690989,26.343620482192513,42.522221836570985
11,39.76599211168891,48.04444367999248,39.653528116852556
12,15.231229494787804,25.688423409664708,43.653614226658185
13,41.660091476475685,48.0040235892052,37.89948403158455
14,16.877515445632344,31.936006460613875,31.97199671619762
15,34.466557934274945,45.17784920680235,34.17274522920367
16,35.59469846195023,69.22036714672824,30.712798429804103
17,22.105715776884114,59.34365438347984,36.35701287963971
18,22.401800995656924,60.77978462104443,19.54298678459168
19,8.747562411279262,68.93108214906965,54.88220205384626
20,32.03720987480727,60.15618545529123,51.55651846333765
21,35.889886246517605,39.55733378977447,39.94722995896839
22,34.013196258843124,59.84949366667777,41.29604331128077
23,26.886048818933467,62.5747938510988,43.554862842487196
24,-12.724895874143236,39.55420184979017,52.432606676928785
25,10.122358452439943,45.881676102345175,55.44540573638509
26,27.164771971327152,38.09137369652351,43.28223122165948
27,30.547258047384467,42.21762528287013,40.88329108527585
28,37.36254397372611,52.01286246711439,37.22569641165735
29,37.76964742288347,40.867246793399026,41.351842885659565
30,26.4468740052363,60.16180378521648,43.185878300610476
31,23.987621474198555,42.002521438328905,29.168172012271736
32,10.728299855467078,47.34555736457167,49.52549469446465
33,15.62135014954254,57.148238277559784,48.804443074375186
34,13.570658139517233,53.631431999245244,56.68686064449345
35,19.31079754057326,55.44873803437106,59.16677564629848
36,28.37830981866997,50.35614782856021,38.2267535013886
37,15.662071041899496,80.21519472945565,51.54561730700538
38,10.18555603028783,42.402220185402705,63.10183399773127
39,17.65668885353403,59.40290762741643,46.26616423779475
40,13.431341233826505,36.98679286640828,37.90956044981648
41,33.28481457770617,60.693390787391344,19.865686000340585
42,8.566079946425228,70.65749092920004,54.74774936406644
43,39.27767659499414,34.98684348166013,42.327596420086415
44,44.11264128531954,44.64861529612573,24.35692590729383
45,25.311473283789926,49.24042414799621,29.55241856592786
46,13.183505891113306,51.193289029175446,62.021750134565906
47,21.772187792272916,64.28810276839775,51.37304251653048
48,28.684318059155895,58.43078714393159,48.51936212808665
49,8.197140921662754,53.214567212754304,63.93647779308425
50,7.769059202224034,51.86177715625743,52.794179172693035
51,19.26559457311213,62.39515582033991,50.672896319005424
52,16.874038868374843,38.981634727596195,62.81072133852428
53,18.66571099707641,64.42075057238985,34.29279525955427
54,7.074191524431341,70.22912867836236,63.174306021839406
55,30.393216374947418,37.46556332313381,49.68538431116324
56,25.318335545897433,52.01426530775323,37.0168628876821
57,-10.815694747169172,51.637756080762514,65.78394145802285
58,24.694023981215626,40.96078973017563,54.79046298374799
59,11.559312606647365,30.969393927331218,52.94507207669877
60,-5.4357394704202,15.859590872148484,64.84466982898971
61,33.23695982340106,56.790995153535874,42.47884715978652
62,25.63023744109153,42.02471138523823,24.754304106358983
63,6.958967960381422,60.18296370929211,60.60888271040582
64,23.912144409163417,43.844211941987155,34.63893527937739
65,30.573624338163615,47.560033646581815,52.1269579900512
66,18.7561949137062,42.02772206429851,42.99428379973463
67,4.821648138781779,60.98893534690476,51.48897951965281
68,-3.119799278372938,66.51855920606832,58.118202762572444
69,1.9483386128907219,47.57548020456337,30.908006772668998
70,-6.594559933002811,45.162453670594466,63.458940411753446
71,16.76226741067984,34.302295818370254,37.84617244273471
72,6.153976458541323,69.29663077103456,51.62310970264457
73,23.907265843531743,56.83280045696684,39.05406954667909
74,26.426681479980473,64.2020080943973,19.28333749016604
75,10.795100541207141,38.5701766500611,51.18760984508485
76,6.136454596098664,44.00555703290887,67.87431497448388
77,28.68597211628356,26.239904884794676,49.79817609120521
78,5.45758746424552,47.93867297794745,81.45777527066534
79,20.385673030640085,66.5316660409478,49.721600228606526
80,18.47574876100446,57.24324280483941,48.996533687596596
81,10.210259428485667,41.3129589923003,55.04481864843472
82,30.82363701080013,55.51666813345299,43.29249562878986
83,29.72929184322232,47.37735751730723,49.02971710607925
84,41.328828616765136,66.99471803597659,35.41684951435722
85,31.480432629419358,34.4466778808379,34.308555561712
86,17.567740247533727,54.96189081215354,42.293806300031164
87,19.757836291819412,51.33725185479085,55.22506169865929
88,26.538853948645865,52.94118698561663,23.466067533694854
89,25.18805384261996,58.233534875779924,51.91011207971781
90,35.519718886610775,34.490010385748676,26.201045560408133
91,10.368971431898261,30.784604328586383,51.64486552834224
92,21.382140216863156,57.3477537972483,47.51776442598594
93,22.754228091536586,57.95266267032597,38.50878727158127
94,22.599141846766116,53.31861849787513,29.527177398052025
95,28.396028507873616,58.21229947323983,30.20540127866472
96,33.99700934762571,44.1010792751761,48.94503376978826
97,29.22820450522819,45.615905751849766,64.82176530173214
98,18.13224270123999,56.97151341094439,45.873493215999495
99,14.872263714639658,41.31006936029455,46.87725051492852
100,14.43974938040481,49.05882856910821,32.546027973226195
101,17.608977763097016,46.10146785903919,53.01797703812732
102,8.535053169975871,52.33363739185188,52.910084083412045
103,34.29944778207462,36.510710965863026,34.23712349249683
104,35.410784896247044,23.993452353817556,41.39845961865562
105,35.35450851492735,52.70109489213628,34.33483079089384
106,12.734532043099431,32.20720891778328,50.62525904644436
107,27.652674591797755,21.297818557796475,41.90733303474349
108,26.945940855662744,48.711858226946205,40.67454817280217
109,23.80427506750354,35.169782070128626,49.451978648374514
110,3.3521311647401344,42.340003859887986,66.3696905671619
111,20.98348910490303,67.34029498365224,37.691953215468196
112,27.082081293767953,40.38292176904732,17.05711166368131
113,24.022012899581988,53.931647138229806,41.44264510420156
114,38.99315572522106,50.409380896161515,30.12863211128543
115,7.385952324012727,54.53550667310413,64.44210574091734
116,-2.9977534916206707,51.070912361591155,66.92757603988898
117,19.29650890638444,49.16701637440059,17.474500250512502
118,12.779777694727612,46.38084475903067,59.724405592916554
119,24.443143981716965,65.08379194406345,51.02217497239836
120,21.77053217598037,35.64859023505863,56.90836624950139
121,7.18549523585193,56.78405778387241,58.13829236152827
122,-1.356900849987444,34.00306780793976,59.4985039163811
123,33.16618822013923,46.55042319235295,30.073254177327584
124,21.933463192596562,55.117343649383045,47.318003652557834
125,29.296484730526476,74.02695128247116,21.26156492557652
126,16.756564393361323,44.314124360003554,61.80196862606282
127,-10.120382531634629,46.95869832365155,64.9552071152723
128,31.91344016742857,64.7975818324513,40.8566600821017
129,23.931691939316867,52.959780628170776,21.63218762692645
130,41.5342416958539,55.287656060361655,37.665371586339944
131,5.587010503107997,53.5782176064545,57.09124595631248
132,-6.047044728263241,35.191933130732714,58.22734089169222
133,8.863927761341065,44.88116310047224,46.48936874578455
134,11.479108757302118,40.799393946860086,53.59833955130438
135,7.012701238900966,70.96094721005367,50.4117298775381
136,21.068581862811712,49.56375710168951,61.40263478133878
137,29.68401813288792,48.15662323111127,48.26498328894537
138,10.775273328414595,54.43644489718423,61.4235427707832
139,6.365325718723609,44.68617106019344,60.87092547135802
140,17.876389945780932,59.29184599602444,60.86572504838903
141,32.89798205204302,27.5193194411988,28.81987858733529
142,25.557397243616006,64.85766352411868,20.90534966352255
143,20.22553079782358,52.640569227160725,20.264610726826703
144,-10.582197237495985,65.26712947676364,65.31205411704384
145,-5.688996424783704,45.024645025994516,61.95270131572491
146,24.926850726922794,54.55931707538803,32.88384586110697
147,7.5224954395695445,40.59350774230083,53.50480580370101
148,13.710470316775357,49.06789168378906,54.770545018338694
149,5.99445043417488,31.472804410842418,49.96782745573501
150,-0.3212462846054214,66.71163172962008,59.764622637353995
151,4.6461816903395015,59.479306292409454,55.85808007741635
152,-16.422023231460045,51.79330661363669,65.50308531345874
153,22.69500625520247,61.312900640056846,51.33896711781277
154,16.47434789582212,38.24721200775997,52.54284805649593
155,24.807365906394605,55.87938742439861,51.34464708990973
156,25.256046233565883,52.785187780587115,44.6624131863861
157,4.562149715465296,54.26607056928234,56.072136699174976
158,0.6129236427130493,37.03206800227964,55.568590564487856
159,0.18028714533577173,63.26366580033425,50.31031644733711
160,35.171389015688284,52.13851054536758,11.385392541205825
161,-0.6871495205556466,49.56217264748914,57.901537146977596
162,28.99792207163811,51.97220016038534,24.421846273780062
163,27.881326870057556,32.21840844771952,37.101792880411914
164,19.43507965412725,42.699791608199725,42.80781079736108
165,28.952043689385118,48.24356397710326,52.123795362873246
166,33.59356187050394,54.61866725936143,38.83584318071363
167,26.593639265145356,44.06490415621797,46.24938534803719
168,27.201623932114178,35.49243461500254,43.974982851191854
169,8.530351760133975,44.80321773922906,54.85015566666741
170,-10.551595272010774,39.27116777414318,75.62325269523235
171,24.458922459882775,48.158888975776854,50.7239716362609
172,34.64330240661364,33.52623451952877,41.05214502906863
173,23.697792789599244,50.52452878193014,39.77951151558819
174,33.35345526598668,40.48759599122287,34.88394446478731
175,33.63891696327369,53.958835779588696,36.932677028102674
176,24.364167665055923,45.974835825167546,50.589117235819295
177,1.8820599294882285,59.77196017277165,62.49618728575234
178,-5.124774178292652,44.31893838765731,69.46672218882709
179,7.560584117334059,56.74515720415783,55.06292141198821
180,21.806564962815607,57.29666929294582,48.26999184526825
181,20.90909337616317,57.36021668520594,35.11031548303171
182,33.43895546101105,46.67985808066757,46.829176410435174
183,17.618091530219296,31.256602474545772,45.893838437102424
184,-0.4101789416933048,58.34538051324262,71.28561218011198
185,10.638296994674802,59.7840122082828,46.80454961305796
186,37.754702107035705,60.50428513079057,22.31459865056828
187,34.09584010600049,47.52847173677118,53.67707049854593
188,20.191236357324616,61.965748955541436,46.93009399008927
189,19.96050435140491,31.787110431026512,53.414402361137746
190,27.77131783938164,66.55057475291174,30.358689619979266
191,30.362600895894925,40.801693641662084,33.19388383870284
192,42.623953041020606,52.46954573429279,31.40422227001719
193,3.1704004816559435,85.55819296057778,71.63829206174327
194,0.27679064242172935,52.81599534042549,48.96744610417082
195,7.780168438316352,72.65454502503066,57.67817663245454
196,-2.176529396981611,52.94036916759203,69.04249491045498
197,25.97002361720832,36.41091458847595,31.592202597630543
198,30.3490447963704,46.96324754571333,52.62495899518257
199,19.012182860227572,24.941640374660167,51.11715670204151
200,8.226186840465147,52.369624042627656,29.398638499626127
201,10.82744117375563,58.48633059189827,34.45169677544038
202,11.692897750647262,34.36547581244335,61.217038792501086
203,15.248431801980404,33.46538902175418,54.67230828394866
204,-2.9895875183823195,64.00660110066121,64.15534770540762
205,12.119926775534493,31.543578746611487,50.00304640367128
206,-17.39218225647389,34.35204787500551,69.3161780242056
207,30.970066180005407,55.349776548279735,41.04297579762936
208,26.83016112649327,25.858619203596298,51.7997356107434
209,31.741835629401074,51.26964005973831,45.173697321350616
210,3.390443722197624,48.6560104540838,64.57979771941436
211,14.049969773527714,59.3037525218249,59.88967816229025
212,22.396288917002053,50.809195705347676,66.85158869690409
213,24.997614914759005,46.001852415512644,57.124077897391075
214,-3.337544597031467,53.74869936883776,56.80748720731824
215,22.698753149708736,29.914081655603127,53.82933670187089
216,14.339473372526323,40.26905364194309,35.037906742342315
217,20.135516034008813,50.41907189458936,39.49954587403636
218,21.70754904216897,36.72527744862027,56.389676920673274
219,-12.794135992167249,55.25134909341062,68.94865403132843
220,18.371849778381755,33.44868840245825,41.407626338819576
221,5.411149347596667,60.28429514783059,65.99834706756668
222,-10.404168344333431,45.841561752423885,56.26050631260623
223,0.3294861878254012,21.632760215500895,51.14975738260587
224,9.467152790130438,28.012688377919854,50.60558216725716
225,50.106661784817305,52.492095767406134,39.65184496183708
226,-15.5286365889263,40.65348106366245,61.02060263138071
227,15.8287688396303,54.18032781298034,40.5701642673854
228,25.217330060619144,60.62975682344417,57.88943657956139
229,33.37549233424973,37.80168184596968,30.88378434731827
230,32.348421418134244,44.65165520623301,33.290590901376596
231,25.019094813750883,39.76838559355231,33.889755510058706
232,30.933170667755945,55.497770843709695,49.47616632569562
233,38.717049089225,49.37042651399584,32.16471481194635
234,15.351597704525549,47.319691678262814,71.43904814791017
235,34.38829519341531,67.56777955012531,34.88579815448723
236,33.281039836606915,59.21058170808939,34.5420370759941
237,12.51168185842218,61.03354448393814,25.934515044952253
238,29.46997798352232,46.07161776807868,53.957629940882015
239,18.218911496535597,22.4771546243363,72.29867385779404
240,7.866494325014351,54.32965660912595,61.75795075185794
241,27.225110367034414,45.87806235047367,44.282333724500624
242,23.220716787019462,51.96963730655211,50.60873945347546
