unit_id,ImpedanceSpectrum,AmbientHumidityBatt
0,7.509505077479231,59.754797123936555
1,24.252198516506375,46.663874245512446
2,24.07713890857395,59.67094165235034
3,28.938153583280005,44.63074070902352
4,35.28257197926328,37.06278928980764
5,15.584680055067189,74.40633499031492
6,23.4689754860462,31.143417558604686
7,25.68121371490269,46.610248266108606
8,9.450451472921495,67.32844776627516
9,46.229868274921046,71.62343156163533
10,13.737526435059912,46.482842430526546
11,11.01197544226947,64.27034458370488
12,28.652333235209134,46.599083101973
13,8.514557672658157,61.93731408723065
14,34.99282478156549,53.64630605334572
15,21.074918051962293,52.67712749121738
16,11.82443942227019,63.03481709486566
17,20.50885879095215,33.09869737238178
18,13.58833011185461,58.39495872518651
19,-9.15895824554989,57.372923931710474
20,11.243401577656643,57.16618903802188
21,7.708950312902113,40.991501436761865
22,17.939348838400633,52.861502524293094
23,24.87967940634512,61.44070750326695
24,2.828253571046952,53.739143003099386
25,4.905223394123374,78.05809618156246
26,8.81595828255564,44.001330127329936
27,12.797736330490132,61.43740755503926
28,15.390118130252475,53.38316597670463
29,20.18040025777911,43.171192759715794
30,12.774906942596553,52.686579478133446
31,5.193102466612107,35.29258635662668
32,38.16501203685984,41.12762063414876
33,3.7156722631694903,75.06608056788149
34,33.86491670148843,78.28002649451805
35,4.699644416334397,74.65365979618274
36,1.962230547646218,49.13494682011707
37,-5.805542786855497,62.85135754882595
38,35.814370805302225,56.16787312650477
39,9.907088946810015,68.44613566408438
40,2.313871870508949,65.87112693260951
41,23.476459852412507,46.35992233784466
42,42.19520504978395,55.84990268599367
43,56.41048143944285,49.95893153628378
44,33.76672070171354,46.99385501288609
45,-19.964667091425973,56.69271067891991
46,51.637535854519584,48.95911427645313
47,23.195050916878934,13.17235385876009
48,-0.6980105704997719,39.17182334053814
49,2.1123903093815244,64.8380411527314
50,14.984301343817549,49.660904280170236
51,8.326237780903728,58.52541313195469
52,18.16510720856933,39.08616532654653
53,13.603496343914895,49.63245226048657
54,0.03174971906149082,58.736609366382936
55,11.085311528235609,40.50804975878615
56,7.268108011228945,38.151389241746905
57,21.443723008507853,76.91376465290685
58,33.75763049757266,40.439310897722194
59,-7.677027002082015,51.46244751944596
60,1.6408712781478911,44.48032136992123
61,7.703664886091401,28.88522725994074
62,50.877829160905875,61.505609887380544
63,23.405726450657937,52.235342757806556
64,27.222616599787536,61.15229122760999
65,3.5928542444361575,39.43187193287701
66,14.159391786302724,50.03565344222995
67,9.145731767836605,33.797570838057354
68,6.8856199390014545,48.38658874348595
69,26.81855195572926,40.96357244962844
70,10.984801137445336,42.417682637577734
71,9.874584322080596,46.96919457471536
72,19.69252148078427,40.078355557268424
73,-8.331198304921195,52.77826377136009
74,2.5671432081406387,45.07876281619531
75,54.0300397112142,55.8665961905964
76,27.94558844731934,27.63405939168782
77,5.368247237280869,37.1509531606083
78,20.992186441798978,55.462975428184
79,11.468551886798714,41.34424774621544
80,14.266754157777253,54.54213795266236
81,45.17510163255498,57.51154674868568
82,36.40747220692904,55.96460998592058
83,18.65666432146529,54.768564983580056
84,0.9231583475768073,43.333737034705166
85,2.0917315090908044,43.83992790242719
86,11.966242409549794,62.860886900875954
87,-24.095021459459193,62.620721160425845
88,-1.4155759590068513,27.74268331875774
89,9.157122817976287,40.614462064517575
90,11.615674157854565,58.03919193261128
91,-0.8009632907760214,73.57969820708244
92,15.94390763693574,65.1734674979954
93,29.36967949787458,62.67099277443431
94,48.2714167016476,28.55291829029618
95,-7.924638111060776,57.82192651795518
96,27.25096172791363,36.55151610652234
97,46.812770732443134,49.48154237923425
98,15.020433432903985,47.369685827621524
99,-1.7401386467037554,23.635233392904517
100,14.806001057837166,26.551801830204106
101,34.530907566525194,51.51893633350719
102,19.693962862003094,31.27343716371933
103,29.263091317904752,41.06645936002115
104,7.459239709197961,57.808023766172305
105,18.425025628617206,52.246556597473145
106,29.832943586379,79.98455089949732
107,14.278624713770972,50.48087807544603
108,19.22693342970387,41.04099294071656
109,16.754806308463394,47.836470660175486
110,30.446777566554875,54.87134441513355
111,-9.338994144619665,46.320917930599684
112,4.718670099166335,51.16060285930386
113,30.824715125688535,49.87437434279292
114,25.67499442055177,44.40951978700519
115,12.90277449652321,56.139785037657056
116,9.226341861416701,31.449083810619037
117,31.97963244449959,50.12299664191071
118,39.702123157241616,58.50833205953969
119,29.497424606664296,34.82645325545209
120,12.968492353397735,48.69761316468338
121,55.39688330149878,42.20990281641251
122,26.9001240375461,58.569582197366834
123,20.10577471111319,54.75913011789661
124,6.81047791129025,56.57925350348134
125,-0.05960244508123402,59.01384312592628
126,25.307633948068943,46.8200095603441
127,30.541257731513106,57.11119815757507
128,-11.050929761195714,51.34737779345883
129,35.67803198186952,44.27035294802857
130,10.753785795926005,38.551129931584796
131,31.521052393553646,52.98403421785161
132,11.148018456877686,38.52329464667181
133,37.10408291498747,49.932021562799214
134,3.6413017212193584,51.74258907981757
135,37.21859704045913,57.34861011081895
136,12.219837910270384,42.49084282171694
137,21.271106663467222,52.859324293336606
138,22.0565390851013,51.86437615048901
139,24.797954329010686,41.49714916482532
140,24.026521488608203,59.113882989063256
141,39.88271542041405,66.39503818597595
142,9.090825208049463,39.09631977710623
143,15.949273623187274,61.349645033972905
144,26.593432819636973,46.42383776989875
145,11.542886309720318,40.594964840670684
146,43.97972606192158,66.21199326983552
147,34.86316363605561,65.7962244268833
148,38.32168822813483,71.17403230631842
149,17.147422545236694,26.963482048461156
150,25.510720335303592,68.01795623563257
151,11.725600028134266,51.868870350538245
152,23.335596884636864,33.92518750527009
153,5.973133907512592,50.29689686317117
154,27.05384473358375,45.42223244146601
155,16.68256078719932,56.11078031994185
156,25.92824425873627,53.70878679733626
157,16.245938202382607,64.90520355886312
158,9.482964014614867,38.78444201045158
159,31.236607555560106,47.360541138574874
160,39.46373277014233,35.609802820740825
161,6.589395740879322,39.86414152204529
162,6.768401403088561,46.65521301773708
163,29.354355581119222,52.241765202546055
164,12.986990850899444,39.72755043205133
165,12.214411595087453,62.26036381632264
166,19.704975847834948,52.16766756874324
167,17.328504268273498,39.91241404019451
168,13.572630427934737,84.9303099248152
169,13.802193305449173,45.337604143818254
170,27.835015896361675,44.37688714132529
171,38.2669253698311,46.90431833334818
172,40.70100739266301,49.293256453449445
173,11.010342050403917,39.51997527235308
174,27.62959461850619,49.28062991285595
175,21.07109075423803,51.329681912474555
176,18.454734740741593,73.19335319073281
177,13.798876153923539,48.377817954526684
178,-4.719014770907137,32.06662436955427
179,37.021704707223265,47.604480478674375
180,19.374208190303122,47.89043518194788
181,15.84398464852347,70.46951967868961
182,5.680073420957218,48.61734884633522
183,10.997212588313085,56.95349985419806
184,15.624593013547829,55.8192520036009
185,8.965528061128886,41.535067360122085
186,25.090309735297314,58.06017998522026
187,3.3273059297509864,72.47703306686634
188,26.415338783948926,55.748837209196324
189,17.234635225279778,39.33803518583869
190,30.18393297479259,41.82176187760443
191,56.875405098962034,52.03939428159757
192,22.54175331487276,49.39721633396096
193,17.702549668252903,45.199830309441346
194,32.42148562037154,46.91034432006684
195,-16.095929613807563,38.514882020773825
196,26.655235527351095,42.92889655690915
197,5.363842326911973,36.947094402567075
198,15.791582158536084,58.278417310055204
199,10.08871781044887,62.97418906321374
200,16.207932807475213,58.67634638752233
201,11.911277962666382,58.98847054065505
202,10.567154701593918,44.88778159334197
203,13.422075059908103,54.28346859325079
204,42.189474068706446,58.06027321943948
205,28.579000985082587,68.89228529730875
206,30.63418668691671,48.919124286942456
207,5.661121274405566,72.401746900743
208,21.054227353575815,53.88379275761689
209,11.05479897933364,56.37524644212407
210,29.728417712322997,40.44431302858508
211,39.05440113887277,85.50484537643256
212,31.697235794854564,23.12958468560656
213,33.73421115349038,31.911845426595086
214,23.909360388966633,39.98819697502522
215,18.470404853462597,53.91934647202623
216,7.913333941807402,46.241451110877996
217,36.33255297118021,61.73562837029978
218,25.54336306846227,33.80434932717056
219,5.311937033897581,48.74642256261618
220,21.28960871216371,53.71351844907377
221,26.777062218132542,47.088714514014626
222,19.177387908554053,63.50149014751893
223,37.01140822484398,47.16180560965715
224,-1.2533812061405456,46.173202382594745
225,7.2064110403785175,23.88295643076659
226,9.24652212183883,50.43898925538197
227,6.2019348797924945,45.278001865358135
228,10.418529386788709,65.93669725649069
229,29.826266279839718,54.75408467261848
230,9.658624988165633,31.501076875307117
231,5.646241061894968,35.42930142048684
232,9.23662715964845,49.751055912710285
233,17.00065149318899,61.21637869558259
234,22.630554639336378,61.28900753257864
235,28.06861301280418,50.1386701526819
236,23.85601982993193,50.53701872715684
237,20.418791035722386,54.572560922194675
238,22.733732585501055,36.35266294471132
239,-0.42454235130415263,42.099907734744356
240,6.358711378641042,24.49771483821143
241,19.84234865262975,65.95101097232697
242,-11.473206596050442,35.53918701538915
243,38.700355108137884,56.99435443383771
244,25.61044460487187,35.303087042998996
245,20.078451046379012,59.39780532403366
246,19.18443513645328,19.47598508614084
247,18.237257432698893,58.030012648321346
248,32.02962721306904,57.30312418989801
249,11.098772486018012,58.75966229779769
250,27.405218644667965,40.94185817501007
251,15.444061575369151,68.65642755547218
252,34.8971012910177,52.13814698684347
253,22.082134754960265,49.22572889608298
254,36.81726290325429,73.19615307791996
255,26.281635128852308,22.749306174803273
256,38.78809574781747,59.66681906558585
257,6.66471975965914,55.52183063314121
258,18.98523035228353,39.480435919064256
259,10.486280715189588,62.79968391959562
260,10.31467690948366,47.522772655707996
261,11.54759143602778,52.03480708040246
262,-0.1437968876613418,38.54537290192629
263,21.68714753846279,55.155624783276274
264,26.95280963789503,45.64909962089513
265,33.289710140876636,46.50880501433477
266,34.581934457114095,40.480532611585424
267,8.78284386646873,50.503444680837596
268,11.328936599746095,20.582948491366405
269,26.125153254029957,47.16066387642859
270,14.986439224204325,48.538041075523324
271,13.798091725114233,47.53057430609729
272,43.66794525394109,51.70192460011124
273,47.432008701120026,42.65060188685672
274,53.172162944711665,65.59414780022017
275,15.833550168457956,58.68306399689722
276,16.92370338866168,44.102675396663216
277,26.306647932711904,31.80100541531541
278,22.59448802104557,73.22256898824452
279,40.95649243937958,68.25196964307227
280,15.57044487188023,39.85321972957628
281,12.20057241737642,44.26878201520876
282,47.50922227671563,57.15018154393465
283,27.783161367480318,48.70617215606213
284,12.36655669643121,65.32721040688023
285,22.80414612851222,62.83280834380319
286,16.41515165314201,32.38046564325934
287,17.162993543254025,17.296569695023162
288,23.97136422339602,46.300102012511424
289,47.9381563501361,45.49676492513409
290,16.696592101544997,65.0740846734117
291,36.793523470517265,42.47651815394233
292,22.593320469432335,66.32738128443508
293,18.08561916520986,53.17377788881397
294,-4.613693799504603,50.33869057731417
295,43.5649362901278,59.04092754419443
296,23.48350597894281,60.45491033367935
297,8.504530902930938,55.915338040759174
298,10.142275893745886,38.217190291173196
299,2.005821496484714,46.94627119057497
300,1.9554361874937012,49.10513446525214
301,13.297509629034709,40.844387671982325
302,27.715536728576105,22.88365948037313
303,26.370413218600213,41.77150159457107
304,25.787587568514788,51.52562874579023
305,33.47211721213138,48.27646658049619
306,8.936137321739498,62.0713852162814
307,12.240470813576932,55.30081844370999
308,9.036986067209854,65.55159877769029
309,25.787821343707428,55.00811705619031
310,25.473361472569103,52.00171984636821
311,-6.105306055880533,52.00593549778681
312,4.543351592928142,48.541649185799905
313,28.586124995756283,52.45124843768341
314,4.937702857357287,45.62159276343565
315,23.14379173774593,24.36533121243903
316,22.484492228150106,54.647568870289334
317,20.504702422713564,65.0043761378063
318,33.277147755548796,51.63043736669256
319,14.921063006164466,68.71820905415967
320,1.3873661755602829,73.29125731025157
321,0.8786138028267914,47.12051250929533
322,20.92999163315237,47.1769165219853
323,17.64849591813199,26.748249472023666
324,18.974595513707396,37.49571094922398
325,-10.186992161875922,49.15447428698589
326,23.461809457982113,54.41044078014411
327,32.12890248930426,57.858798013740916
328,0.649655124054334,44.20880042739114
329,32.62039204977087,44.7282984031957
330,21.866503660992578,49.541708099305325
331,9.33862296182864,13.90890730080373
332,26.905225986928542,51.0411228657421
333,19.550410314395933,49.77726992798999
334,10.571345950337168,54.27449397871578
335,15.918265607051083,56.79988324336268
336,10.136307910516464,55.07561530374288
337,3.5108338320172283,53.3369811595588
338,17.938690026052395,69.27887222126834
339,4.592334364700099,51.116656815061624
340,30.18086024398902,48.597337662263385
341,20.454507392170278,54.97773767725971
342,-7.798031826580402,50.92214270706946
343,5.025233502533164,74.31765541836037
344,21.79726851221459,45.06100437074919
345,22.82229368399304,37.24233190606859
346,17.088962842205536,41.660682604973914
347,25.867832061826274,46.33619949258637
348,30.665511975593652,48.77087531567038
349,10.573905442244365,46.43942169761023
350,4.87069831238345,51.207489298747696
351,25.864648460586295,55.733827811155244
352,31.44657317658859,42.46640278662606
353,-3.4706246326680805,68.38824618616862
354,6.744234903245385,64.31423141517928
355,15.067275461477875,69.9653074557846
356,8.905968593320882,30.3934989010379
357,1.1315710194609352,29.74789298807119
358,21.79814907559891,27.187890547995554
359,9.624549907123468,59.60382095850873
360,30.87141063600158,61.80245758729705
361,24.640382579414492,57.0012701169958
362,36.5283303736672,39.02463125149409
363,17.254488909290586,63.77661616487265
364,25.169578244931845,37.98308025193449
365,2.9560486548100293,41.18838536822468
366,11.458811215276636,57.750423805737235
367,35.48244596018318,45.26704980072596
368,28.347275557342545,39.88548772573214
369,36.53201316170799,29.116478248387686
370,11.391053817250253,64.94955388507134
371,45.03913032807923,43.81313985427316
372,20.53408803953223,74.67778252502397
373,16.743090166510143,58.51835756711833
374,27.994183368051132,36.96009239650041
375,15.444154983381878,38.54713337684547
376,19.243129356317297,45.641125595394826
377,9.964406957616152,64.44757119956768
378,11.188114970112245,40.97881467703624
379,21.410032128402264,44.20021795839471
380,20.077409530032753,23.98419082879272
381,45.392979924262484,22.846925340513295
382,5.70967372778404,57.869051838971586
383,2.092014928982506,45.150247863072
384,7.127263239596432,55.40377083699249
385,15.180260487096646,53.29996989527008
386,18.58294636136134,42.04856454818508
387,15.481272278011978,59.979378567420234
388,31.08016874049556,64.54271652112834
389,41.06521111503516,53.517889283016416
390,9.476252039250518,47.98601860444194
391,38.9598318245,50.537448600193
392,-1.8644869762528593,45.81689240953842
393,25.70532186101315,40.64244014996551
394,7.446395892112809,60.95069357748338
395,34.131168032813996,59.28869317141686
396,31.38136243229725,52.22368624519578
397,22.110519030142378,47.2674472888202
398,26.792639183958162,61.094209804911706
399,32.0943551785371,45.3678354945271
