unit_id,CapacityRetention,do_FormationCurrent
0,27.71837790418421,6.0
1,34.12858725585793,6.0
2,14.729063642591349,6.0
3,38.45823183119583,6.0
4,39.684591387735544,6.0
5,38.2635254470005,6.0
6,29.048756111527066,6.0
7,25.676568959725092,6.0
8,32.93531858917378,6.0
9,28.506934576910762,6.0
10,30.97502874155103,6.0
11,34.389029141617264,6.0
12,33.625660531785805,6.0
13,37.080598590403014,6.0
14,21.321742295145658,6.0
15,35.416464581439456,6.0
16,21.208583198562746,6.0
17,27.655540992687317,6.0
18,29.624997852726384,6.0
19,24.343280959555827,6.0
20,30.534909415180277,6.0
21,19.204571019563808,6.0
22,42.46828609763738,6.0
23,27.033247462078805,6.0
24,32.785229194560216,6.0
25,31.740656112736815,6.0
26,42.18123083336195,6.0
27,27.008895685464285,6.0
28,19.8977833571388,6.0
29,28.564563441426156,6.0
30,37.556850786911674,6.0
31,26.278945283684465,6.0
32,28.418695372033064,6.0
33,20.908749479264127,6.0
34,19.795636427064725,6.0
35,41.81653942302431,6.0
36,24.145833651743295,6.0
37,26.11695407013599,6.0
38,27.454388029697466,6.0
39,21.21510839119583,6.0
40,20.10545456628184,6.0
41,36.19367117828095,6.0
42,33.42090737800997,6.0
43,33.521475179720035,6.0
44,32.39379927475451,6.0
45,33.32761522925157,6.0
46,31.11605619801288,6.0
47,25.514795755786704,6.0
48,32.770622611215565,6.0
49,30.08342113558237,6.0
50,26.335613702294463,6.0
51,29.086605522272983,6.0
52,49.456505301928836,6.0
53,18.040406448084916,6.0
54,21.699598713128225,6.0
55,27.719703049184023,6.0
56,30.87537007788601,6.0
57,30.63739281257763,6.0
58,25.29380938143664,6.0
59,21.41613044234088,6.0
60,28.996635225320112,6.0
61,32.92477153436533,6.0
62,9.988920669597995,6.0
63,35.29198471626876,6.0
64,33.542402257001044,6.0
65,26.828509912981346,6.0
66,33.51026118002591,6.0
67,17.97266875602791,6.0
68,31.348053692113197,6.0
69,29.46302715271992,6.0
70,30.75169083949292,6.0
71,36.3798073670414,6.0
72,17.213692452163375,6.0
73,32.81012106151913,6.0
74,32.21466745129325,6.0
75,27.771009831112632,6.0
76,28.396418157062495,6.0
77,30.33632050437382,6.0
78,21.75290508160503,6.0
79,33.43008714800359,6.0
80,35.09713832131756,6.0
81,33.42788887289626,6.0
82,30.832266626176743,6.0
83,29.825032720774995,6.0
84,26.34732917776095,6.0
85,30.0398778714876,6.0
86,30.131799737344316,6.0
87,40.01274327846035,6.0
88,31.52586782259058,6.0
89,29.988648230199075,6.0
90,31.581217758427446,6.0
91,19.317497222185608,6.0
92,29.05924291034942,6.0
93,20.221679279750784,6.0
94,34.015615181342945,6.0
95,13.467754079897489,6.0
96,36.61738422496037,6.0
97,36.033578679102455,6.0
98,33.46425809688822,6.0
99,21.5433937191166,6.0
100,26.22825701006507,6.0
101,27.212254811314686,6.0
102,31.503393946038052,6.0
103,33.69697125445818,6.0
104,37.706381827132354,6.0
105,42.41307322300136,6.0
106,32.30778456022303,6.0
107,39.085487804917754,6.0
108,27.101461135837493,6.0
109,32.60714130595073,6.0
110,28.49600052759675,6.0
111,33.11884993462352,6.0
112,28.485438641606706,6.0
113,20.090022325562913,6.0
114,27.305752926192895,6.0
115,30.955100980690226,6.0
116,16.355679469553177,6.0
117,26.86601371014296,6.0
118,27.775033681066915,6.0
119,22.706748458756355,6.0
120,32.48297572043171,6.0
121,20.40269045648949,6.0
122,28.082296307804132,6.0
123,29.783110008931093,6.0
124,23.933678259692428,6.0
125,19.83345973034543,6.0
126,32.035733763923815,6.0
127,25.47983623890297,6.0
128,23.064770685983135,6.0
129,32.76854302160792,6.0
130,21.033752978092718,6.0
131,36.21691646206677,6.0
132,26.4937584007771,6.0
133,33.31246692835641,6.0
134,29.517771481302567,6.0
135,29.140850523472814,6.0
136,46.42865483192859,6.0
137,28.32714471770678,6.0
138,36.05076670188722,6.0
139,12.781227398251788,6.0
140,20.45984691922759,6.0
141,30.272718021630936,6.0
142,41.14117647948232,6.0
143,23.352982419065345,6.0
144,18.89349762978679,6.0
145,28.160432435455327,6.0
146,33.814265217117075,6.0
147,47.602065852125506,6.0
148,50.06439977596769,6.0
149,38.68080799494222,6.0
150,30.13087642795815,6.0
151,29.481509344143852,6.0
152,25.213057375547965,6.0
153,27.162374003922363,6.0
154,34.65566398427882,6.0
155,27.49570612408896,6.0
156,31.55574099289604,6.0
157,14.725648606856602,6.0
158,17.11216832797443,6.0
159,35.818501921680394,6.0
160,32.4654332283846,6.0
161,22.981463919494697,6.0
162,30.710726334163752,6.0
163,36.823923433261534,6.0
164,21.17726650094946,6.0
165,30.412145834458585,6.0
166,30.321249485445097,6.0
167,22.516177559923964,6.0
168,29.46053894668889,6.0
169,23.424011054626035,6.0
170,16.63828812519114,6.0
171,29.805465996067362,6.0
172,31.226727414522692,6.0
173,42.314214987429516,6.0
174,27.68954031703604,6.0
175,30.461823655106095,6.0
176,42.075855525970795,6.0
177,22.99224702339315,6.0
178,32.52837020991095,6.0
179,22.732083590869156,6.0
180,29.588693646125265,6.0
181,26.89063725831727,6.0
182,25.09595326158288,6.0
183,32.785341659194735,6.0
184,12.635210972030059,6.0
185,26.277383273153294,6.0
186,34.35314696938355,6.0
187,25.5477076083216,6.0
188,35.15852329513713,6.0
189,30.246709290356318,6.0
190,17.7362514495354,6.0
191,27.76788867436339,6.0
192,28.959922861057777,6.0
193,16.15728961388182,6.0
194,36.06758584973376,6.0
195,35.63489106058708,6.0
196,25.424497262014054,6.0
197,25.874471057210297,6.0
198,28.29120262331075,6.0
199,18.456993529266974,6.0
200,27.399207802480703,6.0
201,27.140551729140835,6.0
202,21.339407687566414,6.0
203,47.754710230950884,6.0
204,25.527402407528548,6.0
205,42.266976160974,6.0
206,34.06390875836365,6.0
207,30.49508932010198,6.0
208,27.99659129808423,6.0
209,30.277934975994878,6.0
210,27.02676128160574,6.0
211,27.532950769877413,6.0
212,16.90768279397942,6.0
213,20.2200174598892,6.0
214,36.8757814208383,6.0
215,33.325993391469225,6.0
216,31.15585678012392,6.0
217,25.338935318727223,6.0
218,29.99697147242077,6.0
219,18.962222450835988,6.0
220,29.712776465707933,6.0
221,23.423484928638977,6.0
222,32.51892385205501,6.0
223,29.869853868086075,6.0
224,30.080535466860503,6.0
225,30.847568225123908,6.0
226,33.266937245488464,6.0
227,23.214487549519678,6.0
228,25.736215516802883,6.0
229,34.54810262673811,6.0
230,27.96221525183166,6.0
231,19.022733375017413,6.0
232,36.80817214561434,6.0
233,21.165070519931525,6.0
234,28.459722652288118,6.0
235,30.592534983232827,6.0
236,14.874620659650168,6.0
237,29.142550840968912,6.0
238,34.11178178586892,6.0
239,32.6851250055184,6.0
240,20.135521306062532,6.0
241,30.57095610214394,6.0
242,31.76843213184573,6.0
243,22.8396718297883,6.0
244,34.27574410201538,6.0
245,26.14232055469114,6.0
246,34.641098062349315,6.0
247,39.480908723670595,6.0
248,14.891158569519652,6.0
249,26.115205720602802,6.0
250,26.48724393694773,6.0
251,35.66015082448504,6.0
252,32.539296825601966,6.0
253,30.120866040842067,6.0
254,25.670374323858294,6.0
255,39.18911193363933,6.0
256,35.25567761623448,6.0
257,33.28131881408045,6.0
258,22.962863263543372,6.0
259,27.826458483686267,6.0
260,28.01842353596058,6.0
261,29.722767946516473,6.0
262,20.26118964159834,6.0
263,22.92489376103076,6.0
264,26.916157223113633,6.0
265,42.23322086823914,6.0
266,32.93384138446148,6.0
267,18.92478680281417,6.0
268,30.80763721725559,6.0
269,36.039765912822226,6.0
270,13.974282642740164,6.0
271,38.46056771526351,6.0
272,17.094483050459345,6.0
273,22.49743580452742,6.0
274,34.67774521369094,6.0
275,45.70821800430701,6.0
276,22.08061045023627,6.0
277,27.77199241156415,6.0
278,44.144718797188176,6.0
279,20.834698115005995,6.0
280,43.331803047892464,6.0
281,27.355744359286234,6.0
282,23.900806882936337,6.0
283,26.661644911439662,6.0
284,29.024068011219942,6.0
285,19.496239758460497,6.0
286,28.510422170458455,6.0
287,21.370559925405033,6.0
288,34.990400149512055,6.0
289,32.32358723290981,6.0
290,26.936078718401504,6.0
291,18.045938441416453,6.0
292,36.21051503032776,6.0
293,25.746348751642078,6.0
294,39.61248859633452,6.0
295,14.42919269711668,6.0
296,29.48387080513678,6.0
297,26.0344247529109,6.0
298,31.783833930252445,6.0
299,27.285400503135286,6.0
300,26.217462754978733,6.0
301,21.716462633587078,6.0
302,34.09016946226788,6.0
303,36.64485320439814,6.0
304,28.90433987646452,6.0
305,30.405428867028146,6.0
306,34.14902965336365,6.0
307,32.775399967058725,6.0
308,28.37657522314167,6.0
309,38.24350740046339,6.0
310,27.235655370037463,6.0
311,33.78770752426355,6.0
312,34.042332906276314,6.0
313,26.893019510181276,6.0
314,31.10873033378017,6.0
315,27.32338412558635,6.0
316,24.69430432230444,6.0
317,20.38882446689786,6.0
318,39.78619834256953,6.0
319,20.428914956866052,6.0
320,34.33967605485888,6.0
321,31.827843235784282,6.0
322,43.83797878740326,6.0
323,41.99439053004021,6.0
324,23.49425250930075,6.0
325,31.098758133274657,6.0
326,25.688526036613844,6.0
327,28.38965443790826,6.0
328,24.700811205854283,6.0
329,25.90822561823215,6.0
