unit_id,WaterClarityScore,ResidualChlorine,do_LineFlushRate,do_ContactTime,do_FilterHeadloss
0,20.466486844492877,76.01265764105717,75.0,50.0,50.0
1,67.01062719683644,96.9044675724123,75.0,50.0,50.0
2,23.365045843795347,91.93472852796268,75.0,50.0,50.0
3,21.689664574180185,59.38418358232299,75.0,50.0,50.0
4,70.633679692909,105.1721468766472,75.0,50.0,50.0
5,68.02015940436873,55.05590938287382,75.0,50.0,50.0
6,68.67979924436207,75.18371264316906,75.0,50.0,50.0
7,65.77678394268422,72.26702196115909,75.0,50.0,50.0
8,65.14843176971864,81.01245257456779,75.0,50.0,50.0
9,19.6037467794748,90.3540880734494,75.0,50.0,50.0
10,19.1208970239792,51.15458940066323,75.0,50.0,50.0
11,20.836148797361645,85.9124193480496,75.0,50.0,50.0
12,67.11955090533033,63.77026966219504,75.0,50.0,50.0
13,64.67784160796853,55.8744632123737,75.0,50.0,50.0
14,64.082926197776,71.78315997233204,75.0,50.0,50.0
15,72.14668879041531,65.7710824818743,75.0,50.0,50.0
16,23.131639556531937,94.53100765842063,75.0,50.0,50.0
17,73.36496013464249,93.37640003065695,75.0,50.0,50.0
18,67.01916538542382,60.7107864158292,75.0,50.0,50.0
19,68.50946835117765,68.60705445875428,75.0,50.0,50.0
20,67.03724930168138,60.11043353450237,75.0,50.0,50.0
21,26.31658502347813,77.49603772176515,75.0,50.0,50.0
22,63.828734458810814,86.45069336550318,75.0,50.0,50.0
23,71.17941074402881,82.68957540018783,75.0,50.0,50.0
24,73.28984273876102,76.17755882633054,75.0,50.0,50.0
25,23.73829315189305,89.40568969237626,75.0,50.0,50.0
26,23.481777350390765,99.26752297907474,75.0,50.0,50.0
27,66.54588110357564,72.41049118110612,75.0,50.0,50.0
28,66.37819046174364,92.31827961456602,75.0,50.0,50.0
29,24.77858216080812,83.26922871889573,75.0,50.0,50.0
30,26.30693498117593,75.6909643336732,75.0,50.0,50.0
31,72.60394533342158,83.2027609426773,75.0,50.0,50.0
32,24.61395247713875,86.51529520332306,75.0,50.0,50.0
33,20.266133924509745,77.84523990892036,75.0,50.0,50.0
34,24.307083129385017,80.37420706323026,75.0,50.0,50.0
35,67.32503698083528,73.87040004169049,75.0,50.0,50.0
36,72.11372888242248,77.40070331044187,75.0,50.0,50.0
37,21.572792729796202,67.47141266507064,75.0,50.0,50.0
38,17.541577296809187,90.67794603859576,75.0,50.0,50.0
39,24.847279406970962,86.46684989547138,75.0,50.0,50.0
40,65.15903107468459,77.78678268573574,75.0,50.0,50.0
41,18.819159372886805,54.10757687567053,75.0,50.0,50.0
42,69.32919862324813,87.87077256072271,75.0,50.0,50.0
43,68.4838995013376,57.81263852289156,75.0,50.0,50.0
44,26.528869519328268,75.5738100604764,75.0,50.0,50.0
45,65.97138793587732,81.5351610960657,75.0,50.0,50.0
46,63.12529869089103,82.83693267453863,75.0,50.0,50.0
47,66.39167488719823,73.04721558867249,75.0,50.0,50.0
48,24.542392917422095,83.3762030107541,75.0,50.0,50.0
49,26.38322435690274,95.50304201051647,75.0,50.0,50.0
50,24.141179657495655,87.35942954669474,75.0,50.0,50.0
51,18.02593343164107,52.63649974624128,75.0,50.0,50.0
52,22.71049592427678,70.58667079573738,75.0,50.0,50.0
53,64.04857715129481,62.3671361619563,75.0,50.0,50.0
54,63.85212986480381,69.11336272641326,75.0,50.0,50.0
55,75.54359888388981,100.87830284959928,75.0,50.0,50.0
56,24.993277282381204,68.65043226454557,75.0,50.0,50.0
57,66.96584076851275,70.47193876680119,75.0,50.0,50.0
58,66.91057326466441,80.54140485279149,75.0,50.0,50.0
59,16.240575663093892,63.96688953331912,75.0,50.0,50.0
