unit_id,WaterClarityScore,ResidualChlorine,do_LineFlushRate,do_ContactTime,do_FilterHeadloss
0,4.294785809654995,65.2382107374582,50.0,50.0,50.0
1,47.47286667832922,65.49602679519307,50.0,50.0,50.0
2,4.655096924940019,65.23444905989321,50.0,50.0,50.0
3,6.365425718022226,71.7599290454949,50.0,50.0,50.0
4,47.65421008481385,68.16711801326655,50.0,50.0,50.0
5,53.60889351592441,68.22383871592939,50.0,50.0,50.0
6,2.5546645808896455,77.28462326614749,50.0,50.0,50.0
7,1.4846494164843986,73.28980525911601,50.0,50.0,50.0
8,6.120422869882596,66.04875169570454,50.0,50.0,50.0
9,49.542191618580624,85.43857690734326,50.0,50.0,50.0
10,49.76613722472519,75.23792376532816,50.0,50.0,50.0
11,8.446185543707994,63.23826800057867,50.0,50.0,50.0
12,4.3750786447654155,91.87467755690099,50.0,50.0,50.0
13,4.747571497221805,57.645032855868195,50.0,50.0,50.0
14,2.418857439496689,78.89487434987912,50.0,50.0,50.0
15,47.836343175802355,60.24656800714674,50.0,50.0,50.0
16,6.237879692817046,78.59781526711566,50.0,50.0,50.0
17,2.619924937499136,66.45093832776571,50.0,50.0,50.0
18,1.776805884433518,73.06251085251859,50.0,50.0,50.0
19,-0.8446519780770503,68.00640738703287,50.0,50.0,50.0
20,8.203963799294892,86.7965654176949,50.0,50.0,50.0
21,6.6663100220385205,82.98317512959433,50.0,50.0,50.0
22,48.09264684528911,62.953184224397724,50.0,50.0,50.0
23,5.83220547409398,77.6972911884906,50.0,50.0,50.0
24,57.54939168336098,107.83057556091717,50.0,50.0,50.0
25,1.7812049448895637,77.69748709745153,50.0,50.0,50.0
26,45.606653315542566,66.73345664794009,50.0,50.0,50.0
27,2.147133056359988,82.7245150971886,50.0,50.0,50.0
28,47.87128829446483,70.37451096795836,50.0,50.0,50.0
29,5.772063852179844,71.52538084057575,50.0,50.0,50.0
30,53.00938624787241,94.07798954855375,50.0,50.0,50.0
31,52.122925854060554,79.78388120680515,50.0,50.0,50.0
32,49.71613907702363,91.074082273196,50.0,50.0,50.0
33,48.73291938566839,96.49711242335458,50.0,50.0,50.0
34,45.20906128054057,66.76813457293588,50.0,50.0,50.0
35,46.01071692254751,72.17231984852108,50.0,50.0,50.0
36,48.607715047056615,82.5154234571938,50.0,50.0,50.0
37,48.96620941234967,71.2218709469142,50.0,50.0,50.0
38,46.41339806934453,59.035332511499874,50.0,50.0,50.0
39,52.051045411045784,89.27932872625782,50.0,50.0,50.0
40,45.27681391125729,74.0955406811855,50.0,50.0,50.0
41,48.268969104680664,86.6325176537603,50.0,50.0,50.0
42,44.89946811483152,60.12036852463279,50.0,50.0,50.0
43,55.43965183984358,77.45246333126755,50.0,50.0,50.0
44,52.43077989885959,66.769490051901,50.0,50.0,50.0
45,4.300879720976392,64.32348449245318,50.0,50.0,50.0
46,6.896356578723261,90.23193451513414,50.0,50.0,50.0
47,49.30584362280128,67.64513617109705,50.0,50.0,50.0
48,51.38491870664817,87.5041837821485,50.0,50.0,50.0
49,49.87652741851946,92.49755069799802,50.0,50.0,50.0
50,3.79551178305995,72.37840388008078,50.0,50.0,50.0
51,52.861720930954164,76.85408860545326,50.0,50.0,50.0
52,4.64199123454074,79.84655864342946,50.0,50.0,50.0
53,5.83245294337291,70.81530129092468,50.0,50.0,50.0
54,54.358974765764124,76.76460664989449,50.0,50.0,50.0
55,47.2439075556756,79.89002051836214,50.0,50.0,50.0
56,4.070320219887959,78.80982436912896,50.0,50.0,50.0
57,47.72216696969214,82.13588119908071,50.0,50.0,50.0
58,50.48117553218859,66.91147086749504,50.0,50.0,50.0
59,50.28652154792286,88.07780183345773,50.0,50.0,50.0
60,51.34653880280199,73.03636961608836,50.0,50.0,50.0
61,5.237756778634461,79.10017012771951,50.0,50.0,50.0
62,1.4753405540565705,76.57436067713984,50.0,50.0,50.0
63,51.43285433570911,75.11796541636836,50.0,50.0,50.0
64,49.01433544600672,67.13809462009593,50.0,50.0,50.0
65,51.72556606620712,80.83464037438424,50.0,50.0,50.0
66,43.704041667322336,61.64539086188196,50.0,50.0,50.0
67,3.39826919156358,74.92681682994458,50.0,50.0,50.0
68,3.119277609906447,61.58460090567177,50.0,50.0,50.0
69,7.9133084055743215,87.64407043022086,50.0,50.0,50.0
70,46.85212143638166,65.10589343476775,50.0,50.0,50.0
71,50.924423150889645,84.80701778844397,50.0,50.0,50.0
72,51.979445655640255,98.99013506859865,50.0,50.0,50.0
73,6.293587233562665,74.6548662215644,50.0,50.0,50.0
74,4.913434142987349,74.13631627647361,50.0,50.0,50.0
75,50.17582328140901,83.67517184067106,50.0,50.0,50.0
76,5.838443676602153,75.70788598928084,50.0,50.0,50.0
77,53.25023277072466,76.85271803338624,50.0,50.0,50.0
78,49.17579030267036,96.02829335412002,50.0,50.0,50.0
79,51.90738450645469,71.81382015942033,50.0,50.0,50.0
80,-1.2352119401197923,54.89520864319843,50.0,50.0,50.0
