unit_id,WaterClarityScore,ResidualChlorine,do_LineFlushRate,do_ContactTime,do_FilterHeadloss
0,21.720630680348364,72.28894055322236,75.0,0.0,0.0
1,20.43368484771065,74.10916029242972,75.0,0.0,0.0
2,24.727866888469126,84.83366049213703,75.0,0.0,0.0
3,20.64741981125526,77.13525997379426,75.0,0.0,0.0
4,18.370755737254193,91.90776164725085,75.0,0.0,0.0
5,19.316720486414763,75.01897565885139,75.0,0.0,0.0
6,22.63425584710553,62.79849002413914,75.0,0.0,0.0
7,17.358121245846903,72.00191807903221,75.0,0.0,0.0
8,18.850324392001728,67.10181819549943,75.0,0.0,0.0
9,14.522390160076348,68.49722319304547,75.0,0.0,0.0
10,20.289958583844086,70.12098022440293,75.0,0.0,0.0
11,17.18569616001301,81.462314324766,75.0,0.0,0.0
12,18.36506691017715,45.33886429664057,75.0,0.0,0.0
13,20.62779993015928,80.74925999079184,75.0,0.0,0.0
14,17.14289115356914,70.37396566996384,75.0,0.0,0.0
15,18.09091312252893,79.66333341389017,75.0,0.0,0.0
16,17.229308253186865,73.7304601362622,75.0,0.0,0.0
17,16.748535479653107,66.33844466651722,75.0,0.0,0.0
18,17.610449193632476,67.76642804891328,75.0,0.0,0.0
19,19.426505368474007,73.6014733010166,75.0,0.0,0.0
20,14.13316824671966,69.99745077275782,75.0,0.0,0.0
21,17.95497582775603,80.94849955375824,75.0,0.0,0.0
22,16.22810233911491,75.55336416193094,75.0,0.0,0.0
23,14.349905933800127,61.42871397270292,75.0,0.0,0.0
24,12.36934127589613,85.27797631365739,75.0,0.0,0.0
25,18.4832614502209,85.94094688504462,75.0,0.0,0.0
26,18.786263201805014,55.766725822458426,75.0,0.0,0.0
27,14.073799517214752,70.98862165534631,75.0,0.0,0.0
28,14.220259707784287,52.67624837034428,75.0,0.0,0.0
29,19.553165534249043,78.28781060866551,75.0,0.0,0.0
30,17.999442583436117,73.9568262857458,75.0,0.0,0.0
31,18.344193340314845,74.67349930198674,75.0,0.0,0.0
32,13.868779428762188,61.023328864866514,75.0,0.0,0.0
33,16.013474200685987,63.626386407244006,75.0,0.0,0.0
34,12.955538580710801,48.47358715166976,75.0,0.0,0.0
35,13.851286949247104,64.9963795087923,75.0,0.0,0.0
36,21.361550570230772,71.12096567215642,75.0,0.0,0.0
37,21.50370290508669,81.62746989392777,75.0,0.0,0.0
38,15.054815694314284,71.92175152514905,75.0,0.0,0.0
39,18.752416365961558,82.61229991149996,75.0,0.0,0.0
40,23.032843248843676,79.70210558693785,75.0,0.0,0.0
41,19.4874081951819,64.35048249237413,75.0,0.0,0.0
42,16.22133555149624,75.192110765566,75.0,0.0,0.0
43,17.749855514190113,72.33941914829975,75.0,0.0,0.0
44,22.90421258614961,85.0646376434464,75.0,0.0,0.0
45,15.050371825533473,61.395848545878806,75.0,0.0,0.0
46,20.18276008553521,80.3354346466769,75.0,0.0,0.0
47,13.038805523051376,61.506772428910324,75.0,0.0,0.0
48,19.779262150484513,84.08305332433468,75.0,0.0,0.0
49,17.15440111218105,68.8990205646405,75.0,0.0,0.0
50,16.937232639583176,74.1711286394248,75.0,0.0,0.0
51,18.71770731259141,74.98674268638158,75.0,0.0,0.0
52,14.014112619694295,65.19101382526662,75.0,0.0,0.0
53,13.806108924912412,84.89328047340238,75.0,0.0,0.0
54,17.296505634529574,77.80667853251072,75.0,0.0,0.0
55,19.406576973954515,97.55439552085708,75.0,0.0,0.0
56,27.614311766239794,101.16196669361702,75.0,0.0,0.0
57,19.143968853894975,69.21236184586863,75.0,0.0,0.0
58,10.825827291111834,44.21957915019158,75.0,0.0,0.0
59,19.34527708861505,79.81291012814603,75.0,0.0,0.0
60,17.323223464660416,79.29419030896973,75.0,0.0,0.0
61,18.97424879334122,90.84822098864825,75.0,0.0,0.0
62,18.336859128193307,63.9653817469119,75.0,0.0,0.0
63,19.983555642064342,76.96212631374519,75.0,0.0,0.0
64,22.056004750394592,76.76053390720844,75.0,0.0,0.0
65,13.372685091055226,68.59255723566551,75.0,0.0,0.0
66,18.827649939985236,93.00461807657925,75.0,0.0,0.0
67,22.019692911961485,84.36263414903645,75.0,0.0,0.0
68,15.731975441224607,75.92996585160435,75.0,0.0,0.0
69,18.869642766664604,58.81573270875395,75.0,0.0,0.0
70,16.57188925421554,64.54545515738522,75.0,0.0,0.0
71,14.072459155038466,68.52249677798234,75.0,0.0,0.0
72,16.32202466870259,63.63323002253534,75.0,0.0,0.0
73,17.781753756878334,76.750137981829,75.0,0.0,0.0
74,22.279720174023893,87.45943760505652,75.0,0.0,0.0
75,21.05053082084778,90.5938646470365,75.0,0.0,0.0
76,16.092774942400915,73.00904613208078,75.0,0.0,0.0
77,17.100410744450418,70.42898744963426,75.0,0.0,0.0
78,21.44953204647564,77.29785421830204,75.0,0.0,0.0
79,20.525194979364187,87.60967264004717,75.0,0.0,0.0
80,20.67399305200543,56.97317693780532,75.0,0.0,0.0
81,20.562151655628877,76.59729881135394,75.0,0.0,0.0
82,12.219890038250288,72.52160095375667,75.0,0.0,0.0
83,20.861118420209046,71.02638714936954,75.0,0.0,0.0
84,18.105815989128093,64.81481229923217,75.0,0.0,0.0
85,22.4068500237594,81.00883645851982,75.0,0.0,0.0
86,21.253290103026714,84.01210972178913,75.0,0.0,0.0
87,15.086156846801263,81.02446750564351,75.0,0.0,0.0
88,22.428656354246225,98.30501177557238,75.0,0.0,0.0
89,13.453387968365801,56.665901079528865,75.0,0.0,0.0
90,12.276674501448515,77.48658623502246,75.0,0.0,0.0
91,18.286217923324756,92.02439532519632,75.0,0.0,0.0
92,8.122857656477647,78.21759904036061,75.0,0.0,0.0
93,10.90837250674984,68.62802608261279,75.0,0.0,0.0
94,19.214920471377578,59.01239860053447,75.0,0.0,0.0
95,21.67147388772717,88.4407454489096,75.0,0.0,0.0
96,17.610038559902158,84.36291174396166,75.0,0.0,0.0
97,18.671861098013576,88.53224575561272,75.0,0.0,0.0
98,18.06118644200403,80.8761628776008,75.0,0.0,0.0
99,19.153112974173006,79.93366826853921,75.0,0.0,0.0
100,23.62533725173857,78.61190592589617,75.0,0.0,0.0
101,17.560213944800687,65.64126585003655,75.0,0.0,0.0
102,23.00239766170361,76.08041384244986,75.0,0.0,0.0
103,18.584437754792354,78.44798782750286,75.0,0.0,0.0
104,19.61375989500595,74.84149290841366,75.0,0.0,0.0
105,17.804434442760268,91.31816789030498,75.0,0.0,0.0
106,15.314501155351419,61.15732115500521,75.0,0.0,0.0
107,19.096090485919202,72.9062378892386,75.0,0.0,0.0
108,23.652112108967938,93.8309105825413,75.0,0.0,0.0
109,15.752542419000203,60.163868827013275,75.0,0.0,0.0
110,18.465282807975886,72.67338881773026,75.0,0.0,0.0
111,17.47201904436957,89.49893877907111,75.0,0.0,0.0
112,14.681514870964957,62.013736274515736,75.0,0.0,0.0
113,20.362487940630928,69.16240491622253,75.0,0.0,0.0
114,21.20409358695006,81.13497990154922,75.0,0.0,0.0
115,19.71880978287915,73.69512014834241,75.0,0.0,0.0
116,23.501621229980287,101.13428555175645,75.0,0.0,0.0
117,19.692613290200914,81.82885606898445,75.0,0.0,0.0
118,22.01028846998049,79.37662933360123,75.0,0.0,0.0
119,15.03510682448249,75.88782866718512,75.0,0.0,0.0
120,17.504166661157814,75.59676977884826,75.0,0.0,0.0
121,18.483433751323986,69.54214239974212,75.0,0.0,0.0
122,15.146460143460011,63.603487009243096,75.0,0.0,0.0
123,20.584259405558676,65.40885035574046,75.0,0.0,0.0
124,13.635114632943647,70.84251026741246,75.0,0.0,0.0
125,21.790482034792973,86.660669082641,75.0,0.0,0.0
126,17.106341001726562,88.48635363081533,75.0,0.0,0.0
127,14.8091929815126,88.7038350024922,75.0,0.0,0.0
128,16.459858582606163,67.87397867428547,75.0,0.0,0.0
129,20.64666152728214,81.33325079791183,75.0,0.0,0.0
130,20.377916351454274,84.243130175128,75.0,0.0,0.0
131,14.9126680094332,70.65814092247864,75.0,0.0,0.0
132,12.945369252209582,50.1223204588467,75.0,0.0,0.0
133,20.983189344755345,69.46979259990182,75.0,0.0,0.0
134,19.654795235473525,83.4614567286883,75.0,0.0,0.0
135,12.32985162663947,58.579168095146585,75.0,0.0,0.0
136,20.955130756376015,77.8136486202531,75.0,0.0,0.0
137,13.570525147548336,73.56648515416184,75.0,0.0,0.0
138,18.364743417889915,82.26104585326436,75.0,0.0,0.0
139,18.353679927154825,73.57714781777211,75.0,0.0,0.0
140,22.624175624623035,87.01227172465968,75.0,0.0,0.0
141,20.609997383778165,83.58655532576275,75.0,0.0,0.0
142,22.4242342290288,74.8613471376429,75.0,0.0,0.0
143,23.91804075062732,92.66037616539597,75.0,0.0,0.0
144,16.992805411285303,70.11007407694154,75.0,0.0,0.0
145,17.040130410577977,53.76394822862868,75.0,0.0,0.0
146,22.99407895370885,88.87080819221293,75.0,0.0,0.0
147,16.391328317866606,62.41100484955852,75.0,0.0,0.0
148,18.48540594792143,68.64256450339566,75.0,0.0,0.0
149,18.23638462604164,57.230907634911,75.0,0.0,0.0
150,21.45090941271964,93.89096946733136,75.0,0.0,0.0
151,20.7468120353661,86.84223427248348,75.0,0.0,0.0
152,23.73301444831758,68.38633253965918,75.0,0.0,0.0
153,20.731691075203763,78.43670891632483,75.0,0.0,0.0
154,17.742013014042,78.22764430385992,75.0,0.0,0.0
155,16.479698069678182,76.00910318076322,75.0,0.0,0.0
156,20.000663982248444,73.55322816148369,75.0,0.0,0.0
157,10.724586361329578,69.40663547538021,75.0,0.0,0.0
158,14.47730419564563,62.365277160685494,75.0,0.0,0.0
159,16.235211887286255,84.734504561984,75.0,0.0,0.0
160,16.015007605380593,84.40698050506779,75.0,0.0,0.0
161,14.698049610441425,87.06002585309056,75.0,0.0,0.0
162,20.52143113176349,87.83514354155194,75.0,0.0,0.0
163,17.60791614770293,66.73222882414005,75.0,0.0,0.0
164,18.424907955674595,62.14540358782822,75.0,0.0,0.0
165,16.455713582720957,76.05436820976821,75.0,0.0,0.0
166,19.809363530630847,76.99967827821091,75.0,0.0,0.0
167,17.42119316726631,68.17753007574754,75.0,0.0,0.0
168,24.223651879487356,83.4343071485827,75.0,0.0,0.0
169,20.108589077614983,78.39542212632894,75.0,0.0,0.0
170,25.60666518359875,78.98885758624266,75.0,0.0,0.0
171,12.639057412324123,49.52095122513728,75.0,0.0,0.0
172,24.033075944326445,85.89657618550852,75.0,0.0,0.0
173,21.361852920115865,65.16227667507529,75.0,0.0,0.0
174,20.547799214666625,80.03563597005589,75.0,0.0,0.0
175,16.49457215175032,83.08074567693548,75.0,0.0,0.0
176,18.39402394298474,84.04088489281911,75.0,0.0,0.0
177,14.414820134328789,84.96872023030198,75.0,0.0,0.0
178,21.431513209061446,82.20011482934817,75.0,0.0,0.0
179,15.905164239348732,70.68763936102492,75.0,0.0,0.0
180,13.293147138012026,56.47247583655097,75.0,0.0,0.0
181,13.8080725036933,80.13264183361284,75.0,0.0,0.0
182,22.24762412668317,80.49631162082771,75.0,0.0,0.0
183,17.804542500858496,67.71016665525248,75.0,0.0,0.0
184,11.126565879882726,66.5883966041502,75.0,0.0,0.0
185,18.459260576625844,81.12824296954277,75.0,0.0,0.0
186,21.610039689498407,80.1040744426763,75.0,0.0,0.0
187,12.695690394756967,74.35742522030742,75.0,0.0,0.0
188,18.238357737435155,77.88956120909292,75.0,0.0,0.0
189,30.257639704905298,96.98130833483259,75.0,0.0,0.0
190,16.68890578702527,65.35401507666926,75.0,0.0,0.0
191,17.631711340537244,81.45505272927139,75.0,0.0,0.0
192,20.231750968695536,87.80997770641956,75.0,0.0,0.0
193,17.650696795397053,73.47024279157331,75.0,0.0,0.0
194,19.82102418085969,72.18581428756606,75.0,0.0,0.0
195,19.360957677718062,89.6920239763447,75.0,0.0,0.0
196,21.45241023681875,92.46230376670054,75.0,0.0,0.0
197,22.866013770266918,69.46115767536773,75.0,0.0,0.0
198,19.628195493416303,74.82353233007841,75.0,0.0,0.0
199,17.750172273032653,64.18623042572753,75.0,0.0,0.0
200,16.147547262473953,73.33605436630096,75.0,0.0,0.0
201,22.116104620996513,71.28764137818794,75.0,0.0,0.0
202,11.9689408081896,77.84027952028175,75.0,0.0,0.0
203,14.163054131596745,72.129265081257,75.0,0.0,0.0
204,18.210116252053123,65.18735896882286,75.0,0.0,0.0
205,12.061186229378668,81.22147055655749,75.0,0.0,0.0
206,23.693435145740583,81.32376623325825,75.0,0.0,0.0
207,18.20183299615255,74.91829088692305,75.0,0.0,0.0
208,22.228453194770832,76.12911981133382,75.0,0.0,0.0
209,18.34597492159804,62.43615785145219,75.0,0.0,0.0
210,19.027301737935318,70.08885997132192,75.0,0.0,0.0
211,13.910651946242588,67.96856180060745,75.0,0.0,0.0
212,20.279681548025135,70.04319934239523,75.0,0.0,0.0
213,14.58446516834899,60.86641994771286,75.0,0.0,0.0
214,18.27926896472639,68.69610194919252,75.0,0.0,0.0
215,14.488879677977474,70.26147147050128,75.0,0.0,0.0
216,16.85849694554213,68.63801953494045,75.0,0.0,0.0
217,15.137577589886842,57.081671444391496,75.0,0.0,0.0
218,15.10922962821871,87.46182481729444,75.0,0.0,0.0
219,15.097488353959903,75.75045219558596,75.0,0.0,0.0
220,15.436904938932308,69.19633764855409,75.0,0.0,0.0
221,19.992155940346777,104.49909405262943,75.0,0.0,0.0
222,16.3854837500333,81.18130967015811,75.0,0.0,0.0
