unit_id,ConversionEfficiency,EffluentByproduct,PressureDropBed,do_InletTemperature
0,22.72682467335312,44.235732944029394,56.881700726618796,25.0
1,49.683390648723346,15.270349503185422,32.58099024293499,25.0
2,-3.5338020380006245,43.02666823619584,40.4874881102135,25.0
3,9.72156570627978,48.087020770549564,41.006028828020405,25.0
4,25.623355398612386,41.168982192088784,62.95839851457368,25.0
5,-10.453191725831598,45.54127952336988,45.90010577851693,25.0
6,9.763226279008954,33.50232553735276,47.801808080206655,25.0
7,54.866352234974755,16.985360106554943,39.67195829775959,25.0
8,38.168229638873896,33.156176850240016,46.46598990724075,25.0
9,-6.738497055209924,45.19415121604018,56.70689102659065,25.0
10,-0.9750356788074526,45.29842446027023,49.65951752040127,25.0
11,21.81190627919223,33.6472366446463,83.821412797856,25.0
12,40.07621874524292,19.24978002023324,58.50950796782266,25.0
13,-0.43329974389560166,44.4990043065193,33.366655538770445,25.0
14,33.44423752596964,29.74654012840791,57.21918528054651,25.0
15,18.75005714689178,37.92963249722877,51.941290264279544,25.0
16,18.567195473084418,33.73003152920305,72.2829236689026,25.0
17,8.321856652404753,38.31604743865751,60.584399654738064,25.0
18,5.794681522662252,42.312374175751906,51.84330306572036,25.0
19,17.620502092874094,31.803928809677075,55.68166529933793,25.0
20,36.89902068539176,35.74853357319214,61.04806242921232,25.0
21,19.70914460907326,33.20446898872324,63.57214821467733,25.0
22,20.522883931025124,45.442408517238256,36.647290459463605,25.0
23,45.40103485570723,12.572006764266154,56.46409726587049,25.0
24,28.53407460489894,37.10693657035262,37.47392022915445,25.0
25,15.096521953826011,36.00528967200891,41.02650201112201,25.0
26,33.22431945416959,35.4611943518007,52.116640335953214,25.0
27,9.391472036230802,41.51802359027753,61.54062511638376,25.0
28,29.188343902802867,30.61874842876863,45.40363440307971,25.0
29,21.75210940954347,31.896683426090714,53.2027785942462,25.0
30,17.63363821901164,29.361942622019082,45.155575286308306,25.0
31,46.28710181459636,27.640800015781114,75.3990773615972,25.0
32,25.24459356758936,32.8251450414114,76.30722408145182,25.0
33,14.802017207381933,36.118681784401296,56.79409980814716,25.0
34,21.725441253322106,43.23762973626019,54.622973643935936,25.0
35,24.803568955148496,27.70940758599842,61.535717045562684,25.0
36,40.241149149280616,34.61254364630148,66.48540105793668,25.0
37,12.089602825371818,37.239329387621524,51.59145089332403,25.0
38,28.72886960343182,27.66568281599,61.60975520676742,25.0
39,32.07934490891919,35.52356991253282,45.31713534348364,25.0
40,10.53775180692976,36.71130081617177,51.004915935626,25.0
41,25.33724676732736,38.743102351827254,60.940108960503615,25.0
42,18.13795554075447,37.87719838223571,38.923745279502576,25.0
43,15.90726696940549,40.74487652625048,61.14185683138954,25.0
44,13.508408722185617,35.15736383263935,47.363481175693096,25.0
45,19.558016432022953,39.887636080853525,36.24907937751055,25.0
46,14.45132533795966,43.185919700357616,71.4687658013544,25.0
47,17.726795907591328,33.74022197234514,36.7375423284699,25.0
48,12.507689046990956,41.10750078986772,57.275670070501285,25.0
49,19.26599389314157,25.081462599082702,38.64426468911123,25.0
50,22.911569647575234,36.24187803719657,27.33851815851526,25.0
51,15.320788418883474,32.08204685116518,37.97411837554677,25.0
52,26.420666326365865,38.66125272007375,43.8092347656757,25.0
53,31.76357685988366,24.64183479671976,61.17864196943919,25.0
54,20.874650792655206,34.88121365742001,35.24365420669711,25.0
55,24.195007114056402,45.97038487049846,34.51880190810515,25.0
56,1.5226717143462811,47.716864587572786,45.872287348404,25.0
57,6.243068294953786,45.0940689009058,40.69386769060129,25.0
58,10.498106797396558,35.263973971756826,51.64562754188357,25.0
59,21.35899933719743,32.13908311414086,51.41175620622203,25.0
60,8.985490640302706,47.01389730244599,30.43245240448087,25.0
61,37.09894186755739,33.494692742021236,56.2301591391207,25.0
62,35.95647077295085,33.711060573094755,47.26175180196041,25.0
63,8.443302272025903,34.15280051098906,53.735928689260334,25.0
64,-0.4238599646489616,41.52944316973957,30.35325460286873,25.0
65,14.244648193406542,44.46810471539334,75.07627579938759,25.0
66,21.501605539369535,33.8360005085688,66.71950704985625,25.0
67,14.112122131792635,40.12510765852865,63.45510333173486,25.0
68,-1.4257199464014403,42.05475478053263,56.89447921134154,25.0
69,1.7656735358606008,45.33596349813921,53.430742603320965,25.0
70,30.009728101146326,40.834457245525904,57.639861576833184,25.0
71,1.6773459594739195,35.81609074926308,54.63669188102521,25.0
72,9.972331977714017,33.5474471155582,74.13238725341321,25.0
73,17.558421348105796,32.30627997757514,60.42917119537941,25.0
74,22.262606929888165,45.87347030251498,42.519196521350665,25.0
75,45.83689197692004,24.822992178303483,44.22913496695844,25.0
76,13.97589561631026,29.544385648758926,62.778201710534,25.0
77,19.62201732451952,31.370667623688426,40.40926336764328,25.0
78,6.782392682748583,37.1811772073944,53.075859852136254,25.0
79,51.1276532110569,12.443303799174748,43.5973313115421,25.0
80,36.09369462075244,33.240262588321094,47.40557275682816,25.0
81,24.945799487904665,43.904723810891284,79.7173529221,25.0
82,5.0149212677759385,42.42655594842036,53.292486986080796,25.0
83,24.896425470040786,39.856774112779696,45.419442300370896,25.0
84,29.152358113633085,30.24225213151621,61.689331444684356,25.0
85,11.616801432203319,30.175287438462153,76.44469548528579,25.0
86,28.318778682259804,23.223291108559426,71.25706839781292,25.0
87,37.50655817477777,10.970559778558219,54.91213735729251,25.0
88,23.706661691591563,30.645446159913067,61.3184438410525,25.0
89,38.26892698539348,31.061665358945046,41.48673526127967,25.0
90,15.708204982823432,21.557447745826295,58.112349621289994,25.0
91,38.687349692311976,27.19301470688416,43.2896778973741,25.0
92,32.907961922244034,25.915686121048847,45.82753422572831,25.0
93,38.70379764270563,38.55867242091049,48.08689660685634,25.0
94,32.26217539945536,25.280184924221587,50.2779859128686,25.0
95,15.264795707275836,34.28570820347257,54.50708756524141,25.0
96,34.47014724428463,29.225482848737208,31.3783019397781,25.0
97,16.77798250123203,35.73856064729095,56.49363841180667,25.0
98,15.06696177083782,24.626462973695247,62.24820597503385,25.0
99,21.820274692274428,32.90120706262388,48.654758174024835,25.0
100,16.700839083735232,44.91424505097849,44.71782455583013,25.0
101,8.980986186338447,28.78202709286934,33.52429100046851,25.0
102,24.297233878847926,28.384791149056113,46.178655597479946,25.0
103,-14.659333300083327,46.35388860958897,30.769030033376453,25.0
104,17.642480854925935,37.183812910536936,77.68410326346768,25.0
105,22.34439042283948,18.512094110669214,62.88240514572419,25.0
106,24.460044686052242,29.751020438946718,55.6646028026059,25.0
107,32.291131811109416,11.774294345407403,52.97416719737757,25.0
108,19.487396983236607,47.00046753571179,49.37465836494317,25.0
109,24.44297798394402,18.49538190165767,62.868331960826566,25.0
110,15.483123267493884,36.21840201387972,46.89961962669018,25.0
111,24.932801599912423,28.618531900434792,35.05347647966734,25.0
112,18.549004088680146,40.05589654252565,51.69075587126787,25.0
113,27.8750500316328,35.957870894907785,31.573250147338396,25.0
114,16.691655436006375,41.3714971730444,60.07880827302148,25.0
115,11.804108006388534,34.22687276760912,48.75317081457936,25.0
116,8.930430618821473,25.673725132185314,50.36991048129551,25.0
117,9.754481550611906,28.142988727133858,57.09780809476572,25.0
118,28.061205113363055,41.1108109955225,47.30791082704141,25.0
119,6.015061139427814,46.03377169013596,17.138088569912544,25.0
120,9.262111667971478,42.98399681543299,69.58424595217949,25.0
121,35.85719771588584,21.3584207454156,54.44256582949444,25.0
122,29.54247638876798,33.9053217867135,48.9308751529808,25.0
123,19.186453754442343,32.69952864717645,60.138805336363816,25.0
124,9.966652843439967,41.36024833064842,31.17336947273715,25.0
125,41.42145587199666,18.77772642809586,56.69267673003902,25.0
126,4.288898936673694,40.79552279072617,42.2114452706248,25.0
127,14.242637065002462,41.10350298034309,42.383796120956,25.0
128,11.906710807852116,34.43918992799162,42.431417256337035,25.0
129,31.505740353010534,28.760854156949357,41.52688490200232,25.0
130,30.64971628219752,24.219565460630548,26.430486551102938,25.0
131,29.207936494683935,26.67996429511357,37.82353667518452,25.0
132,17.90560667119152,34.59127848188741,34.19670030131419,25.0
133,33.610970146793754,39.053422452506396,60.94550262487212,25.0
134,-5.827018352145313,42.01861397423949,62.644924538535626,25.0
135,7.692435646929881,42.43765814959953,52.222525199488345,25.0
136,-14.183863468264933,48.86318859327171,45.530368666241856,25.0
137,0.7712306247790739,45.652827724187574,43.4564413066415,25.0
138,32.875161754070845,26.930790391729158,48.15876156187374,25.0
139,9.978333434786451,37.33387806592245,51.9453607544499,25.0
140,32.181557911721626,21.266389015288254,30.191758047300013,25.0
141,13.3592681967786,40.02023916472313,46.949034124343264,25.0
142,21.098153094787072,40.707240387101564,58.853180901978384,25.0
143,41.034703795870925,26.528936719983083,52.56036534696266,25.0
144,27.98869486748667,41.2221329197417,51.74575638611745,25.0
145,37.06354331762603,18.53240134395423,37.228322461673216,25.0
146,25.987060662775168,25.243614143938267,41.99970800714022,25.0
147,28.066244996674587,31.589039102806478,35.401319670018594,25.0
148,28.676192369709753,25.04288337330522,46.59534894297207,25.0
149,11.177010677939892,45.889801438545994,54.36098145766047,25.0
150,22.57888661694395,38.27337581603029,52.59143711135896,25.0
151,10.314069001587129,34.56777746220212,57.5397062818739,25.0
152,17.399106251062868,32.50014193739082,43.4946261309052,25.0
153,37.627541751984,33.410877534002594,45.992930847451625,25.0
154,12.342448450349606,47.478073754312476,70.06702485081348,25.0
155,15.641157112523747,39.25826778222534,65.13133355266024,25.0
156,18.524278061877997,39.37419674965692,54.13172887000051,25.0
