unit_id,WaterClarityScore,TurbidityNTU,do_FixMobilizedScale
0,-22.21169545364853,52.05742453835851,100.0
1,11.62048693883037,38.82414741797663,100.0
2,-23.43740739237019,43.291089440995506,100.0
3,-20.45166018941535,57.18284858509581,100.0
4,-0.8886405964982036,49.56603318299148,100.0
5,-20.949738350784603,50.04250223297056,100.0
6,-3.6342561966342006,36.095044735207125,100.0
7,10.604724670655695,-1.2039914343505238,100.0
8,-23.456404228175032,43.86524155176045,100.0
9,10.517885727322046,31.86701275781782,100.0
10,-14.662113024087066,46.34514516088585,100.0
11,-22.730075095662542,42.45744811102234,100.0
12,-9.107750194269057,46.170967542438376,100.0
13,12.367063730558089,36.396588064896484,100.0
14,-2.929021152707448,56.87613411247992,100.0
15,5.73956672638455,48.76883886060993,100.0
16,-13.922030467746524,33.470389983932364,100.0
17,2.0995569268030154,17.53617988932092,100.0
18,-14.806388475947793,38.9783569535293,100.0
19,-2.7396043891632305,59.278860368310795,100.0
20,-4.882998234794377,41.620424947942,100.0
21,-21.241661682817423,49.770709418406085,100.0
22,34.22098529989791,24.29260576850747,100.0
23,-9.343184345568954,39.4302820141733,100.0
24,2.1493663189853347,50.7539562425589,100.0
25,5.797122360874907,12.09815747464844,100.0
26,8.893998414683445,38.92050057230029,100.0
27,4.973225504424393,44.95735848518595,100.0
28,3.8584758648748307,20.68130599412541,100.0
29,-12.45915624174491,50.705233214863775,100.0
30,-18.530095343024467,47.754187781301525,100.0
31,-9.343945672421894,28.59751542792473,100.0
32,10.817173361431827,1.536779518642856,100.0
33,-17.600508728266526,56.602137443179195,100.0
34,-26.793342241013903,52.80475657507585,100.0
35,-15.620219568839996,44.972703713416465,100.0
36,-4.620906164205602,43.12647663346798,100.0
37,-10.23914106075528,55.384747497205986,100.0
38,-28.472656828733562,46.27924970585584,100.0
39,-17.28515165955678,48.68745802484782,100.0
40,-13.459061048894032,56.50530428345415,100.0
41,-0.2307063772518554,35.64309251594938,100.0
42,-11.84279709620006,50.62723943361146,100.0
43,-5.827045385204634,39.339876890622655,100.0
44,-28.28932531537762,57.83525983607781,100.0
45,-9.880865510712734,23.783653257941182,100.0
46,-14.606936477690873,81.88133564228151,100.0
47,-15.463066990459804,38.236057822511754,100.0
48,-20.33357031901606,46.00661780532771,100.0
49,-13.194744263440668,37.81800156990743,100.0
50,11.73788737256585,36.57804977491281,100.0
51,-33.25073477059464,42.16831771144885,100.0
52,11.750816377423533,24.89029460119241,100.0
53,1.5279918432020487,49.35786966724507,100.0
54,-7.918221033871354,22.830273107765443,100.0
55,-0.4276690243283209,49.43682356863016,100.0
56,-2.8533560571117316,16.40161900771888,100.0
57,-19.480496752930986,57.40517642842723,100.0
58,14.32408368658279,32.266929286547956,100.0
59,-11.177206143228638,60.02265584221132,100.0
60,-17.714683247047702,48.84458260620535,100.0
61,-35.887956852506505,26.64980470345698,100.0
62,10.735190347054031,45.59459921655203,100.0
63,0.43927314867813294,45.80507137826319,100.0
64,-3.3503295400914546,54.32703532772076,100.0
65,-28.019984082934766,56.42811825349227,100.0
66,-8.008795276746152,39.235176580164136,100.0
67,-0.4517016257539843,34.33237006796151,100.0
68,-4.703073887953565,25.502403023155296,100.0
69,-6.577378172109254,22.860591505393458,100.0
70,-17.75014536294042,55.098423718866684,100.0
71,-11.902474033971709,41.545135393253645,100.0
