unit_id,WaterClarityScore,TurbidityNTU
0,-45.54518392358632,58.280105146152174
1,-33.822206887341764,62.30658553557667
2,-15.293740458426253,16.009078314620872
3,-14.182973296553179,29.91952893727674
4,-12.76748858886697,52.4170583271736
5,-46.403553122028995,46.845179716819956
6,-33.984806178037175,50.60536604924301
7,-36.17107364727552,62.20849149150172
8,-36.70883860318806,44.78736324020956
9,-38.275303643929036,60.69827575170762
10,-56.570231573570766,31.964004508013474
11,-56.643335229698046,56.6827910464966
12,-41.85855317073913,47.626085217625835
13,-31.80984079128171,35.393430545251334
14,-56.57120703269529,40.91034484560966
15,-49.65698568470091,53.753275360162824
16,-44.49369313278335,65.85297157081777
17,-29.503820239221035,38.04327937050502
18,-38.74978854251644,54.101554489487846
19,-19.019999385616853,37.076741463914345
20,-33.23012070206011,40.084374275517646
21,-37.87666963758187,56.10866133928192
22,-39.59986744153846,39.450185971905164
23,-50.36300444513222,61.853060657181366
24,-19.435124238914256,31.962590993920685
25,-37.59158742063589,34.69963954584362
26,-55.81229690430281,52.009736403891324
27,-20.696607622025358,44.03282895567622
28,-48.91599776241965,36.48404893816087
29,-20.02462017117937,20.796576677373103
30,-51.33260303923767,62.046152677332216
31,-46.302238629044,34.683682679595876
32,-18.81018634870843,42.80696148948174
33,-58.1320161394572,45.88101552364244
34,-30.70098039705399,55.26657021330989
35,-23.157289028622415,20.43218330227322
36,-26.05340716731145,35.496814467306656
37,-40.589431884681524,57.37576225652574
38,-27.569110708474984,44.18475274338691
39,-41.99235060522092,61.07266999872679
40,-32.2706699967775,42.99071331568774
41,-41.19921460599468,49.072755014361945
42,-27.16036479624063,29.70813257238479
43,-17.330179632794362,45.4911118167408
44,-30.327163547178564,67.20451880288934
45,-41.51118908157711,59.466583816331905
46,-42.40417192820735,67.19412026101304
47,-50.18300365324505,37.81502239671006
48,-40.18707963153282,47.50349206893944
49,-46.18098409078668,43.50547345998089
50,-25.29595334841827,43.376939249803264
51,-27.314770865799154,75.17754491379918
52,-35.454737470162804,31.811387520038096
53,-49.40603222955218,32.94574653326462
54,-34.60947405720932,59.90295902043922
55,-29.79387850057329,43.915271793056085
56,-38.48336381584385,37.97634491080203
57,-41.0623585789568,51.97223045183174
58,-16.110782756668332,47.45753805131368
59,-4.938903293027716,0.7501102424328714
60,-43.81938301801071,48.80679068049843
61,-22.945095051784755,35.43746097028828
62,-77.57463754883948,56.43744818084863
63,-36.02761802516341,59.75689024443596
64,-26.113360258880707,35.818497466539704
65,-35.75940212489293,40.186231894069664
66,-24.57071572565682,25.73458502282606
67,-43.7761181002139,66.35132470948456
68,-50.77631452111516,53.661120959639774
69,-43.36044279978383,20.938537445164613
70,-26.490306769914987,12.477502024277477
71,-18.504147551446607,41.834233402261724
72,-44.7411200016596,55.16673654518732
73,-33.17946091877856,33.50350847002042
74,-24.686739246392605,39.396158464311114
75,-38.59552682043982,60.09532326581306
76,-50.456364089968794,64.2915957749096
77,-27.33473145752997,44.904465371500756
78,-20.600526582603944,42.98744905580699
79,-34.14214674334695,39.37921340353877
80,-73.66398868269016,46.259252154598194
81,-30.125099342187983,56.3280848650387
82,-36.49978457526112,45.314118060410465
83,-71.92114061540822,55.85601264044802
84,-28.540011059485256,49.5653000172334
85,-38.8777449581369,75.74498189714971
86,-69.65716249844647,46.08392700961567
87,-44.03709033711074,51.131005978301104
88,-27.702279199779145,53.04012883951822
89,-28.79415143215422,56.026798515310595
90,-49.937332077578944,39.34634442389355
91,-77.68331428882314,63.5409469574995
92,-14.62066507970141,27.11437325532766
93,-29.411364034076072,45.779334196295316
94,-45.59465117622376,57.67565244447219
95,-43.04294585962297,45.54764319769516
96,-9.975940992165441,36.09119362558834
97,-27.677333331301085,38.288514043828435
98,-46.743910673368916,66.36997900628347
99,-51.487608270879846,47.31055225068175
100,-38.20152546221066,38.28144286122649
101,-18.12852211162144,54.22957379942816
102,-19.658004482133197,51.21333049522663
103,-38.17504374963599,58.107443321222135
104,-36.51798727444469,36.96253553138469
105,-30.70698699024836,59.942256089793695
106,-38.672156176866075,57.438542563931215
107,-46.72070201336385,67.58233550026524
108,-35.069662694693655,51.172304790958506
109,-48.80464795609939,60.56710276719755
110,-42.39204005423691,55.45389778199196
111,-69.5548222403369,44.12509823173572
112,-57.749089904092614,35.18861388299559
113,-37.5029065696795,37.80214140904441
114,-18.919100196794368,47.317205517942966
115,-46.598443536077504,36.212358239135945
116,-15.943057759520666,48.684220595439186
117,-4.254810397626722,11.066901777980892
118,-10.445270176598735,22.18420028372538
119,-51.81833975513852,49.45635141883245
120,-35.18102641100703,43.81921354616822
121,-37.326602006625315,59.382217705188665
122,-45.17771366147293,58.3702805267076
123,-22.06835042877716,33.32573607547715
124,-38.3928835124773,49.563238851238566
125,-32.06839768455406,54.57428530977361
126,-22.096635861919207,39.4990383250657
127,-23.8601961470482,43.039378615746934
128,-34.05703009379311,25.865013172886712
129,-63.012143190447276,51.09255883506747
130,-28.115606312784465,45.05859193491854
131,-8.21215167786365,28.5944116189606
132,-59.13741090538286,76.07884831814594
133,-41.02492436558888,38.46547033532287
134,-35.72474308426972,39.41575713483806
135,-53.38498650612801,34.85885512567752
136,-43.608989786911835,36.190858329686726
137,-73.78533907088827,58.44166455051483
138,-18.053353140966333,54.84025877006951
139,-37.61428225455417,45.46091468201535
140,-30.76446529648784,37.12910901354715
141,-41.70524831332863,61.239113825740226
142,-54.55305493486232,50.120798192689655
143,-27.181563065149703,41.0566620044054
144,-44.85099126454566,37.992457594230665
145,-4.930520635776545,27.75708850098965
146,-47.40001636101681,38.35119530796579
147,-29.530184910013062,60.32493013696505
148,-26.986565531237794,27.65256436571341
149,-23.145704249386434,55.72882778281997
150,-31.414855169673146,39.53111613277325
151,-54.95952458798631,62.29282784213827
152,-54.13161458194768,51.48278459148194
153,-29.708967378630373,58.87638422534227
154,-44.06896569818434,39.23326405232551
155,-39.34026301796772,53.24926292842861
156,-8.0388282578654,54.55391262019121
157,-56.81729187924019,51.35433706773475
158,-68.17792287760109,59.063993935840415
159,-18.76013662416387,41.550642435572506
160,-33.069100486277954,35.128738511660224
161,-24.378730435081962,33.60512156247214
162,-14.863713203861373,44.98997962600108
163,-20.765178322778358,54.04647031372413
164,-12.618258370765597,28.842718151350837
165,-45.294164729286884,32.7979275203408
166,-31.968502818892937,38.477051693925546
167,-39.86802294822889,56.656419757966695
168,-67.83537715605759,55.50329425615796
169,-43.58579652998309,33.10507215190873
170,-53.051986967140934,53.68894582986787
171,-10.710961927991022,30.366883259383116
172,-30.800655802093313,45.935402568004925
173,-28.613543202122152,37.79925917401618
174,-57.03717171289299,64.37642899276274
175,-34.628643811944585,30.529500392762216
176,-48.80346109910749,44.880211805080705
177,-49.198662434970466,56.14211165903778
178,-30.611621741691927,65.60064106613281
179,-3.579713189432964,31.205006674372175
180,-50.87005899475054,40.82261010377065
181,-22.907093401465907,38.57724477595074
182,-32.71218875986033,63.43453508417596
183,-36.495134737104195,19.748291398440504
184,-23.106167660888794,20.240305607567343
185,-22.364119542632086,28.31489809970809
186,-37.70019720751015,41.512684643197005
187,-32.5203783415902,34.27000376955236
188,-25.009808718301496,37.09528822238798
189,-11.132337521598098,15.274056262192953
190,-43.07089625877822,54.20217279931617
191,-46.28655176777176,32.08830210044143
192,-20.37912716602249,33.011134727312985
193,-16.21010534081227,51.32753840564414
194,-42.28876088572323,59.28891702015176
195,-28.327948580830107,27.20012311975566
196,-29.11782229620834,29.384640418502656
197,-56.69152295768032,34.43559277707965
198,-42.46588538517373,33.29996079199074
199,-31.677992816465927,46.527747417291764
200,-20.02790252254116,42.719082717871814
201,-40.08182290215398,35.552154628888296
202,-59.165887342358225,63.58604350267764
203,-42.7836463217284,62.5488788689853
204,-31.100041983384255,24.123141131222074
205,-38.2781787538798,46.66496367727699
206,3.21972852398178,-9.960543897423332
207,-60.52552903805078,56.77275367294362
208,-17.826808771629345,22.796606282000738
209,-9.182641449678593,40.25387354050766
210,-37.0414834144515,23.66662269955466
211,-38.001646225624924,41.391828030599676
212,-25.276446498959253,32.89477300820941
213,-37.24611425228401,51.28648846857631
214,-31.670517973662022,34.598950950590776
215,-37.39825226523509,40.99564381816378
216,-64.75274999238833,51.68368943172311
217,-60.363059692195264,62.44184665153864
218,-63.5736734545922,35.50208462141774
219,-30.894923749972552,35.31873706135139
220,-59.26582903192846,71.63930987692967
221,3.507901987671265,18.134792512671744
222,-43.01434766367433,32.02014908744921
223,-42.2170456739208,38.21260055027779
224,-44.942188955789256,43.55402805677129
225,-28.326371491267032,25.978819738412533
226,-18.721757779288023,3.990022319994832
227,-58.92885309783387,47.097612717461814
228,-43.061860883480584,52.17944859707605
229,-32.44950227456976,40.475240004867615
230,-56.956738039262696,46.208866468067676
231,-13.224643390731057,1.606426152134727
232,-71.68693781767148,53.581469642018114
233,-29.888087482889787,42.99917598353956
234,-28.485205807670376,55.457904205137595
235,-46.598910226799674,51.31764364849471
236,-54.674525771046675,44.811593440443275
237,-17.08261062327273,29.349979719176606
238,-41.27890743445203,33.76537201779741
239,-37.39323255890999,64.63422369420697
240,-20.079369296116152,22.74578391544049
241,-52.267867720200535,61.713387450679114
242,-25.603456778971065,34.19658421670586
243,-22.496246750602765,15.356094926481704
244,-16.735272337598097,33.86894673336799
245,-51.993892036925324,43.55735934050788
246,-63.419455160597295,50.310945474246275
247,-12.955433849187425,37.504096708726074
248,-2.9131614965796953,19.88938014335659
249,-39.21232117046957,51.89816224814713
250,-27.9204585015285,30.859906337150374
251,-22.62902098709956,48.10606664231153
252,-7.566700468403656,31.849398429053167
253,-15.899740580374122,40.752912754958786
254,-10.657250171374567,53.30923039342993
255,-26.68486969075538,10.489048201603406
256,-34.5782846503424,39.35267048251724
257,-50.62411824560423,49.95625211256687
258,-25.521982363515832,57.798584190857014
259,-49.501420165931684,42.2554443194326
260,-56.509495966700094,58.02773438829655
261,-38.364020878032754,38.68230384729192
262,-34.64396797796126,39.46994835490501
263,-49.421468229084496,71.17894591187842
264,-37.43178202199207,32.73207957613943
265,-65.1663195458569,37.451284973291045
266,-42.81308987630046,42.371330477215366
267,-12.139476297766231,45.15381016345974
268,-10.574315276311824,25.952026760312922
269,-43.374023510296524,52.60159853058698
270,-28.222091195686158,32.92016848122064
271,-33.228598447519694,42.78367063859179
272,-44.80712808158798,62.178454789404796
273,-65.00711534416826,41.216912735327625
