unit_id,HarvestBiomass,GillHistologyScore,do_set_Salinity
0,-4.3979795514775635,50.221044186073655,10.0
1,-1.0437851010931878,56.4423197527256,10.0
2,-4.586275167680728,51.65108271341632,10.0
3,2.060512113361507,48.17607619475065,10.0
4,4.084115177371158,55.93383525165902,10.0
5,19.125477361568944,58.00880962939968,10.0
6,-3.4871767137981005,53.39454757988999,10.0
7,-10.32960655482309,56.31773658213609,10.0
8,4.2585700776981525,49.8164423738578,10.0
9,7.959521333281872,53.72567027109973,10.0
10,9.12673241516183,56.879633064311435,10.0
11,-1.7562430684822452,48.54892131539752,10.0
12,2.4513891683591718,37.36668911577861,10.0
13,-0.15634642009803645,48.40803123031455,10.0
14,-0.16711298924547968,51.98095786364967,10.0
15,3.4797354780931045,53.26066507667998,10.0
16,0.6853595124282097,49.810427069309966,10.0
17,15.108323265761605,29.211284380387568,10.0
18,-3.2945000470612626,52.96045100586147,10.0
19,6.982285776938014,19.613622869137124,10.0
20,6.922662744596694,48.91221967472158,10.0
21,1.9614376310391295,51.949722951336625,10.0
22,5.354550590968644,47.21244405358758,10.0
23,3.9135407580843045,47.75713882837403,10.0
24,26.603753612398187,51.923404037565945,10.0
25,-2.1782333032815435,55.629245109948265,10.0
26,9.694251626483815,50.62338667804546,10.0
27,-8.040586990264085,54.64647118879815,10.0
28,0.6084482517721528,53.83711081282498,10.0
29,-7.413546177495672,52.148080430198746,10.0
30,19.983354898823865,45.57619481434119,10.0
31,9.956453241346624,55.32316176775158,10.0
32,9.331372880910186,53.55909370778256,10.0
33,10.009165997239313,48.73901346088112,10.0
34,0.48992532149573886,56.46229034240201,10.0
35,8.899898086498661,56.457487932011205,10.0
36,22.48502629847983,49.29509456289105,10.0
37,13.740539370152659,56.48578290871013,10.0
38,-2.0676452231722946,55.12603970133839,10.0
39,20.959319894393182,43.352452382775645,10.0
40,7.687744227240088,57.397000956970096,10.0
41,6.338615010637078,56.49040687379279,10.0
42,10.011990589097278,44.32668635740304,10.0
43,36.90232637675466,36.175105225533166,10.0
44,10.753878545029755,55.915133995921835,10.0
45,5.426124567747776,47.29865654313426,10.0
46,1.6193802913644797,42.540944449371786,10.0
47,13.396156393142192,48.82917152859913,10.0
48,23.274705485039114,41.68483003123822,10.0
49,8.795251544468353,56.050342998653996,10.0
50,8.876171992252814,37.40103215507632,10.0
51,21.942003566973117,41.16204068543593,10.0
52,5.564235701628398,51.10572954925007,10.0
53,0.6736398421393024,48.99239196452058,10.0
54,24.152222516493147,46.35753715207795,10.0
55,11.545518492353162,47.941402469287624,10.0
56,0.00011498086381472872,54.99255081632335,10.0
57,8.303138203930118,56.02264041680675,10.0
58,5.681480985808324,55.32161656174511,10.0
59,17.288307066601142,41.11179329551273,10.0
60,8.059436172485114,55.87507397732183,10.0
61,5.3029960813276436,50.10854332510124,10.0
62,-13.088229433400071,51.91295779937668,10.0
63,18.404324627104405,52.856759426819735,10.0
64,11.57245173639112,52.51148150634503,10.0
65,9.899247025737102,51.89213593767383,10.0
66,-4.974564631907134,55.04975664908621,10.0
67,-1.5599468392652067,53.819712450994174,10.0
68,27.729405232257964,9.377527393165192,10.0
69,7.894947756951636,51.931973012744095,10.0
70,6.631721614114706,55.003447063051404,10.0
71,29.155801713602873,55.91858335866846,10.0
72,11.522684891635077,56.045618047765245,10.0
73,3.0468370065890653,50.65117724794888,10.0
74,-1.8775879945153593,54.19030560787725,10.0
75,2.945666684035195,57.283158554515886,10.0
76,3.241033105083498,54.57601941954359,10.0
77,9.868788877428884,49.83045551745055,10.0
78,22.362668885681224,43.9839298734709,10.0
79,11.817254645218698,48.41681996517729,10.0
80,3.0042618310012976,15.556725818018794,10.0
81,12.242676679893341,50.587983002291416,10.0
82,14.843447512303676,44.15066064046641,10.0
83,4.787079647118923,57.22911336629376,10.0
84,1.5604328748631615,57.78374222204036,10.0
85,25.463539628156493,34.74540767068381,10.0
86,2.5107961115242254,35.22039840997499,10.0
87,17.495763084043727,56.044787595910705,10.0
88,14.811987239330247,56.38490303974776,10.0
89,-1.8267138964615168,47.45270618150567,10.0
90,7.1769495469249875,38.794237827866546,10.0
91,11.257316757651541,56.89876269943885,10.0
92,12.006500160343402,51.774657593852794,10.0
93,-4.333046737291745,54.927878422457354,10.0
94,6.103621851427734,56.830141904728976,10.0
95,10.583497354598947,52.78033321966493,10.0
96,-7.494977628531886,56.19763904106544,10.0
97,-2.5546325187466667,50.55172032405055,10.0
98,4.092186218880949,49.45778794576362,10.0
99,10.869913549563632,56.424211995340485,10.0
100,10.53919237411672,56.8978796518257,10.0
101,6.687971409631638,44.381071809873156,10.0
102,14.214911726096087,53.15391166907885,10.0
103,-5.24075477435984,47.494527146273605,10.0
104,-5.64974071600706,53.97337390214485,10.0
105,4.323068270932649,55.98042576964994,10.0
106,-8.84832476798059,55.88617336010562,10.0
107,19.475962424892618,53.22990189017288,10.0
108,0.04975524357844613,55.44310458833783,10.0
109,3.1864388933032672,55.595689690230685,10.0
110,3.3590718677036855,54.6318072008161,10.0
111,0.2839076513084701,46.5218985709103,10.0
112,16.46900593008455,54.10134669223547,10.0
113,15.912891497809774,57.05853202308585,10.0
114,-4.366743851007898,55.78045845604241,10.0
115,6.2403917437160334,45.2603736737017,10.0
116,9.531614786792304,52.848059234963735,10.0
117,5.116310732263937,33.52386568943523,10.0
118,5.317667466237204,55.51308721453245,10.0
119,-5.002208681412796,57.18885009219348,10.0
120,9.65893545925658,50.30160569791117,10.0
121,13.5094996951594,54.85037029727067,10.0
122,10.582008281241048,50.81799485433371,10.0
123,16.6235123593747,20.953268150918266,10.0
124,4.862804607248152,46.43595207070077,10.0
