unit_id,HarvestBiomass,GillHistologyScore,do_set_CalciumHardness
0,10.472835365706326,52.43527517199544,100.0
1,12.2120908149742,54.1537716873122,100.0
2,2.8557663639015294,54.15598464042727,100.0
3,27.08308756083661,11.535051737193623,100.0
4,43.98670203050925,13.7044067520643,100.0
5,12.883574273194185,56.4673463399988,100.0
6,20.587106363577043,36.628714736231636,100.0
7,2.714933353529851,53.483950207304844,100.0
8,-5.05021560475894,55.70268768828404,100.0
9,4.869484078276861,33.927722842129185,100.0
10,4.768425660164106,56.847811948312724,100.0
11,14.656855018565333,42.35213822117784,100.0
12,1.8415736970528958,55.91703980000129,100.0
13,14.982045221337717,54.110936773269586,100.0
14,18.883850411187204,57.35860656616736,100.0
15,11.818161174789552,46.44578403965373,100.0
16,0.24045044232761326,55.41271909695839,100.0
17,13.992016519512909,35.70187299525287,100.0
18,-0.28789768276886574,48.05122480219731,100.0
19,11.060921964356016,49.05165951864357,100.0
20,2.1379225427345463,57.0719218093374,100.0
21,8.907602683203978,37.74796607793473,100.0
22,-2.5843441069641564,53.55450949780903,100.0
23,3.5654768273044892,46.80498186325272,100.0
24,-6.833201102895341,53.26812798563078,100.0
25,10.487310917880876,53.27203179143192,100.0
26,-6.241200200003357,54.68810687209561,100.0
27,-0.13409497111634705,50.46808453032133,100.0
28,6.661861979984568,54.50951775288192,100.0
29,-3.8123098810239395,56.65939715883799,100.0
30,2.7735208268993587,55.1878456783915,100.0
31,3.864513172294884,54.172601029103895,100.0
32,4.189899826044152,53.49407101996849,100.0
33,-0.2684951812381372,53.43056886159577,100.0
34,-6.008115940787011,45.35099229383872,100.0
35,6.922921836629674,49.70248469850075,100.0
36,7.582397862508487,50.14633250465376,100.0
37,15.780219122565203,23.877352867489485,100.0
38,1.9521909444635934,53.205758571672064,100.0
39,3.208327571222654,45.71108677414187,100.0
40,21.9013169307998,55.62196311098806,100.0
41,15.224747508652154,55.05827249204664,100.0
42,1.8184865881249377,54.92865093443547,100.0
43,-2.9567543243383096,53.22204221609137,100.0
44,6.608618786195331,40.32038681583654,100.0
45,-6.675824661818764,50.492780940928434,100.0
46,18.750241026328503,44.789441642187114,100.0
47,30.73503401822808,11.668104033868925,100.0
48,8.437396319024394,47.35563458228233,100.0
49,7.240720331416671,48.10371069973647,100.0
50,1.5671867084234323,48.18745636348489,100.0
51,9.828062209302223,52.18160278166631,100.0
52,18.27462668095703,41.54304731724058,100.0
53,7.525922556083778,53.40826384738895,100.0
54,16.21949317929712,57.63702296228025,100.0
55,20.0871130015156,46.65873313939474,100.0
56,18.486846710440567,52.59721156196121,100.0
57,7.923371150584444,48.13038884690755,100.0
58,-0.00029062954537417696,53.36269951916609,100.0
59,-2.028594240726477,55.47301275194747,100.0
60,-1.4224956993713924,35.0829549940251,100.0
61,4.118576615270474,48.53755580034561,100.0
62,13.19570999399265,45.29536160971368,100.0
63,18.509062689439595,45.516281851488536,100.0
64,1.2601488161716987,52.105657741528795,100.0
65,-3.7740540202586437,53.255275676421704,100.0
66,6.135116480426129,49.54799607721999,100.0
67,18.4310617676048,52.70274570197208,100.0
68,8.631351700145112,56.44992797323409,100.0
69,-8.198749439963148,47.548494529139674,100.0
70,-6.597026522089057,43.02936610321772,100.0
71,6.466965322060591,56.450153952209,100.0
72,5.454767049703183,23.176415899899997,100.0
73,5.360216071634404,55.579604976019354,100.0
74,10.48441979213626,47.81626463740575,100.0
75,20.487442007259567,37.8334801690712,100.0
76,3.7516070312019485,48.13103306012622,100.0
77,7.588388110375399,52.44757058915877,100.0
78,17.117259164860993,49.96320481069929,100.0
79,1.1260863934415897,50.83365251560476,100.0
80,3.7668540733708973,50.66782715546954,100.0
81,4.7250496925743395,39.00486962641179,100.0
82,-2.467488879325164,52.49378736973585,100.0
83,9.485129235086994,40.85723222369911,100.0
84,14.47251745539263,38.467693160684156,100.0
85,9.484340971013888,56.459735121915344,100.0
86,8.248341223174885,51.51810175915646,100.0
87,-0.899975242950287,54.05484190255546,100.0
88,5.993642707633142,46.4226277593219,100.0
89,-7.092226796322549,56.329942930667755,100.0
90,-4.6313916725405555,53.01569591474951,100.0
91,2.259267762154517,57.34842567453008,100.0
92,-15.75551292847322,45.607316720196394,100.0
93,-8.301350642950164,52.338901978127225,100.0
94,3.1544161391351895,55.39484418928405,100.0
95,9.336799501158197,55.66593494804489,100.0
96,7.698819799047836,56.776158597477504,100.0
97,0.16192324429820826,54.244006786039684,100.0
98,0.2965518166122648,35.474977819448675,100.0
99,2.871814157814869,53.16317496892822,100.0
100,4.078836632015394,55.44296775632029,100.0
101,4.858312764071852,55.29999561013131,100.0
102,17.642732523249656,8.959946992244614,100.0
103,9.134614750009892,40.531688686491705,100.0
104,17.824888363164288,56.403084462469344,100.0
105,2.1252194566615286,37.63866142074567,100.0
106,-1.9639331841491168,55.07535532305669,100.0
107,10.437305350307966,39.30148039327038,100.0
108,19.887181206989368,56.35027535267901,100.0
109,4.447249079839185,53.5273453173048,100.0
110,-6.975579353322175,55.12347321124024,100.0
111,11.351956345430246,50.12627468120463,100.0
112,3.832017648546739,56.0092780846686,100.0
113,1.0363535194134492,55.16614613483167,100.0
114,3.9609933488790996,57.820345666235376,100.0
115,49.222963867349875,46.57540946437554,100.0
116,7.272117202125825,52.305395788635046,100.0
117,8.451433471223432,53.89825141422975,100.0
118,23.51539732671538,57.811164826099045,100.0
119,-1.0290366787989358,58.61678733397716,100.0
120,14.906448032316634,58.93152015294711,100.0
121,1.9110100613856815,49.59068657544266,100.0
122,12.784159196169515,57.84270403463877,100.0
123,9.28784456328915,55.05961170770972,100.0
124,-1.6287177277265732,57.03331773106784,100.0
125,1.9382409411987802,45.0694376826543,100.0
126,28.501393968644127,33.51631779736796,100.0
127,6.82880636768156,52.475852039583025,100.0
128,7.616162119485438,56.14416851216341,100.0
129,11.89323501758225,55.291250790690725,100.0
130,26.8301299056211,33.51629920902427,100.0
131,-3.3331210105972797,51.1203112886707,100.0
132,-2.841905203789576,55.60014751424188,100.0
133,13.129495585003966,41.658191949116805,100.0
134,10.129975358229217,51.781011696072596,100.0
135,-10.861286092482892,55.3874192814764,100.0
136,10.365764822074057,54.89101603698375,100.0
137,3.1987501729450134,55.845137963673885,100.0
138,16.95047022415156,45.87178752100349,100.0
139,1.0459190702364765,48.1558273430638,100.0
140,6.54472091079667,49.680911182489005,100.0
141,11.094045192119784,51.52044855220281,100.0
142,8.868601922125322,56.54292797978494,100.0
143,15.819630089173497,43.190240005786094,100.0
144,-2.960508183743638,56.67719798414423,100.0
145,8.906060331362763,18.053074027162182,100.0
146,33.3032874256712,36.5323363030973,100.0
147,3.1880161924484267,48.34150568746078,100.0
148,14.39312283677654,46.22648524092722,100.0
149,5.407946820583344,52.88367483781254,100.0
150,26.027851286510433,50.27924485326627,100.0
151,14.801883727271033,44.893186490976404,100.0
