unit_id,ProductTiter,DissolvedOxygen,Temperature,BrothTurbidity,FeedWaterFlowRate
0,4.201529396104213,48.29291694580979,39.73074909242267,43.2930610734255,38.03297856751082
1,14.189368579127528,63.075484471610935,36.079363973269984,51.35968524709863,39.48377468234534
2,21.47708427900301,64.61831572510773,42.489838380235255,16.621038355535696,28.540650978735787
3,28.222689025466984,44.29200210879343,31.058520185705476,18.083490888152554,23.67889923196849
4,23.234626712803433,79.88612727578169,33.90055979111704,71.93456694273225,39.79657435873074
5,14.661815599666264,59.651172617943615,47.70139501626915,48.94466043720281,41.83114090358589
6,6.788477077124199,54.00565484473027,29.71682404803944,69.6587777484715,47.07238739283118
7,14.918352024511247,68.48733105664553,34.991261750347434,51.622778526469624,47.399220906114365
8,9.38166749399831,57.84092422277394,41.66879357929535,84.20188709461135,41.92763364368183
9,10.86781335541472,53.01184447313526,35.851175909745834,28.18862173621867,36.936444846703125
10,14.27771675800653,47.7659113496226,45.215715298107355,52.26172860193176,40.702850594276136
11,-2.2100610603736324,32.5451056918461,40.262463164889695,56.951886723631326,54.04047437222423
12,27.56076438640997,59.19318231221989,36.1762480593596,52.292225267539486,35.7322326782528
13,14.752377404501367,49.72980164971725,32.93709429952883,66.92041976118237,45.35043679489346
14,-1.6967141421153196,37.18611325300665,46.59891216920375,68.21542737927996,47.69462755610504
15,8.349639677309142,43.826749320106025,40.185285639309434,62.484699289685096,47.34426655869255
16,14.721368525695134,45.19372890612458,34.85286278088366,30.005559086582778,46.65715673192567
17,13.238034824950459,54.959480045284984,34.73068638046416,45.098973799448466,41.66688012613388
18,54.09832531101996,53.86397143680383,36.251823557012365,5.240380188367052,30.372077416360792
19,19.5558993266277,69.36874390657786,39.424348044421535,44.4919099622877,33.63524317607501
20,19.06271819795506,56.83979180805806,37.888064870983705,30.49716389041106,37.552149067918876
21,11.107800407921584,65.93129743381377,37.44007034437561,46.752931720353,42.60883175115086
22,52.72801109971612,46.467258539863124,22.982819500002954,23.044720861511905,41.4362277689723
23,6.6406134454137105,45.56473813378442,37.85992113339366,43.3930173024913,48.29422481847447
24,14.420912615447506,54.60906355992216,41.01094546033096,67.45570269343658,30.76396623437029
25,8.61210944341665,54.56987549159472,43.614751660100694,67.83381368667922,32.03729364670701
26,33.27936393239721,43.84505769982216,35.06872160936967,23.000306354762635,45.99724549728578
27,22.575997144479764,62.99109227058036,25.68423636977479,60.31464922310609,38.66057427096944
28,5.054927495863227,35.16847296111862,46.805896426443084,72.18670917294547,39.200408059523625
29,24.105211207897796,72.87801803688454,40.823407251150634,38.02801739146545,38.30486277109853
30,15.400236109360268,62.73975837308829,43.1058545656008,44.34464466446725,45.690239174882784
31,35.04413971213013,48.19448605733125,34.99552257702651,25.61071868481101,45.52671576059725
32,6.256548916865449,54.33164908365719,25.28210781377061,53.6230931125349,45.53454098072481
33,27.5011848676103,56.85835510949718,38.18187397801534,44.47763149630782,56.606986389767776
34,32.22840804546093,68.72035017721818,33.68817373205133,36.0182115726117,45.22161307524737
35,24.516464121057393,75.03612708323038,50.525419577746035,51.17709847238843,36.17510187562253
36,34.28044268653728,61.87032883137475,29.507102782444623,43.65783094508055,42.873733226397974
37,16.069531705842785,50.91111241409042,27.872766262983188,63.932883285620456,52.92075793923772
38,12.502848653576491,51.3777612299357,37.67487547812119,56.96984944370066,31.524229608255755
39,-3.583428784078289,37.656920855261774,32.417114317278894,63.231779204719565,43.139472600731786
40,4.701412975680071,45.706800184360816,31.83513322912582,40.04119830049018,34.60104739697919
41,26.31231256092932,38.859840929505204,32.066419677282404,21.01375162243993,30.68367747016568
42,53.332686146059,61.56183662648321,33.34060418879683,50.166519851462205,33.820863968505854
43,23.623041496137066,67.79203775182455,27.496333572499893,39.267794726531434,38.79051455642005
44,17.395839252384334,63.085940612170184,30.629138255899683,39.58456221955632,47.67894403595823
45,21.76896893967171,55.470251917889016,39.48956918928533,68.94027186680675,35.67390711998446
46,19.554606632048962,64.01058039245919,35.005749921158056,56.38717817585486,50.167482982014725
47,37.19800336658513,54.896315746967836,40.62897383772981,42.87793371861568,40.283926777909635
48,3.748984216363784,41.50082998371723,33.6587780079646,54.26390910382223,47.581933066495644
49,38.863620115376925,59.318651499383655,43.286366223296795,56.62805400793097,39.66204000237064
50,11.737511054682628,35.73221885406199,26.87309567681663,31.335316438074877,33.83364580759616
51,1.4187298630397929,54.860642300901254,29.86249398452517,61.74702523047138,49.87756544398457
52,20.07683209571291,42.899109452354764,35.132432321130125,47.38512528570263,34.801387208698856
53,51.09448510230448,61.05971498796482,39.41486176215874,23.973538471921515,39.819743066782564
54,-2.850076449651316,51.814346753486454,33.92742524492264,79.45042321640945,51.58930483548593
55,43.3652705500194,58.38286377006239,38.831944835478794,6.308569155520017,26.22322449610527
56,29.191137172752324,42.050423769049615,36.971485361290625,49.459977141686615,32.77410553974255
57,17.249501366444413,60.703348482588595,42.574144977107046,35.118985465329885,47.071201840385726
58,6.079067817864281,42.32710298439629,26.79234134204424,39.43264036332769,35.118722581898574
59,26.835540630936915,75.7290098422491,42.01511880731912,35.04681833033546,38.13949344243637
60,23.03223417318546,57.542666485535186,38.430235015735306,49.97342833188917,44.892688214452214
61,35.28427186773407,37.737670280325425,34.796156064301364,18.41244001150859,23.849159518877023
62,27.520552974119404,55.09947651334303,50.483916281173734,50.36347482129981,60.4206700937803
63,19.561902012760562,63.40881677082601,38.828650107307446,54.330418833660275,41.94665855611139
64,15.33683975515048,37.0010693579719,35.371218332147905,29.672455062986604,26.922192699042718
65,2.4330982433009885,54.49116200797034,39.678805601423996,28.252238388286216,47.816276611216004
66,20.078932641277387,56.77759455036241,36.76694500584207,54.094648912729085,35.46089476301855
67,-0.1329935589386504,55.7244180653852,40.358087458880554,74.36641244026043,52.0202007906314
68,25.7263683647199,50.53554101416921,33.439345602838905,37.86511005418299,52.73268567436857
69,6.551955575775593,40.822002681427364,40.21518738965934,38.49407558868222,36.7984839149983
70,18.928475600178096,52.32463037105312,41.31136550515189,41.526182444015994,35.88042187036299
71,27.15541883847117,63.83565273529176,31.529892504166753,45.33394669642499,28.286885098839065
72,14.073443232890728,61.961585481579526,38.52361759317429,107.28506498147709,46.649147904838486
73,10.950884545053082,40.643286095312966,38.82431290998498,42.75668987292307,33.25156425316809
74,10.747085914481755,59.88475291773065,35.73542618323748,73.59828362594664,41.197240406271646
75,7.8458107104590304,62.443041467688346,32.04723395566534,33.41804738173183,38.65257959191676
76,11.814820784891333,61.30285853304665,49.471163634120856,32.27197877100388,42.50938555573993
77,3.794033705410465,54.754429347852856,43.059149680503054,47.766877822773736,35.27732349075367
78,15.284099807733348,50.1569990791814,31.557307039050254,46.993881731723334,39.672635445039205
79,29.78074342890544,52.125123451355066,32.2335852494964,30.735126922612046,32.38808108430035
80,49.351376787977514,45.71437116423711,48.53963907956216,25.94749594416366,40.659466502161564
81,31.228107707734885,74.914915963687,37.73268666384596,29.226287585881572,39.38731509859719
82,9.778062507320733,57.11204290401345,36.85590841016123,67.26911067259849,40.563400348966375
83,48.462195074249216,44.39036158844695,39.27163532947857,4.64754448363841,46.06886972709994
84,11.386462349638908,52.169099544957454,34.742979090574096,46.23806703711862,35.37682297008051
85,7.72802902888762,59.36316587858548,35.856228061009524,59.21188910217378,43.06316303381771
86,8.638401933273213,54.24424884901158,52.8371963469834,52.99632592499386,50.584702268876974
87,20.416565821208874,57.16223873936613,37.932483710583064,34.1367549114218,40.052592059762055
88,2.980379656801113,52.17168348386473,27.222003092500323,53.241051118842904,44.83588929739012
89,-1.078141443905597,38.237120769503186,25.206360173187573,56.323188262090945,53.585819911798076
90,45.53522954418156,59.05346954777916,40.85448292662764,15.172508682892403,39.74701261916443
91,20.012982251823804,46.69313773788259,54.05236905243451,51.171498983042234,44.825426200450025
92,17.022965783490797,62.684934650284575,32.848391356095206,40.2865180172183,42.585972665942705
93,11.990375193244484,58.54588514650041,27.595407470229738,53.70753983626488,53.296548608485416
94,48.44173880792826,58.49865506748162,41.33891242041189,10.391887149055693,29.480208216864014
95,44.46909472488653,53.65481349098949,30.290251372326487,50.99063813648235,37.78668633844559
96,15.277984793530315,61.51850143397567,32.626990550901446,68.86931871698147,38.17284956679266
97,31.143322006520755,50.10054496435438,25.024774340409436,38.516608579148,37.27888587437439
98,25.6988496780927,45.94844484410379,32.19075855777675,41.7335431835263,42.23774011494322
99,48.45040512948975,66.10736488232972,40.043280126585536,23.953959389267663,44.0011430391104
100,23.345356529592,67.04381650593803,44.55539431199467,68.14412669909456,36.45001538636639
101,11.981881380517324,68.93440243832143,37.16413355219117,68.73748643841017,33.53674626135669
102,12.399982380013826,54.898478819577925,34.346541219606145,55.300996901895815,32.126273264066974
103,-1.7569562930242357,48.82236904940674,34.527156698261805,48.23587817915002,50.79519094161386
104,9.60111269592433,41.89978809110884,29.66043412534036,37.28581106868998,42.5235101074175
105,19.707048562673457,48.82414914017072,32.73764228727466,46.3954475050507,43.418067708621614
106,0.7443156375510886,44.56080610923591,29.357573946400287,71.52459417961039,46.64090310878215
107,23.947265612205953,69.11126983481815,39.85876152806395,53.401604517105355,43.473008822403344
108,23.896703203365924,50.76531260449048,26.708586267725956,33.14676182534102,38.783685575929916
109,3.139015982667799,37.07668754257507,35.406980411440955,43.18665295662285,41.69273438032543
110,7.8085797590496195,49.14181521595861,38.65000376460514,99.5287997379117,50.1009120773416
111,16.777917609649087,23.40075201585563,47.45799714387858,42.45492416567804,44.89311689906693
112,25.095393814043852,39.47749033947461,40.386520122831485,38.223836905146385,41.41579912847602
