unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,FeedWaterFlowRate,do_do_controller
0,11.145376312188574,49.120529011832964,77.12341036488078,53.6986039861216,80.0
1,33.21061844284373,64.09599028845103,80.0884888850744,37.93604773127469,80.0
2,28.59341305108817,18.278601862170717,84.81435808876748,37.93549124558261,80.0
3,25.339809308629626,50.41750638353185,85.93422371087402,50.79202875312084,80.0
4,25.27358937534964,68.80502522086275,80.12141563986698,38.704848798294414,80.0
5,-3.8543911921848624,47.76781837254916,86.41317320910592,52.044286542999465,80.0
6,13.974424357746447,33.54360638249719,74.02990687129227,29.774256215281873,80.0
7,43.98784154255918,-7.571706752508263,77.48748773136857,33.747178436147124,80.0
8,8.967078115789928,32.347457855706345,75.8548221232049,41.64822913311468,80.0
9,51.57405890227938,35.73484399248853,77.80308437439068,27.20455914221849,80.0
10,46.84308268747517,39.00577026643945,82.30628814275815,38.32525037102956,80.0
11,3.0878401959332926,34.00509929921383,81.34461151111074,52.663357512661705,80.0
12,18.491668721826766,52.61657202281293,73.60083339336956,46.23131308751719,80.0
13,21.561228568831254,63.98820354817569,81.07783399546067,37.609715715696865,80.0
14,27.167661879825477,70.43195451207903,80.53241467925666,39.3617452192537,80.0
15,17.049275510358537,67.20999605850947,81.97566598524558,36.78448901892215,80.0
16,26.87963717217434,21.288054091859202,82.97124089584068,37.5003289931225,80.0
17,34.7668637077606,13.691861583631209,81.82224373099531,31.024311430749492,80.0
18,13.640128212736753,32.62986579965121,77.96968846746817,43.40298927931811,80.0
19,8.984271762060473,79.9038249054699,85.87669801819837,31.55426097999885,80.0
20,13.324856627487423,47.8363823786608,81.83378777796825,37.4409855166785,80.0
21,12.060024437930688,47.08475397900077,80.0198096323707,50.067765352719164,80.0
22,36.22305688035126,69.36579757056317,76.21011263352965,34.426623829000484,80.0
23,5.525270206503176,38.405443751895604,77.04204209795877,45.8251792654176,80.0
24,14.229482054493543,76.68477283083432,78.46947371883621,37.47095440605889,80.0
25,59.75134109126148,4.847227996666376,79.94473874612534,32.92204334989287,80.0
26,11.042025452686932,56.002261263752594,84.7772028655028,32.295035594314754,80.0
27,25.860333325404252,71.85546486928791,87.76980766507278,47.35104544172373,80.0
28,18.53498833184885,20.658072110221614,81.08899747038859,29.33639592780601,80.0
29,20.52479592696176,42.561340419402356,85.702055117949,31.11646031214893,80.0
30,20.792479735113396,35.34094055050768,82.79972947186862,35.27869568120139,80.0
31,13.512431036468643,26.077399969593728,76.94019232756929,39.02662212314717,80.0
32,40.17618966303691,-1.9113411712285355,93.9083348878394,34.812725095338614,80.0
33,2.144261651623604,61.54895195355639,77.21876114705522,58.239635012777626,80.0
34,28.102490817930697,40.074026593383905,82.76032534511714,58.43606106618199,80.0
35,9.719155638309655,40.81796204392954,81.37988922117921,38.76873411141215,80.0
36,14.475641595012535,56.11118046843028,83.16574766545082,42.70138215639441,80.0
37,2.49280782346424,70.36529517978349,76.52491412833015,51.97821298113342,80.0
38,60.1457256001024,9.296374661474665,80.66975059078055,50.90572091422452,80.0
39,-2.926974313370545,46.561024742819534,84.22001270093892,54.10579268113079,80.0
40,7.503220449709903,61.9355137216416,78.70025155810457,34.32870702343755,80.0
41,47.1863645503236,30.785117642014256,76.2577462391587,30.01462467864757,80.0
42,6.42559559044013,50.324668184769735,77.14960723443166,49.22677072310764,80.0
43,32.52892753231232,35.73554369389589,78.58794089287444,41.88676409500751,80.0
44,31.017418351150138,41.050067944050156,83.19324572356996,51.52237884109022,80.0
45,23.916639045774097,22.46956949777876,81.20039846614068,38.11169749903931,80.0
46,20.127201172593495,96.83902235630859,86.24587978597201,46.12695502031838,80.0
47,22.555207549245143,30.780288189292584,81.29204330456086,43.13915846239115,80.0
48,3.4392271328386723,43.35322878647863,74.5040777646048,52.131781897385395,80.0
49,29.435971894487647,29.146443708672155,82.01101842706389,35.27993890358641,80.0
50,21.032522415425184,56.04881609266859,82.07582435095323,27.38133617212349,80.0
51,34.681730002382636,4.644858705676828,77.2097572566235,47.801674935493025,80.0
52,28.330353794054524,36.25818886693786,75.41946791445513,29.467181748310566,80.0
53,24.695411518386166,79.79423902211425,83.3914703102759,39.61150453539356,80.0
54,13.93634736638629,14.219336337122684,74.46043004558777,33.651484410874474,80.0
55,17.80337460266683,67.67845860581295,84.10313857966047,41.824203605824536,80.0
56,38.08696369383587,4.832156416640988,78.86266431438568,29.609720315145143,80.0
57,16.69960475763172,54.81781980333988,84.25711548571888,49.098240050729444,80.0
58,16.98598156193978,51.969457400415315,78.14315652728662,30.53635069422244,80.0
59,5.13243995860948,76.52018366503094,85.70384903825435,50.85756385157331,80.0
60,9.99511155754043,49.891569258945836,82.64903406048957,45.11084067296459,80.0
61,25.51095554373834,-16.186367332166384,78.27488598299485,49.330305200977755,80.0
62,30.575189837741974,72.7750261860323,82.28969134148136,40.518287679263025,80.0
63,15.759174958778036,52.77639689621655,80.11538098988531,32.33818625009354,80.0
64,24.10843157286822,60.84393643137852,82.5956166144263,34.626717207710556,80.0
65,48.61531658603235,28.90540360278816,83.85028494986163,41.31734954385687,80.0
66,40.82271621124343,30.795801138825137,80.29073501857673,30.70523534420447,80.0
67,15.925840061027948,49.74124220117702,77.96016252158637,50.46311344300517,80.0
68,16.522313248307466,24.238761988299927,78.02889803946805,34.10261472677091,80.0
69,15.19014564814385,17.300128902592327,87.05011539111364,46.085568219592695,80.0
70,10.785356103523371,56.831605475575955,79.44017490597123,48.78955833690226,80.0
71,55.97990600013,24.883167946273765,75.60769760595986,28.98886254224977,80.0
72,31.690255759887915,22.81725445680003,84.19226628981356,33.74418810221943,80.0
73,49.371699740452634,10.689663921588252,78.90156292377111,36.952392315451405,80.0
74,11.771819262567302,45.385599248725974,80.27781625843788,47.598033481890525,80.0
75,8.99136844639648,50.632571007712116,84.25596271759372,45.4443184310494,80.0
76,22.634384844555758,55.04763683661366,80.65525938066473,28.326882365981245,80.0
77,15.096339796100171,38.818021957803886,78.54282294684964,35.56500300756107,80.0
78,7.43409986198058,50.8233350500237,79.30830878661786,35.8715812354928,80.0
79,15.472198356013285,55.354817572272864,83.13680851554228,35.38422050774083,80.0
80,12.636172922891447,29.867787671141492,80.56665781938902,37.52050292225987,80.0
81,21.150887201791747,51.113811942132926,76.84807258443888,42.56985102262319,80.0
82,17.619304531365216,26.752156422322123,83.47482981397056,42.26618603592169,80.0
83,27.72894986737015,23.402095040881747,79.10297025771212,30.105635261033115,80.0
84,6.87155231022227,17.23996122064419,69.28876209056507,47.90624963351203,80.0
85,17.887038689633076,82.12374859953388,81.21495035583428,46.91486342393446,80.0
86,17.6324606038306,31.2001806968177,71.70255275075687,45.63830705524211,80.0
87,0.2805474213051209,59.725632829506786,74.70055924932608,42.74559076924885,80.0
88,42.76549285840841,39.1643157261835,77.66918373653309,34.92998661378532,80.0
89,28.456982252899458,62.73517001141589,84.36731166353583,39.21360577117431,80.0
90,52.8765967275015,6.058130056288597,78.62834174871828,34.354435785098296,80.0
91,4.6860297193983325,72.832901807666,82.7896406163393,55.019049549302586,80.0
92,-1.7733331493400455,39.44595190306045,79.76529484339895,31.21461680911116,80.0
93,37.586352025446516,14.45179741154994,86.61020080232952,46.63130505726986,80.0
94,15.203533730941185,46.743141433332205,86.10509599593756,45.935970747717455,80.0
95,5.865607481119057,42.424134719372006,78.4993180445761,52.539358882098,80.0
96,35.953031713400925,39.20111405231259,76.57526861657527,41.77547976138077,80.0
97,14.210260976167284,47.32381935445858,79.11716435349025,41.01685986893554,80.0
98,5.977379787722793,55.517712269307864,80.26791385913656,43.335464898697595,80.0
99,16.634590537027677,48.97134537050432,78.16282582253835,46.90047691707164,80.0
100,16.335269246542676,28.751172623471945,83.8967881496636,52.645992755541556,80.0
101,4.240453275713441,63.91278884776909,85.56065295589315,45.57255725928317,80.0
102,25.675177418007863,24.626544017689007,82.32791590084516,24.276899812904684,80.0
103,31.904788129670003,27.302403073215743,88.3123129012471,43.0327801242865,80.0
104,25.157550303803113,15.140469188886822,73.83217641533757,43.319795180769574,80.0
105,10.191213053600348,48.94355839152291,85.63135021652928,40.859039279907336,80.0
106,22.401603204097935,48.76508144538734,84.79009593976572,37.0294245611955,80.0
107,8.869651025201152,65.00268339550797,76.63432555370662,44.133744338575056,80.0
108,18.12408909424195,52.453212847499906,84.42047206165329,44.311094966555764,80.0
109,16.268465484032173,67.16948645309685,82.07280354498965,42.63700578492175,80.0
110,17.836171602567088,45.07305851123991,83.33264765804154,52.67974063396036,80.0
111,18.92487370437545,45.957442087660866,80.98273300509167,38.20778333814507,80.0
112,29.576851883390084,10.772442545921123,80.89140164313369,40.19737951254703,80.0
113,30.136694748592966,47.18819950108211,79.75306095315483,33.90282409817389,80.0
114,12.857466026604598,47.522091781546585,79.11760932288061,38.94153282197405,80.0
115,16.04456045212481,32.404949635410354,80.83171678009586,37.065710111685846,80.0
116,9.930033694941523,45.154774053357215,76.06976737854919,39.335647052075544,80.0
117,22.428218984948806,5.231349982301225,75.96452513298411,41.83757087019929,80.0
118,5.588155107188582,66.84120360278067,74.61923104523014,46.26156460327792,80.0
