unit_id,ProductTiter,BrothTurbidity,do_chelator_dosing
0,62.071831078555185,10.236726412557417,80.0
1,65.42476245479764,-7.861028270162938,80.0
2,63.064186535285344,-0.933820358276412,80.0
3,56.52137449947806,19.21559113413437,80.0
4,59.09019741550842,-14.493336100339725,80.0
5,68.75769649641666,15.390274351521008,80.0
6,63.768398132675635,17.816393366176182,80.0
7,43.08959746031287,18.082675663469157,80.0
8,75.65745951224177,-10.19940907328265,80.0
9,62.64990501417594,8.729325549384189,80.0
10,56.17864300443565,2.228601855559418,80.0
11,65.52031432227592,-14.325627737114601,80.0
12,62.26358450159525,-14.452331605943435,80.0
13,69.67078780065495,-14.508212303550863,80.0
14,74.65394294521059,7.732853596562552,80.0
15,52.42016396731199,-0.5595757917131223,80.0
16,52.85662660236527,2.7967934857307784,80.0
17,56.025437471953936,-9.938213880628478,80.0
18,63.287085511622635,29.213330276402285,80.0
19,69.78883002753449,-7.996498818671494,80.0
20,61.3036007592294,-10.28495408018375,80.0
21,59.303372198127896,-15.744271375741263,80.0
22,64.5795188983822,-1.775030159285711,80.0
23,56.448239128983595,15.05802455760716,80.0
24,65.62437096506974,13.072875290826454,80.0
25,54.00559731441375,-17.60723969146666,80.0
26,56.15107970585468,-0.5143257834211568,80.0
27,58.19629152469133,-5.492946873445064,80.0
28,63.159068756046864,-13.43735679912767,80.0
29,59.71765683982611,-6.502207682577906,80.0
30,65.3997403751258,-31.108319521679405,80.0
31,54.84885076336531,-0.15004198505062494,80.0
32,59.014082031779324,6.625562134513539,80.0
33,60.42467530252917,57.36861414056668,80.0
34,56.69087544548152,7.740153020064391,80.0
35,62.16115634921426,20.586969313569682,80.0
36,61.0472554873809,-3.213373885580758,80.0
37,51.35145574454724,11.52808714783551,80.0
38,48.168412130464745,5.096513551440069,80.0
39,71.92123654844968,-0.5011129745564666,80.0
40,60.151376296955654,-17.99279802439218,80.0
41,77.35246282419531,15.903556709557902,80.0
42,60.83973265245624,4.394787025582044,80.0
43,59.190629983425495,13.56054764950411,80.0
44,65.05250036612782,5.459758508191247,80.0
45,67.61026697148533,-18.844956639525922,80.0
46,52.361656498915956,14.196972817538613,80.0
47,52.83065528736223,4.715688777686289,80.0
48,61.63065260091477,6.935009109548131,80.0
49,54.887318603998835,-21.043641037168676,80.0
50,69.34712673915756,5.7474973549060575,80.0
51,59.59786459864954,-8.795310931830251,80.0
52,53.907233793292804,15.159869080102766,80.0
53,59.24572101378649,8.105906851322672,80.0
54,64.80739248035017,-10.543529957511478,80.0
55,58.134536836782495,27.883583892189666,80.0
56,62.13117339708127,21.934085075969456,80.0
57,59.97441994794305,-4.596485786245983,80.0
58,54.293714530599054,8.826239523939183,80.0
59,63.47230420533655,-3.2065785463164858,80.0
60,64.35225459640608,12.186115200837817,80.0
61,65.54876921513146,10.759094214227071,80.0
62,58.512505488910264,22.249245383613076,80.0
63,58.67600697306118,14.189436992266272,80.0
64,59.47714085771457,-0.6012461688914774,80.0
65,60.50783755571195,-9.378221719408876,80.0
66,58.89743096643191,-2.218163737255826,80.0
67,66.6710384643705,11.541276447054322,80.0
68,61.66705237298663,-4.397189840068785,80.0
69,66.73779052552953,7.4589610656281105,80.0
70,59.842173175166685,27.63021748135466,80.0
71,65.19991675033232,-9.79005866604268,80.0
72,58.17919549254744,-16.552339170530583,80.0
73,56.81269862262155,18.853367069561592,80.0
74,63.00370539933093,6.961538986774281,80.0
75,83.00735269264872,9.719054427604384,80.0
76,70.57038152556598,22.997688608025946,80.0
77,46.90990340334078,-14.445390651275126,80.0
78,56.16017786831286,44.74327628096944,80.0
79,64.59969856625528,-13.576076534168951,80.0
80,64.82692965805329,9.949887228181442,80.0
81,65.87160254438962,17.29891153118583,80.0
82,68.9962932986086,3.08881295931894,80.0
83,59.04289505104086,9.744239563034892,80.0
84,62.3356629392185,18.030422999977926,80.0
85,60.01774188467083,20.35321669323821,80.0
86,63.68673651425451,6.53277119771359,80.0
87,64.09546484666733,7.123060271815833,80.0
88,64.18603316885128,3.392879836112722,80.0
89,61.859307475093416,-0.31221637069489283,80.0
90,65.9561161990365,21.246789036839683,80.0
91,58.053293757344235,6.294523334107054,80.0
92,72.427191923034,18.16905769129504,80.0
93,65.95376650033971,-5.253041217871145,80.0
94,58.47400440507475,-6.807808386154573,80.0
95,62.22500148533761,-7.531281891226923,80.0
96,56.43396470413584,16.65180243418834,80.0
97,54.75978157585774,9.98621161197515,80.0
98,52.81662041413698,-4.165395733854302,80.0
99,61.63646995553861,10.997377435163983,80.0
100,61.24772279592099,16.9866827398492,80.0
101,49.59815658529993,29.726995212124496,80.0
102,58.94403091766976,8.608396454990697,80.0
103,65.04681851783906,-11.368742307518051,80.0
104,58.299051170274,54.040794448204764,80.0
105,58.00159688571733,6.717523634612238,80.0
106,67.50059215567245,17.41907381913036,80.0
107,58.259650697400716,9.698617376738977,80.0
108,63.91093309855473,-2.4293593950772774,80.0
109,54.033235159574794,17.82723509793636,80.0
110,54.30908846099641,-4.628903365690734,80.0
111,59.179738347561624,6.1386631485159056,80.0
112,64.28281279968365,20.55190589598467,80.0
113,64.82974668402065,14.461117153634792,80.0
114,60.68004191648201,3.7605493118441946,80.0
115,53.94974757237871,-17.263853751083385,80.0
116,68.67393474286693,6.364354807134176,80.0
117,70.39749069856813,8.140319784894523,80.0
118,49.68797052956468,22.86724267996863,80.0
119,57.7825990412345,10.772187477079935,80.0
120,74.30023032815939,12.793318713998584,80.0
121,59.00016978657793,-3.7735162990423703,80.0
122,61.84795670777789,13.995179776469636,80.0
123,54.3326954126192,14.02755454003961,80.0
124,66.50021867029315,-3.573792011064434,80.0
125,59.192271281197776,25.700206229768916,80.0
126,59.04946535994036,23.811945655814153,80.0
127,61.97355273783609,18.48932348876707,80.0
128,67.3328904970943,3.795661959621169,80.0
129,46.52514710909111,-6.255100398223455,80.0
130,60.52373088483716,-2.54246103444697,80.0
131,59.469053016222624,-5.086476398781057,80.0
132,55.67629202044809,15.068892722850187,80.0
133,59.99292364823651,30.0916674815621,80.0
134,49.15040149534185,15.310153853521655,80.0
135,78.03999808239661,7.629877694517138,80.0
136,59.138353475860754,-13.576891908738158,80.0
137,66.45056027534909,36.95109010961781,80.0
138,60.28353807899363,-12.932808892521379,80.0
139,66.19102511981212,2.1460666627994085,80.0
140,60.04023975060941,-4.537400193506016,80.0
141,55.668487813755334,23.292421504745835,80.0
142,64.2379498500201,6.462460493674478,80.0
143,70.23181348005406,3.2813737234510807,80.0
144,61.330118870546826,5.4953296953726145,80.0
145,59.5284526592051,7.438677339847818,80.0
146,70.28332445337298,20.10824556600624,80.0
147,57.144284244564595,-20.237977204600877,80.0
148,61.6336963059481,7.370738503597101,80.0
149,58.69090184139323,-13.110941257429484,80.0
150,74.30950529086128,-26.820457661793963,80.0
151,78.464452437109,-4.061549444699207,80.0
152,62.2666117131755,-14.17222431252694,80.0
153,64.30912262426895,12.734600957070711,80.0
154,60.9043383470092,-6.363197471201985,80.0
155,50.43693326513935,5.339394916873159,80.0
156,67.55949919163767,10.113970356711686,80.0
157,61.61175087774642,-0.16015734892914946,80.0
158,57.7469209120075,19.20395820584369,80.0
159,71.59244693187148,-6.3083217356570405,80.0
160,54.4520544423848,5.327864372686154,80.0
161,72.76715233600937,-2.3552633267221292,80.0
162,58.43277051714568,4.123105753078271,80.0
163,56.613578702277195,-3.0743902103065963,80.0
164,62.80188403185901,-2.3092198259337087,80.0
165,71.04379801716372,2.5006484949639214,80.0
166,60.27626100497188,4.877741875769765,80.0
167,61.55901946092047,18.785670882228978,80.0
168,61.56300155854007,6.28865946341471,80.0
169,54.88438389000144,-11.414664681056973,80.0
170,61.21852593902161,34.095753040575744,80.0
171,76.28375710978736,6.337910044150243,80.0
172,63.270270434962015,5.38178056362395,80.0
173,59.28273675326186,-5.462026517069024,80.0
174,52.22252952797864,12.297378080091317,80.0
175,59.22430842602146,7.620515976532005,80.0
176,67.80876950177145,16.50242231183463,80.0
177,67.55132839811276,16.103936968601126,80.0
178,52.39536548074487,-35.57294867116468,80.0
179,59.82846215450762,28.922830633133266,80.0
180,44.894943950456955,-22.887302115167625,80.0
181,66.4715825452169,-25.547394871997554,80.0
