unit_id,ProductTiter,BrothTurbidity,DissolvedOxygen,Temperature,FeedWaterFlowRate,do_feed_flow_controller
0,67.24357290524084,1.0066690322732645,70.86959496687474,32.18109215725408,2.69466357155258,2.0
1,61.01738446973312,0.5522819780364374,58.13808864593413,39.66957323544435,3.3868955873647364,2.0
2,71.50191687385774,-6.515678650987551,71.06138039576726,37.05355586125794,1.9268206641394854,2.0
3,64.55503951638327,-20.071799932938507,54.94458780543747,42.33698197508077,0.6697143648027781,2.0
4,63.7006926280536,25.121873298065864,56.800568582233595,41.45618934212599,3.5303591938187147,2.0
5,54.15893840174223,20.820223340447203,37.69153898377499,52.88864656278281,1.8035288650598373,2.0
6,53.02760427593837,27.79942588769341,39.21294107759828,24.7286575973904,1.94169871085218,2.0
7,56.633564869858226,4.087587462926261,49.17408404848084,24.16788876052471,1.4230510987134704,2.0
8,61.55235807071821,20.099977983738427,52.09451850749885,35.07134131789673,0.3368362933491369,2.0
9,59.54833094157628,-3.775750712376264,51.92781799224429,36.317718243480705,2.2855440359509314,2.0
10,55.66287750854356,14.387912463208494,51.75011431522927,40.33628327610722,0.48258832961019515,2.0
11,62.75030595335719,5.3524081032743185,59.80308944988595,41.39953670567987,0.4109011670170244,2.0
12,70.90711144970011,18.15166974975986,71.87842287652231,30.088328879772895,2.4460299695351098,2.0
13,55.9587424925893,-13.005074842166518,39.64246190157559,38.440282347096804,0.9385716911112949,2.0
14,66.61744019570875,17.77300743747241,55.4672061978033,25.222782436533457,2.406686719807486,2.0
15,74.23323874767006,-18.826446381997503,71.62392756884826,39.51039322524788,2.79013478000015,2.0
16,61.11498646088617,-7.047359308152629,57.53826790064958,34.834587046523815,2.6969406219443637,2.0
17,61.21174717985458,6.9576937768098235,52.03662497893909,40.520354871166695,0.8623652832144166,2.0
18,71.08781239994127,16.09461269411284,63.23423331390033,34.98349738045191,3.060087451568431,2.0
19,67.27025324386945,-5.012821151103193,64.41000703252536,22.298455769448452,1.7892183598647649,2.0
20,80.09992836947929,16.85746797215525,68.48335688063258,46.39980498917789,3.0803405297913287,2.0
21,55.61319678075528,-13.531221661902038,47.1097809449141,43.460945907350926,1.86154654276243,2.0
22,72.8613502386464,16.36508591232129,77.47037320832813,44.43479547846717,2.1158632921992298,2.0
23,58.704714954945835,41.523751419632674,53.57810614601674,30.188301357486196,2.39587229393294,2.0
24,71.40775625350172,-10.422011416719712,82.34489492098896,38.68108381365086,2.7271162934125446,2.0
25,69.22446487426693,-23.426518243073442,66.99280504128484,36.42610695542946,1.1232964507671142,2.0
26,64.5911464887686,-17.153942961894046,55.535854820052734,42.633028820650566,2.167681459736153,2.0
27,56.823546000933554,17.582992541652764,47.510023980321584,34.85940891149706,2.929651712746836,2.0
28,63.26353047827381,21.76006242654045,56.69663207808414,23.235421307490554,1.128577710625401,2.0
29,60.3833561372721,-0.6700790377106527,48.5726548853128,34.917677713058964,1.2974669356525157,2.0
30,58.433824922460815,24.13292804830206,48.53244278705495,44.05998997139293,1.4399675130817462,2.0
31,61.55237071017092,-1.2947191858893365,58.755802796965625,40.942633964515785,3.0747709992937002,2.0
32,62.39805011977284,-16.795636222264637,51.11441378062786,45.412397821383074,1.870332745470455,2.0
33,64.5876058140586,-0.6311266557731052,39.46427282005808,35.97055210466837,2.0792610972895003,2.0
34,69.40765673189009,11.358864281330343,63.098902286230576,23.65023027951583,2.1340864056764186,2.0
35,66.43110849207608,10.528059702924986,64.8258357035307,26.906438293271826,2.647684043233645,2.0
36,74.00446676570937,-12.598025253778518,59.878412519978156,41.317917534243506,1.1881718962984453,2.0
37,72.86603704033018,-5.459640810985523,79.82865903791136,30.458834430217337,3.044613121123644,2.0
38,62.34556295637907,23.764633448592633,51.57788003490132,40.09779137825214,3.757596758054869,2.0
39,65.19960005443251,-1.0050752362589188,46.66380411481094,34.68247738819199,2.0526569164976736,2.0
40,61.60197331510942,-4.264980683753149,48.05151183879543,40.14608544839051,2.5754961396207534,2.0
41,68.2579381430775,12.890667025043507,78.08088598972064,34.720111676415264,1.7642277088830465,2.0
42,55.42541821749363,-15.191357090689085,47.465897991548246,38.105014646150885,2.2753967257711905,2.0
43,68.64932363969261,6.373578915002888,58.8050337792268,30.209689215317773,1.6216761760883647,2.0
44,71.05607235276251,17.24086933816795,60.02890174421974,35.03738265499554,1.810898294787917,2.0
45,69.34900113986305,3.1618732727967735,67.8597521984721,32.515570071517644,3.7456806361344595,2.0
46,69.09052184838731,17.789694241592034,63.143004739757764,20.033830250058273,1.5220084758875383,2.0
47,60.66608219824377,-19.91029182664129,52.209691033727516,38.96130094937329,1.3653681095639443,2.0
48,59.619388601155926,-5.880274701380537,46.27139814107407,28.16606561271856,2.7939360741745016,2.0
49,56.73776339402685,-10.39658551489227,56.7796347258715,34.21717337132065,1.88815223996878,2.0
50,59.80900597042407,27.796324268614875,53.973843003620935,43.435546345955686,3.221140268469073,2.0
51,47.85691744436029,13.01157729536478,35.33884270202622,42.576082084396774,2.40020407307962,2.0
52,59.77646478209449,10.41258854460271,51.74565816321372,46.90264695055341,1.8108973486042363,2.0
53,55.56856234393125,-45.76829999712218,41.08477436855139,34.69746691496251,2.8262499019564613,2.0
54,64.16506966429371,-8.05559645416952,62.35066895946281,37.14395647802537,2.9054929318605955,2.0
55,60.544988449038,10.76452642705704,57.123235334721,41.83137453078802,0.8920839687128626,2.0
56,60.157705266780404,-0.9706807358209995,56.18976184952186,30.02346675120652,1.7666026892301583,2.0
57,56.800430823134974,18.331494641495716,35.89634570321515,40.65477377245506,2.538157623879548,2.0
58,54.911452667061084,30.04737758478555,37.26252386354042,33.360906764262076,2.131183833630096,2.0
59,62.43142876601951,18.6426066865916,56.88464278616944,39.49596108752619,3.3499907803984725,2.0
60,69.80856603656807,11.512992770475847,58.49897983259605,35.03140741424895,2.4717529370679774,2.0
61,69.79824491794896,17.089039160874158,55.42307220753644,41.31180133520558,2.8111890365080408,2.0
62,64.92606147129658,3.8265933412763693,51.45949775538216,48.52982794263115,3.3101759907986983,2.0
63,66.17242099316768,6.828811972352679,69.02682413997557,41.36603915501189,2.5106533351223748,2.0
64,73.77828665120848,-11.911659534055639,70.46802536935334,29.960527784280767,0.9804893983351568,2.0
65,70.33570324895986,4.69157023806001,69.43172497808952,41.60179935951713,2.2288757060783078,2.0
66,55.91683349534404,-5.775643489018092,46.46583998979803,31.167202918875088,1.9870834458398796,2.0
67,57.666137686913,-22.298154888378782,52.090711949219944,34.626141355701364,1.6229699467869843,2.0
68,65.35809991941284,1.960711186325029,53.29607832003559,42.37167470680707,1.0990219230004294,2.0
69,58.952895062642426,-27.538614972019893,49.92090205446802,43.13774065381339,1.712637965172466,2.0
70,63.25280850599097,21.920602387062612,57.35232980990259,47.80708189101736,2.148354425028193,2.0
71,67.65729860999016,29.881571513806495,53.58857935624221,37.920840175182725,2.6746128607038555,2.0
72,55.82986223126982,10.268331989914188,42.270834755919246,46.90229601145851,2.661370426213573,2.0
73,49.608598513535405,25.537468690701374,32.19814979866507,43.83436257929213,2.379900352211706,2.0
74,64.42334888682718,5.939130894911884,63.01832175924504,50.78607285758837,3.9990869705577046,2.0
75,60.8619206592911,-3.2577368490322494,48.86873412969226,33.1682029756198,1.2946358211182023,2.0
76,60.829712302826955,24.70457815425553,55.539568623444794,47.59053544263901,2.6942169032661436,2.0
77,51.75386666532987,16.799708564465085,35.1703461294441,33.591043403721365,2.7291357268623897,2.0
78,74.38967376839186,-18.844254289104057,69.22375945791977,28.298020090983186,1.3264584048699004,2.0
79,76.32429443729878,-4.864009571189883,77.53706512585543,40.8266245922331,0.9684263784954947,2.0
80,54.2919009629087,-3.770286452957535,39.36419913720156,36.543231871386304,0.3215395291992389,2.0
81,61.86604459780303,26.97864014829972,48.1066891816261,44.10752894928455,0.2709194875373522,2.0
82,61.57394477665183,10.967319594090672,57.13373712947573,45.27812280547394,2.7316774701655486,2.0
83,60.49794930298719,28.07236489231038,57.34842056424554,24.17731133012783,2.396025207485381,2.0
84,62.62271391897361,-5.8664164047656175,48.850018935614884,29.198679435712,1.4163624173273524,2.0
85,68.74409993611103,21.423374908773052,57.36796927415378,30.81158046349524,1.744196563210626,2.0
86,62.79855643213527,-11.490233181288975,58.89649991380062,45.668958967288354,0.9726627993998032,2.0
87,65.70955506369924,30.03040170051957,53.48994020953823,34.49156949890366,1.6946399771449596,2.0
88,62.26923496354737,-11.78405936168502,51.07768042982215,40.65690023263038,0.7984940770916418,2.0
89,55.642003907015315,-17.821805035542894,44.84188627759274,42.6737561210553,0.2175652959106893,2.0
90,65.58681434901723,37.83595203907074,64.56141980202133,27.070525854286377,1.5958931398247667,2.0
91,59.317699321038745,12.29475651279679,47.969912928161044,31.326074595602908,1.8060961407639897,2.0
92,62.598591445804125,34.00045966484364,53.980896331208854,37.652981527243846,1.9721255117627106,2.0
93,58.85922765138591,0.6528077392969109,46.60686469652432,37.27236219749368,0.1917878593638196,2.0
94,63.323533436843455,17.648874313820972,55.82190348989121,38.318695582413994,0.975135334839828,2.0
95,64.5723823975667,16.86110162450985,61.64207954737103,42.15528414265245,1.1450162140719273,2.0
96,71.20798975085903,-8.201707213721033,76.6384150382341,36.4900620910832,0.9501649940188754,2.0
97,72.80559641688323,-10.075610932037886,78.46781867156359,38.46232063015902,2.78928295523198,2.0
