unit_id,ProductTiter,BrothTurbidity,FeedWaterFlowRate,DissolvedOxygen,Temperature,do_chelator_dosing
0,54.054809541426586,-1.9104165867031453,53.22455310170904,38.17495178974726,31.878491436233563,60.0
1,77.84333215434249,18.488541238717907,44.098670591114434,80.30160467891733,30.350748796767082,60.0
2,54.76781012419403,10.508449609971436,31.71259414284331,47.29456872617957,37.970637774666415,60.0
3,56.03138977430864,32.15351035581057,41.411378031130745,37.517869027983465,34.85749031016579,60.0
4,64.03929406084849,-4.781857709118426,50.31751342752341,45.61247368369982,41.03012058678008,60.0
5,55.35959151078316,-4.816344291825671,30.644416037829522,37.300058349926005,32.98236465460762,60.0
6,64.54926155356458,31.11973414721422,34.750050085358225,51.88129691535919,44.873403078163356,60.0
7,75.29875080575881,3.5951727912635913,48.397497721139246,71.42164863125113,44.71255610358189,60.0
8,67.85565447636202,-1.347363095857614,54.39573301967163,57.184934163485984,47.056501060271316,60.0
9,54.02728042901704,-10.661252931652076,32.544292457372904,37.10585408049531,31.896743361391202,60.0
10,53.15579032658902,-2.296969639755785,33.49655417627856,42.729577363543804,39.20974956367399,60.0
11,65.78539744148506,1.7307807787790104,39.73013970225697,64.66798157922975,33.6262430430452,60.0
12,71.88008742268383,-12.71865677546144,46.53017994151344,68.50463303692497,32.959722677343585,60.0
13,56.04776911404737,3.3971217503818933,32.45146279983758,43.91770099331724,46.91428425482729,60.0
14,62.76362292855562,3.698803976019541,48.16219773865305,57.66860793302275,39.783679574848286,60.0
15,60.71147424518069,-9.543795295232401,44.97462215055981,49.631749967271915,31.72498183826573,60.0
16,68.99094686143859,21.93352450516494,40.94786006816588,59.10745378387619,38.132305219345824,60.0
17,61.98504121769972,29.829176369056764,32.4194358230361,51.21964716561749,28.618311506811423,60.0
18,57.76278812705964,27.965316245487113,35.54848226112103,46.899186027080134,37.321623872183615,60.0
19,67.16462583715247,13.565601732044634,37.31308003735687,66.18941763231986,24.720300838019575,60.0
20,67.96902755855366,11.312708926267744,51.21089038631468,59.186470712954794,30.84299326786084,60.0
21,66.28584320306648,11.401246827539957,40.0244168799838,48.20292907572902,28.546641937369344,60.0
22,54.50301718612664,10.99397345103113,48.40374258765343,40.019889627103524,25.15425369059687,60.0
23,84.61005379216975,10.354491409228311,42.09445529202683,80.9393855303241,20.943930382382337,60.0
24,59.95396912730203,19.10406115729489,46.82911568193589,56.19326006475295,47.595558997854766,60.0
25,66.03643972941504,0.14456547436558775,36.75771162706007,55.914270654408284,37.96453292744288,60.0
26,66.62559102184949,28.5596037863767,48.45653885360726,61.43393502868608,35.74528610737497,60.0
27,58.306855334321305,21.616765668516887,33.747701956067985,50.72561883654881,27.435415285865325,60.0
28,66.0519221980449,14.166188601283618,48.295818515746696,59.349296088240465,35.18167773517634,60.0
29,66.55609237236172,0.6210772613303099,36.89055040675299,59.34895857445253,37.809528150371335,60.0
30,67.32073162533345,-1.5810512650369857,31.106104435050234,62.436513969818705,31.252659531645648,60.0
31,67.12113522970591,6.81888595805585,51.94143092358616,66.61699012774952,45.1641731294451,60.0
32,68.40587089863631,-10.343645843035812,41.437928374498874,62.136049231040516,33.823079787197614,60.0
33,59.159645187658924,33.48171408904189,43.40053490119442,53.84296800826429,29.382770448289225,60.0
34,56.316724625243126,19.005078008167335,50.1081632168164,49.48122863419104,37.78085028113749,60.0
35,71.63172275214512,0.018604065255353852,35.7650969011331,63.808125799523445,40.21777313631923,60.0
36,62.15437229240602,4.816885662329648,52.44698697120834,57.52741660989685,34.67971915627834,60.0
37,60.50979165874878,17.172248728480636,35.75200015142911,60.54886723696615,45.92951385610638,60.0
38,70.68496409791186,24.83938125435497,41.5099958859964,67.73416027118773,30.798280748428276,60.0
39,68.04175499925556,-13.883973281213313,47.009494619312264,52.66833531027079,30.910954622488514,60.0
40,63.2798721052643,18.834810711952535,34.799860888810095,57.00793450591698,34.61827006122771,60.0
41,62.1090568649557,9.764564845872021,43.55514768576374,49.05291521184093,45.80908691454396,60.0
42,59.36994302740762,25.607021252973304,40.030641693962465,57.68701093595221,28.479699227686655,60.0
43,61.20327980171494,-9.867702874043996,43.850437028332365,52.21023496162724,43.72677561538411,60.0
44,64.73571100833203,13.632328376203416,33.82918842835169,54.91439864898913,43.894358265439855,60.0
45,64.22126420919068,31.622508754853556,40.62570738590269,46.67371582315164,39.85225699935527,60.0
46,61.262708975837846,8.137318881385308,37.46163138607885,43.79475776692256,38.14792367389091,60.0
47,64.89023687821525,-12.612842606758816,41.61755493854513,61.99247595894203,35.034195528587574,60.0
48,59.1930204978889,-16.858061002257966,38.04830298744839,43.729934170929944,35.15805819242983,60.0
49,72.96566814732084,20.89415088291075,32.510583633902314,65.03546154089217,36.72846590223227,60.0
50,67.74279458251411,26.489036520356983,42.02107133730239,57.51382634929257,30.066602185408343,60.0
51,68.96079838189401,-0.17920459823541268,28.889869208418343,65.97458951555144,49.59417856253623,60.0
52,64.11703251557223,-12.39481243604375,47.27083150651417,51.73045485530227,36.300463809199634,60.0
53,69.01747941525069,15.927877206179563,43.84628290836108,69.26345374599757,27.300003231533882,60.0
54,64.47151113725948,1.8622012878669851,43.49122725683524,55.006742443855124,42.813850380065844,60.0
55,57.70614117512137,0.09208727614929746,50.5268936326832,44.714099667601644,42.71083186976019,60.0
56,52.99826124380604,16.404971213979298,38.23079373696756,39.726405297618264,32.81623830163867,60.0
57,60.54628865743878,13.777253806781975,38.79115510260437,44.98433173735731,32.45759520428647,60.0
58,60.28807512014735,16.873483953784174,39.01729893960109,57.42568314531308,39.15462397210659,60.0
59,66.0978996701085,-4.13902968504402,40.19928582254123,58.150389425913914,29.424230724498802,60.0
60,56.96301855210741,-20.177439564663562,37.72956640228706,30.27515734790997,38.838350911832926,60.0
61,62.24870791722271,13.498821810089016,49.66777131519143,49.21406340611183,40.87440039206532,60.0
62,66.77356488838377,12.079320192455608,45.80734919309091,58.7189182222896,30.127925626153555,60.0
63,62.543799663537136,-18.164940432084535,30.744649820442422,59.429145832962774,40.80532233529991,60.0
64,58.424901787222495,-3.1158921098980166,29.60115864240501,48.64679440482249,39.845112637930804,60.0
