unit_id,WaferYield,LeakageCurrent
0,-50.83689459546565,58.82721384248916
1,-40.1004908474214,63.48867149043291
2,-24.2794553708012,15.670358451966406
3,-21.349255433137703,30.272717600408033
4,-21.20211814959356,54.001332271947334
5,-50.20841938740096,46.98880633472726
6,-41.38985708944089,50.592016051944924
7,-41.64407052107913,63.347209310821405
8,-43.95336820928792,44.70976335536327
9,-43.91979643570808,61.560079503821115
10,-58.03127089721403,30.869838892216723
11,-58.594058314079966,56.645081241398636
12,-44.39792098752973,48.04475840065011
13,-38.0635107914856,34.35915049966004
14,-60.55832206268175,39.94323521850285
15,-52.53165465925054,53.697270709454784
16,-47.071108199885,66.6415867404612
17,-37.06108528831501,37.54506410280764
18,-38.105390462775105,55.12318807043432
19,-27.39336031795286,37.66832496863913
20,-38.57572488345452,39.86083848622006
21,-43.98111065236453,56.92398003109654
22,-40.42909519676962,38.73251305163213
23,-53.454196409550605,62.34787659859398
24,-29.724148169033107,31.551213822596136
25,-44.60319488552995,34.49374834916947
26,-54.458288713337225,51.831160805565794
27,-28.033375139746163,44.29959922482278
28,-53.444835941650545,35.400094678271
29,-26.497167965322276,20.597934674703932
30,-53.49555982426698,62.961299907555635
31,-46.56468115051081,33.56411553182292
32,-30.204668263527097,42.366603712770214
33,-57.036017751194535,45.41591573061698
34,-34.06059175893681,56.09656263788827
35,-29.23689198515717,20.47630284331578
36,-30.420619063528875,35.145995324895225
37,-44.12173780908213,57.57193253498817
38,-35.51192419179392,44.374101199590925
39,-48.20483974903368,61.454424485693835
40,-40.605651379516004,42.725279511283645
41,-43.77814685215495,49.30656116785637
42,-29.202751960227204,29.48524916910097
43,-25.135237461285396,46.131059786763466
44,-36.23150646474892,68.37756648806155
45,-44.616148619979256,60.467235207596595
46,-45.4955314645736,68.35482710976645
47,-49.83939982673328,37.36237803404212
48,-46.26157386681378,47.00908263586019
49,-46.15109814476139,43.53567359903559
50,-32.55870771266011,42.91412548937775
51,-37.44226386633912,76.60477702012999
52,-39.94495248833376,30.797453441790616
53,-48.22414626713475,32.577571640717764
54,-44.97778620870981,60.29658093889189
55,-32.182592412694056,45.076305975665186
56,-41.22900678745331,37.59754970765443
57,-45.15394108742257,52.25942309047452
58,-27.623515147786073,47.42661133674846
59,-13.619518252104362,-0.024528881731422203
60,-46.1019339460025,48.833550682967626
61,-26.632381982280428,35.69236623484446
62,-72.50872728890839,56.553374160656006
63,-40.643961910133406,60.7078744577436
64,-33.04019020446575,35.54625781601648
65,-45.695031746788075,39.461809130842276
66,-31.61063543687555,24.949600009611558
67,-51.36527889066483,67.21662630477816
68,-51.45231557979078,53.64245028341754
69,-49.20665022984922,19.120341248699702
70,-33.56300704543415,10.813196861595717
71,-25.49601813154941,42.631346858935814
72,-48.679573600094024,55.678512125747446
73,-40.02285384692124,32.68097049153814
74,-34.43406947325384,39.16555273014264
75,-45.171837607650204,61.17190734250028
76,-53.84614575158049,65.42637663292007
77,-38.95235170788206,45.08595088246101
78,-29.310744017837237,42.561033400087126
79,-37.50922195598534,39.094732432431115
80,-67.40952980866884,45.91712693146897
81,-33.8548098069308,57.80882903519415
82,-43.283099613202836,45.302070394625524
83,-66.65468733452376,55.9553390621634
84,-36.528276858392175,49.86773298776476
85,-44.978283129811466,77.48580948580637
86,-69.3126507181914,45.71185624820797
87,-47.152717809822576,51.51922764034135
88,-37.44927606103795,53.147281948851074
89,-37.00738068837518,55.985497086845136
90,-48.97316465959517,39.13795843829985
91,-73.45120401151331,64.24867813615612
92,-24.770953510361764,26.370901239608187
93,-36.6092623067553,45.46268447334856
94,-44.26941964868789,58.97859592218363
95,-43.912551740611754,45.529933550532895
96,-21.992513655429608,35.920553875799165
97,-32.14577151629017,37.709193670532535
98,-48.04401392818841,67.3279015003288
99,-49.78285042595401,47.69388559250187
100,-41.81097770411108,38.57150329979041
101,-28.84019752089285,55.55268702444053
102,-29.55541053573814,51.867852736189576
103,-46.740755376021134,58.36360260554346
104,-42.306168552018526,35.95082633166866
105,-35.408630571650185,60.442435807930295
106,-45.35790824727487,57.63707747134782
107,-48.279470327081,69.08653871224732
108,-39.50798516442668,51.333509252899375
109,-52.44611724100223,60.99116155951042
110,-47.49493497728748,55.553748565671896
111,-66.07062432444638,43.26102898888345
112,-57.17517786129205,34.00751045376883
113,-39.20915239147,37.71879000098738
114,-26.741228866129774,47.776787124651236
115,-46.983950049350646,35.89679830087137
116,-20.607094844464697,50.239943306440836
117,-13.985054032526314,10.448736930188211
118,-20.266959142746003,21.01992250693969
119,-56.18525392114413,49.42477692773132
120,-38.6856751869611,44.18996827745458
121,-40.23891345523133,60.60877331979616
122,-50.7806839487241,58.929264802283406
123,-28.842110011914766,33.08811202607725
124,-43.38813784158005,49.56386403936002
125,-40.814173178257526,54.93967911066484
126,-29.94974090039089,38.81217750174356
127,-33.166848990635025,43.699299405866284
128,-39.62728232643486,24.468932397620947
129,-59.785601278906654,50.99704449067098
130,-30.714633218761684,45.934870736426205
131,-16.30553779746236,29.340686907715156
132,-57.9904105693227,77.45136245160882
133,-39.0352875403027,38.36227108602915
134,-37.56586099831585,39.57389926473512
135,-51.196947673388976,34.695852597379805
136,-45.91669192913902,35.40654611897237
137,-67.3110698145557,58.85216159087907
138,-26.515159949593276,55.62731359636295
139,-42.55926446835553,45.169524579397475
140,-34.19305626915777,36.434358799698636
141,-47.485181703685136,61.59871648283572
142,-53.49724768494311,49.93122128857847
143,-27.05286327909104,42.57604212328001
144,-49.257733054662545,37.10124732527976
145,-10.44477614687219,27.898894348766348
146,-48.05831239499133,37.73430371767262
147,-34.61853821374748,61.91592104355291
148,-31.101735583100893,27.56730303783013
149,-34.842630418061155,55.86989203081962
150,-34.848193035511066,39.609549311586164
151,-58.306545272445106,62.79839000056121
152,-56.68707904640996,51.387327330231315
153,-38.74438564547924,59.42442285527045
154,-47.52842773173513,38.81109977013653
155,-38.99373135829081,54.25570719271399
156,-22.45279872766569,54.97474937936916
157,-55.16428609402578,52.07217066482127
158,-67.24460047735958,59.69540582214484
159,-31.755293133708143,41.14495047367234
160,-37.82272529678315,34.37800606928967
161,-30.102444268799015,33.472417625251175
162,-21.842498391229643,45.127412612514306
163,-32.45690507692292,54.522848398089444
164,-23.608679527154493,28.10019511939102
165,-47.71160725014395,31.51012364363934
166,-34.54051886026529,38.61325982798872
167,-42.80623670007515,57.152111931645265
168,-62.6491454161471,55.90138228630112
169,-45.28020540635371,33.00411602902436
170,-52.6729064945482,54.30334336572115
171,-17.29201390062726,30.782059068612334
172,-39.584026965530725,46.21231263223025
173,-33.64148009067033,37.61021528983771
174,-54.84539721685037,65.3066310321758
175,-41.71532738409731,29.10543247852492
176,-52.353307650349905,44.26818156101452
177,-52.038361782195956,56.640509916310236
178,-38.61805360651357,66.39489087662098
179,-12.786740054323941,31.509254651168895
180,-48.18566265118079,40.41286216235337
181,-29.421436616771917,38.31574612776677
182,-41.749592287514126,64.33942202606588
