unit_id,CapacityRetention,CoulombicEfficiency,do_DryRoomControl
0,18.748045139792968,8.001942172615907,100.0
1,18.331640558261732,18.801118744523805,100.0
2,15.283011904924523,2.5345827751238668,100.0
3,21.592582313221783,12.352223079596927,100.0
4,16.28002818529313,19.945236947379694,100.0
5,19.297715996992647,4.603876488054224,100.0
6,19.57619146090139,2.6733150430135675,100.0
7,17.030450318887116,-11.267031684580274,100.0
8,13.912287144869097,2.3413730208564276,100.0
9,16.073633255315187,14.483290284728874,100.0
10,7.832359400724746,17.04857489426214,100.0
11,18.14801915584489,-0.4767756752942809,100.0
12,19.821988130247657,9.845286062301083,100.0
13,18.667633148933525,15.328845420191552,100.0
14,20.764341340912054,21.204233939272275,100.0
15,23.112456758575807,16.224964466190034,100.0
16,14.778798618925663,0.5609167210984136,100.0
17,15.940813320957666,-2.5444816637535848,100.0
18,17.661828462686262,1.3249095195181022,100.0
19,14.289381788124572,23.87704640804403,100.0
20,17.520726662710196,8.096471573771865,100.0
21,17.61959644689541,7.206239774350906,100.0
22,19.254319031501563,20.410461643281714,100.0
23,22.257550917177433,0.308979959923791,100.0
24,15.888737962340548,20.830261847207424,100.0
25,9.287650277594798,2.9916055694475583,100.0
26,20.81657704943318,10.342556784036798,100.0
27,18.963445794539528,19.96045560698128,100.0
28,17.650152855606244,-3.0526583231025963,100.0
29,17.170146836935974,11.546752715408786,100.0
30,14.763815902309043,7.9121183802194714,100.0
31,15.540415399805548,-2.571340214941099,100.0
32,17.88071646951807,-9.814227460366375,100.0
33,22.798271993659437,10.430129567306556,100.0
34,18.938571354414375,8.698275796644264,100.0
35,15.823880732983078,5.630280612520888,100.0
36,16.892563206281935,11.033288934616085,100.0
37,19.4539789063365,14.252957058987146,100.0
38,13.518959626200845,6.980784753001581,100.0
39,22.742454666587847,3.399923424859999,100.0
40,14.29227599461273,15.968679624268301,100.0
41,12.635185222128387,12.92214361357074,100.0
42,26.46428742780588,6.0393656371738995,100.0
43,22.30197508121235,5.851733275509359,100.0
44,16.512954243423497,12.251505048285901,100.0
45,7.881177000529243,0.6113223530645264,100.0
46,22.48917644653869,32.580023855997865,100.0
47,15.626872955309295,3.0194269429866676,100.0
48,17.838685386028367,3.3987408784991997,100.0
49,12.376707816897909,6.046617087412951,100.0
50,18.00446465399538,13.762528409693342,100.0
51,13.525648162887466,-0.9352450410442916,100.0
52,18.30158356512995,5.956777613858376,100.0
53,9.018616105192667,27.09451163537578,100.0
54,14.47201376104589,-6.1514798308898975,100.0
55,19.86462203589322,16.597014329112984,100.0
56,10.142859909265068,-2.4461518637324353,100.0
57,21.1000538499527,12.169599651813321,100.0
58,20.70094790775606,9.321783587244747,100.0
59,19.325841138735537,18.016661478574488,100.0
60,15.650850558891939,8.4766531694467,100.0
61,11.369158648079274,-13.290089366982745,100.0
62,21.512898083510912,21.335550659903973,100.0
63,21.72800188310399,11.193261958774794,100.0
64,20.49304959728619,17.769145296892432,100.0
65,10.07629157166916,15.045872795022639,100.0
