unit_id,CropYield,TissueNutrientAssay,IrrigationRate,do_SoilAcidifier,do_IrrigationRate
0,20.658479828599184,-10.976739049041768,24.459786539144357,50.0,25.0
1,16.306614362112047,10.817001019425781,27.619999703417584,50.0,25.0
2,19.769248873357196,7.764665572614504,25.809884559253813,50.0,25.0
3,22.55440662596907,6.26331211537029,21.394417599778812,50.0,25.0
4,17.229059027968248,5.583201752845087,25.243973433922672,50.0,25.0
5,22.677536747328812,11.17636547655015,25.974392543847802,50.0,25.0
6,19.496872001781146,5.803915580766807,22.959169135827565,50.0,25.0
7,16.81053823375095,19.89308521435882,26.4080341517156,50.0,25.0
8,21.162808814238165,11.134261533310578,25.911391297642727,50.0,25.0
9,21.249096386580298,11.860130001042082,21.601101157527037,50.0,25.0
10,20.262456799425525,6.223030541935446,27.784453303174487,50.0,25.0
11,23.374335171886248,6.6207486238639035,27.22556279096569,50.0,25.0
12,22.46109615545711,21.679680485480734,30.041252322143894,50.0,25.0
13,18.281425142642092,16.02355105108362,31.98222813905047,50.0,25.0
14,19.600004522907035,6.16902943100266,24.9023496664849,50.0,25.0
15,16.61447317134591,1.6723972104263138,23.493039504725317,50.0,25.0
16,23.362013309687494,6.6685849461923095,25.279059307576976,50.0,25.0
17,18.27600578512488,3.9005129413205735,21.017780922476803,50.0,25.0
18,17.21055964559744,19.848493328924015,21.49739901131784,50.0,25.0
19,15.042788989882737,4.1289010880770185,20.11368384801548,50.0,25.0
20,26.682924941638845,4.116395331543339,30.37996227931786,50.0,25.0
21,23.839493798188524,15.213671450377786,27.917612512565064,50.0,25.0
22,17.221373597733592,3.328050301340948,25.866287627138018,50.0,25.0
23,21.53818164723986,26.577451478090133,26.095156661817647,50.0,25.0
24,31.984750723164552,19.20510853876194,23.784078752352634,50.0,25.0
25,17.731682778629303,21.16425776727292,21.648482691776167,50.0,25.0
26,15.556821526204352,-1.625134688985371,26.172374873366984,50.0,25.0
27,18.12778024784195,31.775318214040347,27.00591122654663,50.0,25.0
28,17.489145922974625,10.928536009867958,21.571928621293118,50.0,25.0
29,21.337317668092524,14.005089075798118,27.16617416029462,50.0,25.0
30,26.45177282812673,5.284740710546572,26.922148469411937,50.0,25.0
31,23.832622464826713,-1.3198939839186554,25.67330811071441,50.0,25.0
32,21.525911686093067,22.62913691944709,22.393702446774135,50.0,25.0
33,22.04006419237276,12.543928820227869,28.57817005408406,50.0,25.0
34,14.629008856353423,4.458292734175328,24.140675976304806,50.0,25.0
35,15.509904032751338,15.320913664866007,29.58637210830652,50.0,25.0
36,20.46989600510413,3.31512172540579,31.323194310243796,50.0,25.0
37,19.39268329751993,-1.532420450169603,24.91008181610246,50.0,25.0
38,14.601386113414087,7.4758018123922065,22.312956921546295,50.0,25.0
39,24.636848281806195,8.084882598778863,26.86877734685065,50.0,25.0
40,15.069483415140837,14.175224749938817,21.16469583039583,50.0,25.0
41,20.54651611450877,4.156872011376343,24.525805984368745,50.0,25.0
42,13.792888152805338,0.789046975208791,26.517542197156175,50.0,25.0
43,26.773675147613464,1.2639916768701562,24.392439212751093,50.0,25.0
44,21.331269770653194,13.101932762806783,23.442787750290265,50.0,25.0
45,19.00790430270666,12.731721816366946,26.426119383295006,50.0,25.0
46,25.598153083695586,8.503193781802374,21.76069153288409,50.0,25.0
47,18.72132100428319,8.79540059086714,27.257763154783763,50.0,25.0
48,23.89119899597675,5.394895267302278,24.57722033210795,50.0,25.0
49,21.90985540724486,21.509796616301212,30.346219516768446,50.0,25.0
50,19.27390212766359,19.122226528012185,27.58682887393815,50.0,25.0
51,23.68614212948802,7.914508663896598,17.722863910294286,50.0,25.0
52,22.164195605407233,3.1675822358072194,25.895890346483668,50.0,25.0
53,22.343665750352788,-0.7280127554793072,26.29426192530298,50.0,25.0
54,25.160389714834736,7.55753020294181,28.059754715375593,50.0,25.0
55,18.117589850911962,13.313924466802295,30.037213139069905,50.0,25.0
56,20.952657072486804,9.498060022947383,21.543782296401915,50.0,25.0
57,18.802221791899377,13.257151382149257,23.772496871016287,50.0,25.0
58,19.781851892396542,7.5574427099803,23.93497509805417,50.0,25.0
59,22.851842610300608,5.9987233343142465,25.00169708078032,50.0,25.0
60,21.29149534006053,10.789898135754061,23.689907663217067,50.0,25.0
61,22.72956965790864,2.2025032887995737,22.840944972348595,50.0,25.0
62,18.1920176076378,7.025199790673952,19.517046093839213,50.0,25.0
63,20.85430789613171,24.043686585790763,24.075401874491547,50.0,25.0
64,17.099713894826994,27.253433656862214,29.685235252732493,50.0,25.0
65,22.821611149280297,11.588319445676884,19.413561322263718,50.0,25.0
66,12.733001725396326,0.190747953819141,23.650241666114965,50.0,25.0
67,18.839015401592746,23.745695920950347,21.071122237877738,50.0,25.0
68,17.34634794374217,15.50154926086102,26.494429402618902,50.0,25.0
69,26.001420469791388,11.295350613850223,27.089878541453714,50.0,25.0
70,16.035616106696942,5.399253392418633,25.434720868109334,50.0,25.0
71,22.16073074707332,15.863718892753102,25.074426586186576,50.0,25.0
72,25.25959562769181,16.40828113366447,24.644074955422937,50.0,25.0
73,22.572644950074235,10.913975440321376,17.82196558834531,50.0,25.0
74,20.803859004955417,14.682993118193313,20.82858375028839,50.0,25.0
75,21.68977648928268,8.225775025339173,27.504797632083633,50.0,25.0
76,23.146458640962372,-3.769381423156821,22.731747756354142,50.0,25.0
77,24.286466522076054,4.1702949602539245,23.354726995371376,50.0,25.0
78,22.042884478086457,18.145229870757998,24.63516154601858,50.0,25.0
79,22.495347856675647,0.2101847499012468,26.041823148037892,50.0,25.0
80,13.238301819387313,-2.9258522072596183,26.624154735023062,50.0,25.0
81,20.06821529965858,-1.8340835957982105,21.44272444097097,50.0,25.0
82,22.015208417832323,11.419946853769956,24.51024443815743,50.0,25.0
83,20.550251873539736,7.123557403093416,28.266064765804476,50.0,25.0
84,12.696589751447847,9.978475985274441,28.157067116460492,50.0,25.0
85,30.675941458111534,9.01858381739789,25.98317755205437,50.0,25.0
86,21.180062675474293,14.090992523389666,25.837066682235008,50.0,25.0
87,21.976238007385522,7.592419929029942,29.798215271905676,50.0,25.0
88,18.688538432704753,0.6690492437484199,20.986267236445173,50.0,25.0
89,24.870674510318775,5.134025348472019,21.994893861900977,50.0,25.0
90,12.884736731005827,5.567524417668423,25.999873940848016,50.0,25.0
91,19.355191656142484,-5.3159197958061615,29.478300779953514,50.0,25.0
92,19.524957140421,6.450629510743433,22.582200937337703,50.0,25.0
93,12.013702085951287,-1.4651106954462296,30.269063311173866,50.0,25.0
94,25.007748659323603,15.188660371053764,28.09064056007277,50.0,25.0
95,22.69585390412178,16.06652605520149,27.11191393064067,50.0,25.0
96,17.254712296560978,18.58821500910958,26.696844978770816,50.0,25.0
97,23.36738321587847,6.331896538649303,25.497284903632785,50.0,25.0
98,24.299396212418962,6.817414204764205,25.254023706522297,50.0,25.0
99,25.290514116462703,15.502447640018499,28.880457694237073,50.0,25.0
100,19.18895315486702,11.220291180774748,23.37486882170323,50.0,25.0
101,18.44889997418564,6.101673247279688,28.09344729160346,50.0,25.0
102,24.978424276599068,5.696676119936596,25.25529468971899,50.0,25.0
103,21.504923672965166,21.24136493097145,26.34740900575803,50.0,25.0
104,19.08064609201464,9.258627067062397,26.106770853742535,50.0,25.0
