unit_id,CropYield,TissueNutrientAssay,IrrigationRate,do_IrrigationRate
0,19.41734332109118,16.773117563154592,26.248882846023747,25.0
1,18.73622807545544,14.885266830316827,25.239297675282764,25.0
2,22.611948146399694,11.247806778923419,25.24625579495636,25.0
3,20.883998719760505,5.840226436270474,26.313808158156167,25.0
4,16.74084467956489,29.932333759981645,23.871017323458787,25.0
5,23.88205335643862,14.37110265373234,24.883889516588365,25.0
6,17.464691972241084,-3.0977187289505697,19.488870857479913,25.0
7,14.290954479386944,13.220633422243786,24.07580296637241,25.0
8,16.796417098728515,19.497068711008303,29.479198197428232,25.0
9,16.115165004646947,17.319519009060404,17.96808737492114,25.0
10,18.73389340058575,11.06919706944038,23.756716572654724,25.0
11,29.827220095075724,4.618445686821457,30.29627914242753,25.0
12,17.39041602589742,21.03767518854538,26.102159661121625,25.0
13,21.052915935773914,-7.550493225780269,28.802203291966205,25.0
14,14.243546849445861,3.9145219497828867,24.412605630252234,25.0
15,8.304579355575274,9.273188771888558,26.051281067728773,25.0
16,13.676850220841732,4.345493793655525,26.02665955624897,25.0
17,8.345335159271821,13.73709898665977,22.567939479230283,25.0
18,12.137599033200349,29.369530393818454,26.42983269526153,25.0
19,22.15486603064221,2.8706969409340797,22.341320119939784,25.0
20,18.986328103887654,8.862032188764456,28.773184432442285,25.0
21,10.497980874933933,18.86652916864725,24.79051481487609,25.0
22,21.660055644303128,5.157586200744996,25.87017354257789,25.0
23,16.72934331926335,9.599876195073282,26.241887024652552,25.0
24,17.545696061290926,21.321581154639368,29.150039020938014,25.0
25,16.993660578730655,7.123202701155334,28.885073819324568,25.0
26,17.10693707735187,17.154533662346644,25.00893708764156,25.0
27,21.779301223231933,15.114889635876573,34.56668981836378,25.0
28,13.576208630458328,16.505310888416087,22.093624033918935,25.0
29,19.97457540527686,13.833849495473935,28.613132922931634,25.0
30,20.597205058966768,17.92626204501604,22.43140915702265,25.0
31,24.316569661676517,12.61312980544226,22.113545671099228,25.0
32,18.952611229089772,16.880635965442238,24.36632388242465,25.0
33,12.14778063756117,18.9153590913592,27.745173900193457,25.0
34,21.448168300152453,8.223394286869055,29.456767593953405,25.0
35,16.202956085489912,-7.418820066523727,21.211632994187344,25.0
36,10.095899411473251,16.466917012097866,19.599621736718113,25.0
37,21.680620989058504,1.7601421999175368,29.14487952630008,25.0
38,21.790509720409357,21.352932156984966,20.93615085092217,25.0
39,19.17025055844103,17.45394498144376,24.515702309018824,25.0
40,20.282181734509646,6.567809294435531,24.064232655190747,25.0
41,22.490529509482855,22.026447130671343,27.80026960974512,25.0
42,22.67129750022525,-0.1530165139703783,31.107529152438257,25.0
43,15.545216974605077,-0.03923475431717094,26.240021418629656,25.0
44,12.788254696642634,11.997102582227512,21.535422471386383,25.0
45,18.836427704332817,2.883889392811918,28.359514810210015,25.0
46,20.55003242885303,27.934121477909628,25.904963949650266,25.0
47,28.061610825649698,18.84175286961608,17.54017677955247,25.0
48,10.306697800627482,16.72848469346669,24.54080649207604,25.0
49,13.358769619463574,16.489865450753882,20.400163102275194,25.0
50,22.686033217685807,7.852362245252988,27.33078043889889,25.0
51,13.392545434704019,19.63724260413219,21.185218740992045,25.0
52,15.668871189196734,20.672517235268494,23.70291025763547,25.0
53,23.242886208832978,7.557073295356293,17.76134541012602,25.0
54,17.520129487322844,2.5654267239815756,27.614687848183006,25.0
55,25.468504154314594,16.706053185739698,26.429993318003582,25.0
56,13.098643082290184,20.426176122047153,25.71914918508966,25.0
57,22.932433742948703,15.267854982858609,21.866191721317772,25.0
58,18.31825826717964,2.036240233822739,24.01923050776554,25.0
59,15.216464136629927,9.124580919860142,25.65448263637926,25.0
60,28.232275211347996,12.425213218771177,25.49345410140277,25.0
61,12.951754247599233,10.88169869063504,24.5498275355625,25.0
62,14.674798707014666,-2.041905274164643,27.65028544264822,25.0
63,19.86330060599096,-0.09732080284376465,25.017459767114158,25.0
64,17.90489495708021,10.503472121110244,28.547499192474337,25.0
65,9.4895557331023,22.028213825032804,24.090787890398765,25.0
66,16.15981998266733,6.162022148626592,22.02558228351313,25.0
67,11.244246007375295,25.50927181465522,24.207247756834615,25.0
68,14.961884143025918,1.8059968342268693,20.284145433700846,25.0
69,17.650806403108398,8.070199624480471,28.85940919218951,25.0
70,22.756723018715327,-7.811958480314436,30.066035019859434,25.0
71,17.728094505564496,4.540567888112987,21.969691655347273,25.0
72,19.818145769844527,15.19988843823706,28.019044175357006,25.0
73,16.38292948275947,3.5882460255858817,25.136717426800075,25.0
74,17.807648038999282,-3.3356379453075373,21.67254488592734,25.0
75,13.915820416513093,31.913780696650246,21.225212826324057,25.0
76,10.904149617444656,8.419315699178773,22.67678358130829,25.0
77,16.395868044345757,6.961884214677004,21.031261547026975,25.0
78,20.06082885587844,-0.9403182001699459,27.450640875851597,25.0
79,16.45400290099072,-18.26410654161151,25.550598993738042,25.0
80,14.12131023372496,16.389752415296076,22.338733631958362,25.0
81,15.89517336733371,7.345773910375129,28.79613341720004,25.0
82,15.870374463282152,23.261129221237475,21.528104412152544,25.0
83,17.47730064820459,9.36508820695122,26.32980590461144,25.0
84,12.94206731494721,20.274662614527053,26.71126218505016,25.0
85,13.268450322972255,16.89146950253532,25.674956154279627,25.0
86,28.78829911587563,16.774428383889123,25.02107246010855,25.0
87,22.206300202513013,1.750178915439772,23.476904811386696,25.0
