unit_id,TissueNutrientAssay,IrrigationRate
0,30.610258994245363,60.12187700356202
1,21.71470159196236,35.32433739238466
2,6.8605478958829655,40.89409506263194
3,32.57240280756994,63.702099284051506
4,24.407179147373856,37.525600893535604
5,32.447459553180565,64.88486289617062
6,5.901435169681774,21.164076288169813
7,-11.178259495760102,25.511227272345074
8,8.629638937394821,37.8057224843768
9,16.88278290900903,16.446679861932786
10,19.2436340904897,40.12888987569859
11,22.855544493116064,60.2520034283039
12,15.59223210388593,44.17468578207942
13,17.4159848034113,37.08294650808568
14,24.562288177585533,39.38463251809509
15,18.20489660632409,36.68049023215553
16,2.854237672706226,37.74912038463326
17,-0.7140285708752145,28.311435045770253
18,2.258885129008707,42.95877849576183
19,28.627040504297565,29.829053215773733
20,10.027627861275668,35.44185653990419
21,24.96790686442912,57.057784290531465
22,21.757980919808695,26.812241869811757
23,6.216736814312334,46.02160650275436
24,24.808251481517736,34.329830675738286
25,3.168682041605301,27.529407513135812
26,12.292328800564023,31.501336333305463
27,23.83063063202497,58.2137875493315
28,-1.6996409586477093,23.917539227751806
29,15.853346929497445,29.893389576587317
30,10.422677449833099,35.8719400370657
31,0.2514400319985821,35.23861722322645
32,-10.753762285801617,41.311031111998005
33,41.70737480300567,69.29291014712109
34,37.217986710191205,75.58426731373127
35,9.2343629024943,37.132393763533834
36,13.15216478896412,45.46457093458112
37,29.939073301842754,57.23113101037735
38,20.891923270062847,57.54809034247974
39,33.53199491775227,66.1230426766305
40,22.019636349027287,28.158980828390504
41,13.894975199394615,20.903050138948966
42,27.315517745238214,55.7765367151529
43,8.297785212556748,40.6741463816621
44,34.90611481765127,63.34602637723294
45,0.5480099435092836,39.69115366651832
46,44.718769764881124,54.7447635788519
47,4.145010853121334,45.74280311253193
48,22.566478038703398,53.6276592767059
49,7.221959003708772,35.74090304679488
50,16.431615060979762,23.059970952990394
51,18.5719469086333,51.56096517786498
52,6.798756702661245,20.780349342808808
53,29.300334514292697,43.93607531566124
54,-5.49679277262296,24.99115700373741
55,19.400295757620597,45.40953597252961
56,-2.128277758114457,22.358472158651047
57,30.461718977009575,58.591090051892486
58,12.126102802717178,22.746164680955363
59,31.45321276537283,62.8363881653443
60,14.413085867327098,48.42178527395471
61,9.786288197874036,55.736162201205524
62,24.029875981109985,42.98925061839102
63,13.682080446780699,28.11435607569322
64,21.46531092062396,30.594128137801842
65,18.027979745949,44.27580560585016
66,14.458345137105589,22.909279752959904
67,12.001822257143349,53.9983355739303
68,-0.9958281262762689,29.62757596101284
69,-3.7536907111998676,54.75975759878368
70,26.011675827231755,55.035062231843796
71,18.12375319327182,19.42321453174539
72,1.0252918950086496,32.726068985711294
73,6.1140652310404215,32.702141226302906
74,11.637056978867687,53.539282741029105
75,19.854435830516543,51.13905849506929
76,21.79839738460755,21.042389468957253
77,11.807382428629932,31.95790866040842
78,10.28250775273895,34.39234386028202
79,18.342132987747792,34.490008217073424
80,4.094781371860723,36.191755767029676
81,17.297583621858795,41.01036756022307
82,-1.6909642081044556,45.33525181528813
83,5.338342257436941,21.694695173979756
84,8.76429709169005,44.83563059058407
85,33.96471276926793,53.02493225310858
86,2.5528763183158727,43.95516747001457
87,12.597466373252555,39.849671472810414
88,21.398529774426912,28.21726725636334
89,26.097784894564704,41.68982647463271
90,12.820707331502982,30.68105197380034
91,38.643413243279916,65.95856480993577
92,6.171318537635912,22.92843959705469
93,2.616810663281303,57.19070734370998
94,14.438739775888013,54.03962912491185
95,8.260035442632198,60.927176280599326
96,14.299211302942044,39.78934309422002
97,10.76007806132689,42.36733810807334
98,18.548923855239586,46.03115886418948
99,30.981342559616085,51.30432187773506
100,10.868333199098913,64.86735530574067
101,20.075447312536866,53.486717702707956
102,8.911063910754152,15.24153725312831
103,3.660970194336242,51.37920993608513
104,-5.528771735129304,41.78342797700271
105,10.389453069690463,45.59593012767988
106,14.536673579389943,38.417174056617476
107,15.559769668115779,44.177560231361994
108,11.856985926594605,48.672667342615
109,24.442477450119533,46.54594819220978
110,32.01302197927544,66.20258187197834
111,12.55858596912287,36.24455080478649
112,3.518207568790242,41.36008428475317
113,8.100265414926207,26.98188745272797
114,9.687062914930994,38.29123427400869
115,2.5670596139268564,34.737773023346165
116,6.2934587369590265,36.85737164498449
117,-9.51450341660324,39.76188223535574
118,24.21699364579569,47.54409204381609
119,11.272595414138797,57.43974434658776
120,6.751536021693521,19.652596631616024
121,-3.234843374849241,40.137744245514206
122,38.32380753804969,23.544461839430014
123,3.349224725285165,19.68063225043249
124,16.5414505320663,35.489653243562444
125,21.797198084140163,46.70237366710839
126,2.179158711361426,42.848831153028605
127,22.170795598072452,30.444746293327604
128,33.27739763426205,17.52078811253994
129,13.828621866309541,34.42130231619422
130,9.883305225041262,32.48909318622242
131,21.881741357461628,24.032838063428784
132,-1.3775004240422728,30.035993157303775
133,13.698338740106985,40.07517926078734
134,15.077170033604276,41.98757620697607
135,-2.693256301602416,32.262232905854155
136,8.153142114795662,41.75618830109455
137,13.359978945073657,49.5655895262785
138,13.626841890340133,50.202218456562846
139,19.889719787660876,46.20848863223327
140,14.588613965345967,29.697526508600074
141,-1.9136595333477153,39.32803285040815
142,27.555419223552327,32.12026255390093
143,0.45546105285738925,45.936043449609116
144,37.48530242485261,61.433604645174704
145,19.542821796258647,33.6084995812913
146,33.1520786923187,54.218811058335355
147,6.587557214264255,30.936135091404438
148,12.437472795087633,41.88547740607532
149,12.91784318223868,31.494526192771232
150,6.265270153778879,17.789875626684502
151,14.663780509741006,28.56935877278914
152,29.1247651963619,47.98432721964181
153,21.868860754655543,45.216330074607846
154,0.8770524108358249,39.72947510448764
155,18.823460942036082,31.042631995352416
156,17.629930124290137,54.976727439053114
157,29.587766140107636,37.07503955979298
158,14.337377459464324,48.11496007353453
159,19.0403881213507,52.68281985718307
160,4.974797373659461,50.738020027458575
161,10.806364420531619,30.685165816692297
162,10.75535556276193,40.5377743074301
163,4.511303192149184,29.215423852329437
164,12.751266340095759,52.419882329876174
165,8.822628765676441,15.941949441285473
166,23.710513767047996,44.43657643366069
167,5.078794486746678,24.24526401440133
168,9.402605704517384,16.241709031392325
169,6.373752636015873,27.718608041755292
170,0.2907466500065272,33.264437680122015
171,-3.9398785560830767,41.24134022468572
172,14.51308449899434,33.4417656931174
173,10.110801630329986,48.1720907261925
174,12.890757966310805,49.2202335137307
175,2.3930159020676225,51.89464969433182
176,23.772830044561374,52.280919631863256
177,6.611108905651011,24.381810780513042
178,16.999674356140986,24.667530263227672
179,17.79309007308236,40.339949667310975
180,15.346658439507085,62.7913795960459
181,20.347848416036815,27.561181898410506
182,15.026376390616296,64.8511371090222
183,30.22739878745324,54.04909594765963
184,27.80912573151575,38.652574233622644
185,8.056066631673204,23.495913912806557
186,3.7483473647266567,41.27813943033001
187,12.26006807762805,35.42548657843226
188,-2.949564313187615,37.554878087467955
189,47.77082045066132,63.19700383958346
190,13.476820754566404,28.398688222436647
191,33.53536148675245,63.44672162836319
192,1.0289796765314723,38.666493360635286
193,26.66549267783489,55.66925099063583
194,10.827057361367299,39.68638267039466
195,19.34031417010082,33.668101813561215
196,6.12357578718716,39.26064383966079
197,10.556161954288603,36.892780220530376
198,24.087861508302474,22.945968309364908
199,16.813793167628745,22.410280252833182
200,52.72847706557854,72.36543552353746
201,15.02235883520268,43.66225874109594
202,11.176700847239964,46.0095813978629
203,18.856436136357207,47.85866236620808
204,29.155988843789988,64.75473119616478
205,3.971112668194511,33.8809754891063
206,6.280346816251077,36.47999505764506
207,13.878318642847526,41.4441631966056
208,15.273671671251865,43.58701314498694
209,27.07266191120736,58.36496360512507
210,17.533001384612763,37.72206888398121
211,17.08953720823566,43.58428399331647
212,-19.53613470962882,25.73568128301141
213,36.54781158751099,49.72447992812575
214,37.99306680213135,61.414154499165676
215,23.87967411871246,47.2039915152845
216,3.8050067363873303,12.459884704086411
217,2.2360100524984112,36.00131965166188
218,0.527098966571474,10.289099435677453
219,2.5081652064166207,23.20207779851078
220,0.6815955628392345,51.52562324388147
221,15.542301092980031,50.859202015636335
222,17.68899399397214,13.861311860961644
223,5.473261919177628,33.27916523470165
224,20.663331738146766,38.545185621211125
225,7.31208217772426,27.684491276710705
226,18.19002621350559,23.33897732344615
227,14.02718537211289,46.09288563394871
228,15.733184044844661,23.315052055702893
229,26.690062364838475,53.299085695946694
230,28.006746220335245,29.265573331438034
231,-2.9305951619053854,37.6525722247899
232,13.859696962275434,45.742113753441686
