unit_id,TissueNutrientAssay,IrrigationRate,CropYield
0,25.584398245702502,19.744131021200133,19.297211733213018
1,30.441231233978776,39.04225787327229,19.417054603801645
2,13.768798142194711,42.761191442741534,12.855813904372416
3,23.081655208602854,36.97204400730993,22.40751889773044
4,22.344649959460533,54.30935216912742,-0.2458629606991405
5,9.04433494085238,41.31013572268252,17.686309828950943
6,21.59369110699717,57.36187414913774,6.693178957909749
7,29.098165026346493,59.71974814969348,5.7480128250041975
8,10.764796848593459,52.26474150229417,2.636969461212895
9,6.816266646707263,35.280328511474416,10.952557724028203
10,31.672743729429918,70.39690655820891,-15.760376139075097
11,3.396556013914913,36.11064391290775,17.215373093597265
12,13.513743268582852,28.888126460281455,18.666227932625272
13,16.457961732713727,40.90075006222475,20.153212158577254
14,18.76038500716757,31.448449017924425,21.750177247283325
15,14.705576438021449,26.90768131062059,24.886226463153218
16,11.924006069048843,40.35598515272192,9.08746174294433
17,17.845291592503695,51.172809546506755,15.234647503246213
18,20.96734794381724,29.55969489239481,17.69945258664628
19,26.304928856666827,59.332694119035814,0.44150467430782037
20,12.115164775836243,41.91164656961149,12.3557433617978
21,35.93030851352822,37.5268985131131,10.762004099113849
22,1.0222142136744825,52.233667664288625,14.054874785500418
23,22.460660115877367,64.64688106293225,0.6368596411971164
24,0.33737890659548775,40.04731724226808,18.706481533742267
25,26.51089232289059,34.12856651599114,21.63847029390402
26,-4.793408580753971,18.10592486147403,12.737732444369737
27,15.705296623115537,51.15536705191881,16.673950263473856
28,-6.102423599239124,11.878728915614222,18.688797203875545
29,8.616425771926316,48.54355535172144,14.542484659710087
30,23.04211656352331,54.24702716992488,-0.3934336021179383
31,43.087626740153176,42.87498309000209,9.15692098986629
32,10.560023734609533,46.14294761002264,14.972825615862572
33,4.291876165592409,24.586591936186093,15.024039505751624
34,4.881599961859525,51.642738685743346,5.076401790224163
35,16.08603913411168,22.87341708244657,11.733520475574602
36,5.025794128607567,32.01529389653441,11.510020302309025
37,14.292109515876191,52.42552342419313,1.2965700061192882
38,13.264489194893214,41.67849867057302,11.448821617263663
39,26.014797931740958,21.240400537689098,22.080111897405025
40,13.169538416546681,36.292050550670034,21.762616084397223
41,8.871266208417909,35.71981310228286,21.81220953513781
42,13.602685355810868,27.238990223957543,19.11197195538171
43,14.163094056693101,28.46929474234927,13.315562207069044
44,37.29352072303578,60.124701179357444,1.398303712537986
45,11.856270414053654,30.972622873033792,18.929821869389066
46,6.98928102516663,27.759571510440445,22.342299773494574
47,7.648876883123016,18.915937461600233,21.170197784494356
48,5.959150156721042,44.72466605871592,28.282669803029528
49,8.395970387496241,47.26652277936122,13.548320444110022
50,30.01919213492741,54.6792310990336,10.8735220019397
51,14.544065618944893,29.059618839653382,13.88257715767022
52,21.830272594750703,25.253309698372938,9.447832356665387
53,36.785508506242024,44.60097088467677,9.039661623649824
54,16.260213876700433,51.0270828896338,7.970625104406239
55,18.14339858579377,33.8522664043458,14.020151420307021
56,13.462933604507722,67.32427439921574,14.092728068100156
57,3.600058592457236,37.63997813567444,21.011735784527886
58,10.689453924757744,23.697872976828787,21.823674227314164
59,14.850235972114286,33.55324653926996,17.253656024314072
60,5.753940937576919,43.19401568361332,15.523037513013671
61,24.98930793533461,39.38208787436298,12.699614489755488
62,6.053789260906564,43.0134640636957,16.098748851526132
63,18.63945576215019,53.473798542877915,-2.646689810831818
64,23.910264239159837,38.19983612899153,23.497825315066493
65,34.559201591654805,50.328785309510415,4.312745268590899
66,19.256160601505165,21.852656666674818,21.045521074109722
67,17.80817903001388,50.40129380630348,5.543231675172464
68,26.620398467418546,55.62647897713048,8.733704770722557
69,27.5797282865837,35.087802980356095,18.318509883284097
70,2.8363406311948154,38.04701772760756,16.237030607370777
71,17.321377046582672,41.59015360764476,22.608877113421567
72,12.725098093393985,53.5697145431582,9.222729862278587
73,50.08363382081477,60.05668353185173,-10.057939151368311
74,21.945246815072956,22.828144970755304,21.964958183449994
75,31.27271344430622,63.443116915987176,-4.282433406971936
76,1.84063389743568,9.017918779006196,21.791303285576618
77,-2.768020374249172,54.66815358008646,15.026010551877103
78,1.0678655943498736,38.78747184474646,20.889371113349277
79,16.124342884503186,45.28298661277222,15.516958663633952
80,19.365656628099618,51.45225951683524,16.94124117275418
81,29.353159737162695,35.80001110015693,16.6777341672524
