unit_id,WaterClarityScore,ResidualChlorine
0,-37.22460355335372,77.31204356100451
1,-33.665519053778006,73.88501934643404
2,-30.173065974769457,75.67159342350833
3,-22.823100719090192,72.28073705797414
4,-30.19296576331659,77.62736556127578
5,-18.506869347668083,98.08201034144922
6,-43.961514748726174,46.60969795228603
7,-27.935847884215047,96.62117591697657
8,-13.396598450158283,95.21563022193799
9,-16.570397299929745,77.32500046871533
10,-16.78461135447961,65.34076326921281
11,-22.21450320890206,70.35312979151259
12,-32.28849347794775,71.23441885561063
13,-18.488758083555165,79.61499562614814
14,-30.458264348437996,57.530247010358735
15,-24.493182300839475,72.95596095804888
16,-27.14773528322972,69.02650860201089
17,-21.740443754533853,83.57050119359862
18,-27.20579832858188,57.801535376581995
19,-30.600556357008372,97.3825550261248
20,-25.84297279969116,73.89465464682554
21,-34.32307603129301,64.0752523940804
22,-29.35251210242479,63.57240026608446
23,-26.847938392024428,74.66733810439925
24,-32.130735071410314,65.08668061552164
25,-36.835840577763186,86.73532571725563
26,-29.326941546208566,69.2704335302877
27,-23.782300016814578,90.71186514650763
28,-18.263448536866463,86.68069436531817
29,-36.36108581974515,39.958624246922454
30,-25.90363480261101,64.15387601094642
31,-20.877952858729124,81.60881472206347
32,-23.222919219295186,86.27229509274446
33,-22.07800789046816,73.75553667519465
34,-24.418020752833556,77.19760998092295
35,-26.667992248431347,82.36029479807058
36,-14.471742755436486,98.42678511953747
37,-21.172661070386717,83.83922472837122
38,-32.8034237131808,62.38922344126185
39,-17.436603104304133,70.29952247899593
40,-38.43233228869046,68.24812063947282
41,-32.89018350716826,78.42366331165381
42,-25.84180717029884,84.71354603954613
43,-21.018034633109593,79.71709032439595
44,-12.395434451385269,105.03479296199798
45,-26.532345836463335,92.69632714500233
46,-23.150025666995454,79.9742434920532
47,-18.75478581755652,77.23956155587169
48,-28.09131203490388,81.78083050291387
49,-23.11602578737979,89.01050808389239
50,-14.943067653628827,82.90325948649462
51,-23.096827568276225,82.45679950384806
52,-25.177645511435784,55.7039575668942
53,-35.430925818300324,72.91654003089896
54,-21.323321781958377,77.06269470617288
55,-33.88186329205294,90.07926044926575
56,-24.400092947958917,72.76202923445474
57,-26.02527014544018,64.43900957061828
58,-18.470884275834965,76.71674518635292
59,-35.00152847695785,67.43241000177885
60,-24.73439965559976,79.21672156436581
61,-20.364740094177865,77.85246290767572
62,-28.795968016258215,92.1056304621841
63,-29.21008426706036,83.48188398973329
64,-23.31786986762508,74.1174054592946
65,-28.655703892059403,71.43149696212998
66,-20.8362805372339,70.46147599752634
67,-32.09371827594264,79.17160434393101
68,-26.628794213663564,48.943288909071136
69,-28.69473997612329,51.17714237985764
70,-34.495617631844596,44.395742340393966
