unit_id,WaterClarityScore,ResidualChlorine,LineFlushRate,UVDose,WaterTemp,do_LineFlushRate
0,-20.570854873374717,69.04676931854192,51.21196500068651,46.23790227200796,7.098626011435929,50.0
1,-20.193228243229395,67.92053067696096,53.645334809040094,64.20780578386898,8.249337703106345,50.0
2,-30.125519186148363,62.646857348941566,51.155094972058414,37.95626366578617,7.4956301483187024,50.0
3,-20.417596722545717,72.758794155448,52.1201435001592,58.98716517857903,7.739904280812557,50.0
4,-34.58664982358451,78.65457011741438,56.178048024163495,64.21649762853416,9.13231120699127,50.0
5,-29.298480708648373,91.58591258344478,48.846759359343864,57.274286709180544,8.58380678739598,50.0
6,-28.785909799755554,67.8797321488198,54.03401593539639,37.40827890370483,6.854928378038436,50.0
7,-23.255548717645226,69.89415471769746,50.25573197049952,67.59638137234082,8.07950126982626,50.0
8,-35.35985275890773,70.88224436707821,55.41583121919911,76.11014919413125,10.273331039709003,50.0
9,-22.310703559826813,57.90006018746184,47.80835159986494,55.069873229322845,6.851811004002309,50.0
10,-26.788234700606285,84.55230238377723,47.28935399189593,49.59249734709583,7.807017679691549,50.0
11,-23.777616269518724,55.58299718011824,52.71565734225323,44.17177865037348,6.659270877149285,50.0
12,-26.888214619962383,76.92144890686711,50.4392673156833,28.802357452967826,6.4947694937165545,50.0
13,-18.879175477461462,78.39188961201019,49.46936107551619,27.716361601466613,5.731209914961525,50.0
14,-23.77223572928856,81.28326796250353,51.99215936823044,74.0801122044515,9.412615574393962,50.0
15,-18.9541639145713,87.69158571160608,53.72738545588694,70.11937354565886,8.33442232434057,50.0
16,-27.883598255540054,64.69018874476322,44.89203462118346,48.58906643796016,7.657120176470269,50.0
17,-28.18292308893853,77.87912504325001,51.82080813939364,60.995542248430965,8.41599477534477,50.0
18,-20.504395890152693,94.42654775283108,46.500122447777514,38.983941240036316,6.979446778423653,50.0
19,-28.79169124354109,69.3982570559301,54.79230509547716,48.62743085104188,7.376711636819618,50.0
20,-27.88186185655962,67.46523655369579,47.47183290505147,50.93619591807897,7.846666406447492,50.0
21,-20.617416494520775,70.02364269543709,46.38777209164781,31.375646479104862,6.384040701562411,50.0
22,-6.023967855352569,44.8909598105784,52.322848766361396,55.16413539093537,5.107849060455509,50.0
23,-22.102392151000558,108.91352035601905,48.56059629169721,19.048033059121032,5.475853033507537,50.0
24,-32.984270785942,81.01175410232864,52.586752547453365,43.45413010500469,7.426005396562751,50.0
25,-20.841353609231504,90.15318285502549,50.62475118405869,40.58171844217449,7.483970852440713,50.0
26,-35.960930922946275,75.58857045636671,44.912765855485475,61.46447590977396,8.667105516417278,50.0
27,2.4835915064667016,73.76275873479929,47.07758649180855,42.42398762072457,4.580688249330779,50.0
28,-36.60826620217467,74.67174764512538,50.91140064754947,56.21275433908964,8.38487521005711,50.0
29,-28.339248712529425,80.65889651921307,47.948820380090524,43.99796285662226,7.131404322944653,50.0
30,-28.114293894560106,57.460480204268784,49.70512911571017,65.08388533203818,8.531166892697717,50.0
31,-21.811778153794194,64.77900958319773,48.738817816035784,34.035073235217034,6.764341215229096,50.0
32,-31.894235313786655,81.8532743351793,51.97987073882734,45.857813452459624,7.944771516261749,50.0
33,-34.94183093438064,64.42053845987682,52.427955127554426,65.8729057336943,8.89258004932259,50.0
34,-40.52619035998706,41.15524372302593,50.996049658511545,39.91706732353504,6.767816410504225,50.0
35,-33.7402038145172,51.53621177384932,50.903027523241924,69.20124153264457,9.48570312481949,50.0
36,-27.51009383091674,63.7649681347477,47.91842196785337,55.94637062296211,7.634380764520439,50.0
37,-36.237134898230856,66.07828737064884,50.79764811980135,75.93000076895937,9.958408388251636,50.0
38,-30.803703892799195,68.46185381019869,46.72453624022773,61.8362282849077,8.670098768003632,50.0
39,-13.42565510258563,76.74813367365536,52.33197593417436,44.030523114941545,6.926369196170537,50.0
40,-18.069130864073234,73.12359704327143,51.74350087773412,69.21750164717582,7.917005087020236,50.0
41,-28.36062111533024,74.09381152649233,56.146697650580236,41.19710023507753,6.944394523382575,50.0
42,-1.831978576347976,90.42502603685487,47.75507755052688,68.25587988712421,7.088090144616217,50.0
43,-32.454755304972906,70.57623979934074,48.857276919123386,38.89367811511464,7.664820067419904,50.0
44,-18.09598295355856,87.1641731159023,48.16957854207381,60.634219798389864,8.004238137632518,50.0
45,-18.36177476236734,67.35617286421076,52.85253353859212,42.247454775903144,6.098002342093973,50.0
46,-21.440691411188247,78.0710539699526,52.63234218033237,78.25959598861768,9.34444347447258,50.0
47,-17.351499845684298,90.56480005697992,47.93474740169466,53.01821986149647,7.5001788900712,50.0
48,-22.498839897243652,97.37014263027386,53.90137620995667,45.87209134004,7.08100887245716,50.0
49,-22.62338065397159,95.64449080351558,44.92418407050218,37.7382404277328,6.437189193688173,50.0
50,-16.196075324057272,75.43126283518626,49.612822821421396,32.558997265354535,5.861689622544181,50.0
51,-33.77754406027351,62.75741350631119,50.951108113747026,58.139601407651305,8.658508404332355,50.0
52,-8.456810166168768,68.67889477357338,44.220908099233185,29.73804104427799,4.8069998096151165,50.0
53,-24.47346798636957,66.73872170418107,48.15938845736342,24.465237995754997,6.369212511841186,50.0
54,-31.7056399121651,85.87380744955848,51.012599014564756,43.50168188477356,7.403634309577646,50.0
55,-29.887386835395063,85.36335620298613,47.8608934332038,56.36923306106042,8.453766233351645,50.0
56,-2.5818287104351123,85.41908631610661,51.66894546951637,63.441719668344646,6.759153719318503,50.0
57,-17.08009056486465,62.78251756661059,53.944385731299185,43.21314867900718,5.426477514417649,50.0
58,-20.970834759944182,82.92263862284531,48.32801015280876,34.191897588846885,6.563375694201175,50.0
59,-27.090120852711504,83.51333219362012,49.94955013967167,73.57770223340002,9.521499594994609,50.0
60,-21.04977660614286,66.81837262334714,49.16819354296536,55.48237072593765,6.5307653526267435,50.0
61,-29.737219536837966,59.318455085356746,51.59183277876577,60.1436204241014,9.075216147472895,50.0
62,-25.52424790827926,75.2678558951136,48.972429493722466,41.34403457606195,6.79736052653526,50.0
63,-36.70435853516701,52.07130561927349,48.62994369256804,42.42336646505795,7.195486432273693,50.0
64,-20.22775826417036,74.11218623618915,54.75499474751685,51.1449587562582,7.358062229494052,50.0
65,-27.00761586165901,77.0620650957591,45.5491360766614,43.221101490758144,7.38546654833519,50.0
66,-15.209354577209028,89.49142222489427,47.80104364044566,46.17128807611162,6.874394210010778,50.0
67,-28.3562069454114,69.43692845957457,50.826088410754465,63.02084445342383,8.985832217498494,50.0
68,-17.08942783311293,84.67304728822198,48.044047795798164,50.31117827983131,7.469246013402398,50.0
69,-20.34313263131172,83.12250255980281,49.561082740534964,51.57393235027914,7.679316643851576,50.0
70,-32.68930380066575,84.22170983257307,49.47166241881143,49.894707943338425,8.237348667299948,50.0
71,-18.86520656043332,88.81883934442273,49.701277374088804,45.5626565618046,6.770242183370904,50.0
72,-30.437132214063524,54.01622265709143,54.16908579103438,54.701361579102986,7.469561962509903,50.0
73,-25.41746767358668,71.2920212645919,50.10517941499449,34.71081596917898,6.994353200162365,50.0
74,-28.055951170402157,58.342506192457606,57.66288921105081,42.51133715756709,7.325453374302523,50.0
75,-20.15532076643806,75.4214913046609,47.25331578292075,51.27747180077636,7.237580806885788,50.0
76,-13.806426868525907,74.60568234875618,50.823491293379774,42.37640904888607,6.092794568053028,50.0
77,-29.797902714548265,86.9774648974798,53.588026472280596,42.96676645341087,6.892858541127755,50.0
78,-16.100831545873593,86.72371007547414,49.842300814740426,70.3454797988108,7.851748590322096,50.0
79,-19.133353204689755,72.23919725493381,47.74787995059054,46.18251601872317,6.284810840192609,50.0
80,-21.945940957492134,68.88676747501516,51.42666165036435,72.60308210088796,7.985612403316888,50.0
81,-23.945342960694475,75.03843030382137,51.310176393605346,60.32444543852555,8.368526551818054,50.0
82,-28.81744089466874,69.65731724473106,50.04067192914052,41.766912221075614,6.8768690195570255,50.0
83,-30.277729515685444,72.45714997381127,50.839091769862975,53.11953606562509,7.279147693345521,50.0
84,-20.135299061720787,87.87974391453592,55.22031848607668,49.87039001584039,7.280553043582658,50.0
85,-30.173663216813328,56.545154211171884,48.593147445374015,55.81741933091604,7.672666095329717,50.0
86,-29.681285875788966,70.3166096712573,46.9957434334947,53.30080435402081,8.469920373807232,50.0
87,-25.958837432596262,77.22412204543274,50.227143045547095,47.064060932080466,7.881112816981772,50.0
88,-13.385489973523526,70.7594980640976,48.59292041543737,57.09606798187026,6.734197603865166,50.0
89,-24.38127147098335,79.5615320825794,45.19911213758379,78.30823661812506,8.912643195519697,50.0
90,-18.922248716479896,68.46263674425519,48.01189717719806,52.52723113958712,7.4489833944775485,50.0
91,-30.927443596286338,69.2013493470878,51.59760961223634,37.07934570406117,6.340494208894201,50.0
92,-23.33009334436165,79.64134013052887,47.064686332305854,55.53858010166948,7.431116041212416,50.0
93,-35.1722192117914,54.19626966449858,48.33708615666259,63.49431751252693,8.17979902315529,50.0
94,-31.771719958871774,80.00883734789254,50.77331284678434,45.80960622746496,7.708599246921068,50.0
95,-31.130428553452873,68.66542408929536,49.29872160092454,49.50866622906657,7.991233735043437,50.0
96,-21.729523181443607,96.483247004567,50.78509412398203,56.57080300426716,7.60112031566451,50.0
97,-31.23032630278344,67.20472820328277,52.247909179776954,52.023888610912906,7.905069308508835,50.0
98,-20.06253815827708,68.49524518643345,55.25776592023466,37.778631606980944,6.751375253472896,50.0
99,-2.846818618800513,71.31782232356738,51.01964933148716,25.54014130433176,3.772106740839921,50.0
100,-31.589890620514176,67.04239653203125,44.92165989486947,11.923571009488667,5.419959362609377,50.0
