unit_id,WaterClarityScore,LineFlushRate,WaterTemp,ResidualChlorine,UVDose,do_LineFlushRate
0,0.7390037877640008,27.5866924520592,4.625459507018924,72.90082423865343,40.85440122753937,25.0
1,1.0387786214112937,24.591331326430847,4.555778656256842,60.77499680416718,47.40180129138925,25.0
2,-7.442820013769184,21.466679828018712,5.365086201970847,71.46820082278377,40.257758296217105,25.0
3,-23.7585161517864,24.07678187748841,6.69983489108879,72.70964175818565,44.13497309444708,25.0
4,-20.20617067435238,27.981949665470175,6.727107107395441,58.42692509215902,49.81700962190346,25.0
5,-13.950397753143111,19.02780755812862,5.0783285310652255,70.98713968561248,37.534606855109274,25.0
6,7.7228212632995135,21.020052782497753,3.8378636885589894,70.45048475138363,33.97213762158044,25.0
7,-17.516363759843138,25.450925093079277,6.674114076854016,74.73693522356209,43.050627624931494,25.0
8,18.653746020603187,23.58255840413508,4.7558027410444605,63.883548191141706,55.977435381132494,25.0
9,-4.447793765643123,19.707535346279613,5.952376949040963,82.98389155214225,57.33385494446455,25.0
10,-6.65906931453985,27.791189862149274,6.860418877119694,61.19021759983328,62.62025060303727,25.0
11,-17.4682338419703,26.64761361159436,8.057643900261214,99.58200695460138,61.845967322060076,25.0
12,-17.640279615752974,23.5000792632027,4.983136761062276,76.82973702042122,17.75726982687185,25.0
13,-18.139670502818998,26.72297830271519,4.984511615371691,74.07324707854181,32.53232196917179,25.0
14,-23.51827133318588,29.465988593481857,7.107802136194206,69.81482978958455,46.35888867970575,25.0
15,-25.425862253662956,26.1239164985406,6.865228883061358,85.87344911751636,45.97599838603425,25.0
16,-8.31952700566409,31.44424593131002,5.743905218878837,88.71769170003964,41.426131743333606,25.0
17,-0.9007050588048808,25.12721881929407,4.144845830807398,71.82570177533067,31.743737259915726,25.0
18,-10.911467086332024,22.161306454720613,5.4672464762206445,89.37249028547487,32.04612327147093,25.0
19,9.261457127203105,29.483535073149483,5.460278103803833,86.15537181507982,66.68598237747464,25.0
20,-6.4278298873500574,23.13156642611222,3.4212395305755234,73.89705638632076,5.516554368115686,25.0
21,-12.793937855390302,28.45682496364375,4.3469254389266805,77.25210580009538,21.864188154524495,25.0
22,12.21077108242059,20.084279453583367,4.8052577716513705,83.39430994364673,62.275151688229755,25.0
23,-8.920353952664026,25.15263504192702,5.328245666815897,72.67537353860864,45.466193372987654,25.0
24,1.6415258569511217,29.199383772212315,5.455453588682879,67.5848516252899,59.64896663165187,25.0
25,-7.482595932030045,24.646935616879222,5.810907469227891,75.72220152908707,49.04093188103433,25.0
26,-14.83010068507266,25.70583151429104,7.233873710474622,61.190148437506295,65.93354977157841,25.0
27,2.9409820989877526,26.26714539509301,4.397880085195898,81.79329901591632,34.05059827663717,25.0
28,1.7397868629831734,24.506093337052768,5.935041120997355,85.20610139309618,54.92039553593063,25.0
29,-10.269376209164651,24.719216656201965,8.219384851086271,96.0672251351618,67.93756566166975,25.0
30,-7.994170550291766,23.0030808713949,6.384771056636743,66.913718475468,59.692946848649896,25.0
31,-8.973348754140911,33.3665864237853,7.7081225105141815,98.17835197661985,65.87634828727668,25.0
32,-17.41047405151664,25.52284426242256,6.469544255481637,58.07768695208913,55.97224213781028,25.0
33,-21.497144154834633,20.39447422331889,6.2569330211615934,72.18628164814535,32.603574268222644,25.0
34,22.43928183904147,25.212455029240626,3.201705088919604,83.21017896601784,38.895785219558725,25.0
35,-6.877873175650999,19.460114541735322,6.107879899927441,64.60577123014961,56.058232325505834,25.0
36,-3.2629217910491635,27.237826705303515,8.56524436921127,89.31414216515368,80.73140533607291,25.0
37,12.591409384592398,22.76918092633572,3.8136089715843813,80.90302131020911,46.230067834727414,25.0
38,-21.779259311124882,29.1854996232687,6.709743595685963,43.37612121250119,62.518580996162015,25.0
39,-26.917887354138077,24.89419409338879,7.964113012207967,75.49434697973031,56.5352858929753,25.0
40,-21.894761701788052,27.259966051021816,6.417920640894982,70.06720450164735,31.57864981513398,25.0
41,-5.448343428336597,27.95898111158782,4.916332374672702,66.2277182744642,40.31170656086243,25.0
42,-8.061209055498903,29.624610653840598,6.122294331849668,77.86127989659711,47.88253783646782,25.0
43,-16.49634065009755,28.87353946220612,6.727731637436717,69.75750228527986,53.450132005029005,25.0
44,-16.113931977547217,22.088543856090325,7.461781426908853,79.509191785845,62.964895005938516,25.0
45,-15.154370701954823,24.44092323199507,5.679108332652776,70.60246935365983,44.82784583220453,25.0
46,16.062299888705045,25.012410168317253,4.015858809299255,94.61220639233848,40.733465556367584,25.0
47,-22.809598625711864,30.81849963417286,6.881199342091721,72.43906258868209,57.9216174435005,25.0
48,-13.769770265857176,23.069210751768154,5.149757010167469,86.07371730568745,28.754901021668296,25.0
49,-9.208963731434949,26.511949084860845,5.55311300449248,67.74714680662657,39.132813231968534,25.0
50,-4.188490823170614,22.485465541606576,5.239975850404939,78.18156083221245,44.97709675352162,25.0
51,-20.439380282110562,27.096695159085765,7.719638171438764,86.84080606543847,51.815620181193914,25.0
52,7.487320594806998,30.086435081471098,5.127157844909602,74.03228452063713,59.26024973848536,25.0
53,-19.53823946539001,22.253654414525688,8.623307996668215,84.98626658318594,73.03689671505828,25.0
54,-7.173870314125207,24.987314602000342,5.473722100202595,60.59707772342495,38.19583684097127,25.0
55,-21.290374246554734,27.01224038811115,8.55102263497539,66.55928722535272,76.90152961774994,25.0
56,-10.586150896278497,24.528332164628765,6.752332174629049,72.6703482810817,51.79459383752077,25.0
57,-8.682632045600695,26.95449904304673,4.83546607994735,72.55042993320326,36.75624109710913,25.0
