unit_id,WaterClarityScore,LineFlushRate,UVDose,ResidualChlorine,WaterTemp
0,-25.16436931206614,42.01331775576749,76.22170585516407,69.07095061517646,8.888811875252332
1,-19.398703941102642,31.084641029872728,76.0547680849993,66.52824530121487,8.402968698671629
2,-31.376835783657093,36.144983051166356,63.39879043704501,63.70037558947401,8.68625639118319
3,-34.95694722408261,46.76921952865159,54.73917782405372,51.68896709337633,8.34724342412921
4,-30.763736933830394,42.989717174068424,89.31081749803448,75.42817615419096,10.828160688280937
5,-26.936188494941216,44.51245432983111,86.55129514861261,89.14549465478103,10.600660830799942
6,-7.8761107950443305,55.853498608982264,84.56062718523107,73.50605346002786,8.288051755859813
7,-27.368384587326425,38.09630402423021,101.16944207836308,72.52617515234962,10.854464868233688
8,-19.654879135086745,39.18826299299478,76.18068002871112,93.75208819863276,8.824013582449812
9,-36.27621068790932,50.06724410301224,64.22793366078238,71.08288375839544,9.176989272098021
10,-35.891969183566005,40.58445684095939,58.735347424728204,81.3549893761095,8.277055156744629
11,-27.756774038269114,39.10305527501344,57.19654402811438,80.73794180040741,7.887380138508267
12,-32.06009721627053,58.719932750169704,62.38922677564198,67.3378508378971,8.599681313026593
13,-19.556910457889366,52.858223350510734,71.77586717850484,90.51463518875045,8.95479097544166
14,-16.759826957093903,38.32551356019439,71.23016493851154,71.85219200825749,8.311007139076347
15,-31.999205618567043,55.51398527298607,46.198236582137724,77.98695425119408,8.301742258476947
16,-34.86569752026571,39.25843388083404,51.25514674268022,76.64576594432805,8.414368862488475
17,-30.70306815342339,51.401346786604655,56.18481946472778,71.56655326095124,8.138702689995482
18,-16.297498807633648,56.87925017006936,69.10846952484358,85.66401460920515,8.740080883029245
19,-27.605348719022597,45.44011277876938,56.71140904487609,97.6432358327312,8.488143483829893
20,-25.24620221190768,43.75626853786328,51.46900419234722,68.10089567502837,8.470295321144755
21,-34.20943683606152,47.869417741407304,51.97916018702835,64.74857431214073,8.01552995202599
22,-31.67167294802301,58.951695279026865,71.64724812089962,75.72317113903792,9.312119226872785
23,-23.605291936472227,48.17900420184672,80.31595406149236,77.85113806162178,9.114902363980121
24,-22.761833854197874,51.59347169419317,66.69835932719613,110.86718375331233,8.660551423210645
25,-22.675980304611734,33.81451516865374,63.79548154866424,82.69240048340961,8.131388655507147
26,-27.977003453822995,38.702672987249315,58.581836511822424,70.80606844580537,8.360528763650965
27,-30.519616680635338,38.88051281177166,57.05925606046161,83.93921562091413,8.78674960363312
28,-32.018790386348655,41.42766048315008,67.11332024511677,64.75924748136036,8.781766159679595
29,-18.080282034258293,25.799902977981553,69.13143221408357,75.56893901458783,8.308449434014449
30,-32.693691534359075,50.884305535711285,56.317572171168315,77.55307386156598,8.360027058777776
31,-32.832739046134236,41.19456002964154,62.69300303578292,61.79741601701409,8.407358025864525
32,-30.051953625780563,56.35194713361569,54.73706918609309,73.21019865396228,8.26265340748745
33,-22.18145222852936,53.279211441232086,66.04407745332077,88.78933054081475,9.587019379525183
34,-23.217254032445766,45.61057888301527,66.9312708007148,82.26699717755228,8.588084116920983
35,-34.02737955465196,69.11670273316687,51.98541204039903,76.30606309256099,8.394794307733504
36,-21.842673400320514,45.69510541508143,78.26961772841811,67.9199434046659,9.529527019747247
37,-33.99619699435063,62.86173060492063,66.7179496045681,73.77090579712119,8.993267536596667
38,-32.91471020090897,49.94445251692865,54.23560694548252,56.05970749060989,8.28663635593435
39,-32.5992918830134,53.195027133019295,62.00942474884251,73.93420897513272,9.722137961087135
40,-19.350897036014384,49.08915052362615,66.51142575321343,90.02603874692103,8.794761652373587
41,-33.49576557283177,53.68197257985048,58.43992366532576,66.52969322674649,7.686161167663742
42,-29.179599093480125,42.22772812168674,57.57776244263868,79.87023114332258,8.186578634350804
43,-30.113482863877163,50.879586162152115,57.445354203309314,54.87180130917987,8.259160821487479
44,-24.05508936725297,49.840798003257184,61.75856083664128,58.52244007574172,8.492206197605029
45,-30.962439864528392,69.5204105315634,98.51497716299204,81.03633381934381,11.578087266671963
