unit_id,WaterClarityScore,TurbidityNTU,do_LineFlushRate
0,35.246207192918725,7.4747613181897625,0.0
1,34.777022159862696,27.9554765244213,0.0
2,28.830335083389393,-2.8941246801586598,0.0
3,35.99937593050076,15.725100011118837,0.0
4,32.9676207379779,30.125304836693918,0.0
5,38.92257624940828,1.0303055697196104,0.0
6,38.78259389788462,-2.631017947006912,0.0
7,31.704095387366657,-29.068984703349177,0.0
8,30.22430853450387,-3.2605483538405053,0.0
9,29.88090046073417,19.766684128484208,0.0
10,19.94027276793146,24.631764642812506,0.0
11,35.936782624630396,-8.605187407601097,0.0
12,37.255012408023205,10.970676120619862,0.0
13,38.01189990227963,21.370285459128823,0.0
14,37.51457607084808,32.513001589752804,0.0
15,43.84773230077614,23.069781605873683,0.0
16,29.95205313802033,-6.6371963945199965,0.0
17,31.45081243482969,-12.526606526723143,0.0
18,35.34037174692699,-5.188278616404521,0.0
19,34.68528714207023,37.58200945420222,0.0
20,36.93317215425643,7.654037000071565,0.0
21,34.110489433841856,5.965706058349541,0.0
22,37.9261873253231,31.007606782609,0.0
23,43.300556663270264,-7.114996254651945,0.0
24,35.7853668345882,31.803760856289585,0.0
25,21.008692481793318,-2.027377698944518,0.0
26,43.56451428785074,11.913753582540378,0.0
27,35.61603183548401,30.154167132911155,0.0
28,36.979491998270156,-13.4903671769245,0.0
29,33.39924137456924,14.197519734404977,0.0
30,30.41722020807742,7.304409856801438,0.0
31,33.902465376319896,-12.577543960152504,0.0
32,33.337415216290026,-26.313731155228115,0.0
33,42.62835391370515,12.079835989103724,0.0
34,31.98376680067892,8.795362990667863,0.0
35,33.84881166985732,2.9768882947754065,0.0
36,35.792941344119534,13.22373202076707,0.0
37,41.48430018325684,19.32985552701284,0.0
38,23.282071056646686,5.538129006217446,0.0
39,43.209853664787076,-1.2529999809178207,0.0
40,32.91919518421569,22.583735579667653,0.0
41,26.414790856142513,16.80595835886219,0.0
42,46.29755899822729,3.7527209547253593,0.0
43,37.732255148676515,3.396874845798818,0.0
44,29.269756233896807,15.534087548115004,0.0
45,23.45786236079501,-6.541601754853346,0.0
46,38.78887911241806,54.08726810711336,0.0
47,31.40663001435481,-1.9746142660747452,0.0
48,36.45276349920886,-1.255242688505053,0.0
49,27.367043437747043,3.7664733816987743,0.0
50,37.91058501196255,18.399754104160678,0.0
51,25.016776989135696,-9.474677821817806,0.0
52,36.56488235078946,3.596092180882467,0.0
53,25.210534133560763,43.68395515053902,0.0
54,32.963376257375884,-19.36730421497907,0.0
55,38.838386311307765,23.77537681809237,0.0
56,24.579783266569617,-12.340123361353147,0.0
57,36.974280241622225,15.378753380936736,0.0
58,42.49989523858441,9.977849951884302,0.0
59,40.082913069596,26.467747738028415,0.0
60,33.321172825331494,8.375054101312585,0.0
61,23.46014660273445,-32.90572799235568,0.0
62,38.599687963581935,32.76204468476713,0.0
63,41.623997781732996,13.527121999313863,0.0
64,37.876460498383906,25.99833153835715,0.0
65,21.25642681197814,20.83362586210732,0.0
66,23.771301492991544,15.213589534283315,0.0
