unit_id,ProductTiter,ViableCellDensity,DissolvedOxygen,do_set_Temperature
0,20.916272444299658,93.61831346741737,92.1004321330196,37.0
1,-2.086818739745973,73.27191051309008,72.17736760580668,37.0
2,22.285361281750287,76.325964772695,76.57750725208821,37.0
3,12.734620062829984,62.330186837686895,66.17675569073758,37.0
4,-0.29918372273294214,85.34322273755505,75.4416421414072,37.0
5,18.491122509813522,79.45848820768981,77.29718069689278,37.0
6,4.423793203878847,66.99979707379165,66.54725892371192,37.0
7,-10.36748233102912,72.34423889522881,70.8923242456055,37.0
8,7.071552836363514,78.02001289642556,79.73063462146438,37.0
9,4.665958550166211,64.29944837261748,52.222744615441016,37.0
10,3.099732767648266,72.36228374985667,70.6995748591817,37.0
11,36.12056545886229,80.10959029303515,89.66524323809334,37.0
12,12.52513246943796,81.50593287534987,78.5359199076561,37.0
13,19.806268467452103,71.0183445484036,84.20477294590087,37.0
14,-0.9754353186994014,63.78565639658004,66.52570077742622,37.0
15,-10.495020892864396,58.85295588897257,62.05130823343645,37.0
16,-2.672654743239547,73.7156380012654,78.68282792947844,37.0
17,-5.777842793024324,68.0201379406945,64.0877049015861,37.0
18,-1.3719477206586275,64.2032156456114,58.5825452377059,37.0
19,4.482620480064682,85.6434474062604,85.85077418434231,37.0
20,14.199189289739925,84.36906313967737,91.40688549522842,37.0
21,-7.027130066149872,65.7870039719062,62.194173877813284,37.0
22,39.0739994698337,81.49916339486612,84.68300734147572,37.0
23,0.6116488358325438,68.11378385857688,70.4133753721189,37.0
24,6.296087989788403,77.42923137367342,77.8953757319245,37.0
25,15.88158193716997,73.49544560040832,80.37473502729732,37.0
26,0.24612734379144577,76.2228918845941,73.57987131928762,37.0
27,11.120094041621376,83.36088298007077,94.03693431981041,37.0
28,5.040486179151767,73.35199160173268,66.69976979853409,37.0
29,13.175373114492391,92.95212858065884,96.64488265961512,37.0
30,-0.2533315682401671,81.14295189506505,74.86166837019074,37.0
31,30.33503448889408,71.11290222421916,65.94799043414024,37.0
32,7.598689579411282,80.19055918718526,76.95414070814519,37.0
33,-10.188019451774167,69.21426162518377,69.76674142670436,37.0
34,9.185760185373837,84.54867183890445,91.58656464321717,37.0
35,4.641508293223018,63.35424701151083,67.40850863228371,37.0
36,3.634881339311254,60.61674899203321,51.887234760954044,37.0
37,2.1777238986063407,79.07449680672605,89.02024594510452,37.0
38,13.71425867724712,82.72717619652818,72.63835782412164,37.0
39,4.127022323125665,75.54497449492702,71.7547855562245,37.0
40,6.932515592131095,73.39085122856501,74.10499174847443,37.0
41,7.819556840032758,93.34664813198184,92.31192472013868,37.0
42,18.929255165034444,82.89573009071312,95.86812963575173,37.0
43,-5.498861984695912,80.03855383027239,87.11999141548411,37.0
44,-0.12370999768058266,56.66408328990581,52.104632956971635,37.0
45,1.1443608946097021,79.75205201222138,88.59681645765848,37.0
46,9.724060834394585,97.79765169482754,90.87224157220813,37.0
47,23.112211861290024,106.42629692855132,92.41305355454332,37.0
48,4.452216721724728,67.32946192310071,64.98251363138598,37.0
49,10.93768042060073,60.404305650971,51.2386040206946,37.0
50,14.625333535275287,78.7311905091861,83.19661206701612,37.0
51,4.910195639568147,67.46195345155708,58.36830035115376,37.0
52,9.966615899185598,70.38836386802055,64.36064173014695,37.0
53,5.349134535384575,81.66099794160056,73.73973744198814,37.0
54,7.372846606134274,67.31077363560809,74.41458404756196,37.0
55,6.252487390876447,89.6818756960107,89.09041855886207,37.0
56,7.6833411956092545,74.56272826942038,70.73307031953203,37.0
57,17.101637240055986,72.61269405811687,66.30002056418105,37.0
58,21.025428086889217,72.96224580115468,75.3070301571117,37.0
59,2.281261372361751,74.0786260145058,75.60608654527918,37.0
60,21.489543793115324,86.67660776239444,86.63144263740485,37.0
61,0.6481521453667733,66.28732736181915,65.75642558492913,37.0
62,3.6990553478740478,65.72852550404964,75.5270959294346,37.0
63,11.55654179708366,69.68571254487685,74.99126074329482,37.0
64,9.193669565338238,78.8161081205898,83.48899642472263,37.0
65,1.6319868484144804,67.17405653688074,61.48145136494335,37.0
66,9.142640665239217,69.47997132637262,68.02613862784533,37.0
67,3.226636780613936,75.70690128576383,68.36536992865732,37.0
68,-9.30188861551692,64.51750545397373,63.21078730785332,37.0
69,-0.874364268395464,62.99972429302772,69.86153245182992,37.0
70,11.427447818616331,70.11234664456241,85.51288569966665,37.0
71,-4.693728107301503,74.75523339884388,74.60377070597035,37.0
72,5.853386288763688,77.4742610759407,80.15848950123014,37.0
73,5.585640582759606,67.84814634773987,72.13724171859587,37.0
74,12.559568442196678,60.445855780619226,62.3592482350442,37.0
75,-8.320202963163727,81.63343510122955,67.28001196009173,37.0
76,-5.089348450075747,67.84055171374386,66.58398603743953,37.0
77,2.084702346065346,53.66687252264243,50.75466033068545,37.0
78,15.413994869918547,66.00355182299634,74.34631523816037,37.0
79,6.529744491270958,56.91589463552446,71.10876805479874,37.0
80,-1.6781474787130772,63.14909466850768,57.003073988751844,37.0
81,-5.7017790385991,69.03795575619256,76.16643742245827,37.0
82,1.1344490688670221,82.21889562729086,72.33808916696879,37.0
83,-1.646288193403419,67.37670022410856,70.2343005117719,37.0
84,0.6362931766984972,58.95994249502281,56.76192882776937,37.0
85,-10.51092641947949,66.43194549138084,65.18876440130825,37.0
86,14.510995240345204,98.57765643532959,95.7410283570351,37.0
87,17.793146185652276,57.20761559723952,59.43624917876815,37.0
88,10.103400300456302,85.23077299646613,81.67422514805617,37.0
