unit_id,ProductTiter,ViableCellDensity,DissolvedOxygen,do_set_Temperature
0,-4.3979795514775635,65.2382107374582,73.86147960710898,37.0
1,-1.0437851010931878,65.49602679519307,68.26088687798405,37.0
2,-4.586275167680728,65.23444905989321,66.95331143958691,37.0
3,2.060512113361507,71.7599290454949,68.27013534501513,37.0
4,4.084115177371158,68.16711801326655,70.19010464375208,37.0
5,19.125477361568944,68.22383871592939,68.68506693079603,37.0
6,-3.4871767137981005,77.28462326614749,76.12377490902236,37.0
7,-10.32960655482309,73.28980525911601,70.23047131807425,37.0
8,4.2585700776981525,66.04875169570454,66.32192684396885,37.0
9,7.959521333281872,85.43857690734326,79.65261526528468,37.0
10,9.12673241516183,75.23792376532816,80.37123377146138,37.0
11,-1.7562430684822452,63.23826800057867,67.36593599515435,37.0
12,2.4513891683591718,91.87467755690099,92.7314466639849,37.0
13,-0.15634642009803645,57.645032855868195,63.73397302360159,37.0
14,-0.16711298924547968,78.89487434987912,80.1407687606823,37.0
15,3.4797354780931045,60.24656800714674,61.718825346874,37.0
16,0.6853595124282097,78.59781526711566,80.1057547618002,37.0
17,15.108323265761605,66.45093832776571,63.52650799440406,37.0
18,-3.2945000470612626,73.06251085251859,63.41609280670464,37.0
19,6.982285776938014,68.00640738703287,63.7597431926835,37.0
20,6.922662744596694,86.7965654176949,96.28516623810795,37.0
21,1.9614376310391295,82.98317512959433,84.04386706978961,37.0
22,5.354550590968644,62.953184224397724,66.78820012454113,37.0
23,3.9135407580843045,77.6972911884906,71.03022182307706,37.0
24,26.603753612398187,107.83057556091717,101.53545878853186,37.0
25,-2.1782333032815435,77.69748709745153,67.66673414408658,37.0
26,9.694251626483815,66.73345664794009,73.29849089718482,37.0
27,-8.040586990264085,82.7245150971886,74.900220861524,37.0
28,0.6084482517721528,70.37451096795836,64.98195113365948,37.0
29,-7.413546177495672,71.52538084057575,72.1681521022048,37.0
30,19.983354898823865,94.07798954855375,98.41305191694212,37.0
31,9.956453241346624,79.78388120680515,85.57879425700034,37.0
32,9.331372880910186,91.074082273196,81.33640802274212,37.0
33,10.009165997239313,96.49711242335458,99.66734281788051,37.0
34,0.48992532149573886,66.76813457293588,67.85569946196718,37.0
35,8.899898086498661,72.17231984852108,75.46194842396962,37.0
36,22.48502629847983,82.5154234571938,93.65953381796905,37.0
37,13.740539370152659,71.2218709469142,76.13043869667742,37.0
38,-2.0676452231722946,59.035332511499874,56.25204367316415,37.0
39,20.959319894393182,89.27932872625782,92.23586492258214,37.0
40,7.687744227240088,74.0955406811855,66.71367330285138,37.0
41,6.338615010637078,86.6325176537603,88.37369855452108,37.0
42,10.011990589097278,60.12036852463279,66.0029010938593,37.0
43,36.90232637675466,77.45246333126755,80.28258404144609,37.0
44,10.753878545029755,66.769490051901,62.887206964793094,37.0
45,5.426124567747776,64.32348449245318,64.53330641384305,37.0
46,1.6193802913644797,90.23193451513414,86.17998649950917,37.0
47,13.396156393142192,67.64513617109705,70.80452404493131,37.0
48,23.274705485039114,87.5041837821485,88.65697143609584,37.0
49,8.795251544468353,92.49755069799802,93.90698651485945,37.0
50,8.876171992252814,72.37840388008078,71.14730780931598,37.0
51,21.942003566973117,76.85408860545326,67.69419600332931,37.0
52,5.564235701628398,79.84655864342946,83.8089843133313,37.0
53,0.6736398421393024,70.81530129092468,77.10962925132074,37.0
54,24.152222516493147,76.76460664989449,81.56796225218517,37.0
55,11.545518492353162,79.89002051836214,84.65227249174919,37.0
56,0.00011498086381472872,78.80982436912896,74.05988153068301,37.0
57,8.303138203930118,82.13588119908071,78.62343944391982,37.0
58,5.681480985808324,66.91147086749504,66.25604100198196,37.0
59,17.288307066601142,88.07780183345773,89.50849934254352,37.0
60,8.059436172485114,73.03636961608836,70.55955948684104,37.0
61,5.3029960813276436,79.10017012771951,79.43234052233096,37.0
62,-13.088229433400071,76.57436067713984,70.27551029447383,37.0
63,18.404324627104405,75.11796541636836,66.9719707238288,37.0
64,11.57245173639112,67.13809462009593,64.97327599338759,37.0
65,9.899247025737102,80.83464037438424,72.24559424049771,37.0
66,-4.974564631907134,61.64539086188196,64.03636302831194,37.0
67,-1.5599468392652067,74.92681682994458,62.90178433145051,37.0
68,27.729405232257964,61.58460090567177,60.55695429717545,37.0
69,7.894947756951636,87.64407043022086,89.42628715552965,37.0
70,6.631721614114706,65.10589343476775,67.45385464460924,37.0
71,29.155801713602873,84.80701778844397,81.84250500069466,37.0
72,11.522684891635077,98.99013506859865,95.17520896698971,37.0
73,3.0468370065890653,74.6548662215644,64.24772450673082,37.0
74,-1.8775879945153593,74.13631627647361,66.01527030617945,37.0
75,2.945666684035195,83.67517184067106,87.52921574274013,37.0
76,3.241033105083498,75.70788598928084,78.71077690314789,37.0
77,9.868788877428884,76.85271803338624,76.95746076983673,37.0
78,22.362668885681224,96.02829335412002,91.33953196282548,37.0
79,11.817254645218698,71.81382015942033,77.33729141202899,37.0
80,3.0042618310012976,54.89520864319843,62.610639228654136,37.0
81,12.242676679893341,75.47787107333595,75.83157767232386,37.0
82,14.843447512303676,88.68794582915696,86.95001299112094,37.0
83,4.787079647118923,73.62257077963423,78.99810587325058,37.0
84,1.5604328748631615,62.382332771533804,66.30230672347466,37.0
85,25.463539628156493,94.43291399178732,95.75629894439611,37.0
86,2.5107961115242254,75.19548567997205,73.96623778235909,37.0
87,17.495763084043727,66.16389678791231,73.32663127773064,37.0
88,14.811987239330247,76.87598576068689,75.52365520915842,37.0
89,-1.8267138964615168,84.32138749470248,82.16472007223867,37.0
90,7.1769495469249875,71.86619959075851,74.82202481348641,37.0
91,11.257316757651541,84.68748519189654,97.47211593020515,37.0
92,12.006500160343402,56.634957123168405,54.6644072889632,37.0
93,-4.333046737291745,69.85782917993747,81.83927929099362,37.0
94,6.103621851427734,70.86353253949248,72.23051937555458,37.0
95,10.583497354598947,80.98526597058,80.58217714632883,37.0
96,-7.494977628531886,75.6216874195551,73.54081002600893,37.0
97,-2.5546325187466667,79.02369810487335,80.99089688327024,37.0
98,4.092186218880949,81.76326678587711,83.16561142448349,37.0
99,10.869913549563632,72.70236448998806,74.96225492418269,37.0
100,10.53919237411672,68.39582370546373,65.3228845034083,37.0
101,6.687971409631638,75.10642314144752,80.61471665902117,37.0
102,14.214911726096087,74.8822427506386,76.83119616927479,37.0
103,-5.24075477435984,83.69206915112993,79.8539209230768,37.0
104,-5.64974071600706,80.92481302038888,82.36408224988216,37.0
105,4.323068270932649,83.73825640742265,74.30598412096141,37.0
106,-8.84832476798059,72.54226852140926,83.72885490190343,37.0
107,19.475962424892618,71.45179603701764,65.7815641577494,37.0
108,0.04975524357844613,65.90938625828733,67.14303882020138,37.0
109,3.1864388933032672,56.833020722445504,61.400316510390226,37.0
110,3.3590718677036855,71.40649704159446,77.50073172717,37.0
111,0.2839076513084701,92.88190474867518,103.97766715316698,37.0
112,16.46900593008455,65.15373847188948,66.77080698437794,37.0
113,15.912891497809774,79.11437637073152,73.2115807359704,37.0
114,-4.366743851007898,63.641408564888124,63.9082274430822,37.0
115,6.2403917437160334,73.61281774085784,77.33172887430413,37.0
116,9.531614786792304,96.6398609931074,93.63744204785903,37.0
117,5.116310732263937,82.97136976863518,80.48412571550851,37.0
118,5.317667466237204,83.31130173993058,92.71076910466884,37.0
119,-5.002208681412796,62.2866269478549,69.80576651855682,37.0
120,9.65893545925658,84.33762584298567,87.58322306621977,37.0
121,13.5094996951594,81.36248404686037,83.27995878363575,37.0
122,10.582008281241048,80.43611434572233,76.54252406586407,37.0
123,16.6235123593747,57.386934187469016,49.1513674935972,37.0
124,4.862804607248152,53.686188687892546,56.580841372005686,37.0
125,9.576539429385207,79.93896664342921,76.7021357354033,37.0
126,9.981056560148136,76.1566406913997,75.61941964290327,37.0
127,0.6366707270965302,60.43703000520314,58.260502889355394,37.0
128,0.01731280943454827,73.78816539822355,65.67624872933276,37.0
