unit_id,CropYield,TissueNutrientAssay,do_SoilAcidifier,do_FertigationRate
0,4.646830594944154,19.37008927404952,50.0,15.0
1,6.2561457252531385,15.141831963790823,50.0,15.0
2,19.930276159232168,12.963463920112565,50.0,15.0
3,10.32844775864049,8.92839861014733,50.0,15.0
4,12.016685530269804,-8.18187800946669,50.0,15.0
5,5.652726278360767,14.273296104604132,50.0,15.0
6,12.98015703077101,11.827825969095581,50.0,15.0
7,12.332611891987662,9.88070625967805,50.0,15.0
8,16.499321974974194,-1.8090337660488327,50.0,15.0
9,20.432384830123425,4.012913998231912,50.0,15.0
10,9.42461373155433,5.3572239960029435,50.0,15.0
11,11.992365643472745,14.515005076096005,50.0,15.0
12,12.081832195419233,15.641885778434332,50.0,15.0
13,11.561092257416703,11.263564640515462,50.0,15.0
14,10.519651276538095,12.409918932073586,50.0,15.0
15,6.880058155289046,12.114793082336604,50.0,15.0
16,17.355832635252323,20.620092281838698,50.0,15.0
17,9.88048793351992,23.51235686819942,50.0,15.0
18,8.61169315038094,7.448357069266896,50.0,15.0
19,17.5936011417836,13.939411428931729,50.0,15.0
20,16.144972414353752,5.502409826879356,50.0,15.0
21,12.80491153397291,20.4541597111334,50.0,15.0
22,14.646757188940786,7.0334819317260475,50.0,15.0
23,18.451548308542016,11.074001646222445,50.0,15.0
24,14.392467866535922,22.97873739691303,50.0,15.0
25,12.091349145185589,15.130362964160794,50.0,15.0
26,9.223829264195317,-6.985849948931191,50.0,15.0
27,13.900944839733137,7.841260812756064,50.0,15.0
28,15.434349440586987,-3.399594590242515,50.0,15.0
29,7.481067480628253,15.91655360685195,50.0,15.0
30,17.796096263598756,17.78618730274122,50.0,15.0
31,13.463907313622787,5.113993888109732,50.0,15.0
32,18.654452959430888,10.897525584093444,50.0,15.0
33,15.790502468454102,7.52086857133485,50.0,15.0
34,16.045605821033988,-15.577362321704097,50.0,15.0
35,15.926475938268629,3.830230598467751,50.0,15.0
36,13.279498038861451,16.212046827637803,50.0,15.0
37,18.880067662042524,4.971673926540153,50.0,15.0
38,17.316816314567134,4.352791215379619,50.0,15.0
39,11.482987416766408,9.249444569101213,50.0,15.0
40,13.817706434690901,17.330131178012188,50.0,15.0
41,15.823378234754639,16.67244167419765,50.0,15.0
42,11.501945081283454,1.079128587076303,50.0,15.0
43,17.38048751247813,8.03256938129421,50.0,15.0
44,5.79576697694765,5.563344057692432,50.0,15.0
45,16.918340463011084,0.12844740116257825,50.0,15.0
46,15.096045079005545,18.104992144047202,50.0,15.0
47,11.559092650831868,7.633006796654888,50.0,15.0
48,19.536502791702894,12.37725654656167,50.0,15.0
49,18.83139178496653,1.3356030169271396,50.0,15.0
50,14.40036960867999,6.374887710159669,50.0,15.0
51,11.90628293521821,21.056542136801497,50.0,15.0
52,14.954230097693467,3.377873564426217,50.0,15.0
53,11.61254409108753,12.291886515096074,50.0,15.0
54,13.753841920907705,7.499406250351185,50.0,15.0
55,10.32449449963795,6.492573948830886,50.0,15.0
56,6.0876676490567885,8.286164759391045,50.0,15.0
57,12.480169582257586,21.14396678877176,50.0,15.0
58,6.401540451465474,25.81149920439001,50.0,15.0
59,11.978224346383659,15.229867932913413,50.0,15.0
60,10.684635885847307,2.019792472841762,50.0,15.0
61,14.18784545005757,7.258749318153103,50.0,15.0
62,13.052000708902515,13.358662186714824,50.0,15.0
63,13.06331940220143,1.6821347881664108,50.0,15.0
64,12.92959298898017,0.4946091562724284,50.0,15.0
65,13.636025135747403,12.672780946230128,50.0,15.0
66,9.997118347761447,13.867756143635724,50.0,15.0
67,9.801704825300137,2.3012210925993903,50.0,15.0
68,11.26794680817216,0.5922139933768893,50.0,15.0
69,10.392652736473794,5.119949653879892,50.0,15.0
