unit_id,CropYield,TissueNutrientAssay,do_FertigationRate
0,10.071182405109822,7.704300771701556,15.0
1,11.744185410267287,24.326180981030525,15.0
2,15.250614960139327,15.334589597089371,15.0
3,8.111638647172704,10.70041180834815,15.0
4,16.152342214892382,18.452402248968767,15.0
5,8.443578545426806,0.5495368497997823,15.0
6,11.840017590346488,10.6059098115643,15.0
7,6.160615321647941,16.027141154428858,15.0
8,6.864058480617371,19.35710133784028,15.0
9,9.355647591971113,26.66294509199288,15.0
10,4.321002164925293,19.353080537464514,15.0
11,10.44801966815179,1.3437741527995044,15.0
12,10.479804126752393,-1.9443947137137005,15.0
13,5.088961220357216,-0.5881489269858822,15.0
14,6.963723064931266,4.245356607469223,15.0
15,13.983475525675605,16.730376263375156,15.0
16,15.109507058649434,13.198900894202708,15.0
17,18.55768143203693,10.541493459828287,15.0
18,9.369186556958114,-10.473737896533091,15.0
19,9.665958810289727,7.031811094798037,15.0
20,7.930544415548285,10.112116759928233,15.0
21,14.740086421367923,5.612552835618996,15.0
22,8.74536913462922,5.701109624658579,15.0
23,16.036035273588535,4.999758766795593,15.0
24,16.229744595543888,11.336942649052475,15.0
25,14.36711741930246,17.94894467036118,15.0
26,15.019633194346532,19.483685219128333,15.0
27,9.345279066220424,8.830230208848267,15.0
28,12.42075536079447,6.2695096308740785,15.0
29,14.990592933498188,9.050294297734483,15.0
30,13.887609058581553,12.517581252509151,15.0
31,15.645050469093686,13.002146040007354,15.0
32,15.519927617452433,8.980367435454362,15.0
33,9.697804458620599,19.46414549030994,15.0
34,15.313326837814039,10.654970166581265,15.0
35,10.916725729380381,-2.846688696878287,15.0
36,16.139460933030787,4.525668835700817,15.0
37,8.69086632754665,12.909372565468324,15.0
38,8.835890400650735,18.07578486941951,15.0
39,13.880453148231597,15.765941932175425,15.0
40,7.983356083032275,14.548503918681929,15.0
41,3.360526778348278,22.822215266103363,15.0
42,12.938021630279701,24.478119097899025,15.0
43,6.756664518167083,18.292942973517107,15.0
44,15.85603169295956,8.477105918837857,15.0
45,9.010620725122006,16.226008846054054,15.0
46,7.408074149494791,8.775313266048773,15.0
47,9.215236334073794,7.911936277851307,15.0
48,13.59200678117547,6.77730321262656,15.0
49,19.02249845338999,-3.0393258248274257,15.0
50,16.062528075395477,4.642578041534719,15.0
51,3.869532851269858,12.080055253744355,15.0
52,9.624890587314384,18.32949442126747,15.0
53,4.533460322182419,12.716278025609089,15.0
54,5.517558346041547,12.16003952554238,15.0
55,21.368821157863778,20.647477851510814,15.0
56,12.671131541825595,3.6246352633984955,15.0
57,9.394651450317548,18.478979579682587,15.0
58,10.265038772455808,12.286225525022008,15.0
59,4.549339254316219,3.574022512897594,15.0
60,7.545992382521526,17.67511353115261,15.0
61,12.231635759401406,15.409620882345962,15.0
62,8.834220061711466,10.572000857710062,15.0
63,6.922504760991327,8.487880747020222,15.0
64,10.549552692732572,9.740292835224661,15.0
65,14.752825332539523,-9.0043443793387,15.0
66,16.346397498717696,6.033774760508992,15.0
67,7.269094991398933,15.794354753771083,15.0
68,9.564733700119678,8.292458444928764,15.0
69,7.4011122815513515,3.4446668969381022,15.0
70,3.788521687090936,19.25441357385979,15.0
