unit_id,CropYield
0,-40.101415487337675
1,-41.22463343051045
2,-41.417878133807335
3,-42.19269093421306
4,-17.09112275768636
5,-20.038009291763192
6,-31.691697831949657
7,-24.625727154358458
8,-31.79128773146471
9,-53.24583855772527
10,-25.392298630735073
11,-43.54082409018319
12,-61.35637075995588
13,-27.254454997512994
14,-56.139070229537765
15,-32.64080731932783
16,-24.158115562540118
17,3.6120036772478965
18,-50.91088635750786
19,-39.08936342296849
20,-52.213423062412424
21,-15.876097642895143
22,-39.84748202429498
23,-16.377099432779264
24,-36.154064732404926
25,-37.56197672904913
26,-32.398316466608904
27,-12.783819635606797
28,-44.95228397235076
29,2.0619957728697766
30,-17.225283505590927
31,-26.97472379778821
32,-41.98054462767034
33,-43.157042123422315
34,3.624615213659366
35,-21.529446078834585
36,-29.424913069568216
37,-28.38117501870244
38,-35.8022164459899
39,-34.26400850294011
40,-39.99305584414897
41,-49.57881101973922
42,-22.46518314601139
43,-6.770457935570385
44,-14.79450028316546
45,-55.088591359212096
46,-14.342604668877154
47,-25.017312464453035
48,-7.62889130322295
49,-25.873509711228987
50,-58.68712916527252
51,-18.180168341805835
52,-39.962824571960645
53,-5.7925569328316175
54,-32.139579702700985
55,-42.21430258201248
56,-47.931877749494554
57,-22.460840235522916
58,-37.33558519186913
59,7.8123528189186136
60,-38.505138395758095
61,-50.171134584537064
62,-26.814758376344685
63,-42.171195463392245
64,-59.24673574255027
65,-20.819501165027805
66,-38.916636404452944
67,-20.79272370752966
68,-7.200268926614858
69,-45.86479705421385
70,-17.971580036008447
71,-45.09094526711413
72,-18.835772973461243
73,-42.26082186654409
74,-30.107271190418547
75,-44.554898168498624
76,-35.01187033786689
77,-47.60130668338685
78,-17.69122778208523
79,-57.86114655776128
80,-33.50325715947781
81,-22.368027458046257
82,-13.891468964039838
83,-45.802935820792804
84,-27.100187105187825
85,-33.28409935446641
86,-25.756205123601973
87,-30.854008418633725
88,-32.73827011616967
89,-44.25761614927479
90,-8.000960113671136
91,-28.14487024510511
92,-16.56257482562195
93,-12.319450776505372
94,-41.801946121301285
95,-32.054472047534716
96,-22.288020176012807
97,-28.579177347379762
98,-48.341707747174176
99,-21.796042228106984
100,-26.46533071591131
101,-33.55978286794187
102,-37.27049620721976
103,-16.75985147558362
104,-42.79582680696902
105,-29.187722242387345
106,-35.96964182475462
107,-32.495966448270174
108,-16.746882501966564
109,-44.736298658324536
110,-22.03292878235353
111,-46.292586439086904
112,-47.540767101433424
113,-40.812707853039704
114,-28.52496383803779
115,-35.74578734869424
116,1.3230956756728354
117,-12.564745860614165
118,12.028379425830414
119,-29.15814614418696
120,-10.155387102137235
121,-34.498852762322294
122,-47.44558617084735
123,5.69163457186849
124,-26.48179585880463
125,-62.03013560937298
126,-28.602600420376987
127,-24.2348130211506
128,-24.18318608704685
129,-41.138291655954966
130,-14.09431108875149
131,-6.22914295782685
132,-39.066389773522495
133,-46.27731164253901
134,-53.880627111862175
135,-14.234457394938508
136,-32.46441931335745
137,-51.82983686198745
138,-45.91735243880117
139,-28.46138989828816
140,-6.277108635489561
141,-21.383940200529004
142,-37.00770483803757
143,-2.5936717691252626
144,-50.60215333170533
145,-7.596601142685421
146,-26.28535873865122
147,-33.79409623337504
148,-10.767688714241995
149,-23.590764403135342
150,-43.521644412598334
151,-25.95079392702818
152,-44.77565641691353
153,-19.364481244286825
154,-47.76218519058746
155,-19.399022565643946
156,-47.906008853160024
157,-28.402139026608094
158,-53.37951685068789
159,-22.60669693180497
160,-41.44931662376104
161,-31.93984953084529
162,-36.13248679274294
163,-40.9053843283724
164,-26.025534522933917
165,-38.590939673575555
