unit_id,CropYield,do_ChelatedMicronutrient
0,-6.47891858803415,90.0
1,-4.428799553658382,90.0
2,2.391600018402892,90.0
3,14.340744103428506,90.0
4,5.6522118179392615,90.0
5,3.5792436545368473,90.0
6,15.059938985420226,90.0
7,16.9214470098795,90.0
8,7.029316775966802,90.0
9,-4.734906803138365,90.0
10,5.772578177988488,90.0
11,9.590503191032553,90.0
12,-1.7842727376133252,90.0
13,5.575060496065428,90.0
14,-4.365509620043022,90.0
15,9.915047855102527,90.0
16,30.847414605020482,90.0
17,-0.09927436575251702,90.0
18,11.90827480474757,90.0
19,-3.028062817931102,90.0
20,9.948184075711872,90.0
21,0.9981935111497844,90.0
22,9.647590164944768,90.0
23,-8.806500319288766,90.0
24,11.95892616513653,90.0
25,28.99824419822135,90.0
26,11.5216946557639,90.0
27,-4.7880039008649184,90.0
28,14.999681849353458,90.0
29,15.047492222451275,90.0
30,4.883976022086506,90.0
31,-0.16903052344378144,90.0
32,22.41398434954497,90.0
33,36.59082591439809,90.0
34,1.3262232732343353,90.0
35,-11.344463215096644,90.0
36,9.65004979084663,90.0
37,0.2979696082075335,90.0
38,15.544588197703236,90.0
39,-1.70692617414316,90.0
40,8.071255512935448,90.0
41,3.157427988415386,90.0
42,4.548126665416307,90.0
43,-3.430561143735325,90.0
44,25.44479929161976,90.0
45,8.984107649294314,90.0
46,16.63870308592778,90.0
47,-2.8728505278739025,90.0
48,0.9207537190541307,90.0
49,23.800424331365292,90.0
50,-12.423282823902095,90.0
51,-0.9048479060868804,90.0
52,2.3661146686181995,90.0
53,-3.1894206685796886,90.0
54,20.343038539223016,90.0
55,0.7221143606017968,90.0
56,18.606847607136434,90.0
57,17.204120651245844,90.0
58,-9.478118812724487,90.0
59,19.092104818539944,90.0
60,-2.9686158528244184,90.0
61,33.50586842628307,90.0
62,2.562324896525615,90.0
63,3.861768387898148,90.0
64,2.6964171575858424,90.0
65,-5.38357858838099,90.0
66,-0.7770583863330003,90.0
67,11.701044138062596,90.0
68,-19.012337857681725,90.0
69,0.8244115300265362,90.0
70,-1.0312714054540482,90.0
71,-0.6534926182360268,90.0
72,4.078724991300699,90.0
73,9.177281827382913,90.0
74,-2.878016678554155,90.0
75,9.385507774358269,90.0
76,1.5439482052593752,90.0
77,0.240276200351063,90.0
78,11.609011649278827,90.0
79,22.8016703747843,90.0
80,-0.4297638485059412,90.0
81,7.308690777597031,90.0
82,29.786803767430673,90.0
83,9.150682054570277,90.0
84,-0.891931803866902,90.0
85,2.1492983395462852,90.0
86,4.684635547581629,90.0
87,3.359287974044983,90.0
88,0.7139799316620072,90.0
89,12.557730427140601,90.0
90,-15.361214155694917,90.0
91,13.613391833761307,90.0
92,24.852989672406746,90.0
93,7.217186116093231,90.0
94,0.8913863585767459,90.0
95,4.25608322975191,90.0
96,29.272224346769292,90.0
97,2.9397175756077125,90.0
98,1.361292285630949,90.0
99,34.48655399603824,90.0
100,5.8683098303370445,90.0
101,9.956213838552351,90.0
102,4.392538802626558,90.0
103,17.853302868390973,90.0
104,17.300175744511122,90.0
105,-11.390200404435275,90.0
106,-5.05477868962201,90.0
107,16.370002957769398,90.0
108,5.123409774611888,90.0
109,6.498783594127288,90.0
110,23.683079662342244,90.0
111,20.333210585479662,90.0
112,5.601100255835613,90.0
113,20.950289004037327,90.0
114,10.724846596999019,90.0
115,23.181838055182872,90.0
116,18.962137825563076,90.0
117,8.490203936712232,90.0
118,5.456185584431994,90.0
119,27.449947833635367,90.0
120,8.344930151030784,90.0
121,13.606040750607203,90.0
122,-0.6461654055673787,90.0
123,14.26186086597565,90.0
124,13.906359651152343,90.0
125,8.458881395642011,90.0
126,8.250050342387372,90.0
127,-18.356666035884253,90.0
128,7.905124284930689,90.0
129,-3.553021229645836,90.0
130,20.013903503069603,90.0
131,-9.837235727113729,90.0
132,10.821355396690286,90.0
133,15.894599551924903,90.0
134,-5.380449569195651,90.0
135,-1.1714604767364425,90.0
136,-5.583373879756534,90.0
137,2.06412459141926,90.0
138,9.2568417074399,90.0
139,0.6855092624603056,90.0
140,31.857070919461478,90.0
141,7.946454827976369,90.0
142,-5.2562914805872705,90.0
143,18.491951513487763,90.0
144,12.922209664194556,90.0
145,6.8108083480601485,90.0
146,-1.147389828414491,90.0
147,6.302878891461326,90.0
148,23.412482383005475,90.0
149,7.455833505047028,90.0
150,7.386068949725636,90.0
151,11.191895255846793,90.0
152,21.300943641375504,90.0
153,-10.41570226590093,90.0
154,5.846387386322261,90.0
155,6.870531424144323,90.0
156,-8.650085812589221,90.0
157,-11.189338414117724,90.0
158,1.5091188112880571,90.0
159,-0.30268736278060304,90.0
160,-10.907664341698364,90.0
161,5.130771946060342,90.0
162,6.191306024990318,90.0
163,-13.511375561576005,90.0
164,12.14813469997698,90.0
165,14.957442130726562,90.0
166,11.901419160415452,90.0
167,19.21459597823621,90.0
168,4.4263879715072845,90.0
169,-3.4804642911669412,90.0
170,-1.6327216711744361,90.0
171,30.72336483499401,90.0
172,20.576307336084316,90.0
173,17.472725030112368,90.0
174,-1.1262766332618281,90.0
175,6.848303499669652,90.0
176,-5.315554435273581,90.0
177,19.201179966404705,90.0
178,-3.747924604324349,90.0
179,5.593712755927643,90.0
180,-12.641169199327411,90.0
181,17.44169493276334,90.0
182,-5.137724329440626,90.0
183,13.489290105856284,90.0
184,17.681747750566096,90.0
185,5.33094281868614,90.0
186,-5.706760878791333,90.0
187,35.13495859603549,90.0
188,7.434357875907175,90.0
189,-9.559874281097198,90.0
190,9.67789876718447,90.0
191,7.921362053271379,90.0
192,13.636925406492791,90.0
193,-4.190592215340378,90.0
194,-8.652033496683778,90.0
195,-7.443755356034945,90.0
196,13.327735585128908,90.0
197,9.36706315149573,90.0
198,2.9807524972704704,90.0
199,11.126614874499923,90.0
200,16.161290538122003,90.0
201,16.135314857848655,90.0
202,43.43359874319848,90.0
203,23.06242818453642,90.0
204,-0.7702594475234354,90.0
205,21.784126406251676,90.0
206,17.14683445777725,90.0
207,-10.831102600310084,90.0
208,-12.226525371959614,90.0
209,20.8195755141133,90.0
210,9.216536479833687,90.0
211,31.036363908389205,90.0
212,3.76619860748332,90.0
213,1.672494516558785,90.0
214,7.941808380191374,90.0
215,14.341002288253172,90.0
216,6.1929327925725515,90.0
217,17.15788261780387,90.0
218,13.521158044021744,90.0
219,26.098373510712918,90.0
220,-1.3871617861102272,90.0
221,6.267599976700105,90.0
222,-3.5568694498900966,90.0
223,8.525412032480228,90.0
224,15.379003114529445,90.0
225,10.60709450478097,90.0
226,9.220326443614434,90.0
227,3.834228271831178,90.0
228,9.310612589561332,90.0
229,-4.868232756305451,90.0
230,14.812034450356652,90.0
231,7.084152825563521,90.0
232,23.74257948824844,90.0
233,5.77746824381524,90.0
234,26.485208362391543,90.0
235,15.966129296008413,90.0
236,1.1803366138231137,90.0
237,10.711354919995214,90.0
238,13.358315938809369,90.0
239,2.7022463149767852,90.0
240,-4.3299171427379015,90.0
241,9.221162052017046,90.0
242,14.628596626978794,90.0
243,-11.945407967886174,90.0
244,13.511626187524795,90.0
245,7.260421842577559,90.0
246,23.72303005189438,90.0
247,19.06654906690383,90.0
248,10.358429271707509,90.0
249,7.637193188495019,90.0
250,8.41205923384948,90.0
251,12.980049027546679,90.0
252,10.214165920006609,90.0
253,30.07001248750354,90.0
254,1.6869188165191429,90.0
255,11.918624143858676,90.0
256,-5.237466695456634,90.0
257,19.69588877407885,90.0
258,5.985811906153225,90.0
259,9.918139700419195,90.0
260,26.861837900150014,90.0
261,-4.421040319574756,90.0
262,-10.126266536207732,90.0
263,2.422964572886675,90.0
264,-4.1519695506593335,90.0
265,-15.843568716881297,90.0
266,-8.472490455608032,90.0
267,24.382128278312084,90.0
268,-1.348472808839549,90.0
269,-5.401560455592799,90.0
270,8.156651528372393,90.0
271,22.868748935069565,90.0
272,2.8552845533033464,90.0
273,23.860838771262973,90.0
274,20.33873040350265,90.0
275,22.109763747168007,90.0
276,37.500858538929975,90.0
277,31.011042248414164,90.0
278,11.444385215561887,90.0
279,-7.0919357120893345,90.0
280,-18.130159277311048,90.0
281,-4.169192507309965,90.0
282,18.90577481546422,90.0
283,19.002125297024918,90.0
284,3.5772774153575986,90.0
285,12.531174021011708,90.0
286,3.8364972224590494,90.0
287,16.843875210776698,90.0
288,-5.69877013042458,90.0
289,9.784874511700703,90.0
290,20.348442075145247,90.0
291,-14.47520994849991,90.0
292,11.89501860030005,90.0
293,15.777587463204814,90.0
294,5.681857701348735,90.0
295,-0.821591940187124,90.0
296,24.565648545991714,90.0
297,13.624988325636611,90.0
298,-7.051327723619961,90.0
299,-6.248420690391467,90.0
300,3.479993363859998,90.0
301,-8.38462059488785,90.0
302,7.680354524649018,90.0
303,15.37144560060251,90.0
304,8.524638530319091,90.0
305,2.8351676240903885,90.0
306,7.596440201561461,90.0
307,10.92290462044067,90.0
308,18.355103756752797,90.0
309,1.0967474184819868,90.0
310,12.832062695907391,90.0
311,-1.4862008174835557,90.0
312,24.065352035592216,90.0
313,2.1328791108322767,90.0
314,9.171360828480925,90.0
315,-3.887747319847948,90.0
316,-5.881098094640702,90.0
317,-8.734483799119165,90.0
318,-13.410530082058512,90.0
319,-17.87429251860359,90.0
320,-1.0373966140556632,90.0
321,11.355516024390377,90.0
322,7.416739675614041,90.0
323,6.577017214693159,90.0
324,-5.060645048302845,90.0
325,-19.530634607979263,90.0
326,-12.633178575628472,90.0
327,11.3441019384343,90.0
328,1.400074163145058,90.0
329,20.50157580086991,90.0
330,24.623438263301487,90.0
331,-3.4470999145627887,90.0
332,3.4248413700446534,90.0
333,-2.6821810460318893,90.0
334,17.51640177623554,90.0
335,4.66197773583522,90.0
336,-2.4401708698066784,90.0
337,10.444110324333776,90.0
338,3.1831379301194223,90.0
339,3.194501026571496,90.0
340,-13.184751857111085,90.0
341,20.282366003312557,90.0
342,26.953170678884977,90.0
343,-1.6286839207422243,90.0
344,-4.928609380669159,90.0
345,-1.5492726769361784,90.0
346,29.741907740280997,90.0
347,16.867000559746096,90.0
348,14.877897695956708,90.0
349,9.127696670693236,90.0
350,20.764521135095922,90.0
351,2.5692422890545172,90.0
352,8.601190855584203,90.0
353,13.921203769983567,90.0
354,0.35725433995040445,90.0
355,13.124750964284495,90.0
356,-0.11498895292602285,90.0
357,-21.049647680791335,90.0
358,-4.361658895845356,90.0
359,1.707636494842478,90.0
360,24.595000869842796,90.0
361,-0.011625716500732075,90.0
362,6.00757332612212,90.0
363,4.677186587282259,90.0
364,1.161548908289675,90.0
365,-8.098722248572019,90.0
366,19.510422318481968,90.0
367,8.209733412885708,90.0
368,20.05937050068849,90.0
369,21.33475386668641,90.0
370,22.485832231281073,90.0
371,7.661970471937451,90.0
372,-11.787254109002784,90.0
373,13.725160946928508,90.0
374,4.360084088108591,90.0
375,-8.35233496132584,90.0
376,4.14160496711928,90.0
377,-5.36861595304962,90.0
378,0.14006911996155402,90.0
379,-12.618604986421262,90.0
380,2.8045470398483303,90.0
381,19.5820851825675,90.0
382,5.727851018571479,90.0
383,14.854493058988993,90.0
384,-0.25771172209631743,90.0
385,-9.713360472903757,90.0
386,15.723241291878335,90.0
387,-6.181824774810963,90.0
388,13.592327955926434,90.0
389,26.930451455215238,90.0
390,18.425818780642032,90.0
391,11.515061405274185,90.0
392,4.577312265187508,90.0
393,7.584833222782996,90.0
394,23.61148056923516,90.0
395,-14.103316956021864,90.0
396,32.26055016562364,90.0
397,18.812316112708558,90.0
398,-14.850860504272193,90.0
399,15.672364051399564,90.0
