unit_id,LeafGreenness,CanopyTemp
0,23.633286236845173,100.39961354157991
1,34.84678398979279,51.06113052575433
2,27.375625142315776,85.87550433908481
3,43.741554632569056,84.88961939934717
4,46.57253353900188,92.07867259636336
5,56.156893735723735,75.42977352090502
6,32.916448792280754,83.95738936199977
7,21.684494345827304,93.14372906607586
8,54.246007417582554,77.2626769557986
9,38.73716403492031,62.27100295028713
10,31.72578412355225,71.63978391273976
11,39.82831886814432,76.96541935821367
12,28.75453989550407,74.20943526152982
13,66.65299634985638,62.28464714223307
14,49.18178232132097,75.01156206171814
15,12.118815462518187,66.90231594051008
16,20.24228167686987,86.0028727860563
17,52.031494588108345,60.48904022008313
18,49.87357694947357,70.16893145056771
19,2.713612999963283,65.49094588414107
20,58.35293870257924,71.5948888304326
21,39.0071390126501,63.35773933075576
22,15.891705489019433,96.91142798989969
23,44.417567592776095,101.95434395080076
24,2.6744425299083616,66.53729668415178
25,22.592839887535337,80.0892178283243
26,57.70755046967762,56.788495092252624
27,23.805749002034183,76.70402212581742
28,16.28490418857715,78.00284408423781
29,46.24450018931764,58.51364955570193
30,45.02363108368644,93.24589274242634
31,40.12065478838909,74.92237336800416
32,62.62116967796486,77.57607014387818
33,68.23514996814546,52.751114476353926
34,33.35860093377286,75.33021546256582
35,5.377601202553773,72.13508056273449
36,69.55012306067742,70.90466770381103
37,16.987349805799347,74.79489557328917
38,47.30509986271103,68.89703612043459
39,46.35586016352141,70.51377992621359
40,54.7922780043446,75.41275024302433
41,27.269167563906446,90.53705339921453
42,43.85526426836081,86.66534005598724
43,29.88923778883531,81.95492516791327
44,44.58636298022877,92.00791698928728
45,37.34155602565249,67.21852236063965
46,25.199623713918633,63.9521845131872
47,41.494895504985024,58.11283883651443
48,43.46255860508086,78.19152985294444
49,35.39132560479005,70.20530387855601
50,38.34594290129855,65.51496255375172
51,44.5525442852528,75.49760102242597
52,51.052860036757764,75.1601539544445
53,48.538872370994035,61.1137624955331
54,38.942963849366386,63.11558229324631
55,24.18567927757303,76.44358309672228
56,16.514246919199937,80.04231281655714
57,52.778571093833754,78.22034431396908
58,59.68286198863639,49.27344643544998
59,39.61214044773386,66.5220232340918
60,53.804484851983204,64.37552420428574
61,70.32233566487974,84.79707630509346
62,62.995403972430694,75.91961185215837
63,47.68275303196474,96.12373837088354
64,27.054889498777285,81.6103265466674
65,37.32026694918013,83.02516784033804
66,44.30033047395864,102.81827197218058
67,39.600448929170774,69.22129480937545
68,47.91424772212202,64.34794690066569
69,45.22550937853714,69.8528636193187
70,39.22865072267124,83.391054989521
71,55.70458942921575,81.08438228949178
72,54.710813772280765,67.34656459460781
73,44.323858663900836,100.05606015605056
74,44.44828631085726,61.38001655833332
75,42.96138071562841,91.57979514981271
76,30.05399587964053,78.6193093511694
77,44.50876478429602,65.59771043485503
78,37.93212408477786,85.1612229491367
79,41.69413818577528,67.38897099912198
80,36.77988164676428,69.4568994995037
81,44.45550949112284,77.1976028700612
82,35.21245406485815,87.95657805174159
83,19.264617698360112,74.40858287175438
84,38.951145525423144,76.71601105443291
85,44.3441285065804,73.96803048504678
86,44.0356450792165,58.01571152698418
87,42.59998630611417,80.01645145454424
88,40.42406972116257,58.102217508758635
89,54.59566050358631,56.932628477717984
90,11.803766538564293,94.49903347847385
91,38.977876868541955,64.8772779282641
92,42.42929623301136,77.98754977313357
93,35.06688830155936,54.737871093657496
94,44.61085097375395,61.02034271359282
95,27.031515474594023,55.46560473665862
96,16.11357608426347,68.8629320783771
97,18.601664789767945,54.442333581461895
98,28.342779863740546,63.996643196167746
99,57.142128933638844,84.75236866565346
100,53.6162005922262,52.72981910534749
101,33.793923722072364,69.51329587240231
102,0.09350849893377777,72.23258152547278
103,43.42474552223105,69.45773483009998
104,47.40688873077119,62.16240438441538
105,30.61761218720674,92.70174728196486
106,31.18062815095766,87.2151462247506
107,36.41347001550437,92.02883639027706
108,14.18363531815297,66.30055377791132
109,57.17079467222789,97.86581082683409
110,40.968856058947225,74.60276871669029
111,36.83221631276002,88.80072581677446
112,39.242156325998394,65.25677573550746
113,26.924900238478926,70.85469666985621
114,51.1630494604198,66.84555549829315
115,43.983746235157845,63.78491148048051
116,29.00216573753567,72.86423469996075
117,42.22019852489146,64.47173227175462
118,60.92937967844682,59.73216835078982
119,20.779330890199834,69.83557232426337
120,26.074452232482162,83.56596392335939
121,43.42840637121637,61.10270042707314
122,58.50856092615042,81.74618092855627
123,23.41190947627731,65.07128216484007
124,57.13333012115849,83.53153533226343
125,65.9499188461018,77.54623043765267
126,50.858094242220204,73.41758237071231
127,46.99919748659018,90.82259519243001
128,73.20496341869355,61.6471249388143
129,38.011893687241944,69.55626062733337
130,65.97472204186289,59.6720939053047
131,39.69612155072755,85.93218044660826
132,26.536776704000523,51.8163724623632
133,39.793971771656196,92.52454158043174
134,46.164628318719345,61.452530947781455
135,32.97543866481834,75.9599965300883
136,30.249666422913336,70.74747404832908
137,26.05053748409596,83.7958585470337
138,24.164548206573194,71.03707682639676
139,31.673523346443886,71.89418661496028
140,13.511596710155182,63.23565606394003
141,22.492317172894534,73.94673852220336
142,52.231743601550086,74.51713057725084
143,42.494491709421176,65.66770566764545
144,17.42350121954168,102.75272161898292
145,56.29118456750281,85.13181827738515
146,55.970569751014594,73.14288303009043
147,23.48520436925307,84.6335862203044
148,29.712158242438264,81.73036646391546
149,30.39604169708992,74.40698406275408
150,38.06532676746785,74.1940589589199
151,49.339216669196986,87.40112620617276
152,44.079110141475184,87.73197962465781
153,51.626672204588544,92.71510132919046
154,37.74848843945063,90.56641425054426
155,39.85852400652968,65.64300290699589
156,53.967000137528295,80.25577471854936
157,63.37930549332886,72.51496620651125
158,33.12782130672348,73.47139334486366
159,39.685249042727015,62.05809870290583
160,45.00130186770073,56.03624919796732
161,45.18415940705131,56.58723541210815
162,39.59137812613031,56.86103310087175
163,20.304643176877263,87.34604403459177
164,18.845784562726735,86.52217018932328
165,50.53002692314029,75.6357413104697
166,31.48536145055102,48.015709194857735
167,32.55268517215487,52.28218916077493
168,28.437688636052197,89.66970342603616
169,62.96508324838692,86.89896868090686
170,44.71330132928985,89.41858437965632
171,50.230603439925915,82.55034207623869
172,69.16218116470111,55.245798439426345
173,18.892007259809855,56.66938068372591
174,51.02802590157933,74.00031444968086
175,34.25310127815741,64.63255705754726
176,49.30507264061356,79.23375432872042
177,31.996602714452948,55.52905990791352
178,29.532600084000375,74.29503484915463
179,32.12655304226868,92.61742587399428
180,63.41136936619769,85.4897690638495
181,54.65817639753702,76.80055839660275
182,55.53139395586081,71.75660669702042
183,42.615664317685635,76.64026288278487
184,63.9916298035309,75.18963040342315
185,42.24687183985992,86.33205863336937
186,39.60171321734952,65.81064488383069
187,39.95163630596933,93.3299424745552
188,15.300716890784308,63.61587338610796
189,19.939133495680043,80.10561615976091
190,58.45275927286704,74.14513251849019
191,38.09386597359951,74.26259428949835
192,32.92727618604355,90.0786312523195
193,51.89849906807352,81.87844431314875
194,57.58382156954738,85.71891664557766
195,31.26723021104804,67.86739456769428
196,9.377026625032281,66.48086791226406
197,44.319218584226775,71.53925843031394
198,44.33294282926218,61.91993917602733
199,39.01692675019619,76.09634086565536
200,62.5351784919713,76.14012542982367
201,54.60412713555924,71.27201750570924
202,44.61688507525153,75.62574601951174
203,41.14792099732224,53.757729142616405
204,48.77545971706452,66.07078979222504
205,41.45850069456619,86.14833101617236
206,36.86657327418349,82.93492165910645
207,70.56845798151448,67.95382664511592
208,66.86839051514393,65.82036077100769
209,12.531570062404018,61.87421461033701
210,38.53924007775607,66.36282138267042
211,45.38678740790606,56.512985666972895
212,16.30007501804412,77.37428867368631
213,48.239726180034225,80.64567687410137
214,33.1313223367553,82.03971572094122
215,31.65457680837765,67.86781684724397
216,40.011969994980966,81.18844885374789
217,22.272336401117453,85.84752786863766
218,40.315359393766954,76.24525176569875
219,44.985614372565756,67.37252736815951
220,-6.971133306868852,67.66375041850522
221,69.67941909725907,60.87182809281109
222,25.129179044936055,73.15960818016208
223,75.60512781056643,93.5370672737689
224,31.39049282750333,62.26701804564397
225,36.11658248706347,84.78449327946487
226,44.58823265646046,61.074383650255555
227,54.309572292897165,88.05819416999279
228,58.07251512275339,72.790465831515
229,48.41085283304294,84.42733528747873
230,44.97518947702575,59.870959000037125
231,65.95375307393864,77.53323707489733
232,36.669295960992756,102.91129375654226
233,29.781520068750126,84.77923633046399
234,39.57041968209625,86.84608637282194
235,51.493646327404065,86.34409725728975
236,53.75651312545426,91.58991085969265
237,20.962766474963114,59.817749108990895
238,56.901397616538276,86.43309129436292
239,34.57665611142137,75.23372042827883
240,24.931631350205922,67.6406100781549
241,56.91460069040704,71.0800693754108
242,52.43901294582168,58.6043455000546
243,34.97384247724151,55.9939573651166
244,9.608667912719909,59.930144438572256
245,51.87481480218596,69.80323939698836
