unit_id,ProductTiter,Osmolality,pH,Temperature,do_FeedWaterFlowRate
0,11.068078384400295,42.45728590871746,38.283120449403896,50.98131868838561,15.0
1,9.246339239212192,47.66954006948561,47.678843845510215,40.39841454206612,15.0
2,6.939304356315267,37.65182542045267,57.332466998582824,61.19027360920446,15.0
3,-9.325718510113166,43.303832709494394,53.62222481516175,57.34568698575155,15.0
4,-4.676749034277115,47.38376268360329,25.69659188305806,57.1198094995422,15.0
5,1.6718567894090302,38.54096378929593,50.26683364872529,62.19179120931892,15.0
6,16.555391001185484,47.23804556071882,45.15770379435829,51.604218946398824,15.0
7,-1.6745578951997002,29.94814742934711,56.4254151321603,80.910461486607,15.0
8,20.715614242903747,42.31525720466446,43.55969345695971,49.55113150776722,15.0
9,10.058103022994501,31.296702550645776,66.04513343428727,61.7979264467153,15.0
10,5.75352854218557,48.496577450385765,54.731011458601174,46.069261252763965,15.0
11,-2.1813506616718192,41.42741764252708,53.77246965654303,45.63935596456371,15.0
12,-1.8708481767356147,78.64348870611478,56.86263368753666,40.40655973720037,15.0
13,-2.418020545915102,53.36324637957518,41.977879842125645,49.32342854207865,15.0
14,-10.517468917986578,65.20784170772133,49.3435115580127,58.307414068708574,15.0
15,-9.18387927555835,53.91830353903428,57.13521896846861,70.42288449093327,15.0
16,8.167037986988442,60.719600397103854,45.00609301692596,33.32937638171943,15.0
17,11.363666147627235,60.2373701390281,53.91006312462987,45.40682649741487,15.0
18,4.250043230253861,38.10128104577879,64.74504735978134,41.1863830570801,15.0
19,13.800382982392312,50.95979489128451,62.01533896446389,53.202472586430495,15.0
20,10.648131674217442,38.04575469727455,53.84074856060977,44.77854135903681,15.0
21,0.709557905280322,54.07811014170924,62.04049177020644,38.865607969417795,15.0
22,19.41659245179017,34.472961317010444,40.04346039953251,53.59321744416835,15.0
23,1.7061111013121275,52.54087115385651,65.7372184342019,56.037527632703735,15.0
24,12.419396722420542,56.71310677399383,69.15963037058283,54.347726057240706,15.0
25,9.122495960326702,50.442510209506395,45.1565671678529,32.54269228326003,15.0
26,-0.5519485393320451,46.176629612787906,29.688091279910214,48.56317959081535,15.0
27,12.584970771627455,32.51935482931435,33.478952381580235,62.06238616078476,15.0
28,13.387972392662736,49.51964738865145,55.89457899050242,52.24957598759698,15.0
29,6.669759374255204,12.971209073815658,47.71140346584984,36.28160047722098,15.0
30,4.390482684263065,23.005981151408918,33.889779620010856,60.59952046869968,15.0
31,5.795812382104872,52.52937854424547,43.88704961514179,55.77138497781341,15.0
32,-0.3041219080581141,47.49049747695837,33.35464675010537,44.81665810179721,15.0
33,-1.7049938773568578,38.755726742948404,56.3199010598591,49.678936785777836,15.0
34,23.83585657465015,53.178765523144556,56.28076984441402,64.08433279144293,15.0
35,7.241260326082209,44.776593205368435,53.160943430311534,57.706245329579204,15.0
36,12.258626680440134,39.757838741633904,55.463660222776596,60.52772009801024,15.0
37,20.78077197024538,50.699546262578686,76.13181977692369,50.361855606977194,15.0
38,-4.0578465161567765,50.26575128379661,37.30282120254189,64.26772542806559,15.0
39,-10.343303553803134,48.759746813476504,57.45809405819555,48.41731429413964,15.0
40,-6.507282412862625,54.93051173525547,55.94890592660504,64.69156706117545,15.0
41,8.724403472574132,42.88111847257346,40.951186208876685,40.152728650235275,15.0
42,5.481943904707588,65.62376289966369,47.265286000323016,55.01709317426261,15.0
43,-0.46408776232745974,49.940691538792024,49.1541468870761,59.834811923083535,15.0
44,-0.1840964365360327,47.75579283853202,61.75520319827387,43.59808664641219,15.0
45,1.7764322768535186,32.50842551353766,65.41125710500596,39.317413127724386,15.0
46,21.782954204079157,51.7116943742449,60.201948563720535,59.620785464603976,15.0
47,-6.6384356046079205,59.380835263759884,46.425250833050214,48.63575068984982,15.0
48,2.2334321243159363,40.79205822356729,18.480684758608962,41.30929173106054,15.0
49,7.726682128314106,47.337381073940946,43.38902711261217,35.45698271379462,15.0
50,6.014833154661964,44.317807272616456,53.068770079329866,67.80775272534699,15.0
51,-4.055716115904316,37.025925375529255,52.15592674041949,36.79637890896274,15.0
52,14.502227199658245,45.93098700676499,52.00696907340428,35.6438039138297,15.0
53,-6.016400129689731,47.91262232957509,51.87241641161859,62.9909075278579,15.0
54,10.310084689830799,42.45698320102697,54.95442058892973,20.401263216555922,15.0
55,-5.196900798179611,56.597332058127556,44.90252675337651,39.381853915618905,15.0
56,7.821066330385185,60.59390399119359,55.450987820580366,41.54539920054335,15.0
57,5.618862987005579,51.78561649773284,57.94386475356499,47.23440824686558,15.0
58,-2.0173519626249057,38.42305498961737,37.634192860290895,63.04531253884288,15.0
59,7.743265863992473,28.103001641460946,52.96872823974506,62.319202108217326,15.0
60,3.1753793323097406,46.342852993657495,50.95876717600366,33.169167589380145,15.0
61,0.3267678950495281,38.89303707610535,66.70248751901525,35.52513560385626,15.0
62,5.1093015728417015,68.82610447042252,23.50158809107482,52.2241153469443,15.0
63,-5.848565130453701,61.01397261435275,68.33698444913081,43.02670007990459,15.0
64,-9.937992488032961,66.68794038587808,12.865907118106906,57.50817624814825,15.0
65,3.1875066829454175,41.06965633167294,50.549572132659904,68.22185223686729,15.0
66,4.742501031328593,38.595199694581915,44.80932872390472,47.907064364070926,15.0
67,-1.4608238710008887,27.45770590503229,41.17920576713167,58.74557824905763,15.0
68,-8.53222206198512,35.90801523810989,61.924129382186194,52.08012566686211,15.0
69,15.00605815268344,63.43152941746504,43.264123042533406,67.52344497245929,15.0
70,7.510901393349147,41.68761515813968,48.5839907579904,64.83789548844399,15.0
71,9.519638711330845,58.6459988355605,45.721593688842894,56.779664980198305,15.0
72,0.015813753979441625,49.21990547233304,40.840099516284056,35.59264668265273,15.0
73,-0.06238009701831437,48.75107868673247,38.319974533523734,60.240544553972704,15.0
74,3.4649509062162127,46.09952060712642,60.192217158186246,42.647570845163436,15.0
75,6.226604867234429,74.42471973642375,58.28169005420128,29.11592946240995,15.0
76,7.8136318902545865,38.49472032176239,28.267448494701977,17.37788269831778,15.0
77,-8.761682379369221,50.079232275023976,50.74067970407504,67.74628559497646,15.0
78,7.339475758752927,45.128455876985896,61.28172399736061,45.86751871313741,15.0
79,6.302996832406242,63.61733005179316,69.3700172599153,39.13437471686397,15.0
80,13.426295328169525,46.133004396720565,64.03141979318359,67.18815243481811,15.0
81,-6.942005919058091,42.09667991286144,51.48900605250403,36.217681239320555,15.0
82,13.258951747884655,65.33674034466374,53.69573526423839,41.82583766595427,15.0
83,4.741477933638215,39.42644596339601,50.20304874808132,63.99358749371281,15.0
84,-5.405819140200595,46.63278609457631,64.13669982405139,49.73948477616962,15.0
85,-10.696411123243648,55.93635474603351,45.338643935402885,57.86442246907944,15.0
86,9.103681052331044,72.21286127066185,26.154855664188194,70.0544734405539,15.0
87,-2.3734426726688267,45.914504798340374,52.549344987718854,57.73107481475159,15.0
88,3.8503654546202926,24.58084738219761,56.8479592933935,65.1288365436002,15.0
89,6.696881514561,51.81694051947825,28.105846322497346,61.89147460900442,15.0
90,7.0321994590266605,36.414664304179134,55.94621176961236,54.435222141447014,15.0
91,2.405717262154084,42.808607082690216,30.158483963821887,55.746234743540285,15.0
92,25.889912639958617,48.36479923177101,43.930199251580525,59.32556871209522,15.0
93,3.9416224338768835,50.68824155162745,35.626597894356,59.749343123725865,15.0
94,7.301857350013073,64.6325072539165,60.47196758169418,58.44905117532938,15.0
95,-4.730751902766629,38.39387229393922,49.25273730713747,45.575212610885586,15.0
96,13.825675830237824,44.988998246000456,50.922081224361754,54.31360431173165,15.0
97,-5.677340752613182,69.60353808501074,44.78617923823396,38.329904219123534,15.0
98,-1.3314277782697486,62.87518955618846,41.81279853712646,62.73004686947053,15.0
99,7.5858907378053,62.7637833206306,49.52188308267956,39.47164904359962,15.0
100,17.56360168192726,51.45002985504087,47.75550362959005,53.95143274650865,15.0
101,2.4866076584254375,45.539896420678275,37.38679467161227,44.71780483614383,15.0
102,4.557642065881034,64.02877208172488,44.598678288760894,40.673357521395296,15.0
103,19.344416897012806,57.389033662187614,38.715327435924245,49.34832947821227,15.0
104,19.127044322316507,66.1035398777148,47.72095778988844,47.040003696966124,15.0
105,12.409454367718206,58.1610629498676,38.560817971466136,51.0559983636943,15.0
106,16.068380776872242,36.05024736685496,37.652070334420074,52.31928467085533,15.0
107,12.025749822234669,55.41033227885673,34.06204954411314,54.220300633859345,15.0
108,3.779051586966867,46.8776341153789,63.25021631511165,69.17982122415201,15.0
109,-2.794648673995188,63.886550512501316,71.93677692720777,55.37023085152893,15.0
110,-0.5472130997564368,50.21917129432796,66.41135493346022,71.34963676273867,15.0
111,10.018475060400045,47.27578631199304,84.30491356384594,64.88193189504231,15.0
112,-10.594487182643974,58.940178306166864,70.74136940431168,47.92081364558568,15.0
113,6.456128581075799,33.033818494165004,56.30673008735251,70.55202870825057,15.0
114,4.054826095414063,35.3896678936175,34.81385595985675,40.396290594194866,15.0
115,-0.8707631479143512,33.888588298933065,48.12769686006779,60.442701356128616,15.0
116,4.596020625386958,41.11820610246479,64.59123370118229,53.864764363028875,15.0
117,12.302358993630124,41.47286647950089,37.472912256605106,51.247307860943586,15.0
118,-8.22152338227696,68.2030807749974,46.10026984440246,45.506710759695494,15.0
119,2.3606820350829123,48.309467211261676,61.331448382214305,65.08570669864831,15.0
120,20.89718350776931,56.53899580263321,49.02480958443023,52.39164548127866,15.0
121,-0.6794137353416372,54.34089511530058,55.429703995679944,29.428759885922975,15.0
122,13.255159703368905,67.26050657012632,35.34900413807438,47.79825610016028,15.0
123,8.949989280095345,44.48404043160398,63.137792547387036,58.447329111435174,15.0
124,-1.0513233270985323,28.008827795490824,60.54671373448973,57.12361016858485,15.0
125,-1.8788881886536175,41.00841659407839,58.03697248896648,60.698910492999275,15.0
126,4.463588118579715,50.8131718149155,59.830345127062415,50.83640409127406,15.0
127,-8.587474801866817,45.27319274812632,43.01816200117259,36.683357698513156,15.0
128,7.967886839401732,50.28512437001553,61.21263404490956,61.812426683870235,15.0
129,-6.368799283153086,49.53216348457739,41.949108328209164,16.348849490625074,15.0
130,9.023222265829606,61.86243077491776,49.174935901957895,57.43691796471654,15.0
131,2.6969441968377708,42.29155805621925,65.66962520041135,45.841763762025195,15.0
132,12.674201324621766,62.5415354679039,66.83406338442995,59.646365396584365,15.0
133,12.477625569194428,50.29045027591556,20.93480192990395,16.610011834921394,15.0
134,5.352095155732672,72.75161104192742,49.76570244004384,37.23827135152533,15.0
135,21.132294207549275,51.97126217392432,51.38179763614324,51.20705808319995,15.0
136,14.531262633689483,48.0733541047321,45.75908685457743,65.18880290921554,15.0
137,5.98045293506701,46.29051442623187,46.402592864526056,64.27247398467856,15.0
138,0.3902236104921837,70.44127280959873,45.99109195130619,43.038392944029944,15.0
139,-5.074611804154245,36.034150817655686,37.00168293128679,34.60201658042638,15.0
140,5.344775862961812,74.60098693851778,60.68229424007547,49.144430559517055,15.0
141,8.578604639293543,39.88236874489529,54.88305981436161,46.29390054230111,15.0
142,14.937540838686672,73.74922409670306,54.25938420947877,53.55302619346693,15.0
143,-2.9593133137278715,62.1192274757866,50.13474387402893,36.686134847891545,15.0
144,-1.5840745331594661,38.79234406740762,54.943397918701656,42.87514157972775,15.0
145,-4.089485756825825,26.415079997687663,46.67594504418588,64.76467862780247,15.0
146,0.052642846975836835,66.13936599090864,46.4212564946296,30.69541993064219,15.0
147,17.730600876170932,44.24004926249484,48.013895403685616,55.89689661883484,15.0
148,21.127852527518378,38.27673665319359,51.84036933675321,60.17520343257038,15.0
149,9.461137403848657,50.90202176143652,63.69407741748943,51.76087186681934,15.0
150,-0.33670250998864504,64.18154695376954,65.81816299659101,50.83214825963784,15.0
151,6.528728163155019,42.71411050287403,43.531414806220475,57.50291147057961,15.0
152,2.1907303090291252,37.358794137642974,52.68748153294417,41.491114358368,15.0
153,-0.06233741837994877,46.668416751476585,68.53859966763231,41.41833036940083,15.0
154,10.194527368211132,64.96820382052879,48.07783151857873,68.09287827689572,15.0
155,1.336494731553966,52.41228413248515,39.509296841156356,62.470129727381504,15.0
156,19.19011802401395,51.01836590502966,42.78019078060795,31.443491699829643,15.0
157,11.53976107679911,40.40847260256487,51.321480455062584,39.50458392952107,15.0
158,-12.814219129356946,48.77129371457648,41.72167923818272,67.23714895114115,15.0
159,-0.38418610014536503,54.530078341168206,57.02314765712599,73.9814190328165,15.0
160,-3.0129139502638007,55.73721627373663,55.30297377439579,54.30430247234455,15.0
161,3.4051107662288573,37.9361744683087,81.28662192815594,21.327930484868823,15.0
162,8.343048683156972,67.07139723756234,40.937297315838244,50.003780524732,15.0
163,9.07644005049495,45.811478569846166,20.035832496700824,41.840899955513514,15.0
164,4.319490597931219,45.18004021372246,58.930052632650515,51.49052126142639,15.0
165,-6.4814459944303,56.38450174198076,34.31587974008491,40.7231576302806,15.0
166,0.9039393005948191,60.44555019793818,47.03087060419568,42.02499826254067,15.0
167,9.500587370122803,31.94473752554204,33.705061346926385,33.98865599106131,15.0
168,0.7415926159775834,44.45986907686857,66.11390774689528,45.30084478497921,15.0
169,1.0896986212047577,47.46596059434504,60.66145093363779,34.688729057974584,15.0
