unit_id,ProductTiter,Osmolality,FeedWaterFlowRate,do_FeedWaterFlowRate
0,-25.990342877817213,50.628176494257396,36.68322833032148,40
1,18.227776536942937,77.09512695457828,41.51496342192702,40
2,-28.044312350234613,47.71473821033417,36.88299420587432,40
3,-23.37635229174152,57.89020696188091,40.72739929619467,40
4,-20.360174573346935,37.91163723332171,37.31573827270699,40
5,-31.60427123539157,38.6540374883034,41.0789193783502,40
6,-17.716977234942426,50.77024389898385,43.12467040090386,40
7,15.648208885288671,53.119791497588324,38.33687828726503,40
8,-10.994732057171586,53.29447843963264,45.635567778762656,40
9,-29.924153426699846,61.70409839541222,41.690835689207596,40
10,-26.7758668260245,35.36317053448149,36.82779539963201,40
11,-11.940537481593534,56.4327752574631,41.17434467976752,40
12,1.1408715198599069,32.24674005153538,38.341571101145654,40
13,-24.164941390152084,54.7477179698913,40.66593319440675,40
14,-10.527649376325876,52.781308189636825,38.80386670795265,40
15,-21.47176146131562,38.95851088034239,38.155239755829534,40
16,-16.109631758792858,52.109682527888765,42.74704254719338,40
17,-17.961385409972646,50.50412625556841,37.21056947224159,40
18,-22.59990461709974,39.278308023871574,39.532678453829206,40
19,-15.009400163342844,45.225577210322264,35.747432245306435,40
20,-9.922696123294827,63.69415348866261,41.00558505053071,40
21,-15.256003081613663,51.00457510036029,38.343136523883175,40
22,-21.33144127543204,32.34455927013234,40.3020349424708,40
23,18.555287722707227,49.16026618869469,40.76695358672131,40
24,-11.637712450400702,51.6212882434978,46.011342275053,40
25,-14.260331266378659,48.094702543958356,43.93404778620644,40
26,-12.110491784423711,54.229367638957356,35.75146154756721,40
27,-18.18852130446517,62.239975722997585,35.8791907539354,40
28,-15.215185610554913,44.55307946783287,38.043599263229254,40
29,-9.643224757369445,42.24524796288699,38.273860318967806,40
30,-7.3754018617406425,48.31629998426855,36.978848580804105,40
31,-1.9254171974855046,57.57744861120757,38.0082816618363,40
32,-10.075766597594562,53.61695588589604,42.467188042343324,40
33,-22.423342585285024,57.42888784851266,43.293292878991984,40
34,-22.891202657918207,62.85734060649776,39.93093089199408,40
35,-5.870363322181678,81.49912808334025,35.026620535168995,40
36,-8.035980345761475,46.877759478986746,41.067238352964125,40
37,-19.33247361460058,35.344045909761554,33.132812816784515,40
38,-6.771533321057451,43.61724073761731,40.19586768786269,40
39,-9.989137891989325,39.37347550722118,40.679914225358914,40
40,-16.990175981493298,31.96767305604671,42.55262306525805,40
41,-12.619237967256982,47.305757815186126,40.12661339373967,40
42,-15.639149869500365,62.13382909944949,41.28303210665592,40
43,-22.076142871443274,28.32038933510284,39.50634292684122,40
44,-15.221475155729745,48.011736528215735,35.35259162736351,40
45,-14.564399240170832,44.96584696342684,41.47655687194196,40
46,-15.571740951248149,54.74065182537986,40.1268987987465,40
47,-17.264531323294623,62.98132374942352,44.1231045329492,40
48,-17.624787020573493,53.14748768011973,43.04259333709575,40
49,-5.961484032095348,51.89040508538595,37.93262815806896,40
50,-11.39727976252445,62.30108359112742,47.598626059473375,40
51,-7.665763619371095,51.630221758122964,35.87723566435554,40
52,-17.016507016053975,81.18135293273143,35.75894944461357,40
53,-5.818825153254284,51.755518779131286,39.60650046746958,40
54,-16.931259862134496,64.90723159765048,41.78630075751298,40
55,-19.12354571808293,68.23955242291733,42.57969084183868,40
56,-28.88790363972981,57.752562254878114,37.49587039157763,40
57,-25.1511904609705,50.381527488651834,39.05338142132795,40
58,-22.265318565321138,53.12638239745379,41.57397214971607,40
59,-11.892318503219917,59.42619845988484,44.61575018934337,40
60,-20.09550100527411,48.63672538948657,39.45531472443715,40
61,-8.864239152350436,37.70792642756857,38.40798004270355,40
62,-4.532978048295208,66.586989533371,41.87594078817724,40
63,-15.672983456262784,47.26481844443879,38.925214416422946,40
64,-22.62860341073216,52.74774500464973,37.40115554383315,40
65,-22.46277013038944,51.01702709761146,40.86550048629954,40
66,-16.798886609529315,60.573669310517424,38.453650728076475,40
67,-16.180837724545587,52.932062061639364,40.636924392492105,40
68,-27.593761817073446,44.00814723069181,43.15259345723626,40
69,-33.388395487622375,54.65987373298332,41.34980409418051,40
70,-14.721623311426868,47.998599156346074,39.69614026269509,40
71,-22.27679783705409,43.93972887528504,35.616057482132184,40
72,-21.93921882932108,63.22078637060521,39.80240919755875,40
73,-16.978458254870176,52.911078965097175,38.27612211228336,40
74,-17.04737530551501,69.06188637370359,44.25770067411665,40
75,3.0585754833685113,40.0553226294664,34.0993997354913,40
76,-15.144938899588466,38.432451885953526,45.26050838745713,40
77,-16.271827334411622,40.29936137381443,38.65686195617194,40
78,-23.998819885167276,5.514941292316823,37.22651764263823,40
79,19.33596035778446,42.39832733167493,43.64520270350648,40
80,-16.89401912636191,40.82105553514627,36.59133952618193,40
81,-16.003990422825897,36.45474228229033,39.373004942330105,40
82,-20.354658212974822,33.663837086223104,40.44298403891825,40
83,-17.253436469569923,53.45510504228586,34.953639471838876,40
84,-7.6602383170728565,42.2661269368112,38.359993860259515,40
85,-13.333584832644833,56.290782270233066,41.16077003046177,40
86,2.8613817625914244,53.07131444360518,37.55390448955775,40
87,19.921343785823623,57.409770336499896,36.24667151076014,40
88,-14.81398266574716,61.37383785679364,40.17601783921026,40
89,-8.494426089365891,38.8089391258139,41.626097514649864,40
90,-6.392933681739715,33.38204912937901,41.76032800594603,40
91,-1.1626350376278736,40.37774024778939,43.26144740905749,40
92,-4.249444198346852,55.380178368227185,39.28170698705126,40
93,-12.93085796429363,54.605297572402456,41.15511009625535,40
94,-1.6611212887120756,50.412728796042906,40.727376237064334,40
95,-19.041237613547928,64.14569867990255,40.48581818374077,40
96,-9.878160397194065,45.881932791370275,35.44716702634769,40
97,-17.029691648119766,50.286096726224194,40.238121011811195,40
98,-5.105751013843289,56.00907672198238,40.13209826439459,40
99,-14.770670705887643,67.66178653615738,40.20278173220464,40
100,-15.104575429870145,30.974050845715027,38.94900044286427,40
101,-14.210266492467497,51.32919184328107,39.72609512183239,40
102,-12.170203434838513,39.34665118588888,36.349435436617,40
103,-34.171948422840856,72.42795665146804,35.422904857092696,40
104,-13.093314410267293,59.659148339249796,40.535293985145756,40
105,-1.3551563638529514,62.202510666501915,38.718161471841086,40
106,-1.764342611727912,42.84576693097804,48.926813626061104,40
107,10.320458878913328,35.10740620028682,45.195286411328986,40
108,-24.881974086529837,66.8473710558978,43.3013715744195,40
109,0.6780142470810497,69.34269919916356,41.00495933086569,40
110,-15.52598865085808,63.82267319480255,42.62783827265449,40
111,-7.707236441217066,39.67457136256443,44.53883874307276,40
112,-22.238658654892237,46.43833301895293,40.76221871371143,40
113,-17.974529274817886,52.023700126495925,40.73436162716817,40
114,-18.32721667669307,29.585252504009297,42.92934558126353,40
115,-11.804677020032736,60.333749976081464,37.60030839832695,40
116,-10.654359803597966,59.64894651106283,41.665688160196176,40
117,-11.59534933492723,47.21542013566756,41.651119325505896,40
118,-15.995045138256756,56.06990784775684,41.866312097115205,40
119,-22.013168345368083,56.64953124663985,40.38484233369063,40
120,-16.440418738866057,28.98851748377246,43.85288620395599,40
121,-4.985722220711946,62.69234439333326,41.8260964460372,40
122,-13.205126810244343,51.18952415561211,45.83886365083838,40
123,-12.686469991614214,34.80735510896942,39.942433779769,40
124,-13.792708253254535,39.71212411422439,39.231656447335766,40
125,4.951654872323685,62.371973932827736,40.74318987842107,40
126,-23.595675684629192,39.03181280295317,39.37080397205156,40
127,-21.93045490687211,65.81848903251186,36.980117851684206,40
128,-15.967657611500398,42.85281615047729,43.04134787075156,40
129,-10.656031815277071,46.86664459095333,39.76907450805443,40
130,-2.8985766904029937,34.307453252564635,39.230687702173704,40
131,-0.9763727057505642,54.304473636235265,41.478900479902244,40
132,-21.641477690438496,34.08328391653142,39.200319431454325,40
133,-17.213268359073314,63.856202913343154,40.4203603136978,40
134,-27.14499790948782,57.37391861948551,34.83663721618688,40
135,-21.157404046758188,54.48018037824248,36.493516156122,40
136,-30.20206833150737,38.39311992284425,40.609106970518354,40
137,-28.70845525985417,43.48751611182696,38.673213609340685,40
138,-3.411086835154175,70.90361549799701,35.08370338347135,40
139,-18.17210106133315,40.65198218283857,40.28552173891319,40
140,-2.037526570296519,54.56563690865441,38.81936789008573,40
141,-14.594662851410511,66.57422048970345,41.00274816424798,40
142,-24.546490500998,50.00464153891467,42.37196309860983,40
143,-2.08710979885503,59.80886239011576,38.39990979558947,40
144,-14.74835162475543,64.32902987931973,42.98511313916082,40
145,6.140064119892312,64.34170445538646,36.194547226596164,40
146,-5.65390144115425,60.37442945872742,39.17505938132923,40
147,-15.272670377707499,71.20018451942774,43.50386743713877,40
148,-6.707686459802769,32.3828022729704,37.467199388144586,40
149,-25.562906194759883,41.68025535651752,38.57551604441318,40
150,-16.813246405054667,68.68498926395519,45.47247128642955,40
151,-18.247728550723675,49.15427220153203,37.50192663368069,40
152,-12.335009824212905,50.19652397747097,38.79317989144427,40
153,-5.98839498803742,42.915592317261755,41.61891577492778,40
154,-15.569615589120277,53.18275041171454,44.21311595321402,40
155,-20.970168459692328,43.099871243839004,43.77293386515506,40
156,-15.23998724943883,63.20247389992219,32.785702061253154,40
157,-30.72700401189907,51.47435541365648,44.35745190102977,40
158,-6.929360914983049,74.26772092585611,41.41057056864451,40
159,-13.065435481770704,34.851335125013776,37.59524057480129,40
160,-22.84056022038531,42.16452984723513,37.456631937548224,40
161,-11.525631489904155,52.645662030759226,41.80888568459851,40
162,-25.46614804002468,66.27739851835918,41.871634794033326,40
163,-16.008185043839553,34.74503771791131,40.34122489155933,40
164,-23.44794424488647,61.13346172083164,36.00759783005869,40
165,-16.376705082318754,56.75771983080094,41.47433420474422,40
166,-12.221157252863378,27.9623782542141,37.163769612887634,40
167,-21.90867428879573,35.53279786893812,35.075352382631195,40
168,4.781807533139407,39.74130505184958,41.081555656540985,40
169,14.954603922158745,51.379182172436906,37.405862704127266,40
170,-3.169378482477965,53.85694777080721,44.231955752965206,40
171,-5.408799189740518,22.270931111511565,38.623523131290824,40
172,-7.834415289944825,41.15041174054222,39.63922161616869,40
173,-19.439339802032777,60.2368929197124,41.664232311634564,40
174,-13.416391826632232,61.67621605789779,40.14730057186318,40
175,-28.358836588528142,49.47308828887828,37.295215637172426,40
176,-16.797463836253357,59.118804706102736,42.45517059385504,40
177,-21.653851039426804,63.57043413489753,37.845160933509675,40
178,-12.389283742433726,71.69805868864967,39.59225389363622,40
179,-8.813354298929596,77.64360647631615,40.86160116535695,40
180,-15.168258550807703,60.853819197753175,45.36567208835563,40
181,-18.689228313009036,43.82753546614008,38.44295789774739,40
182,-30.081039658485395,83.38823905481613,38.162394242658735,40
183,-17.974833181014766,44.964824221593375,42.679008896188535,40
184,-25.594384265679057,42.97282849087774,43.360613931275026,40
185,18.60585863305229,54.05209633518231,36.770933770665806,40
186,-20.944268404675057,55.515368977452646,37.87765353968482,40
187,-10.427751276611694,58.395813975657525,38.44548071486472,40
188,-12.790077009759589,67.11243668603652,37.462474088220254,40
189,-22.03820799335579,67.67765515470899,41.483913279844884,40
190,-5.520494665519706,41.73730540201068,41.219909030175145,40
191,-13.733680252761465,55.574356105362824,37.36661927032447,40
192,-13.149494363235481,60.40344363892809,43.94412927248764,40
193,-22.755288680119396,55.32835070697497,40.794667615866885,40
194,-8.647600163989523,68.40956645690149,46.32560799063512,40
195,17.61533521071629,46.80888522502849,35.003429509531706,40
196,-16.303452135993915,45.761187788210464,40.19309141592187,40
197,-22.471389525794784,70.09035038176594,39.3165031284749,40
198,-17.262055625600606,43.728459180477486,40.43695443710132,40
199,-11.121247157064369,34.82765981709687,36.686049718690995,40
200,-12.855520450023365,73.16069143056356,39.60718988093435,40
201,-11.425779601025768,29.000313285442317,38.461136890382214,40
202,6.455626412137667,74.91308139573889,40.18957935949881,40
203,-14.73837797145203,36.48743253934822,43.74483539213847,40
204,-16.614579077249534,71.13387757865333,41.113838137858906,40
205,-24.732679890925095,47.50346275225681,41.588780066212244,40
206,-13.724695579447937,61.71016829682953,36.30835041837893,40
207,-28.659299492729065,77.92294686632209,35.03591006455832,40
208,-15.931345626283115,45.91991630663658,33.97078866025429,40
209,-5.466675105908048,64.02320202736185,40.870531878972734,40
210,-10.374123198084524,55.044480854970416,38.66260446957779,40
211,-23.292872410087693,55.773511626308895,40.63471814487562,40
212,-17.506492512598058,75.66273119596556,44.601019824990836,40
213,3.167631787897346,55.87222751255111,41.93056073991278,40
214,-22.273561185313515,40.28939282586395,45.71749136563234,40
215,-15.151624648605743,64.42642393206042,41.299060889768434,40
216,-18.361981160906694,62.81649709278603,37.38240399765974,40
217,-0.8216253072714359,43.34512249641865,38.561967577500226,40
218,-0.9850297521224092,58.96134691871348,40.547822686018,40
219,-23.186181872254874,56.48588671563659,40.33539747859121,40
220,-14.85295924480606,67.7512474398068,42.93895899461674,40
221,-9.69348447976445,36.65363111094335,40.19813079619595,40
222,-28.4351146200516,60.475104802228365,45.32181841420109,40
223,-19.071161530099644,36.70215726239101,42.9804158362233,40
224,-15.70442537156001,50.366068610370945,38.959958484737015,40
225,-17.169298708174036,32.391936302309155,39.18958626898511,40
226,-4.410867674027949,53.01749865327861,36.087921407537216,40
227,-17.29450457830673,52.52842635932553,42.72127543117543,40
228,0.6554489605417126,53.573585977558494,41.69997697836589,40
229,-21.456545654392567,43.42860425879152,41.83475344302003,40
230,-14.698893379097392,35.16843204269491,38.63287395444485,40
231,-1.9259984010237339,36.98572369870671,42.65168061627667,40
232,-16.4851555210223,66.22487553795418,39.25945411955512,40
233,-17.950680314262172,48.30051781044652,39.320775740120915,40
234,-17.09672880442905,49.43032832169235,42.85467992259286,40
235,-22.526411517835516,34.96007543804068,43.70244886612628,40
236,8.528708900699879,67.57307842411055,42.004601207549435,40
237,-20.59313251907588,43.90981796978936,39.00069402584231,40
238,-1.8103013354707511,62.902519820052895,42.48980375890787,40
239,-12.942902273931637,36.28676969317556,39.161713617798966,40
240,-6.584485180164527,58.06772461880187,41.424210151715144,40
241,-26.62628481244327,55.019915244992184,39.974084920372725,40
242,-16.314685436623584,62.26248989956307,39.83026071806117,40
243,-21.19358187838375,51.160897695013176,35.77665500053981,40
244,-22.99443995095664,55.920720473910855,33.15273875659852,40
245,-21.317312929653557,40.3637132493477,42.56830686519707,40
246,-8.488659473349335,61.507847418973604,40.61905049378289,40
247,-9.987811847860387,29.64451124106747,39.01403290645005,40
248,-23.858711692182553,57.7187723749775,36.21004041580655,40
249,-21.768502381084634,65.32502508428159,39.48961306327982,40
250,-25.356309619611437,43.52462807084151,41.89542217276132,40
251,-12.055991368089668,49.45779727398907,41.11807694987588,40
252,-17.784842808424987,41.04844368132973,41.194564134759595,40
253,-19.444552766515294,67.75203257920847,37.75236569949585,40
254,-8.540703709988323,55.636859173072565,43.84574329497009,40
255,-19.19510870387316,55.29623290186083,36.78708522828447,40
256,-11.613434482309406,40.545023928980086,43.69746004477751,40
257,-34.748589737876436,56.193505572327986,37.884454620905046,40
258,-13.688867189612079,63.90032904807126,36.44689169768049,40
259,-21.001778519425258,30.76765826197057,36.02822344278229,40
260,-27.32501035969144,49.604914010567,42.84156220770914,40
261,-25.71252368067851,64.88183829074352,39.71805214541755,40
262,-12.235703619882885,39.94372651885978,43.55553528650128,40
263,-1.8851758101940832,64.25023671374181,42.19599153693057,40
264,-11.155241525847215,47.27208170815437,40.68436097548323,40
265,-11.17594894928885,64.46344497730503,43.30697656366633,40
266,-10.985701510821736,44.51131878563336,40.64133193208012,40
267,-19.44511383055302,58.7371401324158,37.859728759574814,40
268,-16.540315002415436,61.26253978176442,39.038343293551634,40
269,-28.65549298960385,57.90133840981741,42.988113875444945,40
270,-15.378862477403791,49.13740745959209,41.87439254673172,40
271,-4.471277788598593,35.84750528443069,41.36492156099162,40
272,-10.02715778503934,49.71394512198966,40.4600163488066,40
273,-10.245216494002777,49.855819092750814,41.03630359805515,40
274,-8.17970992641883,48.449394218768376,42.18067944273756,40
275,11.461471036073194,39.95268509432053,40.66590766201286,40
276,-22.40480279467244,56.02401992650198,37.888760872650046,40
277,-1.7239291839494588,51.81177230904908,42.410307201678876,40
278,4.065690664745211,47.40938359683872,40.14297803061708,40
279,-30.41027700995362,55.74949547692523,39.97669309676394,40
280,-12.354286409882972,62.602163894305995,47.48274090681122,40
281,-23.773834365546577,51.52263161483051,38.38679916836621,40
