unit_id,ProductTiter,CO2Level,Temperature,pH
0,-12.645324380654264,60.335671282520345,58.77727002613169,49.08888359823191
1,-13.293917773414822,55.39569559351428,47.25809683285625,47.560673700232066
2,-29.614751258042787,61.94700117919206,58.083389230528915,46.06534081181789
3,-35.40405218416358,62.6898621476908,67.01544790952188,62.45847417094144
4,-18.499064645707293,23.0492536157253,47.74772988030761,47.99298340009991
5,-19.187506281467247,58.79063908755427,34.97928861933485,23.580876409854586
6,-17.943327796891904,31.036707298603687,55.873636378538585,49.98092055420492
7,-21.689744894844402,73.2646622744351,33.173328683805984,40.31412137775365
8,-26.77918352475933,49.96997272301622,62.395028919086094,70.10013409954989
9,-22.661531832860565,66.09566006517196,28.849333387917305,44.366833484403394
10,-27.836286238690672,44.4165145241147,40.78629885892369,48.497679657756215
11,-11.437623026261361,57.542799008402866,66.96749304475735,59.08636991697581
12,-17.79441329613627,35.64280062485741,49.75425892835345,75.41752204722818
13,-18.693540542141804,52.88746836653223,54.336883887733535,63.638852496706335
14,-12.276606961324521,13.002389776596875,64.19568623591799,41.28518603973651
15,-15.677714880877978,37.483724515333996,41.668902788872195,66.0201365310731
16,1.7592850097358808,38.15404550976544,52.58322340068707,49.6128967874502
17,-3.263454159941829,34.9957974739674,38.74994932653844,53.462590302216775
18,-18.376276781007647,39.34221865325089,36.73230410574212,58.32551115650001
19,-30.7379778510992,57.00670136125195,42.98283383986124,47.81267910894595
20,-22.504077922225935,50.12191816597611,66.03922908329555,29.725802133713223
21,-16.877824035395143,50.76131363730437,51.19675204690808,44.30481840394296
22,-17.500634605271898,57.058029530376146,46.560419170526544,47.3537775690363
23,-17.112027698617183,55.72190535103238,38.016525035461186,39.074158058219695
24,-20.897205565279656,49.01293943167762,41.875115748648,49.72291618839081
25,-30.35119159806034,45.93037712730603,67.89434128588888,46.6877701736593
26,-19.021807618563226,56.71878065035247,67.1149559487006,31.295998393469517
27,-28.452101994048785,64.64276024554823,46.57254496019658,34.07470830581103
28,-17.692670408136838,40.221102913889695,56.05916705996763,50.706293536334606
29,-36.946430075202606,53.209180470715005,45.28044035165607,41.45361239673984
30,-22.82201137823637,52.16778491714427,59.88799209634009,38.993090994226925
31,-12.119936601580246,37.59676682519009,22.74770930677396,64.98737229038784
32,-33.759131770794276,57.80238174611438,41.46034254667438,75.34778496114096
33,-23.529755422072526,53.437837197922526,38.91532636600676,56.32599641613566
34,-14.956071392992383,47.32616704454735,46.095148004665646,49.89098565455287
35,-11.94432161070677,45.98163591268399,40.94185877109028,54.72054151462099
36,-10.385658757423844,58.442339673361644,52.88990611228142,50.6307265080927
37,-9.231215531012435,63.71152126352353,48.81820705423493,74.19546712716597
38,-21.302405712927374,38.766438640311556,82.5904411103246,54.19571420982371
39,-26.170635091729036,51.14917638190946,71.8651267012049,48.61303068527238
40,-26.651769546093494,59.84582762624228,64.03283221391023,48.31930715544193
41,-29.087298193688977,71.14155276869649,48.0035567472439,46.475645445922005
42,-13.054014719332516,66.39472034305481,66.65134667691196,71.88707792053364
43,-18.256441535538507,58.1127741607944,45.027976019766896,57.71714376131613
44,-15.589665408717755,42.03006481412115,49.90610119721538,44.89577182608439
45,-21.443313887206436,47.44779082531406,41.544448378906075,66.2608653449304
46,-27.58197372838655,67.82254497020992,43.6115195430957,41.80005589892512
47,-18.77466312507272,46.06884193983389,63.107261588043905,59.87920819132552
48,-9.962411789872203,47.64769307745558,62.02253925656077,57.08644234444289
49,-19.49525026292601,51.76006368025556,79.57961332295817,46.84059623696187
50,-20.430260606057313,44.34792287308902,58.81181313376879,41.148067560356836
51,-15.172704376021173,75.84487060086249,52.632716221827565,73.62104647991136
52,-18.862652792689577,30.811920562758523,30.21784790411589,54.09693140823056
53,-21.52214719180398,37.84039027725553,78.69215676301472,13.915516371169927
54,-26.909138628924765,55.59875317155124,69.51603320610565,72.29899661473598
55,-17.064654939951577,59.48318147722006,58.09587608435489,30.602877213388822
56,-21.531163032902505,50.36547019634302,53.73317651934241,54.70721790514127
57,-14.468506166114304,73.21175495592317,70.19701153508139,32.27740293168762
58,-10.488028664571747,57.25025498866011,56.931909946722634,51.71474885529774
59,-31.866078012508034,60.4757723355799,49.45087853702454,75.74293415143437
60,-14.207957187162368,57.13752596511326,62.70777214520626,49.32165814782083
61,-14.95323504639466,40.93244610081637,50.296919681198204,40.39013333320666
62,-18.897374053279016,54.847248636854594,67.83013184694501,52.974643079786205
63,-16.871616351259377,59.3270140106927,50.47072651547331,68.35393571860286
64,-27.354407830353786,61.587691334977045,51.7135920742826,49.82276483937744
65,-22.52089130319914,53.68644199446009,47.29860257761761,64.71702933590359
66,-21.696980164232937,18.234028983809324,52.841816317681605,33.161053164180665
67,-19.4125763437518,55.280136883552814,57.44208840581981,80.14558255165512
68,-17.120677040675528,58.30223258350482,62.528023086745435,63.92089249030624
69,-24.58149134619232,46.348976333915026,52.58242852560691,49.422263271558705
70,-22.707320498341744,13.213341524194274,54.31757840586533,38.6042454328291
71,-22.563332030060202,39.80862296166771,48.11532356059599,48.99345906421667
72,-15.374500952099329,58.43746609825576,46.38153595101788,53.04920103075843
73,-13.790143163021899,41.821085799318155,58.1846588537245,33.84497869142712
74,-14.077619269661907,53.530605674151566,61.2153814866435,43.8954239727813
75,-29.640399232614055,57.91692126516363,47.031958271301015,39.232116665115164
76,-13.0740545966928,58.420580459047095,68.04073915155462,31.169889910074126
77,-25.64476545766371,59.49978425191245,57.44512963520661,41.12837598830893
78,-14.457256825263997,69.07569801466781,50.790084896730505,30.198253904663776
79,-22.843285602817392,45.12651670973541,51.869936311624365,39.57969614901901
80,-19.85632832909428,48.15513672825289,20.64678577679821,55.561324187661754
81,-28.623898599741374,43.53116258829131,56.910433079425054,45.38828793592172
82,-28.217264977398415,50.91268520415022,50.561981441453646,50.682709845503084
83,-28.155526414124104,52.98310186065427,41.63381858447748,56.36050331963054
84,-21.118549230104378,40.331966167379996,35.1064321949221,30.523318505905706
85,-22.120152379342148,67.0497541731833,63.1633665952624,47.45736404447289
86,-24.751528159021483,61.18753623601396,54.6702251646668,45.738013426668374
87,-20.66615483117074,66.60368925726192,45.42599532481104,32.210694411683384
88,-28.761374452835984,22.60315749464877,59.02303854924077,46.77402872177019
89,-21.744278391647512,36.27495343045095,58.041237235585456,44.991101646875194
90,-27.914554818597384,46.887219864808955,35.577092507065316,45.94649361071058
91,-25.903872779090403,55.92423086691564,56.65925967627274,63.715634047434555
92,-12.707275660890467,53.37710832849299,37.103734648435925,59.65827157169775
93,-21.981771606514148,46.993312629412344,81.38904190360341,34.52819496748793
94,-12.798189169367085,38.321770117347015,45.69508254407585,48.87393880897294
95,-15.67793983415195,34.93697995427531,39.595797837705874,59.7812877355276
96,-24.574114217236232,59.90575551102424,44.101950995342456,15.168782193105933
97,-13.807325882920601,59.59640951958683,38.285610994049094,41.27965839406571
98,-24.43261816582637,73.1457042082811,32.54235722260226,53.049032599130065
99,-19.528466221064544,73.03664772968305,40.31885786611727,47.89835789507222
100,-27.60987327347499,65.5260770242385,41.14739193355912,55.20128731543017
101,-20.469954535703543,33.54392145203431,68.37060195098513,56.31336468950545
102,-17.2613505925629,45.70974314811361,49.246177038478166,42.34885630967412
103,-20.70317606066893,57.69751221441738,48.36947841481457,28.44060526712684
104,-21.00689130643233,56.84462529924031,52.83476892483301,45.942015026588
105,-15.67392745417973,45.899986384470466,65.9511402789292,44.04515326034348
106,-22.499576630328754,63.63676031693871,39.87086720120622,43.90784641764067
107,-24.080868552539428,50.08468520969932,63.47741222074964,67.22018550428263
108,-19.45568861258491,71.8939087632369,30.75844423640147,58.95723161107088
109,-21.607627539031988,45.697627199062225,63.48808675264187,44.169915038932075
110,-18.667216879347507,54.04484662014154,56.1602735612495,68.75080995878078
111,-23.829794965121383,57.12549721846909,39.97146522955002,60.883660490500816
112,-12.414987333483634,36.91032318481249,81.56077654532399,42.69748734761035
113,-27.224849434711437,46.33333401035181,29.598419187669286,29.843035687028244
114,-13.943892295238134,53.19917708454458,68.284167836292,53.4158869749111
115,-24.87127322561421,38.46363065241022,74.1232260318262,55.53473841600738
116,-18.13346055776919,44.5108482695972,57.50233437768831,42.096451203254
117,-24.32512378073166,53.9369987813931,50.98947076734532,30.82327724610714
118,-15.092145083211873,33.154313329172176,38.05424758868342,34.9068194444685
119,-25.590308891108315,35.910060479881274,45.32812949853418,61.465147931063115
120,-18.301262854594412,50.74627666734567,49.287041138535706,59.60905311686283
121,-18.815224141609114,59.1928536380123,36.40187598973579,46.44612935659176
122,-22.046169367786437,51.4700322566843,44.89504152376098,55.51180944991115
123,-20.562823355463145,59.16956047090988,42.18315408230397,54.41720964427124
124,-14.664400707158778,65.02385395237295,74.81404514070663,55.51638628076894
125,-34.83398959419879,51.91086004245204,43.221689411590724,47.91040774699547
126,-20.48673856495966,68.75755928130656,43.999002470306365,60.07131780014089
127,-14.878201039514547,57.21194489821736,57.535953008838526,71.29004961900003
128,-7.651236580466007,43.509760530908764,59.43786816991418,56.24229828793396
129,-17.62704668587776,63.09365575644665,44.6977132232149,29.574474464712676
130,-6.160583053789656,69.32307693961205,53.66873384952673,42.150255579303355
131,-14.155299002012496,51.77109472769751,45.06722950355269,48.312286659861314
132,-21.21084945245922,52.47458332090551,50.79651468441634,50.20362623725604
133,-24.9680037749249,42.0306143827729,24.24168453000828,48.04200539233917
134,-30.864126999306063,61.98884188708602,27.234917968890812,55.531069730261265
135,-11.863553499649193,47.33258297436325,47.53842781522358,62.447540941657316
136,-30.01699029573266,51.07540233001159,54.76238339549456,57.865104273965294
137,-13.581804568530972,51.10391274928406,73.62303254231182,36.896040881996115
138,-9.229012663297066,48.47749959882539,24.488142453523995,51.40271858393493
139,-13.93791287651201,47.667952737471886,47.872333447217855,51.626772809708044
140,-1.0181180960146472,35.05927298673058,59.680618319498976,61.06363177432278
141,-8.267076826635254,47.69857139718857,48.655413011902155,66.25219055913969
142,-12.704929692632472,60.48225429178388,64.38196301591525,71.01535159742883
143,-24.509728947823447,53.386893390042935,35.212498832596886,58.18694674400756
144,-11.432430300629301,19.432564526952376,52.25595282680132,45.101527117652694
145,-17.352733414290242,45.81596929715855,25.589422293654135,45.11832958494692
146,-23.90176344957248,65.2004607203629,56.28708489352685,37.373229030821165
147,-10.581505398192165,53.80903909387036,46.21921104260374,45.24056169856486
148,-19.68727781674005,46.63199049415677,64.01147547277094,46.98280863704662
