unit_id,JobThroughput,RackInletTemp,CpuClock,GpuTemp,NetworkTopologyHops
0,7.323430186665433,67.87168808333934,45.929419594010774,61.6919299696095,54.28853758141828
1,18.724733051522197,60.24379389296641,58.35240999989252,44.95588663896483,58.002964012134335
2,13.059706947229955,41.56512244216587,53.01266639654162,41.33234237157089,60.07863162077872
3,4.3783684483196375,69.68758846169999,37.41690227638322,61.844680373060555,53.76800232564029
4,28.594401362210533,47.964846749837925,52.890781171567426,44.458655193811765,37.21070836235522
5,21.286010771484445,51.967155471152736,46.86002737934735,31.159315984535436,53.99711403763853
6,19.59227483892864,55.84392265050256,54.81921918001523,53.733354208764375,68.04554016560756
7,28.243870766338926,54.34329225963259,51.18266877161492,37.92988423064529,46.11764518388697
8,15.790439561195145,51.28471087754955,47.20232789247196,37.407417620104255,47.94044846161832
9,12.484442622737243,66.69862033941118,57.02077958301654,56.5544916933515,64.66572900064834
10,18.706209679009216,49.905461993512546,35.11851775415651,40.2881500215798,55.75172902643003
11,22.580072856057924,77.02999509578255,60.239034976032244,41.125756615837474,46.897453928280974
12,24.328810035156877,55.524262003546625,67.00924048678995,46.31655067873445,48.80651094034653
13,26.066323778683127,48.61633868164845,47.895893913728834,56.11925162425882,58.889891242083614
14,10.622826472715424,61.91687686409966,69.87566849069827,59.22198239484137,34.67161089546655
15,23.724466984737425,65.54221236205692,53.62519860633441,53.2004162966599,62.52499104243359
16,27.42588298279297,73.69207582225205,43.90799801472503,37.06497040763338,52.72287417157523
17,20.18985571604435,49.42682679756145,41.69708407624096,51.320896291759865,43.135026176463015
18,44.347055660550154,67.64739285555076,55.20374330115787,31.80163596488239,63.34840286575881
19,16.705745626666452,47.29698572412395,57.54762146170246,52.162556425715835,76.3882697517566
20,20.918267435216162,50.64149507309586,63.660767585159526,36.972054897016015,68.35864867017912
21,18.468763345666492,53.25539205142135,29.170079328776456,42.18071025999626,48.1959139424386
22,53.78560696489088,55.446286020440695,52.03177126314987,51.19020618003878,53.25062483153519
23,24.226769362595153,70.0106527553718,55.34934740662622,41.85976274698591,38.055351865795735
24,14.176500112369865,50.7557007068435,44.29856805716242,62.91147521837113,34.2510691513427
25,5.79451187308893,53.11022370080929,38.99559128744605,49.82381560588255,48.48623677306949
26,44.45272493765954,64.1428228824254,44.41829047800853,44.20663207894908,61.376204140162926
27,25.20988606519076,50.014769916986445,38.50006733009286,50.19761677759917,40.30445865560063
28,9.271892637186264,62.61795791336178,60.36709827911548,62.95722187215375,68.14667738643601
29,28.71952819824233,34.88376221473046,38.068787492005875,51.95714968467951,51.26933444741481
30,28.63696035997148,57.57175971393616,40.49547609886929,43.533383573802766,49.960582820814366
31,46.52604365667625,49.190672841001714,48.887352911946195,40.90320674805117,45.052248487532985
32,16.02441211647166,50.70657315057915,59.20331561975302,74.78573630678828,48.749201181322306
33,55.235483011763684,47.901083842328575,70.16367283210273,50.839287688499326,40.62621596474496
34,45.694348114059316,50.631677141974805,37.66834351825649,41.51972841521608,46.7009741535166
35,25.44613714840543,35.46099450598155,58.27201478136558,56.11978563393186,65.72929518928473
36,39.20429343952963,44.17677942314438,54.69319448932141,65.87313945141534,59.133858990539196
37,41.31378239565235,61.29925692069754,55.54567292400307,60.890439683664916,42.248927069383555
38,9.069385881011057,60.755742501940574,43.50369665048558,44.35693922198666,23.39688079036281
39,8.549221221169521,76.64453815281769,45.86592112933494,59.590123203980305,43.18927294669085
40,4.42960164770745,61.30239638573383,45.09547165571163,53.08237972204968,58.68882691337468
41,13.939363424709597,73.77459460282638,45.79144530055233,41.09288737826809,37.22717222642665
42,46.97974586626545,45.92680108299487,51.796177671781,56.27599688375347,49.8465589337037
43,25.644627961572805,49.418643600543525,41.75659749547689,33.953114936732106,58.126827382407654
44,33.92020809258968,60.131498093995596,48.9172592797785,34.810323850016665,68.45230642032303
45,19.045769219497323,65.80469333579771,64.33518828984025,59.71074119354101,28.90092614042999
46,41.4234624283868,59.06780663574812,60.11197692529216,44.90104604802997,66.56908505827022
47,38.20472807937567,50.00346608212576,40.75051287632077,47.42186406991349,25.276278832841683
48,19.335247582244246,62.928359502713775,39.260878721597486,54.177647824835965,55.050452391081635
49,41.61756473062112,51.02163175757067,59.166578700951156,56.805802921682414,79.25208438935232
50,9.074445402707916,69.05297821156606,59.4962306678868,52.851314427424235,49.75935682389302
51,18.605378335481028,71.22084622113594,44.694193531751466,37.38761604699341,62.95741632672786
52,17.32629526317642,55.67628121527923,46.84381964115374,67.3956887685267,30.34145028972394
53,51.54646051818393,44.791835518549455,38.26398645976071,54.49360333533859,55.47795386527658
54,13.081376078453008,62.62082979245921,53.188396832442734,30.452664132226147,44.54379796078404
55,23.032639126670563,64.69921152694157,47.570585412803354,32.37489801812127,54.15638363682393
56,18.057019169305203,63.68146126590707,56.48575381964583,41.15401192408331,55.99637116122998
57,30.817926499224363,52.53262491056948,61.89075765407354,47.97688124670036,47.78772379303696
58,6.321326926857221,67.32442699233361,52.76733193567647,38.53373335625169,32.84684233862503
59,29.761788838753002,25.54266199815321,45.62632223206489,34.988334422977594,45.458892238721134
60,34.08216088809117,52.7588546690473,60.74674651277664,47.92572146231688,44.374590682900774
61,13.109132858407065,75.1345017146738,42.49409478134146,55.20508891220616,39.58135070300344
62,55.96809561588347,56.206731709838785,54.06624580982499,59.50724013092386,64.59277213938097
63,27.01559592270018,57.3064983086967,66.91659595086658,35.17979767554567,41.374075465898336
64,3.9437087458861213,69.9314416220481,55.41319429551417,62.837433835638556,41.99429635581438
65,15.410648529078188,47.34632798383375,41.90226371075646,58.87513556446014,39.78369986554608
66,18.359298741059884,44.37750389229109,53.10769459285791,54.53077484366083,42.89390782659166
67,19.382315547279646,64.02545906468367,59.20882456744362,64.70747217298,59.90084767666671
68,48.20060711058244,59.254085169242245,51.53792206901109,26.218652318698375,58.0814121399867
