unit_id,JobThroughput,RackInletTemp,do_cooling_setpoint_controller
0,15.525730263656449,55.60707536212539,40.0
1,29.33119318967105,42.93881104162395,40.0
2,22.241116023599403,65.53323421956375,40.0
3,28.006981898395125,57.60286462437442,40.0
4,23.417225365022933,48.30748544269107,40.0
5,1.410349771769682,64.86683207016002,40.0
6,8.28040124883383,62.0288018992841,40.0
7,35.50286345091882,29.285089502241,40.0
8,8.188901172032228,63.206703712110794,40.0
9,35.56472186601882,51.41322981177304,40.0
10,39.23725132732836,48.88691605274856,40.0
11,7.495641305801836,57.7979645006497,40.0
12,20.39365603659682,47.709900296648435,40.0
13,20.356959693042818,42.81571464151402,40.0
14,24.0494775066193,54.967095330035036,40.0
15,15.82400832226195,54.0930492365127,40.0
16,21.31988645565321,50.196796456237465,40.0
17,26.77522303532918,40.48544199765723,40.0
18,12.494880668483573,53.127242969032835,40.0
19,4.4920407235599304,65.90979200284681,40.0
20,10.766970632621964,54.09190313905212,40.0
21,16.028290608783653,53.60771361500682,40.0
22,30.125489035036917,33.73338110806354,40.0
23,8.808763837689664,52.55410437705561,40.0
24,13.779396549040603,50.35543696320149,40.0
25,49.612112782714135,34.52608965388517,40.0
26,9.357490607307316,53.724925940845985,40.0
27,27.48467826633272,42.61372194236573,40.0
28,11.567084374509768,50.03935502771144,40.0
29,9.942837500951914,74.70431678382202,40.0
30,12.258004653581821,66.5969204099601,40.0
31,12.911801401078494,45.01042535478473,40.0
32,31.797177917126106,30.810484278176435,40.0
33,9.051513006377764,57.212933022241465,40.0
34,34.773462516418135,50.705658949106414,40.0
35,7.0952210053715445,61.84051327158213,40.0
36,15.050747410477323,47.01051497647784,40.0
37,8.328103599047793,49.850602559347955,40.0
38,62.482060415478465,47.41159985423437,40.0
39,2.8586359365540215,63.95331705035085,40.0
40,3.496082646117375,69.6713409514443,40.0
41,29.398675461080455,54.36392096689141,40.0
42,10.964457413336104,61.13840491090439,40.0
43,29.973659447148833,47.51213255181887,40.0
44,32.32114137362401,59.24665564024596,40.0
45,18.208864810137484,39.74831236244816,40.0
46,21.257180927449298,68.93882117999186,40.0
