unit_id,CropYield,LeafGreennessIndex,CanopyTemp,do_ph_acidifier
0,13.478461293593323,8.181296072771325,36.376875575059856,85.0
1,23.529931930125166,7.922321610461933,55.161036617911066,85.0
2,25.482203425566468,8.318001637115094,48.29781515812252,85.0
3,24.083950465541314,7.65228926273132,41.93986372169367,85.0
4,20.406542271526266,8.912832638503154,53.47990354154246,85.0
5,22.331040246029204,8.132217433004643,36.33479596302349,85.0
6,21.933566785241172,7.094586526775289,46.66096175440201,85.0
7,21.12400861072424,7.726248254122889,60.871092045064614,85.0
8,16.932798055299116,8.31415445956668,45.85947487339584,85.0
9,23.555896460907043,8.326753740174127,42.53355782836539,85.0
10,21.163166680218914,7.682050786633858,46.07802111690842,85.0
11,27.570540340986113,7.988460455326454,42.67364088502075,85.0
12,20.770556902120326,8.723550159275826,53.15939890526474,85.0
13,18.190247928202513,6.706580466151154,39.77267289651253,85.0
14,19.810758398568098,7.455564076351825,51.0571487646729,85.0
15,19.689140931190344,7.616168395824514,66.43859198730945,85.0
16,17.87756471518528,7.437621140775713,58.284635185350865,85.0
17,15.14935147890472,7.70439374264929,54.9870170721466,85.0
18,24.979888300343177,8.89014069223084,67.14083027611349,85.0
19,19.55204425614277,7.271622015728977,43.09595408823914,85.0
20,23.882058723923244,7.912386583356481,70.37127382881266,85.0
21,17.947388050166303,8.263996218735867,53.63539211245104,85.0
22,16.527211163447646,7.688489925571215,29.342747291981542,85.0
23,20.294062873654248,7.728560443003927,48.675838039059556,85.0
24,18.41010112088698,8.436032161957986,46.478438786221574,85.0
25,19.198604968988047,8.04303384004839,50.12485129509794,85.0
26,20.600246805791485,8.172716204596652,51.32520931427572,85.0
27,21.035585962180207,8.175949915144345,56.198439947501505,85.0
28,15.660181619001499,8.303473258899922,38.35278338094257,85.0
29,18.825301980230208,8.253301544686298,55.88603789884719,85.0
30,23.412591422359043,8.112387746389679,50.86391772962602,85.0
31,24.0818374329346,8.07822406609205,28.79087410943248,85.0
32,22.36450920114513,8.29325422497056,53.05867481529652,85.0
33,19.55049937796897,8.136325539996019,61.675426887338936,85.0
34,19.084379352109412,7.693070858165891,48.764383638729456,85.0
35,22.273205013434048,6.858262508963995,52.59712701420984,85.0
36,22.665421313017013,8.308187289465861,58.094652335465994,85.0
37,21.62634846252101,7.177425348616081,55.303011827196286,85.0
38,24.183509851117115,8.65721781418667,44.61340331973353,85.0
39,20.61373785103162,8.106685304147605,43.29833354047766,85.0
40,21.56948904934908,7.628364082360561,43.80011664389043,85.0
41,22.720921806521797,8.515777194844903,57.89169597069311,85.0
42,19.21724491320622,7.453837128480265,47.0374869168249,85.0
43,15.752891578418938,6.988169494356947,54.79031111535014,85.0
